region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.75,666,650,690,84.84,86.93,666 [650 - 690],85.75% [84.84% - 86.93%],486,409,585,09-08-2020
2,AL- DOTHAN,83.77,66,64,68,82.94,84.07,66 [64 - 68],83.77% [82.94% - 84.07%],50,39,54,09-08-2020
5,AL- HUNTSVILLE,83.24,81,80,85,82.82,84.2,81 [80 - 85],83.24% [82.82% - 84.2%],61,53,79,09-08-2020
6,AL- MOBILE,81.96,65,65,68,81.75,82.21,65 [65 - 68],81.96% [81.75% - 82.21%],56,50,63,09-08-2020
7,AL- MONTGOMERY,83.95,82,81,83,83.23,84.01,82 [81 - 83],83.95% [83.23% - 84.01%],61,50,62,09-08-2020
9,AL- TUSCALOOSA,85.21,70,68,73,83.61,86.01,70 [68 - 73],85.21% [83.61% - 86.01%],52,36,60,09-08-2020
11,AZ- MESA,82.53,63,62,65,82.32,82.93,63 [62 - 65],82.53% [82.32% - 82.93%],50,46,58,09-08-2020
12,AZ- PHOENIX,81.5,146,143,150,81.33,81.68,146 [143 - 150],81.5% [81.33% - 81.68%],114,101,127,09-08-2020
14,AZ- SUN CITY,80.86,7,7,7,80.74,80.99,7 [7 - 7],80.86% [80.74% - 80.99%],7,6,8,09-08-2020
15,AZ- TUCSON,81.31,35,35,37,81.11,81.47,35 [35 - 37],81.31% [81.11% - 81.47%],33,28,37,09-08-2020
16,AR- FORT SMITH,81.72,21,21,22,81.48,81.8,21 [21 - 22],81.72% [81.48% - 81.8%],22,19,23,09-08-2020
18,AR- JONESBORO,82.99,34,34,37,82.54,83.87,34 [34 - 37],82.99% [82.54% - 83.87%],27,23,35,09-08-2020
19,AR- LITTLE ROCK,81.82,143,137,148,81.39,82.1,143 [137 - 148],81.82% [81.39% - 82.1%],105,80,121,09-08-2020
21,AR- SPRINGDALE,88.7,122,116,134,86.05,93.81,122 [116 - 134],88.7% [86.05% - 93.81%],92,64,146,09-08-2020
22,AR- TEXARKANA,81.63,21,21,23,81.63,81.63,21 [21 - 23],81.63% [81.63% - 81.63%],16,16,16,09-08-2020
23,CA- ORANGE CO.,81.93,196,194,198,81.82,82.13,196 [194 - 198],81.93% [81.82% - 82.13%],148,139,163,09-08-2020
25,CA- BAKERSFIELD,82.18,92,91,94,81.99,82.38,92 [91 - 94],82.18% [81.99% - 82.38%],79,72,86,09-08-2020
31,CA- CHICO,90.78,88,86,92,88.91,92.66,88 [86 - 92],90.78% [88.91% - 92.66%],69,57,81,09-08-2020
33,CA- CONTRA COSTA CO.,82.35,55,54,57,81.9,82.65,55 [54 - 57],82.35% [81.9% - 82.65%],47,38,53,09-08-2020
43,CA- FRESNO,86.09,178,174,182,85.43,86.75,178 [174 - 182],86.09% [85.43% - 86.75%],139,124,154,09-08-2020
56,CA- LOS ANGELES,81.87,601,590,613,81.66,82.12,601 [590 - 613],81.87% [81.66% - 82.12%],464,412,525,09-08-2020
58,CA- MODESTO,84.71,106,104,108,84.48,85.29,106 [104 - 108],84.71% [84.48% - 85.29%],81,77,91,09-08-2020
