region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.13,53,43,73,80.01,80.36,53 [43 - 73],80.13% [80.01% - 80.36%],11,1,30,04-28-2021,projected
2,AL- DOTHAN,80.15,10,8,15,80.0,80.53,10 [8 - 15],80.15% [80.0% - 80.53%],2,0,7,04-28-2021,projected
5,AL- HUNTSVILLE,80.32,34,29,42,80.05,80.69,34 [29 - 42],80.32% [80.05% - 80.69%],6,1,13,04-28-2021,projected
6,AL- MOBILE,80.77,126,111,157,80.25,81.86,126 [111 - 157],80.77% [80.25% - 81.86%],22,7,53,04-28-2021,projected
7,AL- MONTGOMERY,80.19,21,18,25,80.06,80.45,21 [18 - 25],80.19% [80.06% - 80.45%],3,1,7,04-28-2021,projected
9,AL- TUSCALOOSA,80.0,0,0,3,80.0,80.3,0 [0 - 3],80.0% [80.0% - 80.3%],0,0,3,04-28-2021,projected
11,AZ- MESA,80.51,59,53,74,80.2,81.26,59 [53 - 74],80.51% [80.2% - 81.26%],10,4,25,04-28-2021,projected
12,AZ- PHOENIX,80.29,124,109,158,80.09,80.74,124 [109 - 158],80.29% [80.09% - 80.74%],22,7,56,04-28-2021,projected
14,AZ- SUN CITY,80.25,11,10,14,80.12,80.49,11 [10 - 14],80.25% [80.12% - 80.49%],2,1,4,04-28-2021,projected
15,AZ- TUCSON,80.16,22,19,28,80.04,80.36,22 [19 - 28],80.16% [80.04% - 80.36%],4,1,9,04-28-2021,projected
16,AR- FORT SMITH,80.39,29,24,43,80.0,81.48,29 [24 - 43],80.39% [80.0% - 81.48%],5,0,19,04-28-2021,projected
18,AR- JONESBORO,80.0,0,0,3,80.0,80.33,0 [0 - 3],80.0% [80.0% - 80.33%],0,0,3,04-28-2021,projected
19,AR- LITTLE ROCK,80.09,21,16,33,80.0,80.28,21 [16 - 33],80.09% [80.0% - 80.28%],5,0,16,04-28-2021,projected
21,AR- SPRINGDALE,80.19,14,12,19,80.0,80.66,14 [12 - 19],80.19% [80.0% - 80.66%],2,0,7,04-28-2021,projected
22,AR- TEXARKANA,80.0,0,0,2,80.0,80.2,0 [0 - 2],80.0% [80.0% - 80.2%],0,0,2,04-28-2021,projected
23,CA- ORANGE CO.,80.0,0,0,1,80.0,80.01,0 [0 - 1],80.0% [80.0% - 80.01%],0,0,1,04-28-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
31,CA- CHICO,80.0,0,0,1,80.0,80.16,0 [0 - 1],80.0% [80.0% - 80.16%],0,0,1,04-28-2021,projected
33,CA- CONTRA COSTA CO.,80.05,1,0,2,80.0,80.05,1 [0 - 2],80.05% [80.0% - 80.05%],1,0,1,04-28-2021,projected
43,CA- FRESNO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
56,CA- LOS ANGELES,80.0,0,0,1,80.0,80.0,0 [0 - 1],80.0% [80.0% - 80.0%],0,0,1,04-28-2021,projected
58,CA- MODESTO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
62,CA- NAPA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
65,CA- ALAMEDA CO.,80.03,7,6,8,80.0,80.06,7 [6 - 8],80.03% [80.0% - 80.06%],1,0,2,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
73,CA- REDDING,80.18,14,12,18,80.09,80.55,14 [12 - 18],80.18% [80.09% - 80.55%],2,1,6,04-28-2021,projected
77,CA- SACRAMENTO,80.0,0,0,2,80.0,80.04,0 [0 - 2],80.0% [80.0% - 80.04%],0,0,2,04-28-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
80,CA- SAN DIEGO,80.01,1,0,2,80.0,80.03,1 [0 - 2],80.01% [80.0% - 80.03%],1,0,2,04-28-2021,projected
81,CA- SAN FRANCISCO,80.0,0,0,1,80.0,80.02,0 [0 - 1],80.0% [80.0% - 80.02%],0,0,1,04-28-2021,projected
82,CA- SAN JOSE,80.03,1,0,2,80.0,80.03,1 [0 - 2],80.03% [80.0% - 80.03%],1,0,1,04-28-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
85,CA- SAN MATEO CO.,80.0,0,0,1,80.0,80.04,0 [0 - 1],80.0% [80.0% - 80.04%],0,0,1,04-28-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
87,CA- SANTA CRUZ,80.0,0,0,1,80.0,80.28,0 [0 - 1],80.0% [80.0% - 80.28%],0,0,1,04-28-2021,projected
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
91,CA- STOCKTON,80.0,0,0,1,80.0,80.09,0 [0 - 1],80.0% [80.0% - 80.09%],0,0,1,04-28-2021,projected
96,CA- VENTURA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
101,CO- BOULDER,80.21,7,6,8,80.0,80.42,7 [6 - 8],80.21% [80.0% - 80.42%],1,0,2,04-28-2021,projected
102,CO- COLORADO SPRINGS,80.29,15,13,19,80.1,80.68,15 [13 - 19],80.29% [80.1% - 80.68%],3,1,7,04-28-2021,projected
103,CO- DENVER,80.17,47,40,59,80.04,80.42,47 [40 - 59],80.17% [80.04% - 80.42%],8,2,20,04-28-2021,projected
104,CO- FORT COLLINS,80.31,12,10,15,80.0,80.78,12 [10 - 15],80.31% [80.0% - 80.78%],2,0,5,04-28-2021,projected
105,CO- GRAND JUNCTION,80.13,4,3,6,80.0,80.38,4 [3 - 6],80.13% [80.0% - 80.38%],1,0,3,04-28-2021,projected
106,CO- GREELEY,80.13,7,6,8,80.0,80.26,7 [6 - 8],80.13% [80.0% - 80.26%],1,0,2,04-28-2021,projected
107,CO- PUEBLO,80.0,0,0,2,80.0,80.25,0 [0 - 2],80.0% [80.0% - 80.25%],0,0,2,04-28-2021,projected
109,CT- BRIDGEPORT,80.0,0,0,1,80.0,80.06,0 [0 - 1],80.0% [80.0% - 80.06%],0,0,1,04-28-2021,projected
110,CT- HARTFORD,80.03,3,2,4,80.0,80.03,3 [2 - 4],80.03% [80.0% - 80.03%],1,0,1,04-28-2021,projected
111,CT- NEW HAVEN,80.03,4,3,5,80.0,80.03,4 [3 - 5],80.03% [80.0% - 80.03%],1,0,1,04-28-2021,projected
112,DE- WILMINGTON,80.11,8,7,13,80.05,80.32,8 [7 - 13],80.11% [80.05% - 80.32%],2,1,6,04-28-2021,projected
113,DC- WASHINGTON,80.05,21,18,28,80.02,80.18,21 [18 - 28],80.05% [80.02% - 80.18%],3,1,10,04-28-2021,projected
115,FL- BRADENTON,80.14,7,6,8,80.0,80.28,7 [6 - 8],80.14% [80.0% - 80.28%],1,0,2,04-28-2021,projected
116,FL- CLEARWATER,80.06,7,6,8,80.0,80.12,7 [6 - 8],80.06% [80.0% - 80.12%],1,0,2,04-28-2021,projected
118,FL- FORT LAUDERDALE,80.08,43,38,53,80.02,80.2,43 [38 - 53],80.08% [80.02% - 80.2%],7,2,17,04-28-2021,projected
119,FL- FORT MYERS,80.1,23,20,28,80.03,80.24,23 [20 - 28],80.1% [80.03% - 80.24%],4,1,9,04-28-2021,projected
120,FL- GAINESVILLE,80.05,6,5,8,80.0,80.16,6 [5 - 8],80.05% [80.0% - 80.16%],1,0,3,04-28-2021,projected
122,FL- HUDSON,80.16,14,12,17,80.0,80.4,14 [12 - 17],80.16% [80.0% - 80.4%],2,0,5,04-28-2021,projected
123,FL- JACKSONVILLE,80.08,24,21,35,80.02,80.31,24 [21 - 35],80.08% [80.02% - 80.31%],4,1,15,04-28-2021,projected
124,FL- LAKELAND,80.19,14,13,17,80.09,80.47,14 [13 - 17],80.19% [80.09% - 80.47%],2,1,5,04-28-2021,projected
127,FL- MIAMI,80.03,18,15,26,80.0,80.1,18 [15 - 26],80.03% [80.0% - 80.1%],3,0,11,04-28-2021,projected
129,FL- OCALA,80.15,14,12,17,80.07,80.37,14 [12 - 17],80.15% [80.07% - 80.37%],2,1,5,04-28-2021,projected
130,FL- ORLANDO,80.14,86,76,104,80.04,80.31,86 [76 - 104],80.14% [80.04% - 80.31%],14,4,32,04-28-2021,projected
131,FL- ORMOND BEACH,80.06,7,6,9,80.0,80.18,7 [6 - 9],80.06% [80.0% - 80.18%],1,0,3,04-28-2021,projected
133,FL- PANAMA CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
134,FL- PENSACOLA,80.13,12,10,17,80.04,80.26,12 [10 - 17],80.13% [80.04% - 80.26%],3,1,6,04-28-2021,projected
137,FL- SARASOTA,80.07,7,6,8,80.0,80.14,7 [6 - 8],80.07% [80.0% - 80.14%],1,0,2,04-28-2021,projected
139,FL- ST PETERSBURG,80.06,7,6,8,80.0,80.13,7 [6 - 8],80.06% [80.0% - 80.13%],1,0,2,04-28-2021,projected
140,FL- TALLAHASSEE,80.07,9,7,11,80.0,80.11,9 [7 - 11],80.07% [80.0% - 80.11%],2,0,3,04-28-2021,projected
141,FL- TAMPA,80.19,47,41,56,80.05,80.4,47 [41 - 56],80.19% [80.05% - 80.4%],8,2,17,04-28-2021,projected
142,GA- ALBANY,80.28,21,19,27,80.09,80.85,21 [19 - 27],80.28% [80.09% - 80.85%],3,1,9,04-28-2021,projected
144,GA- ATLANTA,80.36,256,225,316,80.1,80.86,256 [225 - 316],80.36% [80.1% - 80.86%],43,12,103,04-28-2021,projected
145,GA- AUGUSTA,80.12,11,8,16,80.0,80.24,11 [8 - 16],80.12% [80.0% - 80.24%],3,0,6,04-28-2021,projected
146,GA- COLUMBUS,80.16,14,12,19,80.08,80.56,14 [12 - 19],80.16% [80.08% - 80.56%],2,1,7,04-28-2021,projected
147,GA- MACON,80.18,22,19,40,80.04,80.94,22 [19 - 40],80.18% [80.04% - 80.94%],4,1,21,04-28-2021,projected
148,GA- ROME,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
149,GA- SAVANNAH,80.05,7,6,14,80.0,80.39,7 [6 - 14],80.05% [80.0% - 80.39%],1,0,8,04-28-2021,projected
151,ID- BOISE,80.05,6,5,8,80.0,80.14,6 [5 - 8],80.05% [80.0% - 80.14%],1,0,3,04-28-2021,projected
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
154,IL- AURORA,80.38,10,8,13,80.0,80.76,10 [8 - 13],80.38% [80.0% - 80.76%],2,0,4,04-28-2021,projected
