HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,91.73,483,447,577,86.04,103.16,483 [447 - 577],91.73% [86.04% - 103.16%],990,510,1956,10-20-2020
2,AL- DOTHAN,82.61,14,14,19,81.51,87.53,14 [14 - 19],82.61% [81.51% - 87.53%],34,20,100,10-20-2020
5,AL- HUNTSVILLE,95.14,140,133,160,89.2,106.01,140 [133 - 160],95.14% [89.2% - 106.01%],284,173,489,10-20-2020
6,AL- MOBILE,85.33,70,64,81,82.45,89.49,70 [64 - 81],85.33% [82.45% - 89.49%],152,70,271,10-20-2020
7,AL- MONTGOMERY,93.75,103,96,130,87.05,111.05,103 [96 - 130],93.75% [87.05% - 111.05%],212,109,480,10-20-2020
9,AL- TUSCALOOSA,89.76,42,39,50,83.61,97.23,42 [39 - 50],89.76% [83.61% - 97.23%],97,36,172,10-20-2020
11,AZ- MESA,104.73,262,244,299,94.75,122.37,262 [244 - 299],104.73% [94.75% - 122.37%],489,292,839,10-20-2020
12,AZ- PHOENIX,96.66,671,622,784,89.64,111.3,671 [622 - 784],96.66% [89.64% - 111.3%],1261,730,2371,10-20-2020
14,AZ- SUN CITY,90.84,44,41,51,86.3,98.64,44 [41 - 51],90.84% [86.3% - 98.64%],87,51,151,10-20-2020
15,AZ- TUCSON,88.18,105,97,129,83.92,98.42,105 [97 - 129],88.18% [83.92% - 98.42%],206,99,465,10-20-2020
16,AR- FORT SMITH,90.1,62,58,69,85.54,96.08,62 [58 - 69],90.1% [85.54% - 96.08%],129,71,206,10-20-2020
18,AR- JONESBORO,99.47,84,77,98,89.73,116.06,84 [77 - 98],99.47% [89.73% - 116.06%],175,88,326,10-20-2020
19,AR- LITTLE ROCK,86.51,182,169,208,84.12,91.73,182 [169 - 208],86.51% [84.12% - 91.73%],375,238,677,10-20-2020
21,AR- SPRINGDALE,92.08,59,56,66,87.66,99.49,59 [56 - 66],92.08% [87.66% - 99.49%],127,81,206,10-20-2020
22,AR- TEXARKANA,92.58,56,53,69,87.55,104.18,56 [53 - 69],92.58% [87.55% - 104.18%],123,74,237,10-20-2020
23,CA- ORANGE CO.,82.49,89,84,99,81.45,83.87,89 [84 - 99],82.49% [81.45% - 83.87%],190,111,296,10-20-2020
25,CA- BAKERSFIELD,82.12,30,29,33,81.41,83.15,30 [29 - 33],82.12% [81.41% - 83.15%],76,51,114,10-20-2020
31,CA- CHICO,81.59,0,0,1,80.78,83.12,0 [0 - 1],81.59% [80.78% - 83.12%],10,5,20,10-20-2020
33,CA- CONTRA COSTA CO.,82.65,21,21,23,81.6,83.99,21 [21 - 23],82.65% [81.6% - 83.99%],53,32,80,10-20-2020
43,CA- FRESNO,83.07,28,27,32,82.06,85.56,28 [27 - 32],83.07% [82.06% - 85.56%],70,47,127,10-20-2020
56,CA- LOS ANGELES,84.56,560,526,608,82.86,86.77,560 [526 - 608],84.56% [82.86% - 86.77%],1132,710,1679,10-20-2020
58,CA- MODESTO,93.14,111,103,148,85.99,117.0,111 [103 - 148],93.14% [85.99% - 117.0%],225,103,636,10-20-2020
62,CA- NAPA,81.61,0,0,1,80.0,84.3,0 [0 - 1],81.61% [80.0% - 84.3%],9,0,25,10-20-2020
65,CA- ALAMEDA CO.,81.11,14,13,15,80.65,81.72,14 [13 - 15],81.11% [80.65% - 81.72%],37,22,58,10-20-2020
69,CA- PALM SPR/RANCHO MIR.,82.73,8,8,10,81.61,83.99,8 [8 - 10],82.73% [81.61% - 83.99%],28,17,42,10-20-2020
73,CA- REDDING,88.38,48,45,54,83.97,94.23,48 [45 - 54],88.38% [83.97% - 94.23%],90,43,154,10-20-2020
77,CA- SACRAMENTO,82.4,56,52,64,81.19,84.29,56 [52 - 64],82.4% [81.19% - 84.29%],114,57,205,10-20-2020
78,CA- SALINAS,85.14,14,14,16,83.4,87.82,14 [14 - 16],85.14% [83.4% - 87.82%],40,27,62,10-20-2020
79,CA- SAN BERNARDINO,86.36,176,166,191,84.06,89.29,176 [166 - 191],86.36% [84.06% - 89.29%],367,235,537,10-20-2020
80,CA- SAN DIEGO,85.42,188,176,206,83.27,88.29,188 [176 - 206],85.42% [83.27% - 88.29%],381,230,583,10-20-2020
81,CA- SAN FRANCISCO,81.07,21,20,24,80.57,81.71,21 [20 - 24],81.07% [80.57% - 81.71%],54,29,87,10-20-2020
82,CA- SAN JOSE,82.27,32,30,37,81.32,84.23,32 [30 - 37],82.27% [81.32% - 84.23%],68,40,128,10-20-2020
83,CA- SAN LUIS OBISPO,84.45,7,7,8,82.19,86.58,7 [7 - 8],84.45% [82.19% - 86.58%],20,10,30,10-20-2020
85,CA- SAN MATEO CO.,80.99,7,7,9,80.52,81.56,7 [7 - 9],80.99% [80.52% - 81.56%],26,14,42,10-20-2020
86,CA- SANTA BARBARA,81.36,0,0,1,81.14,82.48,0 [0 - 1],81.36% [81.14% - 82.48%],13,11,24,10-20-2020
87,CA- SANTA CRUZ,83.48,0,0,0,83.06,83.62,0 [0 - 0],83.48% [83.06% - 83.62%],12,11,13,10-20-2020
89,CA- SANTA ROSA,84.09,35,34,39,82.53,86.29,35 [34 - 39],84.09% [82.53% - 86.29%],76,47,117,10-20-2020
91,CA- STOCKTON,81.67,7,7,7,81.03,82.54,7 [7 - 7],81.67% [81.03% - 82.54%],17,11,27,10-20-2020
96,CA- VENTURA,82.92,18,17,21,81.78,84.58,18 [17 - 21],82.92% [81.78% - 84.58%],45,28,72,10-20-2020
101,CO- BOULDER,83.98,7,7,8,83.16,86.11,7 [7 - 8],83.98% [83.16% - 86.11%],18,15,29,10-20-2020
102,CO- COLORADO SPRINGS,194.55,608,562,762,137.39,371.79,608 [562 - 762],194.55% [137.39% - 371.79%],1185,594,3020,10-20-2020
103,CO- DENVER,121.67,1056,983,1203,104.95,152.41,1056 [983 - 1203],121.67% [104.95% - 152.41%],1990,1192,3459,10-20-2020
104,CO- FORT COLLINS,128.58,166,153,192,107.39,164.04,166 [153 - 192],128.58% [107.39% - 164.04%],310,175,537,10-20-2020
105,CO- GRAND JUNCTION,109.21,130,122,153,97.68,136.06,130 [122 - 153],109.21% [97.68% - 136.06%],231,140,444,10-20-2020
106,CO- GREELEY,100.87,81,75,94,90.81,119.9,81 [75 - 94],100.87% [90.81% - 119.9%],162,84,310,10-20-2020
107,CO- PUEBLO,103.34,94,87,111,92.28,123.98,94 [87 - 111],103.34% [92.28% - 123.98%],186,98,351,10-20-2020
109,CT- BRIDGEPORT,102.41,200,188,229,93.86,119.06,200 [188 - 229],102.41% [93.86% - 119.06%],379,235,662,10-20-2020
110,CT- HARTFORD,112.03,564,524,635,99.26,132.61,564 [524 - 635],112.03% [99.26% - 132.61%],1042,627,1713,10-20-2020
111,CT- NEW HAVEN,120.42,877,800,1042,100.38,157.88,877 [800 - 1042],120.42% [100.38% - 157.88%],1556,785,3000,10-20-2020
112,DE- WILMINGTON,84.74,40,37,45,82.26,87.68,40 [37 - 45],84.74% [82.26% - 87.68%],88,42,143,10-20-2020
113,DC- WASHINGTON,89.58,266,249,304,85.9,96.54,266 [249 - 304],89.58% [85.9% - 96.54%],525,324,908,10-20-2020
115,FL- BRADENTON,89.93,34,33,38,86.21,96.22,34 [33 - 38],89.93% [86.21% - 96.22%],70,44,115,10-20-2020
116,FL- CLEARWATER,85.29,42,40,50,83.18,90.45,42 [40 - 50],85.29% [83.18% - 90.45%],86,52,171,10-20-2020
118,FL- FORT LAUDERDALE,83.88,168,158,193,82.47,87.05,168 [158 - 193],83.88% [82.47% - 87.05%],337,215,613,10-20-2020
119,FL- FORT MYERS,86.68,130,123,148,84.21,91.19,130 [123 - 148],86.68% [84.21% - 91.19%],255,161,428,10-20-2020
120,FL- GAINESVILLE,83.97,30,29,39,82.82,89.34,30 [29 - 39],83.97% [82.82% - 89.34%],73,52,172,10-20-2020
122,FL- HUDSON,84.17,21,21,24,82.56,86.63,21 [21 - 24],84.17% [82.56% - 86.63%],52,32,83,10-20-2020
123,FL- JACKSONVILLE,86.19,153,143,182,83.5,92.03,153 [143 - 182],86.19% [83.5% - 92.03%],304,172,591,10-20-2020
124,FL- LAKELAND,85.16,21,21,24,83.28,87.87,21 [21 - 24],85.16% [83.28% - 87.87%],55,35,84,10-20-2020
127,FL- MIAMI,84.82,254,237,295,82.74,88.76,254 [237 - 295],84.82% [82.74% - 88.76%],519,295,945,10-20-2020
129,FL- OCALA,82.9,14,14,16,82.12,84.82,14 [14 - 16],82.9% [82.12% - 84.82%],39,29,66,10-20-2020
130,FL- ORLANDO,84.92,252,237,280,83.17,87.78,252 [237 - 280],84.92% [83.17% - 87.78%],509,328,806,10-20-2020
131,FL- ORMOND BEACH,83.54,28,27,32,82.0,86.23,28 [27 - 32],83.54% [82.0% - 86.23%],58,33,103,10-20-2020
133,FL- PANAMA CITY,86.23,14,14,19,82.41,92.95,14 [14 - 19],86.23% [82.41% - 92.95%],41,16,86,10-20-2020
134,FL- PENSACOLA,88.6,101,96,121,85.36,97.58,101 [96 - 121],88.6% [85.36% - 97.58%],201,126,413,10-20-2020
137,FL- SARASOTA,85.33,35,34,41,83.39,89.48,35 [34 - 41],85.33% [83.39% - 89.48%],77,49,137,10-20-2020
139,FL- ST PETERSBURG,84.41,35,33,41,82.63,88.64,35 [33 - 41],84.41% [82.63% - 88.64%],70,42,138,10-20-2020
140,FL- TALLAHASSEE,86.21,87,81,105,83.74,93.2,87 [81 - 105],86.21% [83.74% - 93.2%],167,101,356,10-20-2020
141,FL- TAMPA,84.92,105,100,116,83.24,87.86,105 [100 - 116],84.92% [83.24% - 87.86%],209,138,335,10-20-2020
142,GA- ALBANY,81.21,0,0,1,81.13,82.16,0 [0 - 1],81.21% [81.13% - 82.16%],12,12,23,10-20-2020
144,GA- ATLANTA,93.19,808,755,941,87.71,104.04,808 [755 - 941],93.19% [87.71% - 104.04%],1580,924,2880,10-20-2020
145,GA- AUGUSTA,83.57,42,41,48,82.4,86.64,42 [41 - 48],83.57% [82.4% - 86.64%],87,59,163,10-20-2020
146,GA- COLUMBUS,82.33,13,11,15,80.0,83.81,13 [11 - 15],82.33% [80.0% - 83.81%],29,0,48,10-20-2020
147,GA- MACON,88.99,98,90,120,83.58,98.52,98 [90 - 120],88.99% [83.58% - 98.52%],200,80,414,10-20-2020
148,GA- ROME,96.25,56,52,64,87.51,108.55,56 [52 - 64],96.25% [87.51% - 108.55%],118,55,209,10-20-2020
149,GA- SAVANNAH,82.89,26,24,33,81.46,87.0,26 [24 - 33],82.89% [81.46% - 87.0%],59,30,144,10-20-2020
151,ID- BOISE,91.41,118,107,134,85.01,99.26,118 [107 - 134],91.41% [85.01% - 99.26%],236,104,400,10-20-2020
152,ID- IDAHO FALLS,102.84,48,44,58,88.89,125.55,48 [44 - 58],102.84% [88.89% - 125.55%],105,41,210,10-20-2020
154,IL- AURORA,115.66,95,90,111,102.2,146.6,95 [90 - 111],115.66% [102.2% - 146.6%],187,117,351,10-20-2020
155,IL- BLUE ISLAND,95.06,195,183,225,89.19,107.09,195 [183 - 225],95.06% [89.19% - 107.09%],382,233,687,10-20-2020
156,IL- CHICAGO,94.79,654,612,755,89.03,106.71,654 [612 - 755],94.79% [89.03% - 106.71%],1266,773,2286,10-20-2020
158,IL- ELGIN,122.81,243,226,282,105.97,158.27,243 [226 - 282],122.81% [105.97% - 158.27%],464,282,850,10-20-2020
161,IL- EVANSTON,100.25,250,234,288,92.38,116.38,250 [234 - 288],100.25% [92.38% - 116.38%],489,299,879,10-20-2020
163,IL- HINSDALE,101.85,122,115,140,93.64,117.18,122 [115 - 140],101.85% [93.64% - 117.18%],240,150,409,10-20-2020
164,IL- JOLIET,107.07,185,175,212,97.27,126.91,185 [175 - 212],107.07% [97.27% - 126.91%],358,229,622,10-20-2020
166,IL- MELROSE PARK,101.72,346,324,400,93.28,119.08,346 [324 - 400],101.72% [93.28% - 119.08%],672,411,1209,10-20-2020
170,IL- PEORIA,100.2,189,177,224,91.62,118.14,189 [177 - 224],100.2% [91.62% - 118.14%],375,216,709,10-20-2020
171,IL- ROCKFORD,118.06,293,271,342,100.38,150.74,293 [271 - 342],118.06% [100.38% - 150.74%],582,312,1083,10-20-2020
172,IL- SPRINGFIELD,107.04,351,326,429,94.62,138.39,351 [326 - 429],107.04% [94.62% - 138.39%],688,372,1486,10-20-2020
173,IL- URBANA,106.85,139,129,170,94.63,137.56,139 [129 - 170],106.85% [94.63% - 137.56%],278,152,598,10-20-2020
175,IL- BLOOMINGTON,100.13,21,20,26,91.24,118.2,21 [20 - 26],100.13% [91.24% - 118.2%],53,30,102,10-20-2020
179,IN- EVANSVILLE,103.2,233,218,273,93.3,122.69,233 [218 - 273],103.2% [93.3% - 122.69%],474,272,873,10-20-2020
180,IN- FORT WAYNE,117.85,443,414,520,102.2,148.4,443 [414 - 520],117.85% [102.2% - 148.4%],837,491,1513,10-20-2020
181,IN- GARY,117.23,295,276,343,102.51,147.26,295 [276 - 343],117.23% [102.51% - 147.26%],560,339,1013,10-20-2020
183,IN- INDIANAPOLIS,112.49,1115,1028,1313,97.86,141.2,1115 [1028 - 1313],112.49% [97.86% - 141.2%],2084,1146,3927,10-20-2020
184,IN- LAFAYETTE,108.3,109,101,128,97.0,133.04,109 [101 - 128],108.3% [97.0% - 133.04%],209,126,393,10-20-2020
185,IN- MUNCIE,124.2,91,86,107,104.58,158.28,91 [86 - 107],124.2% [104.58% - 158.28%],185,103,328,10-20-2020
186,IN- MUNSTER,106.07,156,146,183,95.42,128.09,156 [146 - 183],106.07% [95.42% - 128.09%],300,178,555,10-20-2020
187,IN- SOUTH BEND,135.96,441,406,518,109.63,184.77,441 [406 - 518],135.96% [109.63% - 184.77%],855,453,1602,10-20-2020
188,IN- TERRE HAUTE,126.25,128,119,153,103.75,168.68,128 [119 - 153],126.25% [103.75% - 168.68%],249,128,478,10-20-2020
190,IA- CEDAR RAPIDS,91.1,62,57,68,86.72,97.38,62 [57 - 68],91.1% [86.72% - 97.38%],123,75,194,10-20-2020
191,IA- DAVENPORT,94.07,154,143,179,87.83,105.64,154 [143 - 179],94.07% [87.83% - 105.64%],312,174,570,10-20-2020
192,IA- DES MOINES,95.83,258,237,307,87.68,111.04,258 [237 - 307],95.83% [87.68% - 111.04%],521,253,1022,10-20-2020
193,IA- DUBUQUE,98.2,45,41,51,87.71,111.19,45 [41 - 51],98.2% [87.71% - 111.19%],99,42,170,10-20-2020
194,IA- IOWA CITY,86.95,63,58,72,82.99,92.4,63 [58 - 72],86.95% [82.99% - 92.4%],134,58,241,10-20-2020
195,IA- MASON CITY,85.28,15,13,18,80.0,88.46,15 [13 - 18],85.28% [80.0% - 88.46%],38,0,62,10-20-2020
196,IA- SIOUX CITY,89.83,46,40,57,82.21,100.94,46 [40 - 57],89.83% [82.21% - 100.94%],111,25,237,10-20-2020
197,IA- WATERLOO,96.79,49,47,58,89.39,110.05,49 [47 - 58],96.79% [89.39% - 110.05%],107,60,192,10-20-2020
200,KS- TOPEKA,84.79,35,33,41,82.91,88.86,35 [33 - 41],84.79% [82.91% - 88.86%],74,45,137,10-20-2020
201,KS- WICHITA,90.17,254,231,310,84.1,103.03,254 [231 - 310],90.17% [84.1% - 103.03%],503,203,1140,10-20-2020
203,KY- COVINGTON,90.53,62,58,72,85.9,99.71,62 [58 - 72],90.53% [85.9% - 99.71%],115,65,217,10-20-2020
204,KY- LEXINGTON,94.19,382,351,461,87.13,109.62,382 [351 - 461],94.19% [87.13% - 109.62%],738,371,1542,10-20-2020
205,KY- LOUISVILLE,102.2,558,519,652,92.52,121.28,558 [519 - 652],102.2% [92.52% - 121.28%],1069,603,1988,10-20-2020
207,KY- OWENSBORO,88.94,21,20,24,84.66,96.1,21 [20 - 24],88.94% [84.66% - 96.1%],42,22,76,10-20-2020
208,KY- PADUCAH,91.6,96,88,114,85.12,103.18,96 [88 - 114],91.6% [85.12% - 103.18%],188,83,376,10-20-2020
209,LA- ALEXANDRIA,83.62,14,14,20,82.12,89.89,14 [14 - 20],83.62% [82.12% - 89.89%],35,21,98,10-20-2020
210,LA- BATON ROUGE,82.73,28,26,33,81.09,85.16,28 [26 - 33],82.73% [81.09% - 85.16%],67,27,128,10-20-2020
212,LA- HOUMA,82.15,0,0,2,81.43,85.14,0 [0 - 2],82.15% [81.43% - 85.14%],15,10,36,10-20-2020
213,LA- LAFAYETTE,81.49,14,12,15,80.83,82.27,14 [12 - 15],81.49% [80.83% - 82.27%],32,18,49,10-20-2020
214,LA- LAKE CHARLES,82.51,7,7,9,81.27,84.51,7 [7 - 9],82.51% [81.27% - 84.51%],21,11,39,10-20-2020
216,LA- METAIRIE,82.73,7,7,9,81.58,85.24,7 [7 - 9],82.73% [81.58% - 85.24%],27,16,53,10-20-2020
217,LA- MONROE,84.28,21,19,26,81.19,91.03,21 [19 - 26],84.28% [81.19% - 91.03%],39,11,102,10-20-2020
218,LA- NEW ORLEANS,82.26,21,21,24,81.53,83.92,21 [21 - 24],82.26% [81.53% - 83.92%],54,37,95,10-20-2020
219,LA- SHREVEPORT,88.59,118,109,138,84.75,96.96,118 [109 - 138],88.59% [84.75% - 96.96%],235,130,464,10-20-2020
220,LA- SLIDELL,87.58,14,14,17,84.37,91.71,14 [14 - 17],87.58% [84.37% - 91.71%],38,22,59,10-20-2020
221,ME- BANGOR,98.75,118,105,166,85.78,149.54,118 [105 - 166],98.75% [85.78% - 149.54%],204,63,758,10-20-2020
222,ME- PORTLAND,84.17,60,53,85,81.26,95.16,60 [53 - 85],84.17% [81.26% - 95.16%],109,33,398,10-20-2020
223,MD- BALTIMORE,86.84,226,212,254,84.21,91.13,226 [212 - 254],86.84% [84.21% - 91.13%],461,284,751,10-20-2020
225,MD- SALISBURY,92.15,56,53,64,87.79,101.88,56 [53 - 64],92.15% [87.79% - 101.88%],113,73,205,10-20-2020
226,MD- TAKOMA PARK,93.65,84,79,92,88.78,100.59,84 [79 - 92],93.65% [88.78% - 100.59%],175,113,265,10-20-2020
227,MA- BOSTON,88.73,499,464,552,85.04,93.72,499 [464 - 552],88.73% [85.04% - 93.72%],958,554,1507,10-20-2020
230,MA- SPRINGFIELD,83.92,31,29,35,82.25,86.75,31 [29 - 35],83.92% [82.25% - 86.75%],62,36,108,10-20-2020
231,MA- WORCESTER,86.24,49,47,55,83.53,89.68,49 [47 - 55],86.24% [83.53% - 89.68%],102,58,159,10-20-2020
232,MI- ANN ARBOR,93.43,230,216,261,88.21,102.58,230 [216 - 261],93.43% [88.21% - 102.58%],438,268,737,10-20-2020
233,MI- DEARBORN,84.14,28,27,32,82.62,86.39,28 [27 - 32],84.14% [82.62% - 86.39%],68,43,105,10-20-2020
234,MI- DETROIT,89.47,234,219,260,85.75,94.7,234 [219 - 260],89.47% [85.75% - 94.7%],441,268,685,10-20-2020
235,MI- FLINT,100.45,145,136,162,92.22,111.9,145 [136 - 162],100.45% [92.22% - 111.9%],271,162,423,10-20-2020
236,MI- GRAND RAPIDS,107.21,335,312,375,95.89,123.05,335 [312 - 375],107.21% [95.89% - 123.05%],628,367,994,10-20-2020
238,MI- KALAMAZOO,107.12,210,195,236,95.71,124.01,210 [195 - 236],107.12% [95.71% - 124.01%],400,232,650,10-20-2020
