HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,90.92,473,455,495,89.5,92.75,473 [455 - 495],90.92% [89.5% - 92.75%],922,802,1077,10-20-2020
2,AL- DOTHAN,86.56,34,33,37,85.42,88.73,34 [33 - 37],86.56% [85.42% - 88.73%],87,72,116,10-20-2020
5,AL- HUNTSVILLE,93.05,124,121,130,92.02,95.43,124 [121 - 130],93.05% [92.02% - 95.43%],245,226,290,10-20-2020
6,AL- MOBILE,85.54,73,71,78,84.48,86.3,73 [71 - 78],85.54% [84.48% - 86.3%],158,128,180,10-20-2020
7,AL- MONTGOMERY,90.73,79,76,88,89.31,94.29,79 [76 - 88],90.73% [89.31% - 94.29%],165,144,221,10-20-2020
9,AL- TUSCALOOSA,92.82,59,56,61,89.42,94.33,59 [56 - 61],92.82% [89.42% - 94.33%],127,94,143,10-20-2020
11,AZ- MESA,94.53,155,150,162,92.12,96.82,155 [150 - 162],94.53% [92.12% - 96.82%],287,240,333,10-20-2020
12,AZ- PHOENIX,90.48,434,417,457,88.66,92.38,434 [417 - 457],90.48% [88.66% - 92.38%],794,656,938,10-20-2020
14,AZ- SUN CITY,86.24,24,24,25,85.06,87.16,24 [24 - 25],86.24% [85.06% - 87.16%],50,41,58,10-20-2020
15,AZ- TUCSON,85.31,65,62,69,84.44,86.3,65 [62 - 69],85.31% [84.44% - 86.3%],133,112,159,10-20-2020
16,AR- FORT SMITH,89.04,56,55,58,88.82,90.07,56 [55 - 58],89.04% [88.82% - 90.07%],115,113,129,10-20-2020
18,AR- JONESBORO,97.68,78,76,82,95.27,100.13,78 [76 - 82],97.68% [95.27% - 100.13%],159,138,182,10-20-2020
19,AR- LITTLE ROCK,86.87,196,191,204,86.1,88.0,196 [191 - 204],86.87% [86.1% - 88.0%],396,352,462,10-20-2020
21,AR- SPRINGDALE,93.64,64,64,67,92.68,95.61,64 [64 - 67],93.64% [92.68% - 95.61%],144,134,165,10-20-2020
22,AR- TEXARKANA,90.16,49,47,52,88.88,91.73,49 [47 - 52],90.16% [88.88% - 91.73%],99,87,115,10-20-2020
23,CA- ORANGE CO.,83.01,110,107,114,82.55,83.59,110 [107 - 114],83.01% [82.55% - 83.59%],230,195,275,10-20-2020
25,CA- BAKERSFIELD,83.01,49,48,50,82.63,83.32,49 [48 - 50],83.01% [82.63% - 83.32%],108,95,120,10-20-2020
31,CA- CHICO,83.19,7,7,7,82.66,83.12,7 [7 - 7],83.19% [82.66% - 83.12%],20,17,20,10-20-2020
33,CA- CONTRA COSTA CO.,83.66,28,28,29,83.2,84.14,28 [28 - 29],83.66% [83.2% - 84.14%],73,64,83,10-20-2020
43,CA- FRESNO,85.08,49,48,51,84.51,85.78,49 [48 - 51],85.08% [84.51% - 85.78%],116,103,132,10-20-2020
56,CA- LOS ANGELES,84.56,566,549,585,84.03,85.25,566 [549 - 585],84.56% [84.03% - 85.25%],1130,999,1303,10-20-2020
58,CA- MODESTO,93.71,123,116,137,89.89,99.84,123 [116 - 137],93.71% [89.89% - 99.84%],235,170,341,10-20-2020
62,CA- NAPA,84.07,7,7,8,83.26,85.15,7 [7 - 8],84.07% [83.26% - 85.15%],23,19,30,10-20-2020
65,CA- ALAMEDA CO.,81.94,23,23,24,81.51,82.13,23 [23 - 24],81.94% [81.51% - 82.13%],65,51,72,10-20-2020
69,CA- PALM SPR/RANCHO MIR.,83.44,14,14,15,82.94,83.8,14 [14 - 15],83.44% [82.94% - 83.8%],36,31,40,10-20-2020
73,CA- REDDING,84.87,24,24,26,83.97,85.82,24 [24 - 26],84.87% [83.97% - 85.82%],52,43,63,10-20-2020
