region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.82,203,195,214,82.37,83.4,203 [195 - 214],82.82% [82.37% - 83.4%],238,200,287,02-16-2021
2,AL- DOTHAN,82.41,28,26,31,82.11,82.71,28 [26 - 31],82.41% [82.11% - 82.71%],32,28,36,02-16-2021
5,AL- HUNTSVILLE,84.52,76,73,80,83.94,85.21,76 [73 - 80],84.52% [83.94% - 85.21%],85,74,98,02-16-2021
6,AL- MOBILE,83.57,101,96,105,83.15,84.2,101 [96 - 105],83.57% [83.15% - 84.2%],102,90,120,02-16-2021
7,AL- MONTGOMERY,84.66,62,59,66,83.82,85.5,62 [59 - 66],84.66% [83.82% - 85.5%],72,59,85,02-16-2021
9,AL- TUSCALOOSA,83.21,32,30,33,82.81,83.71,32 [30 - 33],83.21% [82.81% - 83.71%],32,28,37,02-16-2021
11,AZ- MESA,88.23,141,137,145,87.27,89.19,141 [137 - 145],88.23% [87.27% - 89.19%],163,144,182,02-16-2021
12,AZ- PHOENIX,84.98,323,313,332,84.38,85.58,323 [313 - 332],84.98% [84.38% - 85.58%],377,332,423,02-16-2021
14,AZ- SUN CITY,83.58,25,24,26,83.09,83.95,25 [24 - 26],83.58% [83.09% - 83.95%],29,25,32,02-16-2021
15,AZ- TUCSON,83.88,78,75,81,83.33,84.44,78 [75 - 81],83.88% [83.33% - 84.44%],98,84,112,02-16-2021
16,AR- FORT SMITH,83.04,42,41,42,82.89,83.28,42 [41 - 42],83.04% [82.89% - 83.28%],39,37,42,02-16-2021
18,AR- JONESBORO,81.33,10,9,11,81.33,81.66,10 [9 - 11],81.33% [81.33% - 81.66%],12,12,15,02-16-2021
19,AR- LITTLE ROCK,83.08,163,156,172,82.51,83.55,163 [156 - 172],83.08% [82.51% - 83.55%],178,145,205,02-16-2021
21,AR- SPRINGDALE,84.73,51,48,52,84.26,85.3,51 [48 - 52],84.73% [84.26% - 85.3%],50,45,56,02-16-2021
22,AR- TEXARKANA,84.29,44,42,46,83.78,84.9,44 [42 - 46],84.29% [83.78% - 84.9%],42,37,48,02-16-2021
23,CA- ORANGE CO.,83.1,212,206,219,82.81,83.42,212 [206 - 219],83.1% [82.81% - 83.42%],237,215,262,02-16-2021
25,CA- BAKERSFIELD,84.37,150,146,155,83.95,84.78,150 [146 - 155],84.37% [83.95% - 84.78%],158,143,173,02-16-2021
31,CA- CHICO,82.5,14,13,15,82.19,82.97,14 [13 - 15],82.5% [82.19% - 82.97%],16,14,19,02-16-2021
33,CA- CONTRA COSTA CO.,83.0,54,52,56,82.7,83.34,54 [52 - 56],83.0% [82.7% - 83.34%],60,54,67,02-16-2021
43,CA- FRESNO,83.85,70,67,72,83.5,84.29,70 [67 - 72],83.85% [83.5% - 84.29%],88,80,98,02-16-2021
56,CA- LOS ANGELES,82.81,534,519,550,82.53,83.08,534 [519 - 550],82.81% [82.53% - 83.08%],696,628,765,02-16-2021
58,CA- MODESTO,85.35,85,82,87,84.83,85.82,85 [82 - 87],85.35% [84.83% - 85.82%],92,83,100,02-16-2021
62,CA- NAPA,82.92,14,14,16,82.58,83.61,14 [14 - 16],82.92% [82.58% - 83.61%],17,15,21,02-16-2021
65,CA- ALAMEDA CO.,82.81,77,75,79,82.57,83.08,77 [75 - 79],82.81% [82.57% - 83.08%],95,87,104,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,82.09,17,16,18,81.9,82.37,17 [16 - 18],82.09% [81.9% - 82.37%],22,20,25,02-16-2021
73,CA- REDDING,80.83,14,12,14,80.83,80.83,14 [12 - 14],80.83% [80.83% - 80.83%],9,9,9,02-16-2021
77,CA- SACRAMENTO,83.22,134,129,139,82.88,83.53,134 [129 - 139],83.22% [82.88% - 83.53%],154,138,169,02-16-2021
78,CA- SALINAS,84.16,32,31,33,83.66,84.67,32 [31 - 33],84.16% [83.66% - 84.67%],33,29,37,02-16-2021
