region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.99,543,526,563,81.71,82.24,543 [526 - 563],81.99% [81.71% - 82.24%],168,144,189,02-09-2021,projected
2,AL- DOTHAN,82.11,84,80,88,81.58,82.18,84 [80 - 88],82.11% [81.58% - 82.18%],28,21,29,02-09-2021,projected
5,AL- HUNTSVILLE,82.71,157,152,165,82.23,83.03,157 [152 - 165],82.71% [82.23% - 83.03%],51,42,57,02-09-2021,projected
6,AL- MOBILE,82.07,189,182,196,81.72,82.28,189 [182 - 196],82.07% [81.72% - 82.28%],59,49,65,02-09-2021,projected
7,AL- MONTGOMERY,82.59,133,129,137,82.39,82.91,133 [129 - 137],82.59% [82.39% - 82.91%],40,37,45,02-09-2021,projected
9,AL- TUSCALOOSA,82.4,76,73,79,82.1,82.81,76 [73 - 79],82.4% [82.1% - 82.81%],24,21,28,02-09-2021,projected
11,AZ- MESA,84.04,248,240,257,83.33,84.7,248 [240 - 257],84.04% [83.33% - 84.7%],80,66,93,02-09-2021,projected
12,AZ- PHOENIX,82.46,577,558,597,82.03,82.85,577 [558 - 597],82.46% [82.03% - 82.85%],186,154,216,02-09-2021,projected
14,AZ- SUN CITY,81.6,42,40,44,81.36,81.98,42 [40 - 44],81.6% [81.36% - 81.98%],13,11,16,02-09-2021,projected
15,AZ- TUCSON,82.18,164,159,170,81.82,82.54,164 [159 - 170],82.18% [81.82% - 82.54%],55,46,64,02-09-2021,projected
16,AR- FORT SMITH,81.87,79,76,84,81.48,82.19,79 [76 - 84],81.87% [81.48% - 82.19%],24,19,28,02-09-2021,projected
18,AR- JONESBORO,81.44,42,40,43,81.11,81.55,42 [40 - 43],81.44% [81.11% - 81.55%],13,10,14,02-09-2021,projected
19,AR- LITTLE ROCK,82.08,398,386,417,81.78,82.53,398 [386 - 417],82.08% [81.78% - 82.53%],120,103,146,02-09-2021,projected
21,AR- SPRINGDALE,82.84,99,95,104,82.46,83.41,99 [95 - 104],82.84% [82.46% - 83.41%],30,26,36,02-09-2021,projected
22,AR- TEXARKANA,82.04,70,68,76,81.84,82.76,70 [68 - 76],82.04% [81.84% - 82.76%],20,18,27,02-09-2021,projected
23,CA- ORANGE CO.,80.97,212,206,219,80.82,81.11,212 [206 - 219],80.97% [80.82% - 81.11%],74,63,85,02-09-2021,projected
25,CA- BAKERSFIELD,81.27,141,137,146,81.11,81.47,141 [137 - 146],81.27% [81.11% - 81.47%],46,40,53,02-09-2021,projected
31,CA- CHICO,80.94,18,17,19,80.78,81.09,18 [17 - 19],80.94% [80.78% - 81.09%],6,5,7,02-09-2021,projected
33,CA- CONTRA COSTA CO.,81.15,71,68,73,81.0,81.3,71 [68 - 73],81.15% [81.0% - 81.3%],23,20,26,02-09-2021,projected
43,CA- FRESNO,81.88,135,131,140,81.66,82.19,135 [131 - 140],81.88% [81.66% - 82.19%],43,38,50,02-09-2021,projected
56,CA- LOS ANGELES,81.25,881,855,905,81.07,81.41,881 [855 - 905],81.25% [81.07% - 81.41%],309,266,350,02-09-2021,projected
58,CA- MODESTO,82.27,124,120,128,81.92,82.56,124 [120 - 128],82.27% [81.92% - 82.56%],39,33,44,02-09-2021,projected
62,CA- NAPA,81.2,24,23,25,81.03,81.37,24 [23 - 25],81.2% [81.03% - 81.37%],7,6,8,02-09-2021,projected
65,CA- ALAMEDA CO.,80.71,74,71,77,80.62,80.86,74 [71 - 77],80.71% [80.62% - 80.86%],24,21,29,02-09-2021,projected
69,CA- PALM SPR/RANCHO MIR.,81.04,31,30,32,80.85,81.14,31 [30 - 32],81.04% [80.85% - 81.14%],11,9,12,02-09-2021,projected
73,CA- REDDING,80.55,18,17,19,80.46,80.65,18 [17 - 19],80.55% [80.46% - 80.65%],6,5,7,02-09-2021,projected
77,CA- SACRAMENTO,80.84,112,107,118,80.65,80.98,112 [107 - 118],80.84% [80.65% - 80.98%],40,31,47,02-09-2021,projected
78,CA- SALINAS,81.64,40,38,42,81.39,81.89,40 [38 - 42],81.64% [81.39% - 81.89%],13,11,15,02-09-2021,projected
79,CA- SAN BERNARDINO,81.31,216,208,224,81.09,81.56,216 [208 - 224],81.31% [81.09% - 81.56%],76,63,90,02-09-2021,projected
80,CA- SAN DIEGO,81.72,371,360,382,81.49,81.98,371 [360 - 382],81.72% [81.49% - 81.98%],121,105,139,02-09-2021,projected
81,CA- SAN FRANCISCO,80.41,65,63,67,80.35,80.47,65 [63 - 67],80.41% [80.35% - 80.47%],21,18,24,02-09-2021,projected
82,CA- SAN JOSE,80.99,87,84,90,80.86,81.12,87 [84 - 90],80.99% [80.86% - 81.12%],30,26,34,02-09-2021,projected
83,CA- SAN LUIS OBISPO,81.97,30,29,31,81.75,82.41,30 [29 - 31],81.97% [81.75% - 82.41%],9,8,11,02-09-2021,projected
85,CA- SAN MATEO CO.,80.59,49,47,51,80.48,80.67,49 [47 - 51],80.59% [80.48% - 80.67%],16,13,18,02-09-2021,projected
86,CA- SANTA BARBARA,81.76,53,51,55,81.45,82.07,53 [51 - 55],81.76% [81.45% - 82.07%],17,14,20,02-09-2021,projected
87,CA- SANTA CRUZ,82.23,28,26,29,81.95,82.51,28 [26 - 29],82.23% [81.95% - 82.51%],8,7,9,02-09-2021,projected
89,CA- SANTA ROSA,80.43,25,24,26,80.38,80.54,25 [24 - 26],80.43% [80.38% - 80.54%],8,7,10,02-09-2021,projected
91,CA- STOCKTON,81.69,54,52,57,81.32,81.88,54 [52 - 57],81.69% [81.32% - 81.88%],18,14,20,02-09-2021,projected
96,CA- VENTURA,82.54,120,116,124,82.16,82.92,120 [116 - 124],82.54% [82.16% - 82.92%],40,34,46,02-09-2021,projected
101,CO- BOULDER,81.26,21,20,22,81.26,81.47,21 [20 - 22],81.26% [81.26% - 81.47%],6,6,7,02-09-2021,projected
102,CO- COLORADO SPRINGS,82.22,72,69,77,81.64,82.71,72 [69 - 77],82.22% [81.64% - 82.71%],23,17,28,02-09-2021,projected
103,CO- DENVER,81.82,279,270,290,81.55,82.11,279 [270 - 290],81.82% [81.55% - 82.11%],87,74,101,02-09-2021,projected
104,CO- FORT COLLINS,81.25,28,26,29,81.1,81.56,28 [26 - 29],81.25% [81.1% - 81.56%],8,7,10,02-09-2021,projected
105,CO- GRAND JUNCTION,81.89,51,48,53,81.77,82.15,51 [48 - 53],81.89% [81.77% - 82.15%],15,14,17,02-09-2021,projected
106,CO- GREELEY,81.16,28,27,29,81.03,81.29,28 [27 - 29],81.16% [81.03% - 81.29%],9,8,10,02-09-2021,projected
107,CO- PUEBLO,80.25,7,7,7,80.25,80.38,7 [7 - 7],80.25% [80.25% - 80.38%],2,2,3,02-09-2021,projected
109,CT- BRIDGEPORT,81.47,76,74,79,81.24,81.65,76 [74 - 79],81.47% [81.24% - 81.65%],25,21,28,02-09-2021,projected
110,CT- HARTFORD,81.5,148,143,153,81.32,81.72,148 [143 - 153],81.5% [81.32% - 81.72%],49,43,56,02-09-2021,projected
111,CT- NEW HAVEN,81.35,157,152,163,81.19,81.51,157 [152 - 163],81.35% [81.19% - 81.51%],52,46,58,02-09-2021,projected
112,DE- WILMINGTON,81.29,74,71,77,81.07,81.5,74 [71 - 77],81.29% [81.07% - 81.5%],24,20,28,02-09-2021,projected
113,DC- WASHINGTON,81.99,351,340,363,81.69,82.28,351 [340 - 363],81.99% [81.69% - 82.28%],109,93,125,02-09-2021,projected
115,FL- BRADENTON,81.97,43,41,45,81.55,82.26,43 [41 - 45],81.97% [81.55% - 82.26%],14,11,16,02-09-2021,projected
116,FL- CLEARWATER,81.47,76,73,79,81.22,81.65,76 [73 - 79],81.47% [81.22% - 81.65%],24,20,27,02-09-2021,projected
118,FL- FORT LAUDERDALE,81.98,563,544,582,81.71,82.28,563 [544 - 582],81.98% [81.71% - 82.28%],172,149,198,02-09-2021,projected
