region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.98,338,313,361,81.18,82.59,338 [313 - 361],81.98% [81.18% - 82.59%],167,100,219,02-02-2021,projected
2,AL- DOTHAN,83.46,85,79,92,81.88,84.37,85 [79 - 92],83.46% [81.88% - 84.37%],46,25,58,02-02-2021,projected
5,AL- HUNTSVILLE,82.71,107,101,113,81.76,83.67,107 [101 - 113],82.71% [81.76% - 83.67%],51,33,69,02-02-2021,projected
6,AL- MOBILE,82.63,158,149,168,81.75,83.68,158 [149 - 168],82.63% [81.75% - 83.68%],75,50,105,02-02-2021,projected
7,AL- MONTGOMERY,83.1,102,95,109,82.01,84.27,102 [95 - 109],83.1% [82.01% - 84.27%],48,31,66,02-02-2021,projected
9,AL- TUSCALOOSA,83.11,68,64,74,82.1,84.81,68 [64 - 74],83.11% [82.1% - 84.81%],31,21,48,02-02-2021,projected
11,AZ- MESA,87.02,282,266,300,84.6,89.65,282 [266 - 300],87.02% [84.6% - 89.65%],139,91,191,02-02-2021,projected
12,AZ- PHOENIX,83.95,602,568,643,82.6,85.48,602 [568 - 643],83.95% [82.6% - 85.48%],299,197,415,02-02-2021,projected
14,AZ- SUN CITY,82.84,46,43,49,81.85,83.95,46 [43 - 49],82.84% [81.85% - 83.95%],23,15,32,02-02-2021,projected
15,AZ- TUCSON,83.37,169,160,181,82.22,84.68,169 [160 - 181],83.37% [82.22% - 84.68%],85,56,118,02-02-2021,projected
16,AR- FORT SMITH,82.34,61,56,68,81.33,83.9,61 [56 - 68],82.34% [81.33% - 83.9%],30,17,50,02-02-2021,projected
18,AR- JONESBORO,80.88,18,16,20,80.55,81.33,18 [16 - 20],80.88% [80.55% - 81.33%],8,5,12,02-02-2021,projected
19,AR- LITTLE ROCK,82.15,265,250,283,81.46,82.86,265 [250 - 283],82.15% [81.46% - 82.86%],124,84,165,02-02-2021,projected
21,AR- SPRINGDALE,83.41,76,71,81,82.55,84.82,76 [71 - 81],83.41% [82.55% - 84.82%],36,27,51,02-02-2021,projected
