HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,388,329,391,04-08-2020
2,AL- DOTHAN,80,2,2,2,04-08-2020
5,AL- HUNTSVILLE,80,56,47,56,04-08-2020
6,AL- MOBILE,81,206,174,208,04-08-2020
7,AL- MONTGOMERY,80,39,34,39,04-08-2020
9,AL- TUSCALOOSA,80,30,26,30,04-08-2020
11,AZ- MESA,86,766,648,773,04-08-2020
12,AZ- PHOENIX,84,1866,1579,1884,04-08-2020
14,AZ- SUN CITY,82,126,107,127,04-08-2020
15,AZ- TUCSON,82,376,319,379,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,1,1,1,04-08-2020
19,AR- LITTLE ROCK,82,978,826,987,04-08-2020
21,AR- SPRINGDALE,81,65,54,65,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,82,1314,1114,1326,04-08-2020
25,CA- BAKERSFIELD,80,203,172,205,04-08-2020
31,CA- CHICO,81,40,33,40,04-08-2020
33,CA- CONTRA COSTA CO.,87,989,841,998,04-08-2020
43,CA- FRESNO,81,187,158,188,04-08-2020
56,CA- LOS ANGELES,82,3936,3338,3974,04-08-2020
58,CA- MODESTO,83,413,350,417,04-08-2020
62,CA- NAPA,83,130,110,131,04-08-2020
65,CA- ALAMEDA CO.,87,1529,1301,1543,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,81,116,99,117,04-08-2020
73,CA- REDDING,80,30,26,30,04-08-2020
77,CA- SACRAMENTO,84,1424,1207,1437,04-08-2020
78,CA- SALINAS,84,229,195,231,04-08-2020
79,CA- SAN BERNARDINO,83,1115,943,1125,04-08-2020
80,CA- SAN DIEGO,83,1646,1396,1661,04-08-2020
81,CA- SAN FRANCISCO,84,1340,1140,1352,04-08-2020
82,CA- SAN JOSE,89,1807,1540,1824,04-08-2020
83,CA- SAN LUIS OBISPO,83,114,98,115,04-08-2020
85,CA- SAN MATEO CO.,85,864,736,872,04-08-2020
86,CA- SANTA BARBARA,82,164,139,165,04-08-2020
87,CA- SANTA CRUZ,89,218,186,220,04-08-2020
89,CA- SANTA ROSA,82,333,283,336,04-08-2020
91,CA- STOCKTON,86,397,336,400,04-08-2020
96,CA- VENTURA,83,339,288,342,04-08-2020
101,CO- BOULDER,90,312,265,315,04-08-2020
102,CO- COLORADO SPRINGS,88,543,462,548,04-08-2020
