HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,279,237,281,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,42,37,42,04-08-2020
6,AL- MOBILE,80,135,114,136,04-08-2020
7,AL- MONTGOMERY,80,24,21,24,04-08-2020
9,AL- TUSCALOOSA,80,20,18,20,04-08-2020
11,AZ- MESA,84,544,462,549,04-08-2020
12,AZ- PHOENIX,82,1312,1110,1324,04-08-2020
14,AZ- SUN CITY,81,89,75,89,04-08-2020
15,AZ- TUCSON,81,257,217,259,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,81,704,599,710,04-08-2020
21,AR- SPRINGDALE,80,49,43,49,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,82,969,824,978,04-08-2020
25,CA- BAKERSFIELD,80,142,121,143,04-08-2020
31,CA- CHICO,80,24,21,24,04-08-2020
33,CA- CONTRA COSTA CO.,85,756,645,763,04-08-2020
43,CA- FRESNO,80,127,108,128,04-08-2020
56,CA- LOS ANGELES,81,2932,2494,2959,04-08-2020
58,CA- MODESTO,82,295,250,297,04-08-2020
62,CA- NAPA,82,95,81,95,04-08-2020
65,CA- ALAMEDA CO.,85,1180,1007,1191,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,81,81,69,81,04-08-2020
73,CA- REDDING,80,19,16,19,04-08-2020
77,CA- SACRAMENTO,83,1056,899,1066,04-08-2020
78,CA- SALINAS,83,164,139,165,04-08-2020
79,CA- SAN BERNARDINO,82,796,675,803,04-08-2020
80,CA- SAN DIEGO,82,1232,1048,1243,04-08-2020
81,CA- SAN FRANCISCO,83,1040,887,1049,04-08-2020
82,CA- SAN JOSE,87,1431,1223,1444,04-08-2020
83,CA- SAN LUIS OBISPO,83,85,72,85,04-08-2020
85,CA- SAN MATEO CO.,83,677,579,683,04-08-2020
86,CA- SANTA BARBARA,81,117,100,118,04-08-2020
87,CA- SANTA CRUZ,87,163,139,164,04-08-2020
89,CA- SANTA ROSA,82,241,205,243,04-08-2020
91,CA- STOCKTON,84,293,249,295,04-08-2020
96,CA- VENTURA,82,248,211,250,04-08-2020
101,CO- BOULDER,87,235,201,237,04-08-2020
102,CO- COLORADO SPRINGS,86,403,342,406,04-08-2020
103,CO- DENVER,87,2336,1992,2357,04-08-2020
104,CO- FORT COLLINS,84,173,147,174,04-08-2020
105,CO- GRAND JUNCTION,88,455,392,459,04-08-2020
106,CO- GREELEY,84,216,184,218,04-08-2020
107,CO- PUEBLO,80,33,29,33,04-08-2020
110,CT- HARTFORD,86,1291,1095,1303,04-08-2020
111,CT- NEW HAVEN,90,2575,2198,2599,04-08-2020
112,DE- WILMINGTON,85,686,584,692,04-08-2020
113,DC- WASHINGTON,85,1825,1555,1842,04-08-2020
115,FL- BRADENTON,82,94,80,94,04-08-2020
116,FL- CLEARWATER,81,149,127,150,04-08-2020
118,FL- FORT LAUDERDALE,82,1548,1316,1562,04-08-2020
119,FL- FORT MYERS,81,477,406,481,04-08-2020
120,FL- GAINESVILLE,81,144,123,145,04-08-2020
122,FL- HUDSON,81,118,101,119,04-08-2020
123,FL- JACKSONVILLE,81,373,317,376,04-08-2020
124,FL- LAKELAND,81,115,99,116,04-08-2020
127,FL- MIAMI,82,1958,1667,1976,04-08-2020
129,FL- OCALA,81,134,114,135,04-08-2020
130,FL- ORLANDO,81,1102,936,1112,04-08-2020
131,FL- ORMOND BEACH,81,115,99,116,04-08-2020
133,FL- PANAMA CITY,80,14,13,14,04-08-2020
134,FL- PENSACOLA,80,122,104,123,04-08-2020
137,FL- SARASOTA,81,111,94,112,04-08-2020
139,FL- ST PETERSBURG,81,120,103,121,04-08-2020
140,FL- TALLAHASSEE,80,128,110,129,04-08-2020
141,FL- TAMPA,81,450,383,454,04-08-2020
142,GA- ALBANY,83,255,219,257,04-08-2020
144,GA- ATLANTA,84,3351,2846,3383,04-08-2020
145,GA- AUGUSTA,81,204,174,205,04-08-2020
146,GA- COLUMBUS,80,71,60,71,04-08-2020
147,GA- MACON,80,68,56,68,04-08-2020
148,GA- ROME,83,151,129,152,04-08-2020
149,GA- SAVANNAH,83,384,325,387,04-08-2020
154,IL- AURORA,86,204,173,205,04-08-2020
155,IL- BLUE ISLAND,83,514,438,518,04-08-2020
156,IL- CHICAGO,83,1725,1471,1741,04-08-2020
158,IL- ELGIN,87,486,414,490,04-08-2020
161,IL- EVANSTON,84,686,585,692,04-08-2020
163,IL- HINSDALE,84,318,271,321,04-08-2020
164,IL- JOLIET,84,411,349,414,04-08-2020
166,IL- MELROSE PARK,84,897,765,905,04-08-2020
170,IL- PEORIA,80,52,44,52,04-08-2020
171,IL- ROCKFORD,82,201,170,202,04-08-2020
172,IL- SPRINGFIELD,80,28,24,28,04-08-2020
173,IL- URBANA,80,14,13,14,04-08-2020
175,IL- BLOOMINGTON,81,20,16,20,04-08-2020
179,IN- EVANSVILLE,80,10,9,10,04-08-2020
180,IN- FORT WAYNE,80,18,15,18,04-08-2020
181,IN- GARY,82,199,168,200,04-08-2020
183,IN- INDIANAPOLIS,81,617,524,622,04-08-2020
