HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,520,510,530,04-08-2020
2,AL- DOTHAN,80,7,7,7,04-08-2020
5,AL- HUNTSVILLE,80,92,91,93,04-08-2020
6,AL- MOBILE,81,310,304,316,04-08-2020
7,AL- MONTGOMERY,80,55,54,56,04-08-2020
9,AL- TUSCALOOSA,80,43,43,43,04-08-2020
11,AZ- MESA,88,1072,1051,1093,04-08-2020
12,AZ- PHOENIX,85,2582,2532,2632,04-08-2020
14,AZ- SUN CITY,83,180,177,183,04-08-2020
15,AZ- TUCSON,83,528,518,538,04-08-2020
16,AR- FORT SMITH,80,15,15,15,04-08-2020
18,AR- JONESBORO,80,17,17,17,04-08-2020
19,AR- LITTLE ROCK,83,1353,1327,1379,04-08-2020
21,AR- SPRINGDALE,81,102,101,103,04-08-2020
22,AR- TEXARKANA,80,6,6,6,04-08-2020
23,CA- ORANGE CO.,83,1776,1742,1810,04-08-2020
25,CA- BAKERSFIELD,81,284,279,289,04-08-2020
31,CA- CHICO,81,65,64,66,04-08-2020
33,CA- CONTRA COSTA CO.,90,1280,1256,1304,04-08-2020
43,CA- FRESNO,81,264,259,269,04-08-2020
56,CA- LOS ANGELES,83,5266,5165,5367,04-08-2020
58,CA- MODESTO,85,576,565,587,04-08-2020
62,CA- NAPA,84,177,174,180,04-08-2020
65,CA- ALAMEDA CO.,89,1963,1926,2000,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,82,161,158,164,04-08-2020
73,CA- REDDING,80,42,42,42,04-08-2020
77,CA- SACRAMENTO,86,1924,1887,1961,04-08-2020
78,CA- SALINAS,86,314,308,320,04-08-2020
79,CA- SAN BERNARDINO,84,1542,1512,1572,04-08-2020
80,CA- SAN DIEGO,85,2193,2151,2235,04-08-2020
81,CA- SAN FRANCISCO,85,1716,1684,1748,04-08-2020
82,CA- SAN JOSE,91,2275,2233,2317,04-08-2020
83,CA- SAN LUIS OBISPO,85,150,148,152,04-08-2020
85,CA- SAN MATEO CO.,86,1093,1073,1113,04-08-2020
86,CA- SANTA BARBARA,83,222,218,226,04-08-2020
87,CA- SANTA CRUZ,92,291,286,296,04-08-2020
89,CA- SANTA ROSA,83,449,441,457,04-08-2020
91,CA- STOCKTON,87,531,521,541,04-08-2020
96,CA- VENTURA,84,452,444,460,04-08-2020
101,CO- BOULDER,93,409,402,416,04-08-2020
102,CO- COLORADO SPRINGS,90,704,691,717,04-08-2020
103,CO- DENVER,93,3912,3838,3986,04-08-2020
104,CO- FORT COLLINS,88,329,323,335,04-08-2020
105,CO- GRAND JUNCTION,93,675,663,687,04-08-2020
106,CO- GREELEY,88,395,388,402,04-08-2020
107,CO- PUEBLO,81,70,69,71,04-08-2020
110,CT- HARTFORD,92,2453,2406,2500,04-08-2020
111,CT- NEW HAVEN,96,4153,4076,4230,04-08-2020
112,DE- WILMINGTON,91,1286,1262,1310,04-08-2020
113,DC- WASHINGTON,89,3287,3224,3350,04-08-2020
115,FL- BRADENTON,84,178,175,181,04-08-2020
116,FL- CLEARWATER,82,282,277,287,04-08-2020
118,FL- FORT LAUDERDALE,85,2788,2735,2841,04-08-2020
119,FL- FORT MYERS,83,873,856,890,04-08-2020
120,FL- GAINESVILLE,82,279,274,284,04-08-2020
122,FL- HUDSON,82,225,221,229,04-08-2020
123,FL- JACKSONVILLE,82,714,701,727,04-08-2020
124,FL- LAKELAND,83,223,219,227,04-08-2020
127,FL- MIAMI,85,3433,3368,3498,04-08-2020
129,FL- OCALA,83,268,263,273,04-08-2020
130,FL- ORLANDO,83,2097,2057,2137,04-08-2020
131,FL- ORMOND BEACH,82,213,209,217,04-08-2020
133,FL- PANAMA CITY,80,29,29,29,04-08-2020
134,FL- PENSACOLA,81,240,236,244,04-08-2020
137,FL- SARASOTA,82,229,225,233,04-08-2020
139,FL- ST PETERSBURG,82,229,225,233,04-08-2020
140,FL- TALLAHASSEE,81,276,271,281,04-08-2020
141,FL- TAMPA,83,845,829,861,04-08-2020
142,GA- ALBANY,85,386,379,393,04-08-2020
144,GA- ATLANTA,88,6084,5967,6201,04-08-2020
145,GA- AUGUSTA,83,421,413,429,04-08-2020
146,GA- COLUMBUS,81,154,151,157,04-08-2020
147,GA- MACON,81,257,252,262,04-08-2020
148,GA- ROME,85,263,258,268,04-08-2020
149,GA- SAVANNAH,85,752,738,766,04-08-2020
154,IL- AURORA,91,364,358,370,04-08-2020
155,IL- BLUE ISLAND,85,875,859,891,04-08-2020
156,IL- CHICAGO,85,2930,2875,2985,04-08-2020
158,IL- ELGIN,92,853,837,869,04-08-2020
161,IL- EVANSTON,87,1168,1146,1190,04-08-2020
163,IL- HINSDALE,88,554,544,564,04-08-2020
164,IL- JOLIET,89,755,741,769,04-08-2020
166,IL- MELROSE PARK,87,1543,1514,1572,04-08-2020
170,IL- PEORIA,81,120,118,122,04-08-2020
171,IL- ROCKFORD,84,462,453,471,04-08-2020
172,IL- SPRINGFIELD,80,83,82,84,04-08-2020
173,IL- URBANA,81,66,65,67,04-08-2020
175,IL- BLOOMINGTON,83,60,59,61,04-08-2020
179,IN- EVANSVILLE,80,20,20,20,04-08-2020
180,IN- FORT WAYNE,80,66,65,67,04-08-2020
181,IN- GARY,84,398,391,405,04-08-2020
183,IN- INDIANAPOLIS,83,1212,1189,1235,04-08-2020
184,IN- LAFAYETTE,81,53,52,54,04-08-2020
185,IN- MUNCIE,81,38,38,38,04-08-2020
186,IN- MUNSTER,84,291,286,296,04-08-2020
187,IN- SOUTH BEND,82,215,211,219,04-08-2020
188,IN- TERRE HAUTE,80,14,14,14,04-08-2020
191,IA- DAVENPORT,80,78,77,79,04-08-2020
192,IA- DES MOINES,81,194,191,197,04-08-2020
193,IA- DUBUQUE,80,30,30,30,04-08-2020
194,IA- IOWA CITY,81,137,135,139,04-08-2020
195,IA- MASON CITY,80,0,0,0,04-08-2020
196,IA- SIOUX CITY,80,22,22,22,04-08-2020
197,IA- WATERLOO,80,17,17,17,04-08-2020
200,KS- TOPEKA,81,128,126,130,04-08-2020
201,KS- WICHITA,80,142,140,144,04-08-2020
203,KY- COVINGTON,81,108,106,110,04-08-2020
204,KY- LEXINGTON,80,287,282,292,04-08-2020
205,KY- LOUISVILLE,81,454,445,463,04-08-2020
207,KY- OWENSBORO,81,25,25,25,04-08-2020
208,KY- PADUCAH,80,1,1,1,04-08-2020
209,LA- ALEXANDRIA,81,107,105,109,04-08-2020
210,LA- BATON ROUGE,91,1746,1713,1779,04-08-2020
212,LA- HOUMA,91,506,497,515,04-08-2020
213,LA- LAFAYETTE,83,424,416,432,04-08-2020
214,LA- LAKE CHARLES,81,92,90,94,04-08-2020
216,LA- METAIRIE,108,1851,1817,1885,04-08-2020
217,LA- MONROE,80,48,48,48,04-08-2020
218,LA- NEW ORLEANS,98,3000,2946,3054,04-08-2020
219,LA- SHREVEPORT,82,417,410,424,04-08-2020
221,ME- BANGOR,80,48,48,48,04-08-2020
222,ME- PORTLAND,83,552,542,562,04-08-2020
223,MD- BALTIMORE,88,3363,3298,3428,04-08-2020
225,MD- SALISBURY,87,438,430,446,04-08-2020
226,MD- TAKOMA PARK,98,1447,1420,1474,04-08-2020
227,MA- BOSTON,89,6764,6635,6893,04-08-2020
230,MA- SPRINGFIELD,88,821,805,837,04-08-2020
231,MA- WORCESTER,90,1066,1046,1086,04-08-2020
232,MI- ANN ARBOR,89,1939,1903,1975,04-08-2020
233,MI- DEARBORN,87,791,777,805,04-08-2020
234,MI- DETROIT,88,2621,2572,2670,04-08-2020
235,MI- FLINT,87,585,574,596,04-08-2020
238,MI- KALAMAZOO,82,188,185,191,04-08-2020
239,MI- LANSING,84,379,372,386,04-08-2020
240,MI- MARQUETTE,80,0,0,0,04-08-2020
242,MI- MUSKEGON,81,53,52,54,04-08-2020
243,MI- PETOSKEY,80,0,0,0,04-08-2020
244,MI- PONTIAC,89,685,673,697,04-08-2020
245,MI- ROYAL OAK,86,1152,1131,1173,04-08-2020
246,MI- SAGINAW,81,223,219,227,04-08-2020
248,MI- ST JOSEPH,82,49,49,49,04-08-2020
249,MI- TRAVERSE CITY,80,14,14,14,04-08-2020
250,MN- DULUTH,80,9,9,9,04-08-2020
251,MN- MINNEAPOLIS,82,1050,1030,1070,04-08-2020
253,MN- ROCHESTER,80,133,131,135,04-08-2020
254,MN- ST CLOUD,81,59,58,60,04-08-2020
256,MN- ST PAUL,82,415,407,423,04-08-2020
257,MS- GULFPORT,89,437,429,445,04-08-2020
258,MS- HATTIESBURG,84,328,322,334,04-08-2020
259,MS- JACKSON,83,1084,1063,1105,04-08-2020
261,MS- OXFORD,82,82,81,83,04-08-2020
262,MS- TUPELO,82,220,216,224,04-08-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,04-08-2020
264,MO- COLUMBIA,80,108,106,110,04-08-2020
267,MO- JOPLIN,80,12,12,12,04-08-2020
268,MO- KANSAS CITY,83,1652,1620,1684,04-08-2020
270,MO- SPRINGFIELD,81,121,119,123,04-08-2020
273,MO- ST LOUIS,81,945,927,963,04-08-2020
274,MT- BILLINGS,81,228,224,232,04-08-2020
275,MT- GREAT FALLS,80,25,25,25,04-08-2020
276,MT- MISSOULA,81,94,92,96,04-08-2020
277,NE- LINCOLN,85,634,622,646,04-08-2020
278,NE- OMAHA,88,3011,2956,3066,04-08-2020
279,NV- LAS VEGAS,89,2476,2429,2523,04-08-2020
280,NV- RENO,83,426,418,434,04-08-2020
281,NH- LEBANON,86,368,361,375,04-08-2020
282,NH- MANCHESTER,82,367,360,374,04-08-2020
283,NJ- CAMDEN,92,6342,6222,6462,04-08-2020
284,NJ- HACKENSACK,104,6097,5986,6208,04-08-2020
285,NJ- MORRISTOWN,112,4063,3988,4138,04-08-2020
288,NJ- NEW BRUNSWICK,101,3837,3766,3908,04-08-2020
289,NJ- NEWARK,100,6361,6244,6478,04-08-2020
291,NJ- PATERSON,101,1635,1605,1665,04-08-2020
293,NM- ALBUQUERQUE,81,298,292,304,04-08-2020
295,NY- ALBANY,102,7228,7093,7363,04-08-2020
296,NY- BINGHAMTON,88,468,459,477,04-08-2020
297,NY- BRONX,122,10232,10048,10416,04-08-2020
299,NY- BUFFALO,86,1464,1436,1492,04-08-2020
300,NY- ELMIRA,85,342,336,348,04-08-2020
301,NY- EAST LONG ISLAND,127,34622,33995,35249,04-08-2020
304,NY- ROCHESTER,89,1660,1628,1692,04-08-2020
307,NY- SYRACUSE,85,1015,996,1034,04-08-2020
308,NY- WHITE PLAINS,118,7625,7488,7762,04-08-2020
309,NC- ASHEVILLE,81,126,123,129,04-08-2020
311,NC- CHARLOTTE,87,2501,2452,2550,04-08-2020
312,NC- DURHAM,82,801,786,816,04-08-2020
313,NC- GREENSBORO,83,374,367,381,04-08-2020
314,NC- GREENVILLE,81,184,181,187,04-08-2020
315,NC- HICKORY,83,130,128,132,04-08-2020
318,NC- RALEIGH,85,1502,1473,1531,04-08-2020
319,NC- WILMINGTON,82,197,194,200,04-08-2020
320,NC- WINSTON-SALEM,82,605,594,616,04-08-2020
321,ND- BISMARCK,80,51,51,51,04-08-2020
322,ND- FARGO MOORHEAD -MN,80,2,2,2,04-08-2020
323,ND- GRAND FORKS,80,0,0,0,04-08-2020
324,ND- MINOT,80,12,12,12,04-08-2020
325,OH- AKRON,85,875,859,891,04-08-2020
326,OH- CANTON,84,590,578,602,04-08-2020
327,OH- CINCINNATI,83,931,913,949,04-08-2020
328,OH- CLEVELAND,85,2845,2791,2899,04-08-2020
329,OH- COLUMBUS,82,1305,1279,1331,04-08-2020
330,OH- DAYTON,82,423,415,431,04-08-2020
331,OH- ELYRIA,88,359,353,365,04-08-2020
332,OH- KETTERING,83,226,222,230,04-08-2020
334,OH- TOLEDO,83,921,904,938,04-08-2020
335,OH- YOUNGSTOWN,83,493,484,502,04-08-2020
336,OK- LAWTON,81,84,83,85,04-08-2020
339,OK- OKLAHOMA CITY,85,2208,2165,2251,04-08-2020
340,OK- TULSA,82,612,599,625,04-08-2020
341,OR- BEND,84,107,105,109,04-08-2020
342,OR- EUGENE,83,239,235,243,04-08-2020
343,OR- MEDFORD,80,36,36,36,04-08-2020
344,OR- PORTLAND,84,1431,1404,1458,04-08-2020
345,OR- SALEM,86,168,165,171,04-08-2020
346,PA- ALLENTOWN,92,2556,2507,2605,04-08-2020
347,PA- ALTOONA,81,53,52,54,04-08-2020
350,PA- DANVILLE,82,198,194,202,04-08-2020
351,PA- ERIE,81,186,182,190,04-08-2020
352,PA- HARRISBURG,84,573,562,584,04-08-2020
354,PA- JOHNSTOWN,81,44,44,44,04-08-2020
355,PA- LANCASTER,87,529,519,539,04-08-2020
356,PA- PHILADELPHIA,88,6928,6795,7061,04-08-2020
357,PA- PITTSBURGH,81,1074,1053,1095,04-08-2020
358,PA- READING,87,628,616,640,04-08-2020
359,PA- SAYRE,84,136,134,138,04-08-2020
360,PA- SCRANTON,88,479,470,488,04-08-2020
362,PA- WILKES-BARRE,86,245,241,249,04-08-2020
363,PA- YORK,85,282,277,287,04-08-2020
365,SC- CHARLESTON,91,2017,1978,2056,04-08-2020
366,SC- COLUMBIA,97,4076,3998,4154,04-08-2020
367,SC- FLORENCE,87,603,591,615,04-08-2020
368,SC- GREENVILLE,91,1625,1593,1657,04-08-2020
369,SC- SPARTANBURG,89,566,555,577,04-08-2020
371,SD- SIOUX FALLS,80,128,126,130,04-08-2020
373,TN- CHATTANOOGA,80,103,101,105,04-08-2020
374,TN- JACKSON,80,9,9,9,04-08-2020
375,TN- JOHNSON CITY,80,24,24,24,04-08-2020
376,TN- KINGSPORT,80,6,6,6,04-08-2020
377,TN- KNOXVILLE,80,53,52,54,04-08-2020
379,TN- MEMPHIS,82,821,806,836,04-08-2020
380,TN- NASHVILLE,82,1548,1519,1577,04-08-2020
382,TX- ABILENE,80,28,28,28,04-08-2020
383,TX- AMARILLO,80,43,42,44,04-08-2020
385,TX- AUSTIN,91,2600,2550,2650,04-08-2020
386,TX- BEAUMONT,83,287,282,292,04-08-2020
388,TX- BRYAN,88,310,304,316,04-08-2020
