HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,93.66,494,463,515,88.19,97.24,494 [463 - 515],93.66% [88.19% - 97.24%],1153,692,1456,08-04-2020
2,AL- DOTHAN,96.32,90,84,95,88.51,100.71,90 [84 - 95],96.32% [88.51% - 100.71%],216,113,275,08-04-2020
5,AL- HUNTSVILLE,98.11,144,135,150,90.9,102.82,144 [135 - 150],98.11% [90.9% - 102.82%],340,205,429,08-04-2020
6,AL- MOBILE,98.72,243,228,251,90.71,102.65,243 [228 - 251],98.72% [90.71% - 102.65%],534,306,647,08-04-2020
7,AL- MONTGOMERY,95.79,101,95,105,89.12,99.99,101 [95 - 105],95.79% [89.12% - 99.99%],244,141,309,08-04-2020
9,AL- TUSCALOOSA,94.12,56,53,59,88.22,97.84,56 [53 - 59],94.12% [88.22% - 97.84%],140,82,178,08-04-2020
11,AZ- MESA,97.12,136,128,139,90.56,99.44,136 [128 - 139],97.12% [90.56% - 99.44%],339,209,385,08-04-2020
12,AZ- PHOENIX,91.23,348,327,356,86.72,92.84,348 [327 - 356],91.23% [86.72% - 92.84%],850,509,973,08-04-2020
14,AZ- SUN CITY,87.2,21,20,22,84.44,88.15,21 [20 - 22],87.2% [84.44% - 88.15%],58,36,66,08-04-2020
15,AZ- TUCSON,91.33,114,106,117,86.06,93.11,114 [106 - 117],91.33% [86.06% - 93.11%],286,153,331,08-04-2020
16,AR- FORT SMITH,91.59,78,73,83,85.7,95.93,78 [73 - 83],91.59% [85.7% - 95.93%],148,73,204,08-04-2020
18,AR- JONESBORO,86.66,25,24,28,83.32,89.51,25 [24 - 28],86.66% [83.32% - 89.51%],60,30,86,08-04-2020
19,AR- LITTLE ROCK,84.97,122,111,137,82.22,87.9,122 [111 - 137],84.97% [82.22% - 87.9%],287,128,456,08-04-2020
