HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,90.49,385,360,399,86.15,93.04,385 [360 - 399],90.49% [86.15% - 93.04%],886,519,1101,08-04-2020
2,AL- DOTHAN,92.52,69,65,73,87.3,96.34,69 [65 - 73],92.52% [87.3% - 96.34%],166,97,217,08-04-2020
5,AL- HUNTSVILLE,94.02,111,105,116,88.46,97.55,111 [105 - 116],94.02% [88.46% - 97.55%],263,159,330,08-04-2020
6,AL- MOBILE,95.04,182,172,188,89.17,97.89,182 [172 - 188],95.04% [89.17% - 97.89%],429,262,511,08-04-2020
7,AL- MONTGOMERY,91.98,77,73,80,86.99,95.01,77 [73 - 80],91.98% [86.99% - 95.01%],185,108,232,08-04-2020
9,AL- TUSCALOOSA,90.79,44,42,46,86.01,93.33,44 [42 - 46],90.79% [86.01% - 93.33%],107,60,133,08-04-2020
11,AZ- MESA,91.94,93,88,96,87.68,93.84,93 [88 - 96],91.94% [87.68% - 93.84%],236,152,274,08-04-2020
12,AZ- PHOENIX,87.85,239,226,247,84.95,89.23,239 [226 - 247],87.85% [84.95% - 89.23%],595,375,699,08-04-2020
14,AZ- SUN CITY,85.02,13,13,14,83.21,85.8,13 [13 - 14],85.02% [83.21% - 85.8%],40,26,47,08-04-2020
15,AZ- TUCSON,87.93,77,72,80,84.52,89.35,77 [72 - 80],87.93% [84.52% - 89.35%],200,114,236,08-04-2020
16,AR- FORT SMITH,93.11,84,79,89,86.95,97.64,84 [79 - 89],93.11% [86.95% - 97.64%],167,89,226,08-04-2020
18,AR- JONESBORO,85.63,20,19,23,82.65,89.18,20 [19 - 23],85.63% [82.65% - 89.18%],50,24,83,08-04-2020
19,AR- LITTLE ROCK,83.7,86,78,102,81.51,87.29,86 [78 - 102],83.7% [81.51% - 87.29%],213,87,421,08-04-2020
21,AR- SPRINGDALE,91.73,51,47,58,85.58,98.35,51 [47 - 58],91.73% [85.58% - 98.35%],124,59,194,08-04-2020
22,AR- TEXARKANA,89.06,43,40,48,84.29,95.61,43 [40 - 48],89.06% [84.29% - 95.61%],88,42,153,08-04-2020
23,CA- ORANGE CO.,89.68,387,344,460,82.14,102.77,387 [344 - 460],89.68% [82.14% - 102.77%],740,164,1742,08-04-2020
25,CA- BAKERSFIELD,87.17,137,120,172,81.08,100.41,137 [120 - 172],87.17% [81.08% - 100.41%],259,39,738,08-04-2020
31,CA- CHICO,90.83,34,30,44,80.94,110.94,34 [30 - 44],90.83% [80.94% - 110.94%],69,6,198,08-04-2020
33,CA- CONTRA COSTA CO.,89.57,97,87,111,82.6,99.22,97 [87 - 111],89.57% [82.6% - 99.22%],191,52,385,08-04-2020
43,CA- FRESNO,91.78,144,126,183,81.8,115.22,144 [126 - 183],91.78% [81.8% - 115.22%],268,41,804,08-04-2020
56,CA- LOS ANGELES,87.76,1111,984,1325,81.64,99.35,1111 [984 - 1325],87.76% [81.64% - 99.35%],1923,408,4800,08-04-2020
58,CA- MODESTO,91.67,99,87,118,82.33,106.53,99 [87 - 118],91.67% [82.33% - 106.53%],200,40,456,08-04-2020
62,CA- NAPA,89.79,28,25,33,81.89,101.48,28 [25 - 33],89.79% [81.89% - 101.48%],56,11,125,08-04-2020
65,CA- ALAMEDA CO.,88.27,142,127,162,82.25,96.57,142 [127 - 162],88.27% [82.25% - 96.57%],279,76,560,08-04-2020
69,CA- PALM SPR/RANCHO MIR.,87.31,35,32,43,81.52,97.19,35 [32 - 43],87.31% [81.52% - 97.19%],76,16,181,08-04-2020
73,CA- REDDING,85.85,31,27,39,81.02,95.62,31 [27 - 39],85.85% [81.02% - 95.62%],63,11,169,08-04-2020
77,CA- SACRAMENTO,91.04,272,242,316,82.72,103.45,272 [242 - 316],91.04% [82.72% - 103.45%],528,130,1122,08-04-2020
78,CA- SALINAS,90.71,42,38,49,82.52,102.82,42 [38 - 49],90.71% [82.52% - 102.82%],84,20,181,08-04-2020
79,CA- SAN BERNARDINO,92.62,382,339,455,82.73,109.89,382 [339 - 455],92.62% [82.73% - 109.89%],729,158,1728,08-04-2020
80,CA- SAN DIEGO,91.75,428,380,507,82.6,106.94,428 [380 - 507],91.75% [82.6% - 106.94%],826,183,1895,08-04-2020
81,CA- SAN FRANCISCO,84.84,125,112,143,81.32,89.76,125 [112 - 143],84.84% [81.32% - 89.76%],245,67,495,08-04-2020
82,CA- SAN JOSE,89.98,153,137,175,82.64,99.96,153 [137 - 175],89.98% [82.64% - 99.96%],301,80,604,08-04-2020
83,CA- SAN LUIS OBISPO,91.86,28,25,33,82.19,108.51,28 [25 - 33],91.86% [82.19% - 108.51%],54,10,130,08-04-2020
85,CA- SAN MATEO CO.,85.39,70,63,81,81.48,90.79,70 [63 - 81],85.39% [81.48% - 90.79%],145,40,291,08-04-2020
86,CA- SANTA BARBARA,90.24,49,44,60,81.76,105.05,49 [44 - 60],90.24% [81.76% - 105.05%],98,17,242,08-04-2020
87,CA- SANTA CRUZ,94.11,21,19,25,83.06,109.81,21 [19 - 25],94.11% [83.06% - 109.81%],50,11,107,08-04-2020
89,CA- SANTA ROSA,84.74,42,38,49,81.18,89.67,42 [38 - 49],84.74% [81.18% - 89.67%],88,22,180,08-04-2020
91,CA- STOCKTON,91.67,60,54,70,82.63,104.46,60 [54 - 70],91.67% [82.63% - 104.46%],124,28,260,08-04-2020
96,CA- VENTURA,91.92,95,84,114,82.42,108.35,95 [84 - 114],91.92% [82.42% - 108.35%],187,38,446,08-04-2020
101,CO- BOULDER,92.67,28,26,33,85.47,107.37,28 [26 - 33],92.67% [85.47% - 107.37%],60,26,130,08-04-2020
102,CO- COLORADO SPRINGS,95.57,80,73,97,85.02,117.39,80 [73 - 97],95.57% [85.02% - 117.39%],161,52,387,08-04-2020
103,CO- DENVER,91.4,281,257,327,84.61,104.68,281 [257 - 327],91.4% [84.61% - 104.68%],544,220,1179,08-04-2020
104,CO- FORT COLLINS,89.31,28,26,33,83.6,99.87,28 [26 - 33],89.31% [83.6% - 99.87%],59,23,127,08-04-2020
