HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,266.81,4892,4879,4892,256.14,277.48,05-05-2020
2,AL- DOTHAN,296.06,1277,1276,1277,284.22,307.9,05-05-2020
5,AL- HUNTSVILLE,350.1,1828,1824,1828,336.1,364.1,05-05-2020
6,AL- MOBILE,333.07,2588,2582,2588,319.75,346.39,05-05-2020
7,AL- MONTGOMERY,312.1,1241,1238,1241,299.62,324.58,05-05-2020
9,AL- TUSCALOOSA,284.82,624,622,624,273.43,296.21,05-05-2020
11,AZ- MESA,338.07,1369,1364,1369,324.55,351.59,05-05-2020
12,AZ- PHOENIX,251.52,3683,3669,3683,241.46,261.58,05-05-2020
14,AZ- SUN CITY,188.77,233,233,233,181.22,196.32,05-05-2020
15,AZ- TUCSON,282.56,1719,1714,1719,271.26,293.86,05-05-2020
16,AR- FORT SMITH,314.51,1521,1519,1523,301.93,327.09,05-05-2020
18,AR- JONESBORO,215.27,548,547,548,206.66,223.88,05-05-2020
19,AR- LITTLE ROCK,184.0,1771,1766,1771,176.64,191.36,05-05-2020
21,AR- SPRINGDALE,372.24,1462,1460,1462,357.35,387.13,05-05-2020
22,AR- TEXARKANA,252.18,768,767,769,242.09,262.27,05-05-2020
23,CA- ORANGE CO.,283.8,4025,4009,4025,272.45,295.15,05-05-2020
25,CA- BAKERSFIELD,280.32,2482,2476,2482,269.11,291.53,05-05-2020
31,CA- CHICO,355.64,549,548,549,341.41,369.87,05-05-2020
33,CA- CONTRA COSTA CO.,210.18,567,565,567,201.77,218.59,05-05-2020
43,CA- FRESNO,409.56,2534,2528,2534,393.18,425.94,05-05-2020
56,CA- LOS ANGELES,261.0,11618,11571,11618,250.56,271.44,05-05-2020
58,CA- MODESTO,282.58,825,821,825,271.28,293.88,05-05-2020
62,CA- NAPA,243.9,224,223,224,234.14,253.66,05-05-2020
65,CA- ALAMEDA CO.,187.46,792,789,792,179.96,194.96,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,237.05,430,429,430,227.57,246.53,05-05-2020
73,CA- REDDING,225.36,458,456,458,216.35,234.37,05-05-2020
77,CA- SACRAMENTO,280.49,2242,2232,2242,269.27,291.71,05-05-2020
78,CA- SALINAS,244.62,290,289,290,234.84,254.4,05-05-2020
79,CA- SAN BERNARDINO,352.25,4142,4126,4142,338.16,366.34,05-05-2020
80,CA- SAN DIEGO,315.59,4214,4197,4214,302.97,328.21,05-05-2020
81,CA- SAN FRANCISCO,144.29,711,708,711,138.52,150.06,05-05-2020
82,CA- SAN JOSE,202.79,815,811,815,194.68,210.9,05-05-2020
83,CA- SAN LUIS OBISPO,318.26,272,271,272,305.53,330.99,05-05-2020
85,CA- SAN MATEO CO.,147.61,397,395,397,141.71,153.51,05-05-2020
86,CA- SANTA BARBARA,303.96,564,562,564,291.8,316.12,05-05-2020
87,CA- SANTA CRUZ,279.54,154,153,154,268.36,290.72,05-05-2020
89,CA- SANTA ROSA,151.67,289,288,289,145.6,157.74,05-05-2020
91,CA- STOCKTON,259.85,427,425,427,249.46,270.24,05-05-2020
96,CA- VENTURA,333.05,1026,1022,1026,319.73,346.37,05-05-2020
101,CO- BOULDER,291.31,234,233,234,279.66,302.96,05-05-2020
102,CO- COLORADO SPRINGS,406.35,916,913,916,390.1,422.6,05-05-2020
103,CO- DENVER,281.96,2484,2477,2484,270.68,293.24,05-05-2020
104,CO- FORT COLLINS,246.07,268,268,268,236.23,255.91,05-05-2020
105,CO- GRAND JUNCTION,187.99,201,200,201,180.47,195.51,05-05-2020
106,CO- GREELEY,248.96,322,321,322,239.0,258.92,05-05-2020
107,CO- PUEBLO,185.79,246,245,246,178.36,193.22,05-05-2020
110,CT- HARTFORD,412.61,2452,2442,2452,396.11,429.11,05-05-2020
111,CT- NEW HAVEN,266.66,1581,1575,1581,255.99,277.33,05-05-2020
112,DE- WILMINGTON,306.56,1073,1070,1073,294.3,318.82,05-05-2020
113,DC- WASHINGTON,643.96,8685,8658,8685,618.2,669.72,05-05-2020
115,FL- BRADENTON,299.13,418,417,418,287.16,311.1,05-05-2020
116,FL- CLEARWATER,235.27,702,700,702,225.86,244.68,05-05-2020
118,FL- FORT LAUDERDALE,214.88,2897,2887,2897,206.28,223.48,05-05-2020
119,FL- FORT MYERS,234.01,1538,1533,1538,224.65,243.37,05-05-2020
120,FL- GAINESVILLE,232.49,809,807,809,223.19,241.79,05-05-2020
122,FL- HUDSON,247.7,583,581,583,237.79,257.61,05-05-2020
123,FL- JACKSONVILLE,292.37,3298,3290,3298,280.68,304.06,05-05-2020
124,FL- LAKELAND,284.59,622,621,622,273.21,295.97,05-05-2020
127,FL- MIAMI,197.51,3059,3048,3059,189.61,205.41,05-05-2020
129,FL- OCALA,292.56,852,850,852,280.86,304.26,05-05-2020
130,FL- ORLANDO,277.58,5959,5942,5959,266.48,288.68,05-05-2020
131,FL- ORMOND BEACH,205.84,590,588,590,197.61,214.07,05-05-2020
133,FL- PANAMA CITY,286.73,594,594,594,275.26,298.2,05-05-2020
134,FL- PENSACOLA,278.92,1585,1580,1585,267.76,290.08,05-05-2020
137,FL- SARASOTA,226.69,576,574,576,217.62,235.76,05-05-2020
139,FL- ST PETERSBURG,209.25,571,570,571,200.88,217.62,05-05-2020
140,FL- TALLAHASSEE,297.13,2046,2040,2046,285.24,309.02,05-05-2020
141,FL- TAMPA,256.68,2093,2086,2093,246.41,266.95,05-05-2020
142,GA- ALBANY,160.33,197,195,197,153.92,166.74,05-05-2020
144,GA- ATLANTA,474.42,12164,12122,12164,455.44,493.4,05-05-2020
145,GA- AUGUSTA,325.06,2109,2103,2109,312.06,338.06,05-05-2020
146,GA- COLUMBUS,312.8,836,834,836,300.29,325.31,05-05-2020
147,GA- MACON,383.62,2186,2180,2186,368.28,398.96,05-05-2020
148,GA- ROME,317.12,439,437,439,304.44,329.8,05-05-2020
149,GA- SAVANNAH,472.89,3238,3232,3238,453.97,491.81,05-05-2020
154,IL- AURORA,306.43,276,275,276,294.17,318.69,05-05-2020
155,IL- BLUE ISLAND,179.09,586,584,586,171.93,186.25,05-05-2020
156,IL- CHICAGO,177.92,1968,1960,1968,170.8,185.04,05-05-2020
158,IL- ELGIN,318.2,602,600,602,305.47,330.93,05-05-2020
161,IL- EVANSTON,218.49,781,778,781,209.75,227.23,05-05-2020
163,IL- HINSDALE,231.15,386,385,386,221.9,240.4,05-05-2020
164,IL- JOLIET,270.47,596,593,596,259.65,281.29,05-05-2020
166,IL- MELROSE PARK,225.61,1054,1050,1054,216.59,234.63,05-05-2020
170,IL- PEORIA,269.76,1289,1285,1289,258.97,280.55,05-05-2020
171,IL- ROCKFORD,291.82,847,844,847,280.15,303.49,05-05-2020
172,IL- SPRINGFIELD,271.02,1980,1976,1980,260.18,281.86,05-05-2020
173,IL- URBANA,339.43,1119,1117,1119,325.85,353.01,05-05-2020
175,IL- BLOOMINGTON,511.6,378,377,378,491.14,532.06,05-05-2020
179,IN- EVANSVILLE,326.93,2408,2404,2408,313.85,340.01,05-05-2020
180,IN- FORT WAYNE,365.48,2734,2728,2734,350.86,380.1,05-05-2020
181,IN- GARY,224.78,552,550,552,215.79,233.77,05-05-2020
183,IN- INDIANAPOLIS,328.77,5133,5119,5133,315.62,341.92,05-05-2020
184,IN- LAFAYETTE,286.86,554,553,554,275.39,298.33,05-05-2020
185,IN- MUNCIE,322.37,364,363,364,309.48,335.26,05-05-2020
186,IN- MUNSTER,177.74,267,266,267,170.63,184.85,05-05-2020
187,IN- SOUTH BEND,345.35,1448,1445,1448,331.54,359.16,05-05-2020
188,IN- TERRE HAUTE,281.32,469,468,469,270.07,292.57,05-05-2020
191,IA- DAVENPORT,214.19,1118,1115,1118,205.62,222.76,05-05-2020
192,IA- DES MOINES,281.61,2304,2297,2304,270.35,292.87,05-05-2020
193,IA- DUBUQUE,222.08,220,219,220,213.2,230.96,05-05-2020
194,IA- IOWA CITY,161.72,503,502,503,155.25,168.19,05-05-2020
195,IA- MASON CITY,186.29,306,306,306,178.84,193.74,05-05-2020
196,IA- SIOUX CITY,222.66,554,553,554,213.75,231.57,05-05-2020
197,IA- WATERLOO,280.39,442,441,442,269.17,291.61,05-05-2020
200,KS- TOPEKA,503.26,2687,2680,2687,483.13,523.39,05-05-2020
201,KS- WICHITA,438.03,8815,8805,8818,420.51,455.55,05-05-2020
203,KY- COVINGTON,820.78,3033,3027,3033,787.95,853.61,05-05-2020
204,KY- LEXINGTON,571.4,10543,10524,10548,548.54,594.26,05-05-2020
205,KY- LOUISVILLE,690.01,10663,10638,10663,662.41,717.61,05-05-2020
207,KY- OWENSBORO,654.87,1143,1140,1143,628.68,681.06,05-05-2020
208,KY- PADUCAH,463.72,2933,2926,2933,445.17,482.27,05-05-2020
209,LA- ALEXANDRIA,247.81,590,589,590,237.9,257.72,05-05-2020
210,LA- BATON ROUGE,227.72,871,868,871,218.61,236.83,05-05-2020
212,LA- HOUMA,205.32,209,208,209,197.11,213.53,05-05-2020
213,LA- LAFAYETTE,242.62,1088,1084,1088,232.92,252.32,05-05-2020
214,LA- LAKE CHARLES,282.14,674,672,674,270.85,293.43,05-05-2020
216,LA- METAIRIE,160.55,179,179,179,154.13,166.97,05-05-2020
217,LA- MONROE,258.43,676,675,676,248.09,268.77,05-05-2020
218,LA- NEW ORLEANS,119.07,212,212,212,114.31,123.83,05-05-2020
219,LA- SHREVEPORT,217.31,1235,1232,1235,208.62,226.0,05-05-2020
221,ME- BANGOR,160.51,335,335,335,154.09,166.93,05-05-2020
222,ME- PORTLAND,139.27,375,374,375,133.7,144.84,05-05-2020
223,MD- BALTIMORE,598.64,9508,9474,9508,574.69,622.59,05-05-2020
225,MD- SALISBURY,582.36,1397,1390,1397,559.07,605.65,05-05-2020
226,MD- TAKOMA PARK,1083.82,3450,3438,3450,1040.47,1127.17,05-05-2020
227,MA- BOSTON,269.71,4754,4732,4754,258.92,280.5,05-05-2020
230,MA- SPRINGFIELD,336.93,980,977,980,323.45,350.41,05-05-2020
231,MA- WORCESTER,297.72,813,809,813,285.81,309.63,05-05-2020
232,MI- ANN ARBOR,232.14,1205,1201,1205,222.85,241.43,05-05-2020
233,MI- DEARBORN,172.13,349,348,349,165.24,179.02,05-05-2020
234,MI- DETROIT,191.5,1203,1199,1203,183.84,199.16,05-05-2020
235,MI- FLINT,246.46,542,540,542,236.6,256.32,05-05-2020
238,MI- KALAMAZOO,357.84,1602,1599,1602,343.53,372.15,05-05-2020
239,MI- LANSING,329.78,1176,1173,1176,316.59,342.97,05-05-2020
240,MI- MARQUETTE,320.26,599,599,599,307.45,333.07,05-05-2020
242,MI- MUSKEGON,391.91,692,691,692,376.23,407.59,05-05-2020
243,MI- PETOSKEY,368.65,406,405,406,353.9,383.4,05-05-2020
244,MI- PONTIAC,195.01,312,311,312,187.21,202.81,05-05-2020
245,MI- ROYAL OAK,166.12,525,524,525,159.48,172.76,05-05-2020
246,MI- SAGINAW,248.41,1193,1190,1193,238.47,258.35,05-05-2020
248,MI- ST JOSEPH,356.01,284,284,284,341.77,370.25,05-05-2020
249,MI- TRAVERSE CITY,354.69,561,558,561,340.5,368.88,05-05-2020
250,MN- DULUTH,252.29,954,953,954,242.2,262.38,05-05-2020
251,MN- MINNEAPOLIS,298.35,5766,5749,5766,286.42,310.28,05-05-2020
253,MN- ROCHESTER,162.61,603,602,603,156.11,169.11,05-05-2020
254,MN- ST CLOUD,302.64,509,508,509,290.53,314.75,05-05-2020
256,MN- ST PAUL,336.35,1678,1673,1678,322.9,349.8,05-05-2020
257,MS- GULFPORT,311.52,447,446,447,299.06,323.98,05-05-2020
258,MS- HATTIESBURG,331.2,840,837,840,317.95,344.45,05-05-2020
259,MS- JACKSON,314.98,2978,2967,2978,302.38,327.58,05-05-2020
