HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,241,69920,69920,70235,231.36,250.64,04-21-2020
2,AL- DOTHAN,111,1516,1516,1556,106.56,115.44,04-21-2020
5,AL- HUNTSVILLE,189,10381,10381,10394,181.44,196.56,04-21-2020
6,AL- MOBILE,176,13676,13665,13738,168.96,183.04,04-21-2020
7,AL- MONTGOMERY,185,8191,8191,8242,177.6,192.4,04-21-2020
9,AL- TUSCALOOSA,207,6181,6181,6210,198.72,215.28,04-21-2020
11,AZ- MESA,285,20859,20859,20959,273.6,296.4,04-21-2020
12,AZ- PHOENIX,205,48495,48495,48726,196.8,213.2,04-21-2020
14,AZ- SUN CITY,165,3527,3527,3544,158.4,171.6,04-21-2020
15,AZ- TUCSON,153,9445,9445,9475,146.88,159.12,04-21-2020
16,AR- FORT SMITH,90,494,494,511,86.4,93.6,04-21-2020
18,AR- JONESBORO,102,759,759,778,97.92,106.08,04-21-2020
19,AR- LITTLE ROCK,189,32301,32301,32476,181.44,196.56,04-21-2020
21,AR- SPRINGDALE,123,2254,2254,2261,118.08,127.92,04-21-2020
22,AR- TEXARKANA,97,632,632,639,93.12,100.88,04-21-2020
23,CA- ORANGE CO.,149,27267,27267,27379,143.04,154.96,04-21-2020
25,CA- BAKERSFIELD,101,3951,3951,3964,96.96,105.04,04-21-2020
31,CA- CHICO,114,1052,1052,1057,109.44,118.56,04-21-2020
33,CA- CONTRA COSTA CO.,318,25369,25369,25468,305.28,330.72,04-21-2020
43,CA- FRESNO,118,4492,4492,4509,113.28,122.72,04-21-2020
56,CA- LOS ANGELES,144,82421,82415,82751,138.24,149.76,04-21-2020
58,CA- MODESTO,189,9587,9587,9634,181.44,196.56,04-21-2020
62,CA- NAPA,195,3473,3473,3492,187.2,202.8,04-21-2020
65,CA- ALAMEDA CO.,300,39689,39689,39844,288.0,312.0,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,123,2344,2344,2353,118.08,127.92,04-21-2020
73,CA- REDDING,132,2965,2965,2979,126.72,137.28,04-21-2020
77,CA- SACRAMENTO,213,33244,33244,33373,204.48,221.52,04-21-2020
78,CA- SALINAS,213,5431,5431,5456,204.48,221.52,04-21-2020
79,CA- SAN BERNARDINO,154,21774,21774,21866,147.84,160.16,04-21-2020
80,CA- SAN DIEGO,180,36796,36796,36937,172.8,187.2,04-21-2020
81,CA- SAN FRANCISCO,210,35475,35475,35615,201.6,218.4,04-21-2020
82,CA- SAN JOSE,380,49399,49399,49580,364.8,395.2,04-21-2020
83,CA- SAN LUIS OBISPO,188,2612,2612,2627,180.48,195.52,04-21-2020
85,CA- SAN MATEO CO.,240,23429,23429,23521,230.4,249.6,04-21-2020
86,CA- SANTA BARBARA,146,3311,3311,3328,140.16,151.84,04-21-2020
87,CA- SANTA CRUZ,381,5719,5719,5739,365.76,396.24,04-21-2020
89,CA- SANTA ROSA,170,8791,8791,8831,163.2,176.8,04-21-2020
91,CA- STOCKTON,250,9447,9447,9491,240.0,260.0,04-21-2020
96,CA- VENTURA,165,6944,6944,6980,158.4,171.6,04-21-2020
101,CO- BOULDER,422,8501,8501,8532,405.12,438.88,04-21-2020
102,CO- COLORADO SPRINGS,341,13900,13900,13963,327.36,354.64,04-21-2020
103,CO- DENVER,420,86259,86259,86527,403.2,436.8,04-21-2020
104,CO- FORT COLLINS,287,6838,6838,6868,275.52,298.48,04-21-2020
105,CO- GRAND JUNCTION,457,16529,16529,16553,438.72,475.28,04-21-2020
106,CO- GREELEY,288,8329,8329,8355,276.48,299.52,04-21-2020
107,CO- PUEBLO,117,1526,1526,1531,112.32,121.68,04-21-2020
110,CT- HARTFORD,482,66301,66301,66523,462.72,501.28,04-21-2020
111,CT- NEW HAVEN,744,135921,135921,136281,714.24,773.76,04-21-2020
112,DE- WILMINGTON,458,36357,36357,36500,439.68,476.32,04-21-2020
113,DC- WASHINGTON,467,110400,110400,110732,448.32,485.68,04-21-2020
115,FL- BRADENTON,277,7201,7201,7220,265.92,288.08,04-21-2020
116,FL- CLEARWATER,197,9824,9824,9854,189.12,204.88,04-21-2020
118,FL- FORT LAUDERDALE,279,89639,89639,89900,267.84,290.16,04-21-2020
119,FL- FORT MYERS,239,31494,31494,31580,229.44,248.56,04-21-2020
120,FL- GAINESVILLE,199,11164,11164,11205,191.04,206.96,04-21-2020
122,FL- HUDSON,198,7504,7504,7534,190.08,205.92,04-21-2020
123,FL- JACKSONVILLE,185,26444,26444,26540,177.6,192.4,04-21-2020
124,FL- LAKELAND,208,6946,6946,6958,199.68,216.32,04-21-2020
127,FL- MIAMI,283,114288,114288,114634,271.68,294.32,04-21-2020
129,FL- OCALA,199,8193,8193,8198,191.04,206.96,04-21-2020
130,FL- ORLANDO,201,64038,64038,64228,192.96,209.04,04-21-2020
