HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,114,1905,1905,1914,109.44,118.56,04-27-2020
2,AL- DOTHAN,90,107,107,109,86.4,93.6,04-27-2020
5,AL- HUNTSVILLE,104,300,300,300,99.84,108.16,04-27-2020
6,AL- MOBILE,107,532,532,536,102.72,111.28,04-27-2020
7,AL- MONTGOMERY,103,238,238,240,98.88,107.12,04-27-2020
9,AL- TUSCALOOSA,108,199,199,200,103.68,112.32,04-27-2020
11,AZ- MESA,133,699,699,702,127.68,138.32,04-27-2020
12,AZ- PHOENIX,113,1694,1694,1703,108.48,117.52,04-27-2020
14,AZ- SUN CITY,102,116,116,116,97.92,106.08,04-27-2020
15,AZ- TUCSON,101,361,361,363,96.96,105.04,04-27-2020
16,AR- FORT SMITH,84,52,52,52,80.64,87.36,04-27-2020
18,AR- JONESBORO,85,35,35,35,81.6,88.4,04-27-2020
19,AR- LITTLE ROCK,103,886,886,891,98.88,107.12,04-27-2020
21,AR- SPRINGDALE,90,76,76,76,86.4,93.6,04-27-2020
22,AR- TEXARKANA,86,42,42,43,82.56,89.44,04-27-2020
23,CA- ORANGE CO.,127,2392,2392,2403,121.92,132.08,04-27-2020
25,CA- BAKERSFIELD,95,385,385,386,91.2,98.8,04-27-2020
31,CA- CHICO,104,106,106,108,99.84,108.16,04-27-2020
33,CA- CONTRA COSTA CO.,223,1831,1831,1838,214.08,231.92,04-27-2020
43,CA- FRESNO,108,428,428,430,103.68,112.32,04-27-2020
56,CA- LOS ANGELES,123,7069,7069,7101,118.08,127.92,04-27-2020
58,CA- MODESTO,153,834,834,838,146.88,159.12,04-27-2020
62,CA- NAPA,153,275,275,276,146.88,159.12,04-27-2020
65,CA- ALAMEDA CO.,211,2816,2816,2826,202.56,219.44,04-27-2020
69,CA- PALM SPR/RANCHO MIR.,110,213,213,214,105.6,114.4,04-27-2020
73,CA- REDDING,111,221,221,222,106.56,115.44,04-27-2020
77,CA- SACRAMENTO,166,2719,2719,2730,159.36,172.64,04-27-2020
78,CA- SALINAS,167,454,454,456,160.32,173.68,04-27-2020
79,CA- SAN BERNARDINO,132,2032,2032,2041,126.72,137.28,04-27-2020
80,CA- SAN DIEGO,148,3148,3148,3161,142.08,153.92,04-27-2020
81,CA- SAN FRANCISCO,157,2484,2484,2494,150.72,163.28,04-27-2020
82,CA- SAN JOSE,254,3303,3303,3315,243.84,264.16,04-27-2020
83,CA- SAN LUIS OBISPO,156,222,222,223,149.76,162.24,04-27-2020
85,CA- SAN MATEO CO.,173,1584,1584,1590,166.08,179.92,04-27-2020
86,CA- SANTA BARBARA,129,313,313,314,123.84,134.16,04-27-2020
87,CA- SANTA CRUZ,264,425,425,426,253.44,274.56,04-27-2020
89,CA- SANTA ROSA,136,679,679,683,130.56,141.44,04-27-2020
91,CA- STOCKTON,189,756,756,759,181.44,196.56,04-27-2020
96,CA- VENTURA,139,611,611,613,133.44,144.56,04-27-2020
101,CO- BOULDER,183,314,314,315,175.68,190.32,04-27-2020
