HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,142.2,3177,3177,3191,136.51,147.89,05-05-2020
2,AL- DOTHAN,105.41,206,206,207,101.19,109.63,05-05-2020
5,AL- HUNTSVILLE,126.89,537,537,539,121.81,131.97,05-05-2020
6,AL- MOBILE,131.31,899,899,903,126.06,136.56,05-05-2020
7,AL- MONTGOMERY,128.85,456,456,457,123.7,134.0,05-05-2020
9,AL- TUSCALOOSA,136.13,338,338,340,130.68,141.58,05-05-2020
11,AZ- MESA,192.67,1347,1347,1352,184.96,200.38,05-05-2020
12,AZ- PHOENIX,148.95,3165,3165,3178,142.99,154.91,05-05-2020
14,AZ- SUN CITY,127.09,228,228,229,122.01,132.17,05-05-2020
15,AZ- TUCSON,122.69,657,657,660,117.78,127.6,05-05-2020
16,AR- FORT SMITH,95.59,125,125,126,91.77,99.41,05-05-2020
18,AR- JONESBORO,94.61,78,78,78,90.83,98.39,05-05-2020
19,AR- LITTLE ROCK,127.1,1627,1627,1633,122.02,132.18,05-05-2020
21,AR- SPRINGDALE,107.65,177,177,178,103.34,111.96,05-05-2020
22,AR- TEXARKANA,97.42,104,104,105,93.52,101.32,05-05-2020
23,CA- ORANGE CO.,183.9,4801,4801,4819,176.54,191.26,05-05-2020
25,CA- BAKERSFIELD,117.69,836,836,840,112.98,122.4,05-05-2020
31,CA- CHICO,142.38,243,243,244,136.68,148.08,05-05-2020
33,CA- CONTRA COSTA CO.,336.91,2949,2949,2955,323.43,350.39,05-05-2020
43,CA- FRESNO,146.56,930,930,934,140.7,152.42,05-05-2020
56,CA- LOS ANGELES,174.07,14065,14065,14119,167.11,181.03,05-05-2020
58,CA- MODESTO,240.37,1653,1653,1659,230.76,249.98,05-05-2020
62,CA- NAPA,232.31,521,521,523,223.02,241.6,05-05-2020
65,CA- ALAMEDA CO.,308.15,4393,4393,4402,295.82,320.48,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,149.66,443,443,444,143.67,155.65,05-05-2020
73,CA- REDDING,153.55,469,469,471,147.41,159.69,05-05-2020
77,CA- SACRAMENTO,260.03,5129,5129,5145,249.63,270.43,05-05-2020
78,CA- SALINAS,262.28,858,858,861,251.79,272.77,05-05-2020
79,CA- SAN BERNARDINO,198.98,4187,4187,4204,191.02,206.94,05-05-2020
80,CA- SAN DIEGO,221.49,5972,5972,5992,212.63,230.35,05-05-2020
81,CA- SAN FRANCISCO,214.16,3877,3877,3886,205.59,222.73,05-05-2020
82,CA- SAN JOSE,367.19,4889,4889,4899,352.5,381.88,05-05-2020
83,CA- SAN LUIS OBISPO,226.62,396,396,397,217.56,235.68,05-05-2020
85,CA- SAN MATEO CO.,235.62,2365,2365,2370,226.2,245.04,05-05-2020
86,CA- SANTA BARBARA,181.68,592,592,594,174.41,188.95,05-05-2020
87,CA- SANTA CRUZ,423.72,712,712,713,406.77,440.67,05-05-2020
89,CA- SANTA ROSA,190.11,1196,1196,1199,182.51,197.71,05-05-2020
91,CA- STOCKTON,298.61,1371,1371,1375,286.67,310.55,05-05-2020
96,CA- VENTURA,207.48,1208,1208,1212,199.18,215.78,05-05-2020
101,CO- BOULDER,275.68,548,548,549,264.65,286.71,05-05-2020
102,CO- COLORADO SPRINGS,252.38,1071,1071,1075,242.28,262.48,05-05-2020
103,CO- DENVER,263.01,5148,5148,5161,252.49,273.53,05-05-2020
104,CO- FORT COLLINS,194.14,435,435,436,186.37,201.91,05-05-2020
105,CO- GRAND JUNCTION,215.72,596,596,597,207.09,224.35,05-05-2020
106,CO- GREELEY,205.96,581,581,582,197.72,214.2,05-05-2020
107,CO- PUEBLO,110.09,143,143,144,105.69,114.49,05-05-2020
110,CT- HARTFORD,412.02,6464,6464,6480,395.54,428.5,05-05-2020
111,CT- NEW HAVEN,458.03,8263,8263,8276,439.71,476.35,05-05-2020
112,DE- WILMINGTON,201.35,1359,1359,1363,193.3,209.4,05-05-2020
113,DC- WASHINGTON,323.41,8058,8058,8087,310.47,336.35,05-05-2020
115,FL- BRADENTON,175.81,408,408,409,168.78,182.84,05-05-2020
116,FL- CLEARWATER,138.93,584,584,586,133.37,144.49,05-05-2020
118,FL- FORT LAUDERDALE,169.67,4678,4678,4691,162.88,176.46,05-05-2020
119,FL- FORT MYERS,156.49,1764,1764,1769,150.23,162.75,05-05-2020
120,FL- GAINESVILLE,137.12,631,631,633,131.64,142.6,05-05-2020
122,FL- HUDSON,140.8,460,460,461,135.17,146.43,05-05-2020
123,FL- JACKSONVILLE,138.24,1744,1744,1751,132.71,143.77,05-05-2020
124,FL- LAKELAND,147.75,439,439,440,141.84,153.66,05-05-2020
127,FL- MIAMI,168.81,5720,5720,5736,162.06,175.56,05-05-2020
129,FL- OCALA,143.05,524,524,526,137.33,148.77,05-05-2020
130,FL- ORLANDO,143.26,3999,3999,4013,137.53,148.99,05-05-2020
131,FL- ORMOND BEACH,122.87,427,427,428,117.96,127.78,05-05-2020
133,FL- PANAMA CITY,101.94,87,87,88,97.86,106.02,05-05-2020
134,FL- PENSACOLA,125.37,646,646,649,120.36,130.38,05-05-2020
137,FL- SARASOTA,139.85,522,522,524,134.26,145.44,05-05-2020
139,FL- ST PETERSBURG,129.05,474,474,475,123.89,134.21,05-05-2020
140,FL- TALLAHASSEE,136.39,926,926,930,130.93,141.85,05-05-2020
141,FL- TAMPA,146.89,1729,1729,1735,141.01,152.77,05-05-2020
142,GA- ALBANY,220.18,837,837,840,211.37,228.99,05-05-2020
144,GA- ATLANTA,311.82,16641,16641,16696,299.35,324.29,05-05-2020
145,GA- AUGUSTA,125.91,689,689,691,120.87,130.95,05-05-2020
146,GA- COLUMBUS,156.51,583,583,585,150.25,162.77,05-05-2020
147,GA- MACON,154.1,1011,1011,1015,147.94,160.26,05-05-2020
148,GA- ROME,268.3,808,808,811,257.57,279.03,05-05-2020
149,GA- SAVANNAH,143.58,803,803,806,137.84,149.32,05-05-2020
154,IL- AURORA,286.13,641,641,642,274.68,297.58,05-05-2020
155,IL- BLUE ISLAND,181.68,1516,1516,1520,174.41,188.95,05-05-2020
156,IL- CHICAGO,180.63,5069,5069,5083,173.4,187.86,05-05-2020
158,IL- ELGIN,311.98,1489,1489,1493,299.5,324.46,05-05-2020
161,IL- EVANSTON,222.23,2021,2021,2026,213.34,231.12,05-05-2020
163,IL- HINSDALE,229.47,969,969,971,220.29,238.65,05-05-2020
164,IL- JOLIET,250.42,1340,1340,1344,240.4,260.44,05-05-2020
166,IL- MELROSE PARK,226.77,2677,2677,2684,217.7,235.84,05-05-2020
170,IL- PEORIA,116.19,410,410,412,111.54,120.84,05-05-2020
171,IL- ROCKFORD,183.55,959,959,963,176.21,190.89,05-05-2020
172,IL- SPRINGFIELD,106.35,409,409,411,102.1,110.6,05-05-2020
173,IL- URBANA,113.94,213,213,215,109.38,118.5,05-05-2020
175,IL- BLOOMINGTON,181.4,160,160,161,174.14,188.66,05-05-2020
179,IN- EVANSVILLE,102.85,286,286,288,98.74,106.96,05-05-2020
180,IN- FORT WAYNE,112.22,435,435,437,107.73,116.71,05-05-2020
181,IN- GARY,164.93,770,770,772,158.33,171.53,05-05-2020
183,IN- INDIANAPOLIS,148.69,2675,2675,2686,142.74,154.64,05-05-2020
184,IN- LAFAYETTE,114.74,156,156,156,110.15,119.33,05-05-2020
185,IN- MUNCIE,120.01,100,100,100,115.21,124.81,05-05-2020
186,IN- MUNSTER,156.8,526,526,527,150.53,163.07,05-05-2020
187,IN- SOUTH BEND,129.87,465,465,467,124.68,135.06,05-05-2020
188,IN- TERRE HAUTE,102.15,70,70,70,98.06,106.24,05-05-2020
191,IA- DAVENPORT,100.06,272,272,273,96.06,104.06,05-05-2020
