HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,192.57,5625,5625,5641,184.87,200.27,05-05-2020
2,AL- DOTHAN,134.04,434,434,437,128.68,139.4,05-05-2020
5,AL- HUNTSVILLE,175.53,1088,1088,1092,168.51,182.55,05-05-2020
6,AL- MOBILE,181.96,1757,1757,1763,174.68,189.24,05-05-2020
7,AL- MONTGOMERY,175.85,890,890,892,168.82,182.88,05-05-2020
9,AL- TUSCALOOSA,187.72,642,642,645,180.21,195.23,05-05-2020
11,AZ- MESA,280.72,2344,2344,2351,269.49,291.95,05-05-2020
12,AZ- PHOENIX,203.94,5550,5550,5567,195.78,212.1,05-05-2020
14,AZ- SUN CITY,164.13,399,399,400,157.56,170.7,05-05-2020
15,AZ- TUCSON,164.85,1291,1291,1296,158.26,171.44,05-05-2020
16,AR- FORT SMITH,115.83,278,278,280,111.2,120.46,05-05-2020
18,AR- JONESBORO,111.38,172,172,172,106.92,115.84,05-05-2020
19,AR- LITTLE ROCK,159.86,2684,2684,2693,153.47,166.25,05-05-2020
21,AR- SPRINGDALE,139.71,384,384,385,134.12,145.3,05-05-2020
22,AR- TEXARKANA,117.81,223,223,224,113.1,122.52,05-05-2020
23,CA- ORANGE CO.,260.12,8073,8073,8094,249.72,270.52,05-05-2020
25,CA- BAKERSFIELD,156.75,1685,1685,1692,150.48,163.02,05-05-2020
31,CA- CHICO,206.1,485,485,487,197.86,214.34,05-05-2020
33,CA- CONTRA COSTA CO.,407.28,3479,3479,3483,390.99,423.57,05-05-2020
43,CA- FRESNO,213.91,1849,1849,1856,205.35,222.47,05-05-2020
56,CA- LOS ANGELES,241.81,23479,23479,23541,232.14,251.48,05-05-2020
58,CA- MODESTO,339.06,2557,2557,2563,325.5,352.62,05-05-2020
62,CA- NAPA,309.58,748,748,749,297.2,321.96,05-05-2020
65,CA- ALAMEDA CO.,363.9,5049,5049,5055,349.34,378.46,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,205.33,778,778,780,197.12,213.54,05-05-2020
73,CA- REDDING,198.7,734,734,736,190.75,206.65,05-05-2020
77,CA- SACRAMENTO,360.01,7615,7615,7631,345.61,374.41,05-05-2020
78,CA- SALINAS,355.42,1226,1226,1228,341.2,369.64,05-05-2020
79,CA- SAN BERNARDINO,294.74,7345,7345,7366,282.95,306.53,05-05-2020
80,CA- SAN DIEGO,315.89,9624,9624,9648,303.25,328.53,05-05-2020
81,CA- SAN FRANCISCO,247.19,4469,4469,4474,237.3,257.08,05-05-2020
82,CA- SAN JOSE,422.99,5386,5385,5391,406.07,439.91,05-05-2020
83,CA- SAN LUIS OBISPO,322.48,636,636,637,309.58,335.38,05-05-2020
85,CA- SAN MATEO CO.,267.43,2628,2628,2630,256.73,278.13,05-05-2020
86,CA- SANTA BARBARA,261.28,1030,1030,1032,250.83,271.73,05-05-2020
87,CA- SANTA CRUZ,536.14,880,880,881,514.69,557.59,05-05-2020
89,CA- SANTA ROSA,232.07,1544,1544,1546,222.79,241.35,05-05-2020
91,CA- STOCKTON,399.15,1889,1889,1892,383.18,415.12,05-05-2020
96,CA- VENTURA,301.63,2043,2043,2048,289.56,313.7,05-05-2020
101,CO- BOULDER,380.12,804,804,805,364.92,395.32,05-05-2020
102,CO- COLORADO SPRINGS,372.88,1763,1763,1767,357.96,387.8,05-05-2020
103,CO- DENVER,354.68,7384,7384,7400,340.49,368.87,05-05-2020
104,CO- FORT COLLINS,265.4,678,678,679,254.78,276.02,05-05-2020
105,CO- GRAND JUNCTION,254.12,738,738,739,243.96,264.28,05-05-2020
106,CO- GREELEY,281.12,892,892,894,269.88,292.36,05-05-2020
107,CO- PUEBLO,138.43,276,276,277,132.89,143.97,05-05-2020
110,CT- HARTFORD,593.69,9484,9484,9502,569.94,617.44,05-05-2020
111,CT- NEW HAVEN,546.92,9451,9450,9461,525.04,568.8,05-05-2020
112,DE- WILMINGTON,289.61,2283,2283,2288,278.03,301.19,05-05-2020
113,DC- WASHINGTON,507.69,13814,13814,13850,487.38,528.0,05-05-2020
115,FL- BRADENTON,249.01,701,701,702,239.05,258.97,05-05-2020
116,FL- CLEARWATER,187.32,1038,1038,1041,179.83,194.81,05-05-2020
118,FL- FORT LAUDERDALE,227.55,7417,7417,7432,218.45,236.65,05-05-2020
119,FL- FORT MYERS,212.61,2970,2970,2977,204.11,221.11,05-05-2020
120,FL- GAINESVILLE,181.85,1103,1103,1106,174.58,189.12,05-05-2020
122,FL- HUDSON,192.21,833,833,835,184.52,199.9,05-05-2020
123,FL- JACKSONVILLE,190.39,3241,3241,3251,182.77,198.01,05-05-2020
124,FL- LAKELAND,207.04,807,807,809,198.76,215.32,05-05-2020
127,FL- MIAMI,222.42,8812,8812,8829,213.52,231.32,05-05-2020
129,FL- OCALA,200.36,983,983,985,192.35,208.37,05-05-2020
130,FL- ORLANDO,198.64,7333,7333,7355,190.69,206.59,05-05-2020
131,FL- ORMOND BEACH,159.42,780,780,782,153.04,165.8,05-05-2020
133,FL- PANAMA CITY,128.83,197,197,198,123.68,133.98,05-05-2020
134,FL- PENSACOLA,167.52,1231,1231,1235,160.82,174.22,05-05-2020
137,FL- SARASOTA,187.52,915,915,917,180.02,195.02,05-05-2020
139,FL- ST PETERSBURG,169.34,842,842,844,162.57,176.11,05-05-2020
140,FL- TALLAHASSEE,186.06,1701,1701,1706,178.62,193.5,05-05-2020
141,FL- TAMPA,201.7,3072,3072,3080,193.63,209.77,05-05-2020
142,GA- ALBANY,252.77,963,963,964,242.66,262.88,05-05-2020
144,GA- ATLANTA,466.48,26877,26877,26939,447.82,485.14,05-05-2020
145,GA- AUGUSTA,173.24,1390,1390,1395,166.31,180.17,05-05-2020
146,GA- COLUMBUS,223.7,1078,1078,1082,214.75,232.65,05-05-2020
147,GA- MACON,224.91,1951,1951,1959,215.91,233.91,05-05-2020
148,GA- ROME,367.91,1192,1192,1196,353.19,382.63,05-05-2020
149,GA- SAVANNAH,208.01,1586,1586,1592,199.69,216.33,05-05-2020
