region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,85.7,784,732,856,83.32,88.95,784 [732 - 856],85.7% [83.32% - 88.95%],481,280,756,01-05-2021,projected
2,AL- DOTHAN,89.94,219,206,241,86.02,96.04,219 [206 - 241],89.94% [86.02% - 96.04%],132,80,213,01-05-2021,projected
5,AL- HUNTSVILLE,95.0,488,458,534,88.83,104.2,488 [458 - 534],95.0% [88.83% - 104.2%],282,166,455,01-05-2021,projected
6,AL- MOBILE,85.78,273,254,300,83.26,89.17,273 [254 - 300],85.78% [83.26% - 89.17%],165,93,262,01-05-2021,projected
7,AL- MONTGOMERY,88.67,228,210,248,84.85,93.07,228 [210 - 248],88.67% [84.85% - 93.07%],134,75,202,01-05-2021,projected
9,AL- TUSCALOOSA,92.22,213,198,231,87.01,99.34,213 [198 - 231],92.22% [87.01% - 99.34%],122,70,193,01-05-2021,projected
11,AZ- MESA,112.07,1077,982,1300,94.04,150.3,1077 [982 - 1300],112.07% [94.04% - 150.3%],635,278,1392,01-05-2021,projected
12,AZ- PHOENIX,98.81,2398,2190,2885,88.38,120.75,2398 [2190 - 2885],98.81% [88.38% - 120.75%],1425,635,3087,01-05-2021,projected
14,AZ- SUN CITY,94.2,196,178,238,86.05,111.73,196 [178 - 238],94.2% [86.05% - 111.73%],115,49,257,01-05-2021,projected
15,AZ- TUCSON,86.66,259,240,291,83.49,91.41,259 [240 - 291],86.66% [83.49% - 91.41%],168,88,288,01-05-2021,projected
16,AR- FORT SMITH,87.49,166,156,182,84.45,92.02,166 [156 - 182],87.49% [84.45% - 92.02%],96,57,154,01-05-2021,projected
18,AR- JONESBORO,82.43,35,32,38,81.22,83.43,35 [32 - 38],82.43% [81.22% - 83.43%],22,11,31,01-05-2021,projected
19,AR- LITTLE ROCK,86.15,599,560,649,83.59,89.44,599 [560 - 649],86.15% [83.59% - 89.44%],355,207,545,01-05-2021,projected
21,AR- SPRINGDALE,92.2,218,204,239,87.28,99.21,218 [204 - 239],92.2% [87.28% - 99.21%],129,77,203,01-05-2021,projected
22,AR- TEXARKANA,81.84,28,26,31,81.02,82.96,28 [26 - 31],81.84% [81.02% - 82.96%],18,10,29,01-05-2021,projected
23,CA- ORANGE CO.,85.71,666,620,722,83.27,88.72,666 [620 - 722],85.71% [83.27% - 88.72%],437,250,667,01-05-2021,projected
25,CA- BAKERSFIELD,84.34,249,233,269,82.6,86.53,249 [233 - 269],84.34% [82.6% - 86.53%],157,94,236,01-05-2021,projected
31,CA- CHICO,82.97,29,26,32,81.72,84.53,29 [26 - 32],82.97% [81.72% - 84.53%],19,11,29,01-05-2021,projected
