region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.38,207,193,233,82.87,86.79,207 [193 - 233],84.38% [82.87% - 86.79%],370,242,573,10-06-2020
2,AL- DOTHAN,88.89,68,63,78,85.27,94.01,68 [63 - 78],88.89% [85.27% - 94.01%],118,70,186,10-06-2020
5,AL- HUNTSVILLE,84.79,53,49,58,82.87,86.6,53 [49 - 58],84.79% [82.87% - 86.6%],90,54,124,10-06-2020
6,AL- MOBILE,92.46,231,214,276,87.53,105.87,231 [214 - 276],92.46% [87.53% - 105.87%],356,215,739,10-06-2020
7,AL- MONTGOMERY,82.59,21,19,23,81.62,84.33,21 [19 - 23],82.59% [81.62% - 84.33%],40,25,67,10-06-2020
9,AL- TUSCALOOSA,97.23,95,86,118,88.32,113.27,95 [86 - 118],97.23% [88.32% - 113.27%],172,83,332,10-06-2020
11,AZ- MESA,83.33,37,35,40,82.58,84.7,37 [35 - 40],83.33% [82.58% - 84.7%],66,51,93,10-06-2020
12,AZ- PHOENIX,83.37,152,142,170,82.43,84.96,152 [142 - 170],83.37% [82.43% - 84.96%],255,184,376,10-06-2020
14,AZ- SUN CITY,81.36,7,7,7,80.99,81.98,7 [7 - 7],81.36% [80.99% - 81.98%],11,8,16,10-06-2020
15,AZ- TUCSON,82.22,33,30,39,81.03,84.24,33 [30 - 39],82.22% [81.03% - 84.24%],56,26,107,10-06-2020
16,AR- FORT SMITH,87.57,62,57,69,84.06,92.57,62 [57 - 69],87.57% [84.06% - 92.57%],97,52,161,10-06-2020
18,AR- JONESBORO,89.18,49,45,53,85.97,90.84,49 [45 - 53],89.18% [85.97% - 90.84%],83,54,98,10-06-2020
19,AR- LITTLE ROCK,85.65,202,186,225,83.21,88.65,202 [186 - 225],85.65% [83.21% - 88.65%],326,185,499,10-06-2020
21,AR- SPRINGDALE,88.7,52,48,57,85.96,91.73,52 [48 - 57],88.7% [85.96% - 91.73%],92,63,124,10-06-2020
22,AR- TEXARKANA,84.59,28,26,33,82.45,88.47,28 [26 - 33],84.59% [82.45% - 88.47%],45,24,83,10-06-2020
23,CA- ORANGE CO.,82.17,97,92,108,81.56,83.22,97 [92 - 108],82.17% [81.56% - 83.22%],166,119,246,10-06-2020
25,CA- BAKERSFIELD,81.77,31,29,35,81.3,82.57,31 [29 - 35],81.77% [81.3% - 82.57%],64,47,93,10-06-2020
31,CA- CHICO,83.12,14,14,16,82.19,85.16,14 [14 - 16],83.12% [82.19% - 85.16%],20,14,33,10-06-2020
33,CA- CONTRA COSTA CO.,83.25,35,33,38,82.3,84.54,35 [33 - 38],83.25% [82.3% - 84.54%],65,46,91,10-06-2020
43,CA- FRESNO,83.64,44,41,48,82.54,85.43,44 [41 - 48],83.64% [82.54% - 85.43%],83,58,124,10-06-2020
56,CA- LOS ANGELES,83.38,504,476,556,82.34,84.98,504 [476 - 556],83.38% [82.34% - 84.98%],839,581,1235,10-06-2020
58,CA- MODESTO,81.22,14,12,14,81.16,81.86,14 [12 - 14],81.22% [81.16% - 81.86%],21,20,32,10-06-2020
62,CA- NAPA,82.75,7,7,10,82.75,85.67,7 [7 - 10],82.75% [82.75% - 85.67%],16,16,33,10-06-2020
65,CA- ALAMEDA CO.,81.39,21,20,23,80.98,81.86,21 [20 - 23],81.39% [80.98% - 81.86%],47,33,63,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,83.04,21,20,23,82.18,84.37,21 [20 - 23],83.04% [82.18% - 84.37%],32,23,46,10-06-2020
73,CA- REDDING,99.04,144,133,165,91.65,112.81,144 [133 - 165],99.04% [91.65% - 112.81%],206,126,355,10-06-2020
77,CA- SACRAMENTO,81.61,39,35,46,81.0,82.53,39 [35 - 46],81.61% [81.0% - 82.53%],77,48,121,10-06-2020
78,CA- SALINAS,84.16,14,14,16,82.9,85.55,14 [14 - 16],84.16% [82.9% - 85.55%],33,23,44,10-06-2020
79,CA- SAN BERNARDINO,85.74,200,190,218,84.13,88.09,200 [190 - 218],85.74% [84.13% - 88.09%],332,239,468,10-06-2020
80,CA- SAN DIEGO,83.57,150,139,164,82.26,85.3,150 [139 - 164],83.57% [82.26% - 85.3%],251,159,373,10-06-2020
81,CA- SAN FRANCISCO,81.28,31,28,35,80.77,81.7,31 [28 - 35],81.28% [80.77% - 81.7%],65,39,86,10-06-2020
82,CA- SAN JOSE,81.59,27,25,31,80.96,82.74,27 [25 - 31],81.59% [80.96% - 82.74%],48,29,83,10-06-2020
83,CA- SAN LUIS OBISPO,83.73,14,13,14,81.75,85.48,14 [13 - 14],83.73% [81.75% - 85.48%],17,8,25,10-06-2020
85,CA- SAN MATEO CO.,81.15,18,17,20,80.82,81.56,18 [17 - 20],81.15% [80.82% - 81.56%],31,22,42,10-06-2020
86,CA- SANTA BARBARA,81.97,14,13,15,81.66,83.0,14 [13 - 15],81.97% [81.66% - 83.0%],19,16,29,10-06-2020
87,CA- SANTA CRUZ,83.9,7,7,8,82.79,85.29,7 [7 - 8],83.9% [82.79% - 85.29%],14,10,19,10-06-2020
89,CA- SANTA ROSA,82.42,26,24,29,81.77,83.39,26 [24 - 29],82.42% [81.77% - 83.39%],45,33,63,10-06-2020
91,CA- STOCKTON,81.22,7,7,7,80.75,81.69,7 [7 - 7],81.22% [80.75% - 81.69%],13,8,18,10-06-2020
96,CA- VENTURA,82.29,21,20,23,81.65,83.18,21 [20 - 23],82.29% [81.65% - 83.18%],36,26,50,10-06-2020
101,CO- BOULDER,87.37,20,18,23,83.37,93.05,20 [18 - 23],87.37% [83.37% - 93.05%],35,16,62,10-06-2020
102,CO- COLORADO SPRINGS,86.86,48,44,62,83.67,97.39,48 [44 - 62],86.86% [83.67% - 97.39%],71,38,180,10-06-2020
103,CO- DENVER,98.69,590,547,664,90.82,112.2,590 [547 - 664],98.69% [90.82% - 112.2%],893,517,1538,10-06-2020
104,CO- FORT COLLINS,94.4,63,59,71,88.92,105.2,63 [59 - 71],94.4% [88.92% - 105.2%],92,57,161,10-06-2020
105,CO- GRAND JUNCTION,86.69,35,32,39,84.42,90.98,35 [32 - 39],86.69% [84.42% - 90.98%],53,35,87,10-06-2020
