region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,110.78,1500,1458,1528,109.08,112.35,1500 [1458 - 1528],110.78% [109.08% - 112.35%],2599,2456,2732,12-08-2020,projected
2,AL- DOTHAN,96.57,124,120,127,95.36,97.55,124 [120 - 127],96.57% [95.36% - 97.55%],220,204,233,12-08-2020,projected
5,AL- HUNTSVILLE,124.31,501,486,513,121.38,126.81,501 [486 - 513],124.31% [121.38% - 126.81%],833,778,880,12-08-2020,projected
6,AL- MOBILE,97.26,283,275,289,96.24,98.2,283 [275 - 289],97.26% [96.24% - 98.2%],493,464,520,12-08-2020,projected
7,AL- MONTGOMERY,101.15,194,188,197,99.6,102.38,194 [188 - 197],101.15% [99.6% - 102.38%],327,303,346,12-08-2020,projected
9,AL- TUSCALOOSA,112.16,195,190,199,110.46,113.87,195 [190 - 199],112.16% [110.46% - 113.87%],321,304,338,12-08-2020,projected
11,AZ- MESA,148.94,775,754,785,145.51,151.46,775 [754 - 785],148.94% [145.51% - 151.46%],1365,1297,1415,12-08-2020,projected
12,AZ- PHOENIX,126.07,2002,1949,2033,123.63,127.92,2002 [1949 - 2033],126.07% [123.63% - 127.92%],3490,3305,3630,12-08-2020,projected
14,AZ- SUN CITY,110.0,139,135,141,108.52,111.11,139 [135 - 141],110.0% [108.52% - 111.11%],243,231,252,12-08-2020,projected
15,AZ- TUCSON,119.26,577,561,586,117.12,120.81,577 [561 - 586],119.26% [117.12% - 120.81%],991,937,1030,12-08-2020,projected
16,AR- FORT SMITH,93.97,101,97,102,93.04,94.6,101 [97 - 102],93.97% [93.04% - 94.6%],179,167,187,12-08-2020,projected
18,AR- JONESBORO,103.01,119,116,122,101.57,104.12,119 [116 - 122],103.01% [101.57% - 104.12%],208,195,218,12-08-2020,projected
19,AR- LITTLE ROCK,94.97,492,480,504,94.05,95.77,492 [480 - 504],94.97% [94.05% - 95.77%],864,811,910,12-08-2020,projected
21,AR- SPRINGDALE,120.78,257,248,263,118.03,123.52,257 [248 - 263],120.78% [118.03% - 123.52%],431,402,460,12-08-2020,projected
22,AR- TEXARKANA,88.57,49,47,50,87.55,89.49,49 [47 - 50],88.57% [87.55% - 89.49%],84,74,93,12-08-2020,projected
23,CA- ORANGE CO.,98.09,846,821,865,96.93,99.08,846 [821 - 865],98.09% [96.93% - 99.08%],1384,1295,1460,12-08-2020,projected
25,CA- BAKERSFIELD,96.15,340,331,346,95.27,96.81,340 [331 - 346],96.15% [95.27% - 96.81%],584,552,608,12-08-2020,projected
31,CA- CHICO,93.44,42,41,42,93.28,93.44,42 [41 - 42],93.44% [93.28% - 93.44%],86,85,86,12-08-2020,projected
33,CA- CONTRA COSTA CO.,97.62,210,203,214,96.53,98.42,210 [203 - 214],97.62% [96.53% - 98.42%],353,331,369,12-08-2020,projected
43,CA- FRESNO,98.13,219,212,224,97.65,98.53,219 [212 - 224],98.13% [97.65% - 98.53%],414,403,423,12-08-2020,projected
56,CA- LOS ANGELES,114.55,5670,5481,5822,112.05,116.91,5670 [5481 - 5822],114.55% [112.05% - 116.91%],8570,7950,9156,12-08-2020,projected
