region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.76,204,196,215,81.4,82.19,204 [196 - 215],81.76% [81.4% - 82.19%],149,118,185,02-16-2021
2,AL- DOTHAN,81.51,28,26,31,81.28,81.81,28 [26 - 31],81.51% [81.28% - 81.81%],20,17,24,02-16-2021
5,AL- HUNTSVILLE,82.87,76,73,80,82.45,83.3,76 [73 - 80],82.87% [82.45% - 83.3%],54,46,62,02-16-2021
6,AL- MOBILE,82.28,101,96,105,82.03,82.77,101 [96 - 105],82.28% [82.03% - 82.77%],65,58,79,02-16-2021
7,AL- MONTGOMERY,82.98,62,59,66,82.33,83.62,62 [59 - 66],82.98% [82.33% - 83.62%],46,36,56,02-16-2021
9,AL- TUSCALOOSA,82.1,32,30,33,81.7,82.51,32 [30 - 33],82.1% [81.7% - 82.51%],21,17,25,02-16-2021
11,AZ- MESA,85.15,141,137,145,84.49,85.91,141 [137 - 145],85.15% [84.49% - 85.91%],102,89,117,02-16-2021
12,AZ- PHOENIX,83.12,322,312,333,82.69,83.58,322 [312 - 333],83.12% [82.69% - 83.58%],236,204,271,02-16-2021
14,AZ- SUN CITY,82.22,25,24,26,81.98,82.47,25 [24 - 26],82.22% [81.98% - 82.47%],18,16,20,02-16-2021
15,AZ- TUCSON,82.42,78,75,81,82.02,82.81,78 [75 - 81],82.42% [82.02% - 82.81%],61,51,71,02-16-2021
16,AR- FORT SMITH,81.95,42,41,42,81.95,82.11,42 [41 - 42],81.95% [81.95% - 82.11%],25,25,27,02-16-2021
18,AR- JONESBORO,80.88,10,9,11,80.77,81.11,10 [9 - 11],80.88% [80.77% - 81.11%],8,7,10,02-16-2021
19,AR- LITTLE ROCK,81.99,162,155,172,81.56,82.36,162 [155 - 172],81.99% [81.56% - 82.36%],115,90,136,02-16-2021
21,AR- SPRINGDALE,83.03,51,48,52,82.65,83.5,51 [48 - 52],83.03% [82.65% - 83.5%],32,28,37,02-16-2021
22,AR- TEXARKANA,82.86,43,41,45,82.45,83.27,43 [41 - 45],82.86% [82.45% - 83.27%],28,24,32,02-16-2021
23,CA- ORANGE CO.,81.97,213,207,220,81.74,82.21,213 [207 - 220],81.97% [81.74% - 82.21%],151,133,169,02-16-2021
25,CA- BAKERSFIELD,82.79,150,146,155,82.52,83.12,150 [146 - 155],82.79% [82.52% - 83.12%],101,91,113,02-16-2021
31,CA- CHICO,81.56,14,13,15,81.41,81.88,14 [13 - 15],81.56% [81.41% - 81.88%],10,9,12,02-16-2021
33,CA- CONTRA COSTA CO.,81.9,54,52,56,81.7,82.15,54 [52 - 56],81.9% [81.7% - 82.15%],38,34,43,02-16-2021
43,CA- FRESNO,82.37,70,67,72,82.1,82.63,70 [67 - 72],82.37% [82.1% - 82.63%],54,48,60,02-16-2021
56,CA- LOS ANGELES,81.73,536,521,550,81.52,81.93,536 [521 - 550],81.73% [81.52% - 81.93%],430,378,478,02-16-2021
58,CA- MODESTO,83.43,85,82,87,83.03,83.72,85 [82 - 87],83.43% [83.03% - 83.72%],59,52,64,02-16-2021
62,CA- NAPA,81.89,14,14,16,81.37,82.41,14 [14 - 16],81.89% [81.37% - 82.41%],11,8,14,02-16-2021
65,CA- ALAMEDA CO.,81.75,77,75,79,81.57,81.95,77 [75 - 79],81.75% [81.57% - 81.95%],59,53,66,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,81.33,17,16,18,81.14,81.42,17 [16 - 18],81.33% [81.14% - 81.42%],14,12,15,02-16-2021
73,CA- REDDING,80.55,14,12,14,80.55,80.55,14 [12 - 14],80.55% [80.55% - 80.55%],6,6,6,02-16-2021
77,CA- SACRAMENTO,82.05,133,129,138,81.82,82.28,133 [129 - 138],82.05% [81.82% - 82.28%],98,87,109,02-16-2021
