HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,91,6846,5976,9622,87.36,94.64,04-21-2020
2,AL- DOTHAN,80,0,0,84,76.8,83.2,04-21-2020
5,AL- HUNTSVILLE,84,588,504,1237,80.64,87.36,04-21-2020
6,AL- MOBILE,91,1992,1674,2744,87.36,94.64,04-21-2020
7,AL- MONTGOMERY,85,588,504,1000,81.6,88.4,04-21-2020
9,AL- TUSCALOOSA,88,567,487,827,84.48,91.52,04-21-2020
11,AZ- MESA,99,2691,2408,3580,95.04,102.96,04-21-2020
12,AZ- PHOENIX,91,6073,5392,8211,87.36,94.64,04-21-2020
14,AZ- SUN CITY,88,460,411,612,84.48,91.52,04-21-2020
15,AZ- TUCSON,86,1211,1074,1689,82.56,89.44,04-21-2020
16,AR- FORT SMITH,80,0,0,43,76.8,83.2,04-21-2020
18,AR- JONESBORO,80,0,0,43,76.8,83.2,04-21-2020
19,AR- LITTLE ROCK,87,3059,2666,4214,83.52,90.48,04-21-2020
21,AR- SPRINGDALE,84,283,240,408,80.64,87.36,04-21-2020
22,AR- TEXARKANA,80,0,0,42,76.8,83.2,04-21-2020
23,CA- ORANGE CO.,86,3395,3035,4486,82.56,89.44,04-21-2020
25,CA- BAKERSFIELD,82,613,544,808,78.72,85.28,04-21-2020
31,CA- CHICO,82,105,90,168,78.72,85.28,04-21-2020
33,CA- CONTRA COSTA CO.,98,2571,2308,3272,94.08,101.92,04-21-2020
43,CA- FRESNO,84,679,599,898,80.64,87.36,04-21-2020
56,CA- LOS ANGELES,85,9925,8877,13100,81.6,88.4,04-21-2020
58,CA- MODESTO,90,1226,1102,1638,86.4,93.6,04-21-2020
62,CA- NAPA,92,498,438,616,88.32,95.68,04-21-2020
65,CA- ALAMEDA CO.,96,3886,3495,4932,92.16,99.84,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,84,315,282,420,80.64,87.36,04-21-2020
73,CA- REDDING,84,329,294,433,80.64,87.36,04-21-2020
77,CA- SACRAMENTO,91,3904,3491,5120,87.36,94.64,04-21-2020
78,CA- SALINAS,91,651,589,865,87.36,94.64,04-21-2020
79,CA- SAN BERNARDINO,87,3000,2676,3980,83.52,90.48,04-21-2020
80,CA- SAN DIEGO,88,4327,3870,5681,84.48,91.52,04-21-2020
81,CA- SAN FRANCISCO,89,3408,3059,4326,85.44,92.56,04-21-2020
82,CA- SAN JOSE,101,4395,3948,5545,96.96,105.04,04-21-2020
83,CA- SAN LUIS OBISPO,89,315,286,402,85.44,92.56,04-21-2020
85,CA- SAN MATEO CO.,91,2126,1913,2685,87.36,94.64,04-21-2020
86,CA- SANTA BARBARA,87,476,426,609,83.52,90.48,04-21-2020
87,CA- SANTA CRUZ,103,595,529,765,98.88,107.12,04-21-2020
89,CA- SANTA ROSA,87,1022,913,1309,83.52,90.48,04-21-2020
91,CA- STOCKTON,95,1133,1013,1460,91.2,98.8,04-21-2020
96,CA- VENTURA,87,840,755,1118,83.52,90.48,04-21-2020
101,CO- BOULDER,107,917,819,1202,102.72,111.28,04-21-2020
102,CO- COLORADO SPRINGS,101,1533,1377,2095,96.96,105.04,04-21-2020
103,CO- DENVER,106,8675,7761,11381,101.76,110.24,04-21-2020
104,CO- FORT COLLINS,97,798,706,1070,93.12,100.88,04-21-2020
105,CO- GRAND JUNCTION,107,1414,1272,1749,102.72,111.28,04-21-2020
106,CO- GREELEY,96,917,819,1207,92.16,99.84,04-21-2020
107,CO- PUEBLO,83,217,186,290,79.68,86.32,04-21-2020
110,CT- HARTFORD,120,9078,8126,11902,115.2,124.8,04-21-2020
111,CT- NEW HAVEN,133,13943,12529,17537,127.68,138.32,04-21-2020
112,DE- WILMINGTON,117,4865,4273,6324,112.32,121.68,04-21-2020
113,DC- WASHINGTON,114,13330,11773,17437,109.44,118.56,04-21-2020
115,FL- BRADENTON,98,903,818,1183,94.08,101.92,04-21-2020
116,FL- CLEARWATER,91,1288,1157,1703,87.36,94.64,04-21-2020
118,FL- FORT LAUDERDALE,97,10698,9573,14124,93.12,100.88,04-21-2020
119,FL- FORT MYERS,94,3766,3358,5015,90.24,97.76,04-21-2020
120,FL- GAINESVILLE,85,686,633,1199,81.6,88.4,04-21-2020
122,FL- HUDSON,91,980,864,1315,87.36,94.64,04-21-2020
123,FL- JACKSONVILLE,88,2814,2474,3985,84.48,91.52,04-21-2020
124,FL- LAKELAND,92,897,801,1231,88.32,95.68,04-21-2020
127,FL- MIAMI,97,13453,12031,17525,93.12,100.88,04-21-2020
129,FL- OCALA,92,1176,1042,1553,88.32,95.68,04-21-2020
130,FL- ORLANDO,91,8605,7721,11544,87.36,94.64,04-21-2020
131,FL- ORMOND BEACH,89,1113,983,1381,85.44,92.56,04-21-2020
133,FL- PANAMA CITY,81,32,19,118,77.76,84.24,04-21-2020
134,FL- PENSACOLA,86,1015,870,1475,82.56,89.44,04-21-2020
137,FL- SARASOTA,89,1001,904,1403,85.44,92.56,04-21-2020
139,FL- ST PETERSBURG,89,1043,937,1381,85.44,92.56,04-21-2020
140,FL- TALLAHASSEE,84,763,654,1227,80.64,87.36,04-21-2020
141,FL- TAMPA,92,3843,3435,5058,88.32,95.68,04-21-2020
142,GA- ALBANY,97,1288,1148,1766,93.12,100.88,04-21-2020
144,GA- ATLANTA,112,26966,23947,35864,107.52,116.48,04-21-2020
145,GA- AUGUSTA,86,1190,1020,1464,82.56,89.44,04-21-2020
146,GA- COLUMBUS,86,532,456,924,82.56,89.44,04-21-2020
147,GA- MACON,85,861,738,1482,81.6,88.4,04-21-2020
148,GA- ROME,106,1323,1132,1870,101.76,110.24,04-21-2020
149,GA- SAVANNAH,85,763,654,1299,81.6,88.4,04-21-2020
154,IL- AURORA,130,1851,1631,2344,124.8,135.2,04-21-2020
155,IL- BLUE ISLAND,102,3983,3572,5163,97.92,106.08,04-21-2020
156,IL- CHICAGO,102,13304,11932,17244,97.92,106.08,04-21-2020
158,IL- ELGIN,132,3944,3533,5110,126.72,137.28,04-21-2020
161,IL- EVANSTON,111,5297,4751,6873,106.56,115.44,04-21-2020
163,IL- HINSDALE,113,2536,2267,3297,108.48,117.52,04-21-2020
164,IL- JOLIET,118,3619,3196,4685,113.28,122.72,04-21-2020
166,IL- MELROSE PARK,112,7027,6298,9116,107.52,116.48,04-21-2020
170,IL- PEORIA,85,693,594,1024,81.6,88.4,04-21-2020
171,IL- ROCKFORD,99,2014,1784,2890,95.04,102.96,04-21-2020
172,IL- SPRINGFIELD,82,385,330,603,78.72,85.28,04-21-2020
173,IL- URBANA,85,385,330,551,81.6,88.4,04-21-2020
175,IL- BLOOMINGTON,100,385,330,534,96.0,104.0,04-21-2020
179,IN- EVANSVILLE,80,0,0,148,76.8,83.2,04-21-2020
180,IN- FORT WAYNE,86,1036,889,1475,82.56,89.44,04-21-2020
181,IN- GARY,132,5430,4751,7067,126.72,137.28,04-21-2020
183,IN- INDIANAPOLIS,105,11424,10077,16934,100.8,109.2,04-21-2020
184,IN- LAFAYETTE,99,1036,888,1277,95.04,102.96,04-21-2020
185,IN- MUNCIE,80,0,0,289,76.8,83.2,04-21-2020
186,IN- MUNSTER,118,3062,2731,4037,113.28,122.72,04-21-2020
187,IN- SOUTH BEND,105,2751,2358,3802,100.8,109.2,04-21-2020
188,IN- TERRE HAUTE,80,0,0,148,76.8,83.2,04-21-2020
191,IA- DAVENPORT,82,357,306,619,78.72,85.28,04-21-2020
192,IA- DES MOINES,83,714,660,1254,79.68,86.32,04-21-2020
193,IA- DUBUQUE,89,357,306,434,85.44,92.56,04-21-2020
194,IA- IOWA CITY,85,700,611,1007,81.6,88.4,04-21-2020
195,IA- MASON CITY,80,0,0,0,76.8,83.2,04-21-2020
196,IA- SIOUX CITY,80,0,0,93,76.8,83.2,04-21-2020
197,IA- WATERLOO,87,357,306,408,83.52,90.48,04-21-2020
200,KS- TOPEKA,86,693,594,888,82.56,89.44,04-21-2020
201,KS- WICHITA,81,665,570,952,77.76,84.24,04-21-2020
203,KY- COVINGTON,88,672,577,1051,84.48,91.52,04-21-2020
204,KY- LEXINGTON,83,1358,1227,2778,79.68,86.32,04-21-2020
205,KY- LOUISVILLE,88,2898,2582,4683,84.48,91.52,04-21-2020
207,KY- OWENSBORO,80,0,0,97,76.8,83.2,04-21-2020
208,KY- PADUCAH,80,0,0,16,76.8,83.2,04-21-2020
209,LA- ALEXANDRIA,87,386,313,582,83.52,90.48,04-21-2020
210,LA- BATON ROUGE,115,6179,5463,8304,110.4,119.6,04-21-2020
212,LA- HOUMA,129,2421,2077,3000,123.84,134.16,04-21-2020
213,LA- LAFAYETTE,84,686,588,1501,80.64,87.36,04-21-2020
214,LA- LAKE CHARLES,88,511,438,620,84.48,91.52,04-21-2020
216,LA- METAIRIE,178,6547,5825,8154,170.88,185.12,04-21-2020
217,LA- MONROE,80,0,0,126,76.8,83.2,04-21-2020
218,LA- NEW ORLEANS,146,10475,9374,12793,140.16,151.84,04-21-2020
219,LA- SHREVEPORT,88,1547,1326,2131,84.48,91.52,04-21-2020
221,ME- BANGOR,82,154,132,233,78.72,85.28,04-21-2020
222,ME- PORTLAND,90,1918,1690,2534,86.4,93.6,04-21-2020
223,MD- BALTIMORE,102,10673,9520,14385,97.92,106.08,04-21-2020
225,MD- SALISBURY,104,1558,1326,2138,99.84,108.16,04-21-2020
226,MD- TAKOMA PARK,135,4884,4373,6402,129.6,140.4,04-21-2020
227,MA- BOSTON,137,43740,39256,56703,131.52,142.48,04-21-2020
230,MA- SPRINGFIELD,128,5441,4783,7028,122.88,133.12,04-21-2020
231,MA- WORCESTER,142,7059,6318,9139,136.32,147.68,04-21-2020
232,MI- ANN ARBOR,131,11346,10139,14758,125.76,136.24,04-21-2020
233,MI- DEARBORN,121,4627,4152,5953,116.16,125.84,04-21-2020
234,MI- DETROIT,127,15154,13623,19603,121.92,132.08,04-21-2020
235,MI- FLINT,115,3322,2945,4456,110.4,119.6,04-21-2020
238,MI- KALAMAZOO,89,736,603,1330,85.44,92.56,04-21-2020
239,MI- LANSING,102,2394,2089,3352,97.92,106.08,04-21-2020
