HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,91,6930,6174,9202,87.36,94.64,04-21-2020
2,AL- DOTHAN,80,0,0,84,76.8,83.2,04-21-2020
5,AL- HUNTSVILLE,84,588,504,1050,80.64,87.36,04-21-2020
6,AL- MOBILE,88,1764,1513,2316,84.48,91.52,04-21-2020
7,AL- MONTGOMERY,85,588,504,940,81.6,88.4,04-21-2020
9,AL- TUSCALOOSA,88,567,487,770,84.48,91.52,04-21-2020
11,AZ- MESA,99,2668,2404,3386,95.04,102.96,04-21-2020
12,AZ- PHOENIX,91,6021,5389,7744,87.36,94.64,04-21-2020
14,AZ- SUN CITY,88,455,410,578,84.48,91.52,04-21-2020
15,AZ- TUCSON,86,1189,1052,1565,82.56,89.44,04-21-2020
16,AR- FORT SMITH,80,0,0,37,76.8,83.2,04-21-2020
18,AR- JONESBORO,80,0,0,43,76.8,83.2,04-21-2020
19,AR- LITTLE ROCK,87,3059,2666,3967,83.52,90.48,04-21-2020
21,AR- SPRINGDALE,82,104,73,188,78.72,85.28,04-21-2020
22,AR- TEXARKANA,80,0,0,42,76.8,83.2,04-21-2020
23,CA- ORANGE CO.,86,3391,3054,4282,82.56,89.44,04-21-2020
25,CA- BAKERSFIELD,82,546,493,701,78.72,85.28,04-21-2020
31,CA- CHICO,82,105,90,156,78.72,85.28,04-21-2020
33,CA- CONTRA COSTA CO.,99,2705,2449,3327,95.04,102.96,04-21-2020
43,CA- FRESNO,84,679,600,847,80.64,87.36,04-21-2020
56,CA- LOS ANGELES,85,9981,8992,12575,81.6,88.4,04-21-2020
58,CA- MODESTO,90,1229,1106,1560,86.4,93.6,04-21-2020
62,CA- NAPA,92,525,465,616,88.32,95.68,04-21-2020
65,CA- ALAMEDA CO.,97,4129,3740,5063,93.12,100.88,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,84,310,279,394,80.64,87.36,04-21-2020
73,CA- REDDING,84,329,298,422,80.64,87.36,04-21-2020
77,CA- SACRAMENTO,91,3962,3563,4977,87.36,94.64,04-21-2020
78,CA- SALINAS,91,651,590,832,87.36,94.64,04-21-2020
79,CA- SAN BERNARDINO,87,2935,2642,3726,83.52,90.48,04-21-2020
80,CA- SAN DIEGO,88,4377,3940,5490,84.48,91.52,04-21-2020
81,CA- SAN FRANCISCO,90,3625,3285,4451,86.4,93.6,04-21-2020
82,CA- SAN JOSE,103,4736,4287,5783,98.88,107.12,04-21-2020
83,CA- SAN LUIS OBISPO,89,315,286,386,85.44,92.56,04-21-2020
85,CA- SAN MATEO CO.,92,2282,2070,2789,88.32,95.68,04-21-2020
86,CA- SANTA BARBARA,87,476,426,583,83.52,90.48,04-21-2020
87,CA- SANTA CRUZ,105,607,550,760,100.8,109.2,04-21-2020
89,CA- SANTA ROSA,87,1036,938,1282,83.52,90.48,04-21-2020
91,CA- STOCKTON,96,1179,1062,1457,92.16,99.84,04-21-2020
96,CA- VENTURA,87,840,755,1068,83.52,90.48,04-21-2020
101,CO- BOULDER,107,917,819,1164,102.72,111.28,04-21-2020
102,CO- COLORADO SPRINGS,101,1533,1377,2012,96.96,105.04,04-21-2020
103,CO- DENVER,108,9186,8275,11443,103.68,112.32,04-21-2020
104,CO- FORT COLLINS,97,798,706,1008,93.12,100.88,04-21-2020
105,CO- GRAND JUNCTION,107,1523,1378,1810,102.72,111.28,04-21-2020
106,CO- GREELEY,96,917,819,1168,92.16,99.84,04-21-2020
107,CO- PUEBLO,83,217,186,279,79.68,86.32,04-21-2020
110,CT- HARTFORD,120,9122,8240,11496,115.2,124.8,04-21-2020
111,CT- NEW HAVEN,136,14913,13506,18162,130.56,141.44,04-21-2020
112,DE- WILMINGTON,117,4865,4340,6048,112.32,121.68,04-21-2020
113,DC- WASHINGTON,114,13409,12010,16714,109.44,118.56,04-21-2020
115,FL- BRADENTON,98,903,818,1131,94.08,101.92,04-21-2020
116,FL- CLEARWATER,91,1288,1157,1621,87.36,94.64,04-21-2020
118,FL- FORT LAUDERDALE,98,10889,9825,13732,94.08,101.92,04-21-2020
119,FL- FORT MYERS,94,3766,3379,4807,90.24,97.76,04-21-2020
120,FL- GAINESVILLE,85,686,636,1096,81.6,88.4,04-21-2020
122,FL- HUDSON,91,980,864,1262,87.36,94.64,04-21-2020
123,FL- JACKSONVILLE,88,2814,2508,3717,84.48,91.52,04-21-2020
124,FL- LAKELAND,91,896,802,1158,87.36,94.64,04-21-2020
127,FL- MIAMI,98,13705,12348,17111,94.08,101.92,04-21-2020
129,FL- OCALA,92,1176,1056,1492,88.32,95.68,04-21-2020
130,FL- ORLANDO,91,8603,7766,10945,87.36,94.64,04-21-2020
131,FL- ORMOND BEACH,89,1113,983,1339,85.44,92.56,04-21-2020
133,FL- PANAMA CITY,80,0,0,58,76.8,83.2,04-21-2020
134,FL- PENSACOLA,86,1015,870,1386,82.56,89.44,04-21-2020
137,FL- SARASOTA,89,1001,904,1336,85.44,92.56,04-21-2020
139,FL- ST PETERSBURG,89,1043,937,1314,85.44,92.56,04-21-2020
140,FL- TALLAHASSEE,84,763,654,1076,80.64,87.36,04-21-2020
141,FL- TAMPA,92,3843,3454,4822,88.32,95.68,04-21-2020
142,GA- ALBANY,97,1288,1166,1761,93.12,100.88,04-21-2020
144,GA- ATLANTA,113,27634,24706,34945,108.48,117.52,04-21-2020
145,GA- AUGUSTA,86,1190,1020,1387,82.56,89.44,04-21-2020
146,GA- COLUMBUS,86,532,456,864,82.56,89.44,04-21-2020
147,GA- MACON,85,861,738,1233,81.6,88.4,04-21-2020
148,GA- ROME,106,1337,1147,1785,101.76,110.24,04-21-2020
149,GA- SAVANNAH,85,763,654,1188,81.6,88.4,04-21-2020
154,IL- AURORA,130,1862,1661,2269,124.8,135.2,04-21-2020
