HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,90,6426,5830,7937,86.4,93.6,04-21-2020
2,AL- DOTHAN,80,0,0,0,76.8,83.2,04-21-2020
5,AL- HUNTSVILLE,84,588,588,940,80.64,87.36,04-21-2020
6,AL- MOBILE,88,1764,1590,2027,84.48,91.52,04-21-2020
7,AL- MONTGOMERY,85,588,504,822,81.6,88.4,04-21-2020
9,AL- TUSCALOOSA,88,567,527,694,84.48,91.52,04-21-2020
11,AZ- MESA,98,2594,2377,3013,94.08,101.92,04-21-2020
12,AZ- PHOENIX,91,5866,5380,6896,87.36,94.64,04-21-2020
14,AZ- SUN CITY,87,441,405,512,83.52,90.48,04-21-2020
15,AZ- TUCSON,85,980,910,1197,81.6,88.4,04-21-2020
16,AR- FORT SMITH,80,0,0,0,76.8,83.2,04-21-2020
18,AR- JONESBORO,80,0,0,25,76.8,83.2,04-21-2020
19,AR- LITTLE ROCK,88,3364,3046,3830,84.48,91.52,04-21-2020
21,AR- SPRINGDALE,80,0,0,87,76.8,83.2,04-21-2020
22,AR- TEXARKANA,80,0,0,0,76.8,83.2,04-21-2020
23,CA- ORANGE CO.,86,3382,3108,3923,82.56,89.44,04-21-2020
25,CA- BAKERSFIELD,82,518,474,603,78.72,85.28,04-21-2020
31,CA- CHICO,82,105,90,136,78.72,85.28,04-21-2020
33,CA- CONTRA COSTA CO.,101,2968,2737,3399,96.96,105.04,04-21-2020
43,CA- FRESNO,84,656,593,742,80.64,87.36,04-21-2020
56,CA- LOS ANGELES,85,10112,9290,11686,81.6,88.4,04-21-2020
58,CA- MODESTO,90,1232,1126,1433,86.4,93.6,04-21-2020
62,CA- NAPA,92,525,465,576,88.32,95.68,04-21-2020
65,CA- ALAMEDA CO.,99,4593,4234,5254,95.04,102.96,04-21-2020
