HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,91,6552,5838,8523,87.36,94.64,04-21-2020
2,AL- DOTHAN,80,0,0,48,76.8,83.2,04-21-2020
5,AL- HUNTSVILLE,84,588,528,976,80.64,87.36,04-21-2020
6,AL- MOBILE,88,1764,1513,2213,84.48,91.52,04-21-2020
7,AL- MONTGOMERY,85,588,504,919,81.6,88.4,04-21-2020
9,AL- TUSCALOOSA,88,567,487,729,84.48,91.52,04-21-2020
11,AZ- MESA,99,2642,2398,3198,95.04,102.96,04-21-2020
12,AZ- PHOENIX,91,5971,5391,7299,87.36,94.64,04-21-2020
14,AZ- SUN CITY,88,451,410,546,84.48,91.52,04-21-2020
15,AZ- TUCSON,86,1036,942,1322,82.56,89.44,04-21-2020
16,AR- FORT SMITH,80,0,0,0,76.8,83.2,04-21-2020
18,AR- JONESBORO,80,0,0,43,76.8,83.2,04-21-2020
19,AR- LITTLE ROCK,88,3173,2783,3990,84.48,91.52,04-21-2020
21,AR- SPRINGDALE,80,0,0,87,76.8,83.2,04-21-2020
22,AR- TEXARKANA,80,0,0,12,76.8,83.2,04-21-2020
23,CA- ORANGE CO.,86,3387,3078,4093,82.56,89.44,04-21-2020
25,CA- BAKERSFIELD,82,518,474,642,78.72,85.28,04-21-2020
31,CA- CHICO,82,105,90,149,78.72,85.28,04-21-2020
33,CA- CONTRA COSTA CO.,100,2861,2611,3390,96.0,104.0,04-21-2020
43,CA- FRESNO,84,679,601,796,80.64,87.36,04-21-2020
56,CA- LOS ANGELES,85,10052,9140,12113,81.6,88.4,04-21-2020
58,CA- MODESTO,90,1232,1119,1493,86.4,93.6,04-21-2020
62,CA- NAPA,92,525,465,601,88.32,95.68,04-21-2020
65,CA- ALAMEDA CO.,98,4375,3994,5177,94.08,101.92,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,84,304,276,370,80.64,87.36,04-21-2020
