HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.14,260,251,275,82.44,84.2,260 [251 - 275],83.14% [82.44% - 84.2%],264,206,355,10-13-2020
2,AL- DOTHAN,85.97,76,72,81,83.84,88.21,76 [72 - 81],85.97% [83.84% - 88.21%],79,51,109,10-13-2020
5,AL- HUNTSVILLE,83.46,61,59,64,82.66,84.04,61 [59 - 64],83.46% [82.66% - 84.04%],65,50,76,10-13-2020
6,AL- MOBILE,86.18,176,169,189,84.69,88.58,176 [169 - 189],86.18% [84.69% - 88.58%],176,134,245,10-13-2020
7,AL- MONTGOMERY,82.22,32,31,34,81.49,82.91,32 [31 - 34],82.22% [81.49% - 82.91%],34,23,45,10-13-2020
9,AL- TUSCALOOSA,91.44,112,106,122,87.21,97.54,112 [106 - 122],91.44% [87.21% - 97.54%],114,72,175,10-13-2020
11,AZ- MESA,82.56,47,46,49,81.97,83.18,47 [46 - 49],82.56% [81.97% - 83.18%],50,39,63,10-13-2020
12,AZ- PHOENIX,82.3,170,164,179,81.73,83.0,170 [164 - 179],82.3% [81.73% - 83.0%],174,131,227,10-13-2020
14,AZ- SUN CITY,81.03,7,7,7,80.74,81.23,7 [7 - 7],81.03% [80.74% - 81.23%],8,6,10,10-13-2020
15,AZ- TUCSON,81.79,41,39,45,81.11,82.58,41 [39 - 45],81.79% [81.11% - 82.58%],45,28,65,10-13-2020
16,AR- FORT SMITH,84.53,56,55,59,83.75,85.93,56 [55 - 59],84.53% [83.75% - 85.93%],57,48,76,10-13-2020
18,AR- JONESBORO,85.69,49,48,50,84.76,86.53,49 [48 - 50],85.69% [84.76% - 86.53%],51,43,59,10-13-2020
19,AR- LITTLE ROCK,83.36,189,183,203,82.67,84.73,189 [183 - 203],83.36% [82.67% - 84.73%],193,154,273,10-13-2020
21,AR- SPRINGDALE,85.88,58,56,61,84.45,87.28,58 [56 - 61],85.88% [84.45% - 87.28%],62,47,77,10-13-2020
