HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.14,177,162,212,80.95,84.85,177 [162 - 212],82.14% [80.95% - 84.85%],180,80,410,10-13-2020
2,AL- DOTHAN,84.04,49,45,65,81.58,91.82,49 [45 - 65],84.04% [81.58% - 91.82%],53,21,157,10-13-2020
5,AL- HUNTSVILLE,82.48,42,40,50,81.38,85.0,42 [40 - 50],82.48% [81.38% - 85.0%],46,26,94,10-13-2020
6,AL- MOBILE,87.62,213,192,284,82.59,104.75,213 [192 - 284],87.62% [82.59% - 104.75%],217,74,707,10-13-2020
7,AL- MONTGOMERY,81.35,19,18,22,80.45,82.39,19 [18 - 22],81.35% [80.45% - 82.39%],20,7,37,10-13-2020
9,AL- TUSCALOOSA,86.95,68,60,101,81.3,109.06,68 [60 - 101],86.95% [81.3% - 109.06%],69,13,290,10-13-2020
11,AZ- MESA,81.51,28,27,32,80.76,83.08,28 [27 - 32],81.51% [80.76% - 83.08%],29,15,61,10-13-2020
12,AZ- PHOENIX,82.03,149,136,183,80.79,84.84,149 [136 - 183],82.03% [80.79% - 84.84%],154,60,367,10-13-2020
14,AZ- SUN CITY,80.59,0,0,1,80.25,81.11,0 [0 - 1],80.59% [80.25% - 81.11%],4,2,9,10-13-2020
15,AZ- TUCSON,81.03,21,19,32,80.24,83.61,21 [19 - 32],81.03% [80.24% - 83.61%],25,6,91,10-13-2020
16,AR- FORT SMITH,84.65,56,52,69,82.11,91.55,56 [52 - 69],84.65% [82.11% - 91.55%],59,27,148,10-13-2020
18,AR- JONESBORO,85.35,46,41,53,81.22,90.51,46 [41 - 53],85.35% [81.22% - 90.51%],48,11,95,10-13-2020
19,AR- LITTLE ROCK,83.67,207,187,243,81.18,87.74,207 [187 - 243],83.67% [81.18% - 87.74%],211,68,447,10-13-2020
21,AR- SPRINGDALE,84.43,42,39,50,81.8,89.46,42 [39 - 50],84.43% [81.8% - 89.46%],46,19,100,10-13-2020
22,AR- TEXARKANA,83.11,28,26,36,80.92,87.86,28 [26 - 36],83.11% [80.92% - 87.86%],30,9,77,10-13-2020
23,CA- ORANGE CO.,81.15,87,81,104,80.58,82.59,87 [81 - 104],81.15% [80.58% - 82.59%],88,44,198,10-13-2020
25,CA- BAKERSFIELD,80.59,15,15,20,80.41,81.33,15 [15 - 20],80.59% [80.41% - 81.33%],21,15,48,10-13-2020
31,CA- CHICO,83.43,21,20,26,81.56,87.97,21 [20 - 26],83.43% [81.56% - 87.97%],21,10,51,10-13-2020
33,CA- CONTRA COSTA CO.,81.66,28,27,33,80.8,83.25,28 [27 - 33],81.66% [80.8% - 83.25%],33,16,65,10-13-2020
43,CA- FRESNO,81.26,28,27,33,80.7,83.02,28 [27 - 33],81.26% [80.7% - 83.02%],28,16,69,10-13-2020
56,CA- LOS ANGELES,82.0,495,459,588,80.99,84.43,495 [459 - 588],82.0% [80.99% - 84.43%],495,245,1099,10-13-2020
58,CA- MODESTO,80.16,0,0,1,80.0,80.41,0 [0 - 1],80.16% [80.0% - 80.41%],2,0,7,10-13-2020
62,CA- NAPA,81.77,7,7,10,81.2,84.98,7 [7 - 10],81.77% [81.2% - 84.98%],10,7,29,10-13-2020
