HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.82,234,223,256,81.88,84.2,234 [223 - 256],82.82% [81.88% - 84.2%],238,159,355,10-06-2020
2,AL- DOTHAN,85.71,70,67,76,83.46,88.73,70 [67 - 76],85.71% [83.46% - 88.73%],75,46,116,10-06-2020
5,AL- HUNTSVILLE,83.05,56,53,59,81.81,84.15,56 [53 - 59],83.05% [81.81% - 84.15%],57,34,78,10-06-2020
6,AL- MOBILE,87.04,200,191,226,84.9,92.01,200 [191 - 226],87.04% [84.9% - 92.01%],201,140,343,10-06-2020
7,AL- MONTGOMERY,81.67,24,23,27,80.97,82.78,24 [23 - 27],81.67% [80.97% - 82.78%],25,15,43,10-06-2020
9,AL- TUSCALOOSA,91.03,108,101,124,85.51,100.64,108 [101 - 124],91.03% [85.51% - 100.64%],110,55,206,10-06-2020
11,AZ- MESA,82.17,40,39,43,81.67,82.98,40 [39 - 43],82.17% [81.67% - 82.98%],42,33,59,10-06-2020
12,AZ- PHOENIX,82.15,159,153,172,81.57,83.13,159 [153 - 172],82.15% [81.57% - 83.13%],162,119,237,10-06-2020
14,AZ- SUN CITY,80.9,5,5,6,80.62,81.23,5 [5 - 6],80.9% [80.62% - 81.23%],7,5,10,10-06-2020
15,AZ- TUCSON,81.42,31,29,36,80.71,82.61,31 [29 - 36],81.42% [80.71% - 82.61%],35,18,66,10-06-2020
16,AR- FORT SMITH,84.57,56,54,61,83.12,86.95,56 [54 - 61],84.57% [83.12% - 86.95%],58,40,89,10-06-2020
18,AR- JONESBORO,85.9,49,46,51,83.98,86.86,49 [46 - 51],85.9% [83.98% - 86.86%],53,36,62,10-06-2020
19,AR- LITTLE ROCK,83.56,201,188,218,82.15,85.28,201 [188 - 218],83.56% [82.15% - 85.28%],205,124,305,10-06-2020
21,AR- SPRINGDALE,85.55,56,54,59,83.97,87.38,56 [54 - 59],85.55% [83.97% - 87.38%],58,42,78,10-06-2020
