region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,83.82,658,613,737,82.18,86.54,658 [613 - 737],83.82% [82.18% - 86.54%],323,184,552,01-26-2021,projected
2,AL- DOTHAN,84.22,120,110,130,82.18,86.17,120 [110 - 130],84.22% [82.18% - 86.17%],56,29,82,01-26-2021,projected
5,AL- HUNTSVILLE,82.5,89,82,96,81.54,83.3,89 [82 - 96],82.5% [81.54% - 83.3%],47,29,62,01-26-2021,projected
6,AL- MOBILE,85.25,330,309,360,83.36,88.19,330 [309 - 360],85.25% [83.36% - 88.19%],150,96,234,01-26-2021,projected
7,AL- MONTGOMERY,91.45,393,368,443,86.6,100.12,393 [368 - 443],91.45% [86.6% - 100.12%],177,102,311,01-26-2021,projected
9,AL- TUSCALOOSA,83.91,88,83,101,82.81,87.52,88 [83 - 101],83.91% [82.81% - 87.52%],39,28,75,01-26-2021,projected
11,AZ- MESA,87.73,316,293,358,84.29,93.64,316 [293 - 358],87.73% [84.29% - 93.64%],153,85,270,01-26-2021,projected
12,AZ- PHOENIX,84.13,633,588,706,82.32,86.96,633 [588 - 706],84.13% [82.32% - 86.96%],313,176,527,01-26-2021,projected
14,AZ- SUN CITY,81.85,28,25,31,80.99,82.84,28 [25 - 31],81.85% [80.99% - 82.84%],15,8,23,01-26-2021,projected
15,AZ- TUCSON,91.49,625,579,722,86.18,101.83,625 [579 - 722],91.49% [86.18% - 101.83%],290,156,551,01-26-2021,projected
16,AR- FORT SMITH,83.51,87,80,96,81.95,85.0,87 [80 - 96],83.51% [81.95% - 85.0%],45,25,64,01-26-2021,projected
18,AR- JONESBORO,81.77,35,32,38,80.66,82.54,35 [32 - 38],81.77% [80.66% - 82.54%],16,6,23,01-26-2021,projected
19,AR- LITTLE ROCK,82.62,315,294,342,81.49,83.92,315 [294 - 342],82.62% [81.49% - 83.92%],151,86,226,01-26-2021,projected
21,AR- SPRINGDALE,87.85,179,168,196,84.82,92.39,179 [168 - 196],87.85% [84.82% - 92.39%],83,51,131,01-26-2021,projected
22,AR- TEXARKANA,83.57,79,73,86,81.84,85.61,79 [73 - 86],83.57% [81.84% - 85.61%],35,18,55,01-26-2021,projected
