region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,95.9,536,519,557,94.9,96.92,536 [519 - 557],95.9% [94.9% - 96.92%],1343,1258,1429,02-02-2021
2,AL- DOTHAN,100.78,126,120,129,99.8,101.84,126 [120 - 129],100.78% [99.8% - 101.84%],276,263,290,02-02-2021
5,AL- HUNTSVILLE,101.17,166,159,172,99.84,102.55,166 [159 - 172],101.17% [99.84% - 102.55%],398,373,424,02-02-2021
6,AL- MOBILE,99.6,237,228,245,98.2,100.9,237 [228 - 245],99.6% [98.2% - 100.9%],560,520,597,02-02-2021
7,AL- MONTGOMERY,103.22,154,147,159,101.73,104.84,154 [147 - 159],103.22% [101.73% - 104.84%],359,336,384,02-02-2021
9,AL- TUSCALOOSA,101.34,97,93,101,99.64,101.94,97 [93 - 101],101.34% [99.64% - 101.94%],213,196,219,02-02-2021
11,AZ- MESA,134.55,448,433,463,130.71,138.54,448 [433 - 463],134.55% [130.71% - 138.54%],1080,1004,1159,02-02-2021
12,AZ- PHOENIX,112.04,985,951,1019,109.8,114.38,985 [951 - 1019],112.04% [109.8% - 114.38%],2427,2257,2604,02-02-2021
14,AZ- SUN CITY,102.35,75,72,78,100.74,103.95,75 [72 - 78],102.35% [100.74% - 103.95%],181,168,194,02-02-2021
15,AZ- TUCSON,107.65,281,271,291,105.52,109.75,281 [271 - 291],107.65% [105.52% - 109.75%],698,644,751,02-02-2021
16,AR- FORT SMITH,97.17,97,92,102,95.93,98.81,97 [92 - 102],97.17% [95.93% - 98.81%],220,204,241,02-02-2021
18,AR- JONESBORO,88.96,30,28,32,87.96,89.73,30 [28 - 32],88.96% [87.96% - 89.73%],81,72,88,02-02-2021
19,AR- LITTLE ROCK,92.72,338,329,351,91.88,93.79,338 [329 - 351],92.72% [91.88% - 93.79%],734,686,796,02-02-2021
21,AR- SPRINGDALE,105.64,117,112,121,103.37,107.25,117 [112 - 121],105.64% [103.37% - 107.25%],271,247,288,02-02-2021
