region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.72,166,155,186,83.51,87.02,166 [155 - 186],84.72% [83.51% - 87.02%],399,296,593,03-03-2021
2,AL- DOTHAN,81.05,7,6,8,80.53,82.26,7 [6 - 8],81.05% [80.53% - 82.26%],14,7,30,03-03-2021
5,AL- HUNTSVILLE,85.64,35,33,40,83.51,87.45,35 [33 - 40],85.64% [83.51% - 87.45%],106,66,140,03-03-2021
6,AL- MOBILE,85.15,62,59,67,83.99,86.93,62 [59 - 67],85.15% [83.99% - 86.93%],147,114,198,03-03-2021
7,AL- MONTGOMERY,83.56,21,20,23,82.98,84.72,21 [20 - 23],83.56% [82.98% - 84.72%],55,46,73,03-03-2021
9,AL- TUSCALOOSA,84.61,21,20,23,83.91,86.61,21 [20 - 23],84.61% [83.91% - 86.61%],46,39,66,03-03-2021
11,AZ- MESA,87.22,48,46,51,85.66,89.09,48 [46 - 51],87.22% [85.66% - 89.09%],143,112,180,03-03-2021
12,AZ- PHOENIX,84.58,118,113,126,83.54,85.95,118 [113 - 126],84.58% [83.54% - 85.95%],347,268,451,03-03-2021
14,AZ- SUN CITY,82.72,7,7,8,82.1,83.33,7 [7 - 8],82.72% [82.1% - 83.33%],22,17,27,03-03-2021
15,AZ- TUCSON,84.2,37,34,40,83.25,85.19,37 [34 - 40],84.2% [83.25% - 85.19%],106,82,131,03-03-2021
16,AR- FORT SMITH,82.03,11,9,12,81.41,82.73,11 [9 - 12],82.03% [81.41% - 82.73%],26,18,35,03-03-2021
18,AR- JONESBORO,80.66,0,0,2,80.22,83.43,0 [0 - 2],80.66% [80.22% - 83.43%],6,2,31,03-03-2021
19,AR- LITTLE ROCK,83.34,88,80,108,82.36,86.22,88 [80 - 108],83.34% [82.36% - 86.22%],193,136,359,03-03-2021
21,AR- SPRINGDALE,87.57,33,31,37,85.2,90.6,33 [31 - 37],87.57% [85.2% - 90.6%],80,55,112,03-03-2021
22,AR- TEXARKANA,82.96,14,12,17,82.96,85.51,14 [12 - 17],82.96% [82.96% - 85.51%],29,29,54,03-03-2021
23,CA- ORANGE CO.,81.54,37,35,39,81.18,81.92,37 [35 - 39],81.54% [81.18% - 81.92%],118,90,147,03-03-2021
25,CA- BAKERSFIELD,82.24,25,23,27,81.6,82.85,25 [23 - 27],82.24% [81.6% - 82.85%],81,58,103,03-03-2021
31,CA- CHICO,81.41,1,0,2,80.94,81.41,1 [0 - 2],81.41% [80.94% - 81.41%],9,6,9,03-03-2021
33,CA- CONTRA COSTA CO.,83.34,25,23,27,82.6,84.39,25 [23 - 27],83.34% [82.6% - 84.39%],67,52,88,03-03-2021
43,CA- FRESNO,84.03,31,29,33,83.07,85.04,31 [29 - 33],84.03% [83.07% - 85.04%],92,70,115,03-03-2021
56,CA- LOS ANGELES,82.35,178,168,187,81.82,82.91,178 [168 - 187],82.35% [81.82% - 82.91%],583,452,722,03-03-2021
58,CA- MODESTO,85.82,32,29,35,84.19,87.21,32 [29 - 35],85.82% [84.19% - 87.21%],100,72,124,03-03-2021
62,CA- NAPA,83.09,7,6,7,82.75,83.26,7 [6 - 7],83.09% [82.75% - 83.26%],18,16,19,03-03-2021
65,CA- ALAMEDA CO.,81.18,14,13,14,80.89,81.45,14 [13 - 14],81.18% [80.89% - 81.45%],40,30,49,03-03-2021
69,CA- PALM SPR/RANCHO MIR.,80.85,0,0,1,80.66,81.04,0 [0 - 1],80.85% [80.66% - 81.04%],9,7,11,03-03-2021
73,CA- REDDING,82.96,15,13,16,81.76,83.88,15 [13 - 16],82.96% [81.76% - 83.88%],32,19,42,03-03-2021
77,CA- SACRAMENTO,83.09,50,47,54,82.3,84.1,50 [47 - 54],83.09% [82.3% - 84.1%],148,110,196,03-03-2021
78,CA- SALINAS,82.27,7,6,7,81.64,82.77,7 [6 - 7],82.27% [81.64% - 82.77%],18,13,22,03-03-2021
79,CA- SAN BERNARDINO,82.11,33,31,35,81.61,82.61,33 [31 - 35],82.11% [81.61% - 82.61%],122,93,151,03-03-2021
80,CA- SAN DIEGO,83.2,73,69,77,82.4,83.97,73 [69 - 77],83.2% [82.4% - 83.97%],225,169,279,03-03-2021
81,CA- SAN FRANCISCO,81.1,21,19,23,80.91,81.48,21 [19 - 23],81.1% [80.91% - 81.48%],56,46,75,03-03-2021
82,CA- SAN JOSE,83.67,40,38,43,82.91,84.76,40 [38 - 43],83.67% [82.91% - 84.76%],111,88,144,03-03-2021
83,CA- SAN LUIS OBISPO,83.51,7,7,7,82.63,84.61,7 [7 - 7],83.51% [82.63% - 84.61%],16,12,21,03-03-2021
85,CA- SAN MATEO CO.,82.11,21,20,23,81.63,82.82,21 [20 - 23],82.11% [81.63% - 82.82%],57,44,76,03-03-2021
86,CA- SANTA BARBARA,83.31,14,13,14,82.69,84.24,14 [13 - 14],83.31% [82.69% - 84.24%],32,26,41,03-03-2021
87,CA- SANTA CRUZ,82.79,6,5,7,82.51,83.34,6 [5 - 7],82.79% [82.51% - 83.34%],10,9,12,03-03-2021
89,CA- SANTA ROSA,82.1,14,13,16,81.67,82.85,14 [13 - 16],82.1% [81.67% - 82.85%],39,31,53,03-03-2021
91,CA- STOCKTON,83.48,13,12,14,82.63,84.23,13 [12 - 14],83.48% [82.63% - 84.23%],37,28,45,03-03-2021
96,CA- VENTURA,82.73,14,13,14,82.03,83.31,14 [13 - 14],82.73% [82.03% - 83.31%],43,32,52,03-03-2021
101,CO- BOULDER,86.95,14,13,15,85.26,89.26,14 [13 - 15],86.95% [85.26% - 89.26%],33,25,44,03-03-2021
102,CO- COLORADO SPRINGS,91.69,62,57,68,88.5,97.49,62 [57 - 68],91.69% [88.5% - 97.49%],121,88,181,03-03-2021
