HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,91.91,490,452,582,86.1,103.13,490 [452 - 582],91.91% [86.1% - 103.13%],1005,515,1953,10-20-2020
2,AL- DOTHAN,82.61,14,14,19,81.51,87.61,14 [14 - 19],82.61% [81.51% - 87.61%],34,20,101,10-20-2020
5,AL- HUNTSVILLE,95.14,140,133,159,89.36,105.8,140 [133 - 159],95.14% [89.36% - 105.8%],284,176,485,10-20-2020
6,AL- MOBILE,85.37,70,64,81,82.42,89.38,70 [64 - 81],85.37% [82.42% - 89.38%],153,69,268,10-20-2020
7,AL- MONTGOMERY,93.75,103,96,130,87.18,110.98,103 [96 - 130],93.75% [87.18% - 110.98%],212,111,479,10-20-2020
9,AL- TUSCALOOSA,89.76,42,39,50,83.61,97.43,42 [39 - 50],89.76% [83.61% - 97.43%],97,36,174,10-20-2020
11,AZ- MESA,104.97,264,246,304,94.8,123.69,264 [246 - 304],104.97% [94.8% - 123.69%],494,293,865,10-20-2020
12,AZ- PHOENIX,96.74,676,626,795,89.66,112.15,676 [626 - 795],96.74% [89.66% - 112.15%],1267,732,2435,10-20-2020
14,AZ- SUN CITY,90.95,45,42,52,86.42,99.26,45 [42 - 52],90.95% [86.42% - 99.26%],88,52,156,10-20-2020
15,AZ- TUCSON,88.18,105,97,130,84.0,98.66,105 [97 - 130],88.18% [84.0% - 98.66%],206,101,471,10-20-2020
16,AR- FORT SMITH,90.16,63,59,70,85.46,96.0,63 [59 - 70],90.16% [85.46% - 96.0%],130,70,205,10-20-2020
18,AR- JONESBORO,99.47,84,77,98,89.4,116.5,84 [77 - 98],99.47% [89.4% - 116.5%],175,85,330,10-20-2020
19,AR- LITTLE ROCK,86.65,187,174,213,84.09,91.75,187 [174 - 213],86.65% [84.09% - 91.75%],383,236,678,10-20-2020
21,AR- SPRINGDALE,92.11,59,56,66,87.66,99.49,59 [56 - 66],92.11% [87.66% - 99.49%],128,81,206,10-20-2020
22,AR- TEXARKANA,92.65,56,53,69,86.33,103.98,56 [53 - 69],92.65% [86.33% - 103.98%],123,62,235,10-20-2020
23,CA- ORANGE CO.,82.47,88,83,98,81.48,83.91,88 [83 - 98],82.47% [81.48% - 83.91%],188,113,299,10-20-2020
25,CA- BAKERSFIELD,82.1,29,28,33,81.41,83.43,29 [28 - 33],82.1% [81.41% - 83.43%],76,51,124,10-20-2020
31,CA- CHICO,81.59,0,0,1,80.78,83.12,0 [0 - 1],81.59% [80.78% - 83.12%],10,5,20,10-20-2020
33,CA- CONTRA COSTA CO.,82.65,21,21,24,81.6,84.14,21 [21 - 24],82.65% [81.6% - 84.14%],53,32,83,10-20-2020
43,CA- FRESNO,83.1,28,27,33,82.06,86.0,28 [27 - 33],83.1% [82.06% - 86.0%],70,47,137,10-20-2020
56,CA- LOS ANGELES,84.56,559,526,609,82.89,86.82,559 [526 - 609],84.56% [82.89% - 86.82%],1130,718,1692,10-20-2020
58,CA- MODESTO,93.14,111,103,153,85.99,119.91,111 [103 - 153],93.14% [85.99% - 119.91%],225,103,686,10-20-2020
62,CA- NAPA,81.61,0,0,2,80.0,84.47,0 [0 - 2],81.61% [80.0% - 84.47%],9,0,26,10-20-2020
65,CA- ALAMEDA CO.,81.09,14,14,15,80.68,81.72,14 [14 - 15],81.09% [80.68% - 81.72%],36,23,58,10-20-2020
