region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,87.7,291,284,303,87.44,88.04,291 [284 - 303],87.7% [87.44% - 88.04%],650,628,679,03-03-2021,projected
2,AL- DOTHAN,85.65,26,24,28,85.5,86.02,26 [24 - 28],85.65% [85.5% - 86.02%],75,73,80,03-03-2021,projected
5,AL- HUNTSVILLE,89.1,78,76,79,88.67,89.57,78 [76 - 79],89.1% [88.67% - 89.57%],171,163,180,03-03-2021,projected
6,AL- MOBILE,89.03,114,111,117,88.68,89.42,114 [111 - 117],89.03% [88.68% - 89.42%],258,248,269,03-03-2021,projected
7,AL- MONTGOMERY,88.99,50,49,52,88.6,89.77,50 [49 - 52],88.99% [88.6% - 89.77%],139,133,151,03-03-2021,projected
9,AL- TUSCALOOSA,91.52,43,41,45,91.02,91.92,43 [41 - 45],91.52% [91.02% - 91.92%],115,110,119,03-03-2021,projected
11,AZ- MESA,100.81,137,135,139,100.1,101.72,137 [135 - 139],100.81% [100.1% - 101.72%],412,398,430,03-03-2021,projected
12,AZ- PHOENIX,93.19,337,332,345,92.71,93.76,337 [332 - 345],93.19% [92.71% - 93.76%],999,963,1042,03-03-2021,projected
14,AZ- SUN CITY,88.52,22,21,23,88.15,88.89,22 [21 - 23],88.52% [88.15% - 88.89%],69,66,72,03-03-2021,projected
15,AZ- TUCSON,92.24,100,97,102,91.69,92.64,100 [97 - 102],92.24% [91.69% - 92.64%],309,295,319,03-03-2021,projected
16,AR- FORT SMITH,85.93,24,23,25,85.54,86.01,24 [23 - 25],85.93% [85.54% - 86.01%],76,71,77,03-03-2021,projected
18,AR- JONESBORO,82.21,12,11,13,81.99,82.43,12 [11 - 13],82.21% [81.99% - 82.43%],20,18,22,03-03-2021,projected
19,AR- LITTLE ROCK,84.9,133,128,142,84.4,85.77,133 [128 - 142],84.9% [84.4% - 85.77%],283,254,333,03-03-2021,projected
21,AR- SPRINGDALE,92.02,58,56,60,91.26,92.3,58 [56 - 60],92.02% [91.26% - 92.3%],127,119,130,03-03-2021,projected
22,AR- TEXARKANA,85.92,21,20,22,85.1,86.53,21 [20 - 22],85.92% [85.1% - 86.53%],58,50,64,03-03-2021,projected
