region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,97.35,1044,1010,1129,95.15,102.26,1044 [1010 - 1129],97.35% [95.15% - 102.26%],1465,1279,1880,01-26-2021
2,AL- DOTHAN,97.24,152,149,155,96.42,97.77,152 [149 - 155],97.24% [96.42% - 97.77%],229,218,236,01-26-2021
5,AL- HUNTSVILLE,99.31,216,211,219,98.72,99.95,216 [211 - 219],99.31% [98.72% - 99.95%],363,352,375,01-26-2021
6,AL- MOBILE,97.99,360,353,366,97.54,98.38,360 [353 - 366],97.99% [97.54% - 98.38%],514,501,525,01-26-2021
7,AL- MONTGOMERY,105.03,284,276,298,102.32,109.5,284 [276 - 298],105.03% [102.32% - 109.5%],387,345,456,01-26-2021
9,AL- TUSCALOOSA,96.73,115,110,119,95.13,98.74,115 [110 - 119],96.73% [95.13% - 98.74%],167,151,187,01-26-2021
11,AZ- MESA,139.55,687,673,701,137.93,141.26,687 [673 - 701],139.55% [137.93% - 141.26%],1179,1147,1213,01-26-2021
12,AZ- PHOENIX,117.19,1608,1577,1643,116.2,118.23,1608 [1577 - 1643],117.19% [116.2% - 118.23%],2817,2742,2896,01-26-2021
14,AZ- SUN CITY,104.81,110,108,112,104.2,105.56,110 [108 - 112],104.81% [104.2% - 105.56%],201,196,207,01-26-2021
15,AZ- TUCSON,117.64,674,657,696,113.87,121.96,674 [657 - 696],117.64% [113.87% - 121.96%],950,855,1059,01-26-2021
16,AR- FORT SMITH,98.03,141,138,146,97.49,99.05,141 [138 - 146],98.03% [97.49% - 99.05%],231,224,244,01-26-2021
18,AR- JONESBORO,91.17,63,62,64,90.95,91.5,63 [62 - 64],91.17% [90.95% - 91.5%],101,99,104,01-26-2021
19,AR- LITTLE ROCK,92.98,473,460,485,92.46,93.43,473 [460 - 485],92.98% [92.46% - 93.43%],749,719,775,01-26-2021
21,AR- SPRINGDALE,108.19,206,201,212,106.68,109.33,206 [201 - 212],108.19% [106.68% - 109.33%],298,282,310,01-26-2021
22,AR- TEXARKANA,92.04,84,83,85,90.71,92.24,84 [83 - 85],92.04% [90.71% - 92.24%],118,105,120,01-26-2021
23,CA- ORANGE CO.,99.64,899,877,920,99.0,100.25,899 [877 - 920],99.64% [99.0% - 100.25%],1503,1454,1549,01-26-2021
25,CA- BAKERSFIELD,95.98,344,336,351,95.57,96.45,344 [336 - 351],95.98% [95.57% - 96.45%],578,563,595,01-26-2021
31,CA- CHICO,92.5,47,46,49,91.88,92.97,47 [46 - 49],92.5% [91.88% - 92.97%],80,76,83,01-26-2021
33,CA- CONTRA COSTA CO.,95.88,169,165,173,95.38,96.38,169 [165 - 173],95.88% [95.38% - 96.38%],318,308,328,01-26-2021
43,CA- FRESNO,106.02,336,330,342,105.23,106.59,336 [330 - 342],106.02% [105.23% - 106.59%],594,576,607,01-26-2021
56,CA- LOS ANGELES,103.53,3692,3573,3818,102.68,104.44,3692 [3573 - 3818],103.53% [102.68% - 104.44%],5835,5625,6063,01-26-2021
58,CA- MODESTO,103.09,209,205,214,102.51,103.79,209 [205 - 214],103.09% [102.51% - 103.79%],397,387,409,01-26-2021
62,CA- NAPA,94.78,50,49,52,94.43,95.12,50 [49 - 52],94.78% [94.43% - 95.12%],86,84,88,01-26-2021
65,CA- ALAMEDA CO.,91.69,191,185,196,91.33,92.1,191 [185 - 196],91.69% [91.33% - 92.1%],395,383,409,01-26-2021
69,CA- PALM SPR/RANCHO MIR.,105.45,182,178,185,104.88,106.02,182 [178 - 185],105.45% [104.88% - 106.02%],268,262,274,01-26-2021
73,CA- REDDING,84.99,35,34,36,84.81,85.18,35 [34 - 36],84.99% [84.81% - 85.18%],54,52,56,01-26-2021
77,CA- SACRAMENTO,94.51,365,357,374,94.09,94.9,365 [357 - 374],94.51% [94.09% - 94.9%],694,674,713,01-26-2021
78,CA- SALINAS,100.55,84,82,86,99.92,101.06,84 [82 - 86],100.55% [99.92% - 101.06%],163,158,167,01-26-2021
79,CA- SAN BERNARDINO,119.45,1340,1313,1366,118.53,120.33,1340 [1313 - 1366],119.45% [118.53% - 120.33%],2281,2228,2332,01-26-2021
80,CA- SAN DIEGO,104.98,1112,1091,1134,104.23,105.84,1112 [1091 - 1134],104.98% [104.23% - 105.84%],1757,1704,1817,01-26-2021
81,CA- SAN FRANCISCO,85.74,161,158,164,85.6,85.97,161 [158 - 164],85.74% [85.6% - 85.97%],291,284,303,01-26-2021
82,CA- SAN JOSE,97.45,303,294,312,96.72,98.08,303 [294 - 312],97.45% [96.72% - 98.08%],528,506,547,01-26-2021
83,CA- SAN LUIS OBISPO,103.9,60,59,62,103.03,104.34,60 [59 - 62],103.9% [103.03% - 104.34%],109,105,111,01-26-2021
85,CA- SAN MATEO CO.,89.72,149,146,153,89.5,90.01,149 [146 - 153],89.72% [89.5% - 90.01%],262,256,270,01-26-2021
86,CA- SANTA BARBARA,102.46,154,150,157,100.19,104.53,154 [150 - 157],102.46% [100.19% - 104.53%],217,195,237,01-26-2021
87,CA- SANTA CRUZ,105.91,64,62,67,104.51,106.74,64 [62 - 67],105.91% [104.51% - 106.74%],93,88,96,01-26-2021
89,CA- SANTA ROSA,86.99,74,72,75,86.72,87.15,74 [72 - 75],86.99% [86.72% - 87.15%],130,125,133,01-26-2021
91,CA- STOCKTON,102.11,127,124,130,101.45,102.77,127 [124 - 130],102.11% [101.45% - 102.77%],235,228,242,01-26-2021
96,CA- VENTURA,117.32,432,415,450,111.09,123.87,432 [415 - 450],117.32% [111.09% - 123.87%],587,489,690,01-26-2021
101,CO- BOULDER,89.68,28,27,28,89.47,90.11,28 [27 - 28],89.68% [89.47% - 90.11%],46,45,48,01-26-2021
102,CO- COLORADO SPRINGS,93.24,84,82,85,92.75,93.82,84 [82 - 85],93.24% [92.75% - 93.82%],137,132,143,01-26-2021
103,CO- DENVER,91.18,310,301,320,90.78,91.68,310 [301 - 320],91.18% [90.78% - 91.68%],534,515,558,01-26-2021
104,CO- FORT COLLINS,90.17,38,37,39,90.02,90.64,38 [37 - 39],90.17% [90.02% - 90.64%],65,64,68,01-26-2021
105,CO- GRAND JUNCTION,99.19,109,105,113,97.17,100.83,109 [105 - 113],99.19% [97.17% - 100.83%],152,136,165,01-26-2021
106,CO- GREELEY,89.78,42,41,44,89.52,90.04,42 [41 - 44],89.78% [89.52% - 90.04%],76,74,78,01-26-2021
107,CO- PUEBLO,82.01,7,7,7,81.88,82.13,7 [7 - 7],82.01% [81.88% - 82.13%],16,15,17,01-26-2021
109,CT- BRIDGEPORT,94.1,138,135,141,93.69,94.57,138 [135 - 141],94.1% [93.69% - 94.57%],239,232,247,01-26-2021
110,CT- HARTFORD,98.3,375,368,383,97.75,98.77,375 [368 - 383],98.3% [97.75% - 98.77%],596,578,611,01-26-2021
111,CT- NEW HAVEN,96.17,394,385,401,95.73,96.67,394 [385 - 401],96.17% [95.73% - 96.67%],623,606,642,01-26-2021
112,DE- WILMINGTON,99.87,231,227,236,99.33,100.25,231 [227 - 236],99.87% [99.33% - 100.25%],370,360,377,01-26-2021
113,DC- WASHINGTON,100.97,688,671,702,100.37,101.61,688 [671 - 702],100.97% [100.37% - 101.61%],1151,1118,1186,01-26-2021
115,FL- BRADENTON,104.12,124,121,127,101.86,106.23,124 [121 - 127],104.12% [101.86% - 106.23%],171,155,186,01-26-2021
116,FL- CLEARWATER,90.93,102,100,104,90.63,91.36,102 [100 - 104],90.93% [90.63% - 91.36%],179,174,186,01-26-2021
118,FL- FORT LAUDERDALE,95.47,956,937,977,94.23,96.78,956 [937 - 977],95.47% [94.23% - 96.78%],1346,1238,1460,01-26-2021
119,FL- FORT MYERS,94.22,391,383,399,92.96,95.5,391 [383 - 399],94.22% [92.96% - 95.5%],544,496,593,01-26-2021
120,FL- GAINESVILLE,93.96,174,170,177,93.25,94.5,174 [170 - 177],93.96% [93.25% - 94.5%],257,244,267,01-26-2021
122,FL- HUDSON,92.22,98,97,100,91.82,92.7,98 [97 - 100],92.22% [91.82% - 92.7%],153,148,159,01-26-2021
123,FL- JACKSONVILLE,98.42,612,598,628,97.79,99.24,612 [598 - 628],98.42% [97.79% - 99.24%],905,874,945,01-26-2021
124,FL- LAKELAND,98.73,137,134,140,98.16,99.38,137 [134 - 140],98.73% [98.16% - 99.38%],200,194,207,01-26-2021
127,FL- MIAMI,100.16,1407,1382,1434,99.58,100.81,1407 [1382 - 1434],100.16% [99.58% - 100.81%],2174,2111,2244,01-26-2021
129,FL- OCALA,96.52,154,151,158,96.01,97.03,154 [151 - 158],96.52% [96.01% - 97.03%],226,219,233,01-26-2021
130,FL- ORLANDO,97.31,1167,1146,1190,96.76,97.86,1167 [1146 - 1190],97.31% [96.76% - 97.86%],1793,1737,1850,01-26-2021
131,FL- ORMOND BEACH,89.55,110,107,112,89.31,89.85,110 [107 - 112],89.55% [89.31% - 89.85%],158,154,163,01-26-2021
133,FL- PANAMA CITY,106.81,129,127,135,105.0,110.42,129 [127 - 135],106.81% [105.0% - 110.42%],178,166,202,01-26-2021
134,FL- PENSACOLA,101.71,365,356,371,99.92,103.58,365 [356 - 371],101.71% [99.92% - 103.58%],510,468,554,01-26-2021
137,FL- SARASOTA,91.0,115,113,118,90.24,92.04,115 [113 - 118],91.0% [90.24% - 92.04%],159,148,174,01-26-2021
139,FL- ST PETERSBURG,89.07,82,80,84,88.82,89.45,82 [80 - 84],89.07% [88.82% - 89.45%],145,141,151,01-26-2021
140,FL- TALLAHASSEE,100.76,396,388,406,98.84,102.4,396 [388 - 406],100.76% [98.84% - 102.4%],560,508,604,01-26-2021
141,FL- TAMPA,96.03,492,482,504,94.67,97.54,492 [482 - 504],96.03% [94.67% - 97.54%],683,625,747,01-26-2021
142,GA- ALBANY,92.51,89,87,92,91.67,92.61,89 [87 - 92],92.51% [91.67% - 92.61%],133,124,134,01-26-2021
144,GA- ATLANTA,126.82,3953,3871,4035,122.98,130.44,3953 [3871 - 4035],126.82% [122.98% - 130.44%],5609,5148,6042,01-26-2021
145,GA- AUGUSTA,104.03,392,383,400,103.3,104.68,392 [383 - 400],104.03% [103.3% - 104.68%],590,572,606,01-26-2021
