HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,88.62,694,611,995,85.08,92.16,05-05-2020
2,AL- DOTHAN,83.82,45,38,69,80.47,87.17,05-05-2020
5,AL- HUNTSVILLE,86.58,113,99,172,83.12,90.04,05-05-2020
6,AL- MOBILE,85.81,152,131,244,82.38,89.24,05-05-2020
7,AL- MONTGOMERY,86.29,89,78,138,82.84,89.74,05-05-2020
9,AL- TUSCALOOSA,87.86,70,60,103,84.35,91.37,05-05-2020
11,AZ- MESA,95.71,295,260,420,91.88,99.54,05-05-2020
12,AZ- PHOENIX,89.55,691,609,987,85.97,93.13,05-05-2020
14,AZ- SUN CITY,86.58,47,41,68,83.12,90.04,05-05-2020
15,AZ- TUCSON,85.92,140,123,210,82.48,89.36,05-05-2020
16,AR- FORT SMITH,82.17,22,17,37,78.88,85.46,05-05-2020
18,AR- JONESBORO,81.64,12,10,21,78.37,84.91,05-05-2020
19,AR- LITTLE ROCK,85.45,298,259,436,82.03,88.87,05-05-2020
21,AR- SPRINGDALE,83.0,26,23,47,79.68,86.32,05-05-2020
22,AR- TEXARKANA,82.18,16,13,28,78.89,85.47,05-05-2020
23,CA- ORANGE CO.,87.22,548,482,896,83.73,90.71,05-05-2020
25,CA- BAKERSFIELD,82.57,89,78,161,79.27,85.87,05-05-2020
31,CA- CHICO,84.18,22,19,43,80.81,87.55,05-05-2020
33,CA- CONTRA COSTA CO.,101.13,397,351,554,97.08,105.18,05-05-2020
43,CA- FRESNO,84.47,96,84,174,81.09,87.85,05-05-2020
56,CA- LOS ANGELES,86.52,1607,1415,2617,83.06,89.98,05-05-2020
58,CA- MODESTO,91.97,203,179,315,88.29,95.65,05-05-2020
62,CA- NAPA,91.78,63,55,96,88.11,95.45,05-05-2020
65,CA- ALAMEDA CO.,99.01,603,535,835,95.05,102.97,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,84.87,49,43,82,81.48,88.26,05-05-2020
73,CA- REDDING,85.14,52,46,84,81.73,88.55,05-05-2020
77,CA- SACRAMENTO,93.31,625,552,959,89.58,97.04,05-05-2020
78,CA- SALINAS,93.84,105,93,159,90.09,97.59,05-05-2020
79,CA- SAN BERNARDINO,88.33,475,418,793,84.8,91.86,05-05-2020
80,CA- SAN DIEGO,89.92,689,608,1103,86.32,93.52,05-05-2020
