HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.25,272,243,342,80.89,88.86,272 [243 - 342],83.25% [80.89% - 88.86%],274,75,748,06-02-2020
2,AL- DOTHAN,80.92,9,7,15,80.0,83.69,9 [7 - 15],80.92% [80.0% - 83.69%],12,0,49,06-02-2020
5,AL- HUNTSVILLE,82.74,49,45,63,80.9,87.55,49 [45 - 63],82.74% [80.9% - 87.55%],51,17,142,06-02-2020
6,AL- MOBILE,82.73,74,67,92,80.77,86.97,74 [67 - 92],82.73% [80.77% - 86.97%],78,22,199,06-02-2020
7,AL- MONTGOMERY,82.57,37,33,51,80.65,88.47,37 [33 - 51],82.57% [80.65% - 88.47%],39,10,131,06-02-2020
9,AL- TUSCALOOSA,82.86,28,25,38,80.6,89.32,28 [25 - 38],82.86% [80.6% - 89.32%],28,6,93,06-02-2020
11,AZ- MESA,88.14,157,145,209,83.64,105.25,157 [145 - 209],88.14% [83.64% - 105.25%],161,72,500,06-02-2020
12,AZ- PHOENIX,85.29,397,364,521,82.36,96.17,397 [364 - 521],85.29% [82.36% - 96.17%],400,179,1225,06-02-2020
14,AZ- SUN CITY,83.42,24,22,33,81.48,90.49,24 [22 - 33],83.42% [81.48% - 90.49%],27,12,85,06-02-2020
15,AZ- TUCSON,84.05,99,90,139,81.58,94.22,99 [90 - 139],84.05% [81.58% - 94.22%],102,40,359,06-02-2020
16,AR- FORT SMITH,80.48,0,0,4,80.0,82.42,0 [0 - 4],80.48% [80.0% - 82.42%],6,0,31,06-02-2020
18,AR- JONESBORO,80.79,2,2,4,80.11,82.1,2 [2 - 4],80.79% [80.11% - 82.1%],7,1,19,06-02-2020
19,AR- LITTLE ROCK,82.59,147,131,172,80.55,85.58,147 [131 - 172],82.59% [80.55% - 85.58%],149,32,322,06-02-2020
21,AR- SPRINGDALE,81.39,14,13,18,80.28,83.69,14 [13 - 18],81.39% [80.28% - 83.69%],14,3,39,06-02-2020
22,AR- TEXARKANA,80.58,1,0,4,80.0,82.55,1 [0 - 4],80.58% [80.0% - 82.55%],5,0,25,06-02-2020
23,CA- ORANGE CO.,88.79,670,597,825,82.31,102.43,670 [597 - 825],88.79% [82.31% - 102.43%],672,177,1716,06-02-2020
25,CA- BAKERSFIELD,83.82,135,120,175,80.91,90.92,135 [120 - 175],83.82% [80.91% - 90.92%],138,33,395,06-02-2020
31,CA- CHICO,86.94,41,37,53,81.25,98.28,41 [37 - 53],86.94% [81.25% - 98.28%],44,8,117,06-02-2020
33,CA- CONTRA COSTA CO.,98.74,371,334,428,85.64,117.64,371 [334 - 428],98.74% [85.64% - 117.64%],375,113,754,06-02-2020
43,CA- FRESNO,86.91,154,137,198,81.58,99.32,154 [137 - 198],86.91% [81.58% - 99.32%],157,36,441,06-02-2020
56,CA- LOS ANGELES,87.37,1945,1732,2395,82.07,98.38,1945 [1732 - 2395],87.37% [82.07% - 98.38%],1827,513,4558,06-02-2020
58,CA- MODESTO,93.73,233,209,280,83.78,112.64,233 [209 - 280],93.73% [83.78% - 112.64%],236,65,561,06-02-2020
62,CA- NAPA,92.48,70,64,84,83.61,108.69,70 [64 - 84],92.48% [83.61% - 108.69%],72,21,167,06-02-2020
65,CA- ALAMEDA CO.,96.3,546,491,627,85.0,112.38,546 [491 - 627],96.3% [85.0% - 112.38%],550,169,1094,06-02-2020
69,CA- PALM SPR/RANCHO MIR.,86.24,63,57,79,81.61,96.14,63 [57 - 79],86.24% [81.61% - 96.14%],65,17,170,06-02-2020
73,CA- REDDING,86.82,70,63,85,81.57,95.99,70 [63 - 85],86.82% [81.57% - 95.99%],73,17,173,06-02-2020
77,CA- SACRAMENTO,95.25,726,651,862,84.26,114.93,726 [651 - 862],95.25% [84.26% - 114.93%],729,204,1671,06-02-2020
78,CA- SALINAS,94.73,112,101,134,83.78,113.67,112 [101 - 134],94.73% [83.78% - 113.67%],116,30,267,06-02-2020
79,CA- SAN BERNARDINO,90.62,610,543,757,82.77,107.64,610 [543 - 757],90.62% [82.77% - 107.64%],614,160,1598,06-02-2020
80,CA- SAN DIEGO,92.53,888,793,1073,83.4,110.26,888 [793 - 1073],92.53% [83.4% - 110.26%],881,239,2128,06-02-2020
81,CA- SAN FRANCISCO,89.56,482,434,554,82.96,99.04,482 [434 - 554],89.56% [82.96% - 99.04%],485,150,966,06-02-2020
82,CA- SAN JOSE,99.75,594,535,680,86.15,118.43,594 [535 - 680],99.75% [86.15% - 118.43%],597,186,1163,06-02-2020
83,CA- SAN LUIS OBISPO,93.03,56,51,69,83.51,111.8,56 [51 - 69],93.03% [83.51% - 111.8%],59,16,145,06-02-2020
85,CA- SAN MATEO CO.,90.79,287,259,329,83.34,101.07,287 [259 - 329],90.79% [83.34% - 101.07%],290,90,568,06-02-2020
86,CA- SANTA BARBARA,89.68,88,79,110,82.48,104.74,88 [79 - 110],89.68% [82.48% - 104.74%],93,24,239,06-02-2020
87,CA- SANTA CRUZ,105.34,90,81,106,87.8,133.2,90 [81 - 106],105.34% [87.8% - 133.2%],90,28,191,06-02-2020
89,CA- SANTA ROSA,88.61,154,139,181,82.47,98.11,154 [139 - 181],88.61% [82.47% - 98.11%],160,46,337,06-02-2020
91,CA- STOCKTON,97.58,182,164,214,84.99,118.48,182 [164 - 214],97.58% [84.99% - 118.48%],186,53,409,06-02-2020
96,CA- VENTURA,90.96,169,151,209,82.8,108.04,169 [151 - 209],90.96% [82.8% - 108.04%],172,44,441,06-02-2020
101,CO- BOULDER,86.5,28,26,37,82.53,98.95,28 [26 - 37],86.5% [82.53% - 98.95%],30,12,90,06-02-2020
102,CO- COLORADO SPRINGS,85.54,56,51,73,81.93,96.91,56 [51 - 73],85.54% [81.93% - 96.91%],57,20,175,06-02-2020
103,CO- DENVER,86.0,283,257,360,82.26,97.19,283 [257 - 360],86.0% [82.26% - 97.19%],286,108,821,06-02-2020
104,CO- FORT COLLINS,83.57,21,20,28,81.56,91.27,21 [20 - 28],83.57% [81.56% - 91.27%],22,10,72,06-02-2020
105,CO- GRAND JUNCTION,84.42,32,29,41,81.14,92.12,32 [29 - 41],84.42% [81.14% - 92.12%],34,9,96,06-02-2020
106,CO- GREELEY,84.27,30,27,40,81.54,93.0,30 [27 - 40],84.27% [81.54% - 93.0%],33,12,101,06-02-2020
107,CO- PUEBLO,81.01,7,7,10,80.5,83.51,7 [7 - 10],81.01% [80.5% - 83.51%],8,4,28,06-02-2020
109,CT- BRIDGEPORT,86.3,104,94,126,82.12,94.69,104 [94 - 126],86.3% [82.12% - 94.69%],106,36,249,06-02-2020
110,CT- HARTFORD,85.16,168,151,210,81.32,94.13,168 [151 - 210],85.16% [81.32% - 94.13%],168,43,460,06-02-2020
111,CT- NEW HAVEN,84.77,182,165,232,81.66,93.19,182 [165 - 232],84.77% [81.66% - 93.19%],183,64,508,06-02-2020
112,DE- WILMINGTON,81.52,28,25,32,80.21,83.11,28 [25 - 32],81.52% [80.21% - 83.11%],28,4,58,06-02-2020
113,DC- WASHINGTON,88.03,436,408,527,84.5,99.4,436 [408 - 527],88.03% [84.5% - 99.4%],440,247,1065,06-02-2020
115,FL- BRADENTON,83.27,21,19,26,80.85,88.32,21 [19 - 26],83.27% [80.85% - 88.32%],23,6,59,06-02-2020
116,FL- CLEARWATER,82.16,35,32,42,80.55,85.25,35 [32 - 42],82.16% [80.55% - 85.25%],35,9,86,06-02-2020
118,FL- FORT LAUDERDALE,83.3,285,255,341,80.83,87.69,285 [255 - 341],83.3% [80.83% - 87.69%],286,72,669,06-02-2020
119,FL- FORT MYERS,82.81,105,94,128,80.68,86.9,105 [94 - 128],82.81% [80.68% - 86.9%],107,26,264,06-02-2020
120,FL- GAINESVILLE,82.05,33,29,42,80.22,85.38,33 [29 - 42],82.05% [80.22% - 85.38%],37,4,99,06-02-2020
122,FL- HUDSON,82.35,28,26,34,80.64,85.59,28 [26 - 34],82.35% [80.64% - 85.59%],29,8,70,06-02-2020
123,FL- JACKSONVILLE,82.0,98,88,124,80.43,85.6,98 [88 - 124],82.0% [80.43% - 85.6%],98,21,275,06-02-2020
124,FL- LAKELAND,82.62,25,23,31,80.66,86.18,25 [23 - 31],82.62% [80.66% - 86.18%],27,7,66,06-02-2020
127,FL- MIAMI,83.28,350,312,418,80.8,87.59,350 [312 - 418],83.28% [80.8% - 87.59%],354,86,818,06-02-2020
129,FL- OCALA,82.55,28,26,35,80.58,85.85,28 [26 - 35],82.55% [80.58% - 85.85%],34,8,80,06-02-2020
130,FL- ORLANDO,82.39,245,219,298,80.6,85.79,245 [219 - 298],82.39% [80.6% - 85.79%],247,62,600,06-02-2020
131,FL- ORMOND BEACH,81.73,28,25,33,80.3,83.93,28 [25 - 33],81.73% [80.3% - 83.93%],28,5,65,06-02-2020
133,FL- PANAMA CITY,80.64,0,0,1,80.0,81.81,0 [0 - 1],80.64% [80.0% - 81.81%],4,0,12,06-02-2020
134,FL- PENSACOLA,82.09,49,44,58,80.51,84.56,49 [44 - 58],82.09% [80.51% - 84.56%],49,12,107,06-02-2020
137,FL- SARASOTA,82.08,28,26,35,80.55,85.33,28 [26 - 35],82.08% [80.55% - 85.33%],30,8,77,06-02-2020
139,FL- ST PETERSBURG,81.8,28,26,34,80.44,84.38,28 [26 - 34],81.8% [80.44% - 84.38%],28,7,70,06-02-2020
140,FL- TALLAHASSEE,81.63,42,37,61,80.22,86.41,42 [37 - 61],81.63% [80.22% - 86.41%],43,6,173,06-02-2020
141,FL- TAMPA,82.47,102,92,124,80.66,85.96,102 [92 - 124],82.47% [80.66% - 85.96%],105,28,254,06-02-2020
142,GA- ALBANY,84.28,42,37,52,80.56,90.16,42 [37 - 52],84.28% [80.56% - 90.16%],45,6,108,06-02-2020
144,GA- ATLANTA,86.91,823,745,1077,82.37,101.51,823 [745 - 1077],86.91% [82.37% - 101.51%],827,284,2577,06-02-2020
145,GA- AUGUSTA,81.88,42,39,55,80.69,85.5,42 [39 - 55],81.88% [80.69% - 85.5%],46,17,135,06-02-2020
146,GA- COLUMBUS,83.05,35,32,43,80.95,87.63,35 [32 - 43],83.05% [80.95% - 87.63%],38,12,96,06-02-2020
147,GA- MACON,81.46,27,25,47,80.58,87.51,27 [25 - 47],81.46% [80.58% - 87.51%],32,13,168,06-02-2020
148,GA- ROME,85.26,35,32,46,80.96,95.3,35 [32 - 46],85.26% [80.96% - 95.3%],38,7,112,06-02-2020
149,GA- SAVANNAH,82.2,42,38,57,80.63,86.71,42 [38 - 57],82.2% [80.63% - 86.71%],45,13,138,06-02-2020
151,ID- BOISE,81.78,35,32,45,80.58,85.01,35 [32 - 45],81.78% [80.58% - 85.01%],37,12,104,06-02-2020
152,ID- IDAHO FALLS,81.35,0,0,2,80.22,83.9,0 [0 - 2],81.35% [80.22% - 83.9%],6,1,18,06-02-2020
154,IL- AURORA,81.92,7,7,10,80.19,85.31,7 [7 - 10],81.92% [80.19% - 85.31%],10,1,28,06-02-2020
155,IL- BLUE ISLAND,80.94,21,20,28,80.32,82.68,21 [20 - 28],80.94% [80.32% - 82.68%],23,8,68,06-02-2020
156,IL- CHICAGO,80.93,75,69,97,80.33,82.68,75 [69 - 97],80.93% [80.33% - 82.68%],79,28,229,06-02-2020
158,IL- ELGIN,82.08,21,20,27,80.83,86.26,21 [20 - 27],82.08% [80.83% - 86.26%],22,9,68,06-02-2020
161,IL- EVANSTON,81.32,28,26,37,80.46,83.77,28 [26 - 37],81.32% [80.46% - 83.77%],32,11,91,06-02-2020
163,IL- HINSDALE,81.35,14,13,18,80.45,84.0,14 [13 - 18],81.35% [80.45% - 84.0%],14,5,44,06-02-2020
164,IL- JOLIET,81.61,18,17,25,80.45,84.68,18 [17 - 25],81.61% [80.45% - 84.68%],21,6,62,06-02-2020
166,IL- MELROSE PARK,81.32,35,32,47,80.45,83.91,35 [32 - 47],81.32% [80.45% - 83.91%],40,14,121,06-02-2020
170,IL- PEORIA,80.0,0,0,2,80.0,80.75,0 [0 - 2],80.0% [80.0% - 80.75%],0,0,14,06-02-2020
171,IL- ROCKFORD,80.68,7,7,12,80.33,82.94,7 [7 - 12],80.68% [80.33% - 82.94%],10,5,45,06-02-2020
172,IL- SPRINGFIELD,80.0,0,0,0,80.0,80.16,0 [0 - 0],80.0% [80.0% - 80.16%],0,0,4,06-02-2020
173,IL- URBANA,80.0,0,0,0,80.0,80.38,0 [0 - 0],80.0% [80.0% - 80.38%],0,0,4,06-02-2020
175,IL- BLOOMINGTON,80.0,0,0,0,80.0,81.5,0 [0 - 0],80.0% [80.0% - 81.5%],0,0,4,06-02-2020
