HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,86.33,502,439,717,82.88,89.78,05-05-2020
2,AL- DOTHAN,82.11,21,16,35,78.83,85.39,05-05-2020
5,AL- HUNTSVILLE,84.6,78,69,116,81.22,87.98,05-05-2020
6,AL- MOBILE,84.06,108,94,169,80.7,87.42,05-05-2020
7,AL- MONTGOMERY,84.26,59,52,92,80.89,87.63,05-05-2020
9,AL- TUSCALOOSA,84.88,42,36,67,81.48,88.28,05-05-2020
11,AZ- MESA,91.53,213,188,305,87.87,95.19,05-05-2020
12,AZ- PHOENIX,87.0,499,439,716,83.52,90.48,05-05-2020
14,AZ- SUN CITY,84.82,34,30,49,81.43,88.21,05-05-2020
15,AZ- TUCSON,84.08,93,82,140,80.72,87.44,05-05-2020
16,AR- FORT SMITH,80.5,2,1,13,77.28,83.72,05-05-2020
18,AR- JONESBORO,80.71,3,2,9,77.48,83.94,05-05-2020
19,AR- LITTLE ROCK,83.68,195,168,301,80.33,87.03,05-05-2020
21,AR- SPRINGDALE,81.98,16,14,29,78.7,85.26,05-05-2020
22,AR- TEXARKANA,80.79,3,2,12,77.56,84.02,05-05-2020
23,CA- ORANGE CO.,87.0,523,461,806,83.52,90.48,05-05-2020
25,CA- BAKERSFIELD,82.37,79,70,131,79.08,85.66,05-05-2020
31,CA- CHICO,83.54,21,19,36,80.2,86.88,05-05-2020
33,CA- CONTRA COSTA CO.,101.09,415,368,577,97.05,105.13,05-05-2020
43,CA- FRESNO,84.13,89,78,146,80.76,87.5,05-05-2020
56,CA- LOS ANGELES,86.35,1545,1361,2371,82.9,89.8,05-05-2020
58,CA- MODESTO,91.54,189,165,287,87.88,95.2,05-05-2020
62,CA- NAPA,91.57,63,56,93,87.91,95.23,05-05-2020
65,CA- ALAMEDA CO.,99.0,636,565,876,95.04,102.96,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,84.64,45,40,71,81.25,88.03,05-05-2020
73,CA- REDDING,85.05,51,45,78,81.65,88.45,05-05-2020
77,CA- SACRAMENTO,93.07,612,540,908,89.35,96.79,05-05-2020
78,CA- SALINAS,93.53,101,89,151,89.79,97.27,05-05-2020
79,CA- SAN BERNARDINO,87.91,444,390,696,84.39,91.43,05-05-2020
80,CA- SAN DIEGO,89.71,668,589,1015,86.12,93.3,05-05-2020
81,CA- SAN FRANCISCO,91.15,560,497,771,87.5,94.8,05-05-2020
82,CA- SAN JOSE,104.51,736,654,998,100.33,108.69,05-05-2020
83,CA- SAN LUIS OBISPO,90.02,40,35,62,86.42,93.62,05-05-2020
85,CA- SAN MATEO CO.,93.21,352,313,479,89.48,96.94,05-05-2020
86,CA- SANTA BARBARA,86.78,61,54,96,83.31,90.25,05-05-2020
87,CA- SANTA CRUZ,107.7,95,84,134,103.39,112.01,05-05-2020
89,CA- SANTA ROSA,88.6,154,136,221,85.06,92.14,05-05-2020
91,CA- STOCKTON,96.48,169,149,247,92.62,100.34,05-05-2020
96,CA- VENTURA,88.6,129,113,200,85.06,92.14,05-05-2020
101,CO- BOULDER,103.98,104,92,140,99.82,108.14,05-05-2020
102,CO- COLORADO SPRINGS,99.42,187,166,261,95.44,103.4,05-05-2020
103,CO- DENVER,102.72,1032,919,1362,98.61,106.83,05-05-2020
104,CO- FORT COLLINS,93.36,78,69,107,89.63,97.09,05-05-2020
105,CO- GRAND JUNCTION,100.27,151,136,185,96.26,104.28,05-05-2020
106,CO- GREELEY,95.32,109,96,147,91.51,99.13,05-05-2020
107,CO- PUEBLO,83.14,19,17,30,79.81,86.47,05-05-2020
110,CT- HARTFORD,104.97,794,700,1175,100.77,109.17,05-05-2020
111,CT- NEW HAVEN,113.2,1269,1127,1722,108.67,117.73,05-05-2020
112,DE- WILMINGTON,88.25,147,129,228,84.72,91.78,05-05-2020
113,DC- WASHINGTON,96.26,873,771,1349,92.41,100.11,05-05-2020
115,FL- BRADENTON,87.83,48,42,74,84.32,91.34,05-05-2020
116,FL- CLEARWATER,84.82,71,62,109,81.43,88.21,05-05-2020
118,FL- FORT LAUDERDALE,87.75,625,543,925,84.24,91.26,05-05-2020
119,FL- FORT MYERS,86.4,223,193,337,82.94,89.86,05-05-2020
120,FL- GAINESVILLE,84.67,76,65,117,81.28,88.06,05-05-2020
122,FL- HUDSON,84.95,55,48,85,81.55,88.35,05-05-2020
123,FL- JACKSONVILLE,85.07,225,194,344,81.67,88.47,05-05-2020
124,FL- LAKELAND,85.45,50,43,79,82.03,88.87,05-05-2020
127,FL- MIAMI,87.76,777,676,1140,84.25,91.27,05-05-2020
129,FL- OCALA,85.12,60,52,95,81.72,88.52,05-05-2020
130,FL- ORLANDO,85.09,483,417,750,81.69,88.49,05-05-2020
131,FL- ORMOND BEACH,83.47,49,42,77,80.13,86.81,05-05-2020
133,FL- PANAMA CITY,81.59,6,5,12,78.33,84.85,05-05-2020
134,FL- PENSACOLA,83.75,77,66,120,80.4,87.1,05-05-2020
137,FL- SARASOTA,84.87,61,52,95,81.48,88.26,05-05-2020
139,FL- ST PETERSBURG,84.01,56,49,87,80.65,87.37,05-05-2020
140,FL- TALLAHASSEE,86.5,162,141,231,83.04,89.96,05-05-2020
141,FL- TAMPA,85.44,211,183,324,82.02,88.86,05-05-2020
142,GA- ALBANY,101.47,216,195,264,97.41,105.53,05-05-2020
144,GA- ATLANTA,110.37,3451,3068,4608,105.96,114.78,05-05-2020
145,GA- AUGUSTA,85.46,121,106,175,82.04,88.88,05-05-2020
146,GA- COLUMBUS,88.47,97,84,141,84.93,92.01,05-05-2020
147,GA- MACON,88.25,166,143,244,84.72,91.78,05-05-2020
148,GA- ROME,105.46,173,155,225,101.24,109.68,05-05-2020
149,GA- SAVANNAH,87.46,140,123,204,83.96,90.96,05-05-2020
154,IL- AURORA,102.05,104,92,145,97.97,106.13,05-05-2020
155,IL- BLUE ISLAND,91.0,256,226,351,87.36,94.64,05-05-2020
156,IL- CHICAGO,90.88,864,763,1182,87.24,94.52,05-05-2020
158,IL- ELGIN,104.95,249,220,344,100.75,109.15,05-05-2020
161,IL- EVANSTON,95.37,343,303,470,91.56,99.18,05-05-2020
163,IL- HINSDALE,96.13,161,142,222,92.28,99.98,05-05-2020
164,IL- JOLIET,98.18,221,195,307,94.25,102.11,05-05-2020
166,IL- MELROSE PARK,95.86,452,399,621,92.03,99.69,05-05-2020
170,IL- PEORIA,83.32,53,46,82,79.99,86.65,05-05-2020
171,IL- ROCKFORD,90.35,142,124,208,86.74,93.96,05-05-2020
172,IL- SPRINGFIELD,81.92,39,32,68,78.64,85.2,05-05-2020
173,IL- URBANA,82.78,21,18,37,79.47,86.09,05-05-2020
175,IL- BLOOMINGTON,89.51,22,19,33,85.93,93.09,05-05-2020
179,IN- EVANSVILLE,81.18,15,12,38,77.93,84.43,05-05-2020
180,IN- FORT WAYNE,82.13,36,29,68,78.84,85.42,05-05-2020
181,IN- GARY,88.86,119,104,171,85.31,92.41,05-05-2020
183,IN- INDIANAPOLIS,86.48,378,328,559,83.02,89.94,05-05-2020
184,IN- LAFAYETTE,82.93,16,14,28,79.61,86.25,05-05-2020
185,IN- MUNCIE,83.06,8,7,15,79.74,86.38,05-05-2020
186,IN- MUNSTER,88.07,84,74,118,84.55,91.59,05-05-2020
187,IN- SOUTH BEND,84.6,61,53,94,81.22,87.98,05-05-2020
188,IN- TERRE HAUTE,81.25,2,1,7,78.0,84.5,05-05-2020
191,IA- DAVENPORT,81.88,34,29,53,78.6,85.16,05-05-2020
192,IA- DES MOINES,83.36,95,81,159,80.03,86.69,05-05-2020
193,IA- DUBUQUE,84.59,20,17,29,81.21,87.97,05-05-2020
194,IA- IOWA CITY,84.6,78,68,108,81.22,87.98,05-05-2020
195,IA- MASON CITY,80.61,0,0,6,77.39,83.83,05-05-2020
196,IA- SIOUX CITY,81.76,13,10,28,78.49,85.03,05-05-2020
197,IA- WATERLOO,83.38,14,11,24,80.04,86.72,05-05-2020
200,KS- TOPEKA,82.75,34,29,73,79.44,86.06,05-05-2020
201,KS- WICHITA,81.6,68,56,127,78.34,84.86,05-05-2020
203,KY- COVINGTON,86.5,70,61,124,83.04,89.96,05-05-2020
204,KY- LEXINGTON,85.73,291,251,505,82.3,89.16,05-05-2020
205,KY- LOUISVILLE,86.42,297,259,513,82.96,89.88,05-05-2020
207,KY- OWENSBORO,83.06,14,12,28,79.74,86.38,05-05-2020
208,KY- PADUCAH,80.16,0,0,26,76.95,83.37,05-05-2020
209,LA- ALEXANDRIA,81.61,14,12,25,78.35,84.87,05-05-2020
210,LA- BATON ROUGE,88.88,211,184,317,85.32,92.44,05-05-2020
212,LA- HOUMA,90.02,66,58,97,86.42,93.62,05-05-2020
213,LA- LAFAYETTE,82.76,53,45,87,79.45,86.07,05-05-2020
214,LA- LAKE CHARLES,81.46,9,8,18,78.2,84.72,05-05-2020
216,LA- METAIRIE,103.42,235,210,304,99.28,107.56,05-05-2020
217,LA- MONROE,80.87,4,3,12,77.64,84.1,05-05-2020
218,LA- NEW ORLEANS,95.82,379,340,476,91.99,99.65,05-05-2020
219,LA- SHREVEPORT,82.22,57,50,94,78.93,85.51,05-05-2020
221,ME- BANGOR,80.72,7,7,12,77.49,83.95,05-05-2020
222,ME- PORTLAND,83.32,81,71,122,79.99,86.65,05-05-2020
223,MD- BALTIMORE,94.04,923,811,1441,90.28,97.8,05-05-2020
225,MD- SALISBURY,88.98,79,67,131,85.42,92.54,05-05-2020
226,MD- TAKOMA PARK,112.85,413,364,632,108.34,117.36,05-05-2020
227,MA- BOSTON,96.99,1841,1628,2658,93.11,100.87,05-05-2020
230,MA- SPRINGFIELD,92.21,187,165,286,88.52,95.9,05-05-2020
231,MA- WORCESTER,97.63,281,248,412,93.72,101.54,05-05-2020
232,MI- ANN ARBOR,90.11,323,286,474,86.51,93.71,05-05-2020
233,MI- DEARBORN,88.32,132,117,191,84.79,91.85,05-05-2020
234,MI- DETROIT,89.62,440,389,637,86.04,93.2,05-05-2020
235,MI- FLINT,87.25,90,79,140,83.76,90.74,05-05-2020
238,MI- KALAMAZOO,82.38,30,25,51,79.08,85.68,05-05-2020
239,MI- LANSING,84.74,68,59,108,81.35,88.13,05-05-2020
240,MI- MARQUETTE,80.0,0,0,2,76.8,83.2,05-05-2020
242,MI- MUSKEGON,82.23,7,6,14,78.94,85.52,05-05-2020
243,MI- PETOSKEY,81.85,1,0,8,78.58,85.12,05-05-2020
244,MI- PONTIAC,89.98,113,100,164,86.38,93.58,05-05-2020
245,MI- ROYAL OAK,87.49,192,170,278,83.99,90.99,05-05-2020
246,MI- SAGINAW,81.68,31,27,60,78.41,84.95,05-05-2020
248,MI- ST JOSEPH,83.86,7,6,13,80.51,87.21,05-05-2020
249,MI- TRAVERSE CITY,80.88,0,0,9,77.64,84.12,05-05-2020
250,MN- DULUTH,80.91,7,6,16,77.67,84.15,05-05-2020
251,MN- MINNEAPOLIS,87.47,597,523,848,83.97,90.97,05-05-2020
253,MN- ROCHESTER,83.54,85,76,123,80.2,86.88,05-05-2020
254,MN- ST CLOUD,85.94,36,31,54,82.5,89.38,05-05-2020
256,MN- ST PAUL,89.52,202,178,288,85.94,93.1,05-05-2020
257,MS- GULFPORT,90.53,77,68,117,86.91,94.15,05-05-2020
258,MS- HATTIESBURG,87.31,81,70,128,83.82,90.8,05-05-2020
259,MS- JACKSON,86.25,270,233,421,82.8,89.7,05-05-2020
261,MS- OXFORD,84.18,21,18,39,80.81,87.55,05-05-2020
262,MS- TUPELO,84.2,62,53,102,80.83,87.57,05-05-2020
263,MO- CAPE GIRARDEAU,80.32,0,0,4,77.11,83.53,05-05-2020
264,MO- COLUMBIA,81.82,29,24,57,78.55,85.09,05-05-2020
267,MO- JOPLIN,80.96,3,1,17,77.72,84.2,05-05-2020
268,MO- KANSAS CITY,85.13,373,321,588,81.72,88.54,05-05-2020
270,MO- SPRINGFIELD,82.24,35,28,64,78.95,85.53,05-05-2020
273,MO- ST LOUIS,82.27,251,215,399,78.98,85.56,05-05-2020
274,MT- BILLINGS,82.02,38,33,57,78.74,85.3,05-05-2020
275,MT- GREAT FALLS,80.55,0,0,2,77.33,83.77,05-05-2020
276,MT- MISSOULA,81.96,18,16,27,78.68,85.24,05-05-2020
277,NE- LINCOLN,87.8,129,110,192,84.29,91.31,05-05-2020
278,NE- OMAHA,92.27,633,557,815,88.58,95.96,05-05-2020
279,NV- LAS VEGAS,91.59,460,406,687,87.93,95.25,05-05-2020
280,NV- RENO,86.11,109,95,172,82.67,89.55,05-05-2020
281,NH- LEBANON,85.32,48,42,74,81.91,88.73,05-05-2020
282,NH- MANCHESTER,84.07,76,67,113,80.71,87.43,05-05-2020
283,NJ- CAMDEN,91.68,920,814,1281,88.01,95.35,05-05-2020
284,NJ- HACKENSACK,103.92,886,794,1098,99.76,108.08,05-05-2020
285,NJ- MORRISTOWN,110.02,576,514,745,105.62,114.42,05-05-2020
288,NJ- NEW BRUNSWICK,99.98,549,489,718,95.98,103.98,05-05-2020
289,NJ- NEWARK,98.65,903,807,1147,94.7,102.6,05-05-2020
291,NJ- PATERSON,99.76,229,205,291,95.77,103.75,05-05-2020
293,NM- ALBUQUERQUE,87.93,258,226,408,84.41,91.45,05-05-2020
295,NY- ALBANY,106.76,1310,1165,1759,102.49,111.03,05-05-2020
296,NY- BINGHAMTON,90.1,87,76,135,86.5,93.7,05-05-2020
297,NY- BRONX,125.16,1618,1455,1964,120.15,130.17,05-05-2020
299,NY- BUFFALO,87.86,273,239,427,84.35,91.37,05-05-2020
300,NY- ELMIRA,86.45,65,56,103,82.99,89.91,05-05-2020
301,NY- EAST LONG ISLAND,130.01,5430,4882,6602,124.81,135.21,05-05-2020
304,NY- ROCHESTER,91.11,321,283,495,87.47,94.75,05-05-2020
307,NY- SYRACUSE,87.01,190,165,300,83.53,90.49,05-05-2020
308,NY- WHITE PLAINS,121.65,1215,1094,1474,116.78,126.52,05-05-2020
309,NC- ASHEVILLE,80.77,10,9,27,77.54,84.0,05-05-2020
311,NC- CHARLOTTE,85.24,290,255,440,81.83,88.65,05-05-2020
312,NC- DURHAM,82.48,109,95,190,79.18,85.78,05-05-2020
313,NC- GREENSBORO,82.65,44,38,73,79.34,85.96,05-05-2020
314,NC- GREENVILLE,81.46,33,28,58,78.2,84.72,05-05-2020
315,NC- HICKORY,82.12,14,12,24,78.84,85.4,05-05-2020
318,NC- RALEIGH,85.37,218,191,342,81.96,88.78,05-05-2020
319,NC- WILMINGTON,82.52,27,24,44,79.22,85.82,05-05-2020
320,NC- WINSTON-SALEM,82.23,76,66,126,78.94,85.52,05-05-2020
321,ND- BISMARCK,84.96,34,29,50,81.56,88.36,05-05-2020
322,ND- FARGO MOORHEAD -MN,80.88,13,11,26,77.64,84.12,05-05-2020
323,ND- GRAND FORKS,80.58,0,0,1,77.36,83.8,05-05-2020
324,ND- MINOT,81.94,11,10,19,78.66,85.22,05-05-2020
325,OH- AKRON,87.49,175,154,277,83.99,90.99,05-05-2020
326,OH- CANTON,86.37,126,109,200,82.92,89.82,05-05-2020
327,OH- CINCINNATI,84.48,204,179,336,81.1,87.86,05-05-2020
328,OH- CLEVELAND,86.87,592,521,913,83.4,90.34,05-05-2020
329,OH- COLUMBUS,83.22,276,238,479,79.89,86.55,05-05-2020
330,OH- DAYTON,83.0,91,77,159,79.68,86.32,05-05-2020
331,OH- ELYRIA,90.64,72,63,112,87.01,94.27,05-05-2020
