HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.01,168,152,195,80.65,84.13,168 [152 - 195],82.01% [80.65% - 84.13%],169,55,349,06-10-2020
2,AL- DOTHAN,81.66,21,20,26,80.53,84.22,21 [20 - 26],81.66% [80.53% - 84.22%],22,7,56,06-10-2020
5,AL- HUNTSVILLE,82.44,42,39,50,80.8,85.16,42 [39 - 50],82.44% [80.8% - 85.16%],45,15,97,06-10-2020
6,AL- MOBILE,82.1,56,51,67,80.7,84.8,56 [51 - 67],82.1% [80.7% - 84.8%],60,20,137,06-10-2020
7,AL- MONTGOMERY,82.14,28,26,34,80.58,84.66,28 [26 - 34],82.14% [80.58% - 84.66%],33,9,72,06-10-2020
9,AL- TUSCALOOSA,82.04,14,13,18,80.5,84.31,14 [13 - 18],82.04% [80.5% - 84.31%],20,5,43,06-10-2020
11,AZ- MESA,86.24,119,111,144,82.83,94.34,119 [111 - 144],86.24% [82.83% - 94.34%],123,56,284,06-10-2020
12,AZ- PHOENIX,84.03,301,278,361,81.82,89.29,301 [278 - 361],84.03% [81.82% - 89.29%],305,138,704,06-10-2020
14,AZ- SUN CITY,82.62,21,20,25,81.11,86.05,21 [20 - 25],82.62% [81.11% - 86.05%],21,9,49,06-10-2020
15,AZ- TUCSON,83.96,98,90,119,81.55,89.67,98 [90 - 119],83.96% [81.55% - 89.67%],99,39,244,06-10-2020
16,AR- FORT SMITH,81.1,12,11,15,80.16,82.34,12 [11 - 15],81.1% [80.16% - 82.34%],14,2,30,06-10-2020
18,AR- JONESBORO,81.26,7,7,9,80.22,82.43,7 [7 - 9],81.26% [80.22% - 82.43%],11,2,22,06-10-2020
19,AR- LITTLE ROCK,81.51,84,76,92,80.45,82.39,84 [76 - 92],81.51% [80.45% - 82.39%],86,26,138,06-10-2020
21,AR- SPRINGDALE,82.56,21,20,25,80.66,84.82,21 [20 - 25],82.56% [80.66% - 84.82%],27,7,51,06-10-2020
22,AR- TEXARKANA,81.48,14,13,16,80.31,83.37,14 [13 - 16],81.48% [80.31% - 83.37%],14,3,33,06-10-2020
23,CA- ORANGE CO.,89.66,736,662,832,82.88,97.74,736 [662 - 832],89.66% [82.88% - 97.74%],739,220,1357,06-10-2020
25,CA- BAKERSFIELD,86.5,232,207,271,81.66,93.77,232 [207 - 271],86.5% [81.66% - 93.77%],234,60,498,06-10-2020
31,CA- CHICO,89.04,56,50,66,82.03,100.0,56 [50 - 66],89.04% [82.03% - 100.0%],57,13,128,06-10-2020
33,CA- CONTRA COSTA CO.,92.37,243,221,263,84.44,98.12,243 [221 - 263],92.37% [84.44% - 98.12%],247,89,363,06-10-2020
43,CA- FRESNO,90.51,237,211,279,82.63,102.95,237 [211 - 279],90.51% [82.63% - 102.95%],240,60,524,06-10-2020
56,CA- LOS ANGELES,88.7,2134,1919,2412,82.62,97.05,2134 [1919 - 2412],88.7% [82.62% - 97.05%],2156,649,4230,06-10-2020
58,CA- MODESTO,92.34,209,188,234,83.61,101.58,209 [188 - 234],92.34% [83.61% - 101.58%],212,62,371,06-10-2020
62,CA- NAPA,90.45,56,51,63,83.26,97.53,56 [51 - 63],90.45% [83.26% - 97.53%],60,19,102,06-10-2020
65,CA- ALAMEDA CO.,90.69,358,325,387,83.85,95.66,358 [325 - 387],90.69% [83.85% - 95.66%],361,130,529,06-10-2020
69,CA- PALM SPR/RANCHO MIR.,87.12,70,64,80,82.09,93.2,70 [64 - 80],87.12% [82.09% - 93.2%],74,22,139,06-10-2020
73,CA- REDDING,86.25,63,57,72,81.76,91.37,63 [57 - 72],86.25% [81.76% - 91.37%],67,19,123,06-10-2020
77,CA- SACRAMENTO,92.6,601,543,662,84.22,100.44,601 [543 - 662],92.6% [84.22% - 100.44%],602,202,978,06-10-2020
78,CA- SALINAS,92.04,91,83,101,83.78,99.67,91 [83 - 101],92.04% [83.78% - 99.67%],95,30,156,06-10-2020
79,CA- SAN BERNARDINO,92.27,705,634,801,83.6,102.97,705 [634 - 801],92.27% [83.6% - 102.97%],709,208,1328,06-10-2020
80,CA- SAN DIEGO,92.09,847,762,951,83.68,101.47,847 [762 - 951],92.09% [83.68% - 101.47%],850,259,1510,06-10-2020
81,CA- SAN FRANCISCO,86.29,315,286,341,82.29,89.19,315 [286 - 341],86.29% [82.29% - 89.19%],319,116,466,06-10-2020
82,CA- SAN JOSE,92.9,385,349,416,84.69,98.8,385 [349 - 416],92.9% [84.69% - 98.8%],390,142,569,06-10-2020
83,CA- SAN LUIS OBISPO,92.38,55,50,62,83.29,102.15,55 [50 - 62],92.38% [83.29% - 102.15%],56,15,101,06-10-2020
85,CA- SAN MATEO CO.,87.04,187,170,202,82.56,90.24,187 [170 - 202],87.04% [82.56% - 90.24%],189,69,276,06-10-2020
86,CA- SANTA BARBARA,90.27,98,88,111,82.8,99.15,98 [88 - 111],90.27% [82.8% - 99.15%],99,27,185,06-10-2020
87,CA- SANTA CRUZ,97.82,60,55,66,86.13,107.02,60 [55 - 66],97.82% [86.13% - 107.02%],63,22,97,06-10-2020
89,CA- SANTA ROSA,86.03,109,99,119,82.1,88.97,109 [99 - 119],86.03% [82.1% - 88.97%],112,39,167,06-10-2020
91,CA- STOCKTON,93.41,139,126,153,84.33,101.35,139 [126 - 153],93.41% [84.33% - 101.35%],142,46,227,06-10-2020
96,CA- VENTURA,91.99,182,164,207,83.5,102.0,182 [164 - 207],91.99% [83.5% - 102.0%],188,55,346,06-10-2020
101,CO- BOULDER,83.91,14,14,19,81.68,90.74,14 [14 - 19],83.91% [81.68% - 90.74%],18,8,51,06-10-2020
102,CO- COLORADO SPRINGS,83.55,35,33,46,81.55,91.01,35 [33 - 46],83.55% [81.55% - 91.01%],36,16,114,06-10-2020
103,CO- DENVER,83.39,158,146,203,81.53,89.67,158 [146 - 203],83.39% [81.53% - 89.67%],161,73,462,06-10-2020
104,CO- FORT COLLINS,82.47,14,13,17,80.78,86.42,14 [13 - 17],82.47% [80.78% - 86.42%],15,5,41,06-10-2020
105,CO- GRAND JUNCTION,81.23,7,6,12,80.0,85.43,7 [6 - 12],81.23% [80.0% - 85.43%],9,0,43,06-10-2020
106,CO- GREELEY,82.34,14,14,20,81.03,87.21,14 [14 - 20],82.34% [81.03% - 87.21%],18,8,56,06-10-2020
107,CO- PUEBLO,80.5,0,0,2,80.0,82.38,0 [0 - 2],80.5% [80.0% - 82.38%],3,0,19,06-10-2020
109,CT- BRIDGEPORT,84.67,77,70,93,81.89,91.09,77 [70 - 93],84.67% [81.89% - 91.09%],79,32,188,06-10-2020
110,CT- HARTFORD,85.14,161,146,206,81.5,94.4,161 [146 - 206],85.14% [81.5% - 94.4%],167,49,469,06-10-2020
111,CT- NEW HAVEN,84.43,168,152,214,81.38,92.51,168 [152 - 214],84.43% [81.38% - 92.51%],170,53,482,06-10-2020
112,DE- WILMINGTON,81.39,21,20,27,80.59,83.28,21 [20 - 27],81.39% [80.59% - 83.28%],25,11,61,06-10-2020
113,DC- WASHINGTON,85.82,315,293,379,83.04,93.81,315 [293 - 379],85.82% [83.04% - 93.81%],319,167,758,06-10-2020
115,FL- BRADENTON,84.41,28,26,31,81.27,87.05,28 [26 - 31],84.41% [81.27% - 87.05%],31,9,50,06-10-2020
116,FL- CLEARWATER,82.94,42,39,47,80.86,84.76,42 [39 - 47],82.94% [80.86% - 84.76%],48,14,78,06-10-2020
118,FL- FORT LAUDERDALE,83.23,277,250,301,81.06,84.97,277 [250 - 301],83.23% [81.06% - 84.97%],280,92,432,06-10-2020
119,FL- FORT MYERS,83.31,124,112,135,81.05,85.15,124 [112 - 135],83.31% [81.05% - 85.15%],126,40,197,06-10-2020
120,FL- GAINESVILLE,82.93,49,45,55,80.76,84.78,49 [45 - 55],82.93% [80.76% - 84.78%],53,14,88,06-10-2020
122,FL- HUDSON,83.14,35,32,39,80.96,85.11,35 [32 - 39],83.14% [80.96% - 85.11%],39,12,64,06-10-2020
123,FL- JACKSONVILLE,83.35,162,145,183,80.94,86.25,162 [145 - 183],83.35% [80.94% - 86.25%],164,46,307,06-10-2020
124,FL- LAKELAND,83.69,35,32,39,81.03,86.09,35 [32 - 39],83.69% [81.03% - 86.09%],39,11,65,06-10-2020
