HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.78,400,363,418,81.91,86.13,400 [363 - 418],84.78% [81.91% - 86.13%],403,161,518,06-30-2020
2,AL- DOTHAN,86.76,86,78,90,82.71,88.66,86 [78 - 90],86.76% [82.71% - 88.66%],89,36,115,06-30-2020
5,AL- HUNTSVILLE,86.3,114,104,119,82.45,87.93,114 [104 - 119],86.3% [82.45% - 87.93%],118,46,149,06-30-2020
6,AL- MOBILE,86.68,187,172,194,82.84,88.16,187 [172 - 194],86.68% [82.84% - 88.16%],190,81,233,06-30-2020
7,AL- MONTGOMERY,85.5,81,74,85,82.01,87.18,81 [74 - 85],85.5% [82.01% - 87.18%],84,31,111,06-30-2020
9,AL- TUSCALOOSA,84.98,46,42,49,81.5,86.31,46 [42 - 49],84.98% [81.5% - 86.31%],49,15,63,06-30-2020
11,AZ- MESA,93.38,262,242,280,86.31,99.24,262 [242 - 280],93.38% [86.31% - 99.24%],264,125,381,06-30-2020
12,AZ- PHOENIX,88.76,658,608,704,84.18,92.67,658 [608 - 704],88.76% [84.18% - 92.67%],663,317,960,06-30-2020
14,AZ- SUN CITY,85.63,42,39,46,82.59,88.02,42 [39 - 46],85.63% [82.59% - 88.02%],45,21,65,06-30-2020
15,AZ- TUCSON,89.03,224,206,242,84.04,93.55,224 [206 - 242],89.03% [84.04% - 93.55%],227,102,342,06-30-2020
16,AR- FORT SMITH,82.57,30,28,32,81.33,83.59,30 [28 - 32],82.57% [81.33% - 83.59%],32,17,46,06-30-2020
18,AR- JONESBORO,82.49,20,19,22,81.22,83.65,20 [19 - 22],82.49% [81.22% - 83.65%],22,11,33,06-30-2020
19,AR- LITTLE ROCK,81.75,98,90,109,80.8,83.05,98 [90 - 109],81.75% [80.8% - 83.05%],101,46,176,06-30-2020
21,AR- SPRINGDALE,84.83,48,45,52,82.55,87.1,48 [45 - 52],84.83% [82.55% - 87.1%],51,27,75,06-30-2020
22,AR- TEXARKANA,83.77,33,31,35,81.84,85.2,33 [31 - 35],83.77% [81.84% - 85.2%],36,18,51,06-30-2020
23,CA- ORANGE CO.,86.17,469,421,496,81.93,88.51,469 [421 - 496],86.17% [81.93% - 88.51%],471,148,651,06-30-2020
