HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.58,299,265,354,80.96,88.04,299 [265 - 354],83.58% [80.96% - 88.04%],302,81,679,06-23-2020
2,AL- DOTHAN,82.98,36,32,45,80.83,87.38,36 [32 - 45],82.98% [80.83% - 87.38%],39,11,98,06-23-2020
5,AL- HUNTSVILLE,84.58,83,74,98,81.28,90.0,83 [74 - 98],84.58% [81.28% - 90.0%],86,24,188,06-23-2020
6,AL- MOBILE,83.62,99,89,121,81.09,88.44,99 [89 - 121],83.62% [81.09% - 88.44%],103,31,241,06-23-2020
7,AL- MONTGOMERY,83.66,52,46,64,80.71,88.73,52 [46 - 64],83.66% [80.71% - 88.73%],56,11,135,06-23-2020
9,AL- TUSCALOOSA,83.54,32,28,39,80.6,88.32,32 [28 - 39],83.54% [80.6% - 88.32%],35,6,83,06-23-2020
11,AZ- MESA,94.82,290,262,333,85.35,109.7,290 [262 - 333],94.82% [85.35% - 109.7%],293,106,588,06-23-2020
12,AZ- PHOENIX,89.37,706,636,811,83.34,99.01,706 [636 - 811],89.37% [83.34% - 99.01%],710,253,1440,06-23-2020
14,AZ- SUN CITY,86.23,46,42,54,82.22,92.47,46 [42 - 54],86.23% [82.22% - 92.47%],50,18,101,06-23-2020
15,AZ- TUCSON,89.04,225,201,264,82.77,99.61,225 [201 - 264],89.04% [82.77% - 99.61%],228,70,495,06-23-2020
16,AR- FORT SMITH,82.82,32,29,37,80.94,85.39,32 [29 - 37],82.82% [80.94% - 85.39%],36,12,69,06-23-2020
18,AR- JONESBORO,83.22,26,24,30,81.0,85.75,26 [24 - 30],83.22% [81.0% - 85.75%],29,9,52,06-23-2020
19,AR- LITTLE ROCK,83.73,212,190,231,81.09,85.84,212 [190 - 231],83.73% [81.09% - 85.84%],215,63,337,06-23-2020
21,AR- SPRINGDALE,86.36,63,57,71,82.18,91.45,63 [57 - 71],86.36% [82.18% - 91.45%],67,23,121,06-23-2020
22,AR- TEXARKANA,83.95,35,32,41,81.53,87.55,35 [32 - 41],83.95% [81.53% - 87.55%],38,15,74,06-23-2020
23,CA- ORANGE CO.,85.3,403,356,492,81.27,93.19,403 [356 - 492],85.3% [81.27% - 93.19%],405,97,1009,06-23-2020
25,CA- BAKERSFIELD,83.28,114,100,147,80.61,89.29,114 [100 - 147],83.28% [80.61% - 89.29%],118,22,336,06-23-2020
31,CA- CHICO,84.56,26,23,35,80.78,93.12,26 [23 - 35],84.56% [80.78% - 93.12%],29,5,84,06-23-2020
33,CA- CONTRA COSTA CO.,87.63,149,133,173,81.95,95.78,149 [133 - 173],87.63% [81.95% - 95.78%],152,39,316,06-23-2020
43,CA- FRESNO,85.22,115,101,150,80.96,95.24,115 [101 - 150],85.22% [80.96% - 95.24%],119,22,348,06-23-2020
56,CA- LOS ANGELES,84.03,1167,1029,1426,80.97,90.39,1167 [1029 - 1426],84.03% [80.97% - 90.39%],1000,240,2578,06-23-2020
58,CA- MODESTO,86.86,114,100,138,81.51,96.46,114 [100 - 138],86.86% [81.51% - 96.46%],117,26,283,06-23-2020
62,CA- NAPA,86.01,31,27,38,81.03,93.75,31 [27 - 38],86.01% [81.03% - 93.75%],34,6,80,06-23-2020
65,CA- ALAMEDA CO.,86.61,220,196,255,81.72,93.67,220 [196 - 255],86.61% [81.72% - 93.67%],223,58,462,06-23-2020
