HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.08,425,383,464,81.61,88.05,425 [383 - 464],85.08% [81.61% - 88.05%],428,136,680,06-30-2020
2,AL- DOTHAN,85.97,76,69,85,81.96,90.54,76 [69 - 85],85.97% [81.96% - 90.54%],79,26,140,06-30-2020
5,AL- HUNTSVILLE,86.25,115,104,127,81.86,90.32,115 [104 - 127],86.25% [81.86% - 90.32%],117,35,194,06-30-2020
6,AL- MOBILE,85.83,162,147,181,82.1,90.05,162 [147 - 181],85.83% [82.1% - 90.05%],166,60,287,06-30-2020
7,AL- MONTGOMERY,85.36,79,71,88,81.29,89.18,79 [71 - 88],85.36% [81.29% - 89.18%],82,20,142,06-30-2020
9,AL- TUSCALOOSA,84.98,47,42,53,81.1,88.32,47 [42 - 53],84.98% [81.1% - 88.32%],49,11,83,06-30-2020
11,AZ- MESA,99.72,388,358,415,90.56,107.88,388 [358 - 415],99.72% [90.56% - 107.88%],390,209,552,06-30-2020
12,AZ- PHOENIX,92.79,966,890,1032,86.6,98.14,966 [890 - 1032],92.79% [86.6% - 98.14%],969,500,1374,06-30-2020
14,AZ- SUN CITY,88.3,63,59,67,84.44,91.73,63 [59 - 67],88.3% [84.44% - 91.73%],67,36,95,06-30-2020
15,AZ- TUCSON,93.18,329,299,351,85.71,98.42,329 [299 - 351],93.18% [85.71% - 98.42%],332,144,465,06-30-2020
16,AR- FORT SMITH,84.29,52,48,54,81.95,85.39,52 [48 - 54],84.29% [81.95% - 85.39%],54,25,69,06-30-2020
18,AR- JONESBORO,83.91,32,30,34,81.66,85.31,32 [30 - 34],83.91% [81.66% - 85.31%],35,15,48,06-30-2020
19,AR- LITTLE ROCK,83.38,192,176,203,81.61,84.61,192 [176 - 203],83.38% [81.61% - 84.61%],195,93,266,06-30-2020
21,AR- SPRINGDALE,88.21,83,77,88,83.78,90.79,83 [77 - 88],88.21% [83.78% - 90.79%],86,40,114,06-30-2020
22,AR- TEXARKANA,86.27,56,53,59,83.37,87.76,56 [53 - 59],86.27% [83.37% - 87.76%],61,33,76,06-30-2020
23,CA- ORANGE CO.,85.95,452,403,512,81.52,90.95,452 [403 - 512],85.95% [81.52% - 90.95%],455,116,838,06-30-2020
25,CA- BAKERSFIELD,83.95,140,123,168,80.69,89.02,140 [123 - 168],83.95% [80.69% - 89.02%],142,25,326,06-30-2020
31,CA- CHICO,85.72,35,31,42,80.78,93.44,35 [31 - 42],85.72% [80.78% - 93.44%],36,5,86,06-30-2020
33,CA- CONTRA COSTA CO.,86.83,133,120,145,81.95,90.73,133 [120 - 145],86.83% [81.95% - 90.73%],136,39,215,06-30-2020
43,CA- FRESNO,86.44,144,127,174,81.1,95.33,144 [127 - 174],86.44% [81.1% - 95.33%],147,25,350,06-30-2020
56,CA- LOS ANGELES,84.79,1297,1154,1473,81.16,90.13,1297 [1154 - 1473],84.79% [81.16% - 90.13%],1187,287,2513,06-30-2020
58,CA- MODESTO,87.25,122,109,137,81.63,92.86,122 [109 - 137],87.25% [81.63% - 92.86%],124,28,221,06-30-2020
62,CA- NAPA,86.02,33,30,38,81.37,90.48,33 [30 - 38],86.02% [81.37% - 90.48%],35,8,61,06-30-2020
65,CA- ALAMEDA CO.,85.9,196,177,214,81.72,89.26,196 [177 - 214],85.9% [81.72% - 89.26%],199,58,313,06-30-2020
69,CA- PALM SPR/RANCHO MIR.,84.41,42,38,48,81.04,88.17,42 [38 - 48],84.41% [81.04% - 88.17%],46,11,86,06-30-2020
73,CA- REDDING,83.5,35,32,41,80.65,87.49,35 [32 - 41],83.5% [80.65% - 87.49%],37,7,81,06-30-2020
77,CA- SACRAMENTO,87.37,350,313,388,81.92,92.23,350 [313 - 388],87.37% [81.92% - 92.23%],352,92,585,06-30-2020
78,CA- SALINAS,86.95,52,47,58,81.64,91.48,52 [47 - 58],86.95% [81.64% - 91.48%],55,13,91,06-30-2020
79,CA- SAN BERNARDINO,87.61,437,389,497,81.87,94.2,437 [389 - 497],87.61% [81.87% - 94.2%],440,108,821,06-30-2020
80,CA- SAN DIEGO,87.25,507,451,572,81.81,93.08,507 [451 - 572],87.25% [81.81% - 93.08%],510,127,920,06-30-2020
81,CA- SAN FRANCISCO,83.47,174,157,190,81.01,85.46,174 [157 - 190],83.47% [81.01% - 85.46%],176,51,277,06-30-2020
82,CA- SAN JOSE,87.12,212,190,231,82.08,91.2,212 [190 - 231],87.12% [82.08% - 91.2%],215,63,339,06-30-2020
83,CA- SAN LUIS OBISPO,87.1,28,25,33,81.32,93.38,28 [25 - 33],87.1% [81.32% - 93.38%],32,6,61,06-30-2020
85,CA- SAN MATEO CO.,83.89,100,90,109,81.15,86.08,100 [90 - 109],83.89% [81.15% - 86.08%],104,31,164,06-30-2020
86,CA- SANTA BARBARA,86.08,55,49,64,81.24,91.7,55 [49 - 64],86.08% [81.24% - 91.7%],58,12,113,06-30-2020
87,CA- SANTA CRUZ,89.96,33,30,37,82.51,95.88,33 [30 - 37],89.96% [82.51% - 95.88%],35,9,57,06-30-2020
89,CA- SANTA ROSA,83.32,56,51,62,80.91,85.27,56 [51 - 62],83.32% [80.91% - 85.27%],61,17,98,06-30-2020
91,CA- STOCKTON,87.68,77,69,85,81.98,92.61,77 [69 - 85],87.68% [81.98% - 92.61%],81,21,134,06-30-2020
96,CA- VENTURA,87.26,110,98,126,81.65,93.54,110 [98 - 126],87.26% [81.65% - 93.54%],114,26,213,06-30-2020
101,CO- BOULDER,92.6,56,52,60,85.68,97.68,56 [52 - 60],92.6% [85.68% - 97.68%],59,27,84,06-30-2020
102,CO- COLORADO SPRINGS,95.16,154,141,168,86.28,102.9,154 [141 - 168],95.16% [86.28% - 102.9%],156,65,237,06-30-2020
103,CO- DENVER,91.35,539,496,577,85.11,96.04,539 [496 - 577],91.35% [85.11% - 96.04%],542,244,766,06-30-2020
104,CO- FORT COLLINS,90.45,63,58,68,84.23,95.81,63 [58 - 68],90.45% [84.23% - 95.81%],66,27,101,06-30-2020
105,CO- GRAND JUNCTION,87.3,56,51,60,82.4,90.61,56 [51 - 60],87.3% [82.4% - 90.61%],57,19,84,06-30-2020
106,CO- GREELEY,89.41,70,65,75,83.86,93.38,70 [65 - 75],89.41% [83.86% - 93.38%],73,30,104,06-30-2020
107,CO- PUEBLO,84.34,28,26,32,81.13,86.77,28 [26 - 32],84.34% [81.13% - 86.77%],34,9,54,06-30-2020
109,CT- BRIDGEPORT,92.06,200,182,241,84.25,108.5,200 [182 - 241],92.06% [84.25% - 108.5%],204,72,483,06-30-2020
110,CT- HARTFORD,96.19,522,475,647,85.93,122.05,522 [475 - 647],96.19% [85.93% - 122.05%],527,193,1369,06-30-2020
111,CT- NEW HAVEN,92.75,487,441,601,84.49,112.94,487 [441 - 601],92.75% [84.49% - 112.94%],490,173,1269,06-30-2020
112,DE- WILMINGTON,89.73,177,167,185,86.07,92.08,177 [167 - 185],89.73% [86.07% - 92.08%],181,113,225,06-30-2020
113,DC- WASHINGTON,92.5,683,641,708,87.4,95.19,683 [641 - 708],92.5% [87.4% - 95.19%],685,406,834,06-30-2020
115,FL- BRADENTON,98.85,131,116,143,83.95,110.32,131 [116 - 143],98.85% [83.95% - 110.32%],133,28,215,06-30-2020
116,FL- CLEARWATER,92.85,207,184,227,82.87,100.59,207 [184 - 227],92.85% [82.87% - 100.59%],210,47,337,06-30-2020
118,FL- FORT LAUDERDALE,92.1,1190,1061,1294,82.89,101.42,1190 [1061 - 1294],92.1% [82.89% - 101.42%],1052,251,1863,06-30-2020
119,FL- FORT MYERS,93.87,528,468,576,83.03,102.06,528 [468 - 576],93.87% [83.03% - 102.06%],530,116,844,06-30-2020
120,FL- GAINESVILLE,92.17,220,194,245,82.77,100.32,220 [194 - 245],92.17% [82.77% - 100.32%],224,51,374,06-30-2020
122,FL- HUDSON,93.7,168,149,185,83.04,102.12,168 [149 - 185],93.7% [83.04% - 102.12%],171,38,277,06-30-2020
123,FL- JACKSONVILLE,93.07,638,572,700,83.83,101.03,638 [572 - 700],93.07% [83.83% - 101.03%],641,188,1033,06-30-2020
124,FL- LAKELAND,96.31,171,152,188,83.65,106.22,171 [152 - 188],96.31% [83.65% - 106.22%],174,39,280,06-30-2020
127,FL- MIAMI,91.23,1360,1212,1478,82.65,99.71,1360 [1212 - 1478],91.23% [82.65% - 99.71%],1211,286,2125,06-30-2020
129,FL- OCALA,96.19,219,194,242,83.51,106.68,219 [194 - 242],96.19% [83.51% - 106.68%],221,48,365,06-30-2020
130,FL- ORLANDO,92.82,1587,1402,1747,82.87,104.85,1587 [1402 - 1747],92.82% [82.87% - 104.85%],1328,297,2575,06-30-2020
131,FL- ORMOND BEACH,89.93,161,143,178,82.12,96.14,161 [143 - 178],89.93% [82.12% - 96.14%],164,35,267,06-30-2020
133,FL- PANAMA CITY,92.96,82,73,94,83.01,103.8,82 [73 - 94],92.96% [83.01% - 103.8%],86,20,158,06-30-2020
134,FL- PENSACOLA,92.59,292,260,325,83.19,101.12,292 [260 - 325],92.59% [83.19% - 101.12%],295,75,496,06-30-2020
137,FL- SARASOTA,92.3,174,154,192,82.56,99.86,174 [154 - 192],92.3% [82.56% - 99.86%],177,37,287,06-30-2020
139,FL- ST PETERSBURG,90.7,166,147,183,82.38,97.15,166 [147 - 183],90.7% [82.38% - 97.15%],170,38,274,06-30-2020
140,FL- TALLAHASSEE,89.65,258,236,281,84.04,95.35,258 [236 - 281],89.65% [84.04% - 95.35%],260,109,414,06-30-2020
141,FL- TAMPA,94.63,619,549,678,83.4,103.38,619 [549 - 678],94.63% [83.4% - 103.38%],623,145,996,06-30-2020
142,GA- ALBANY,82.98,27,26,30,82.07,84.33,27 [26 - 30],82.98% [82.07% - 84.33%],31,22,46,06-30-2020
144,GA- ATLANTA,89.92,1184,1141,1254,87.4,93.67,1184 [1141 - 1254],89.92% [87.4% - 93.67%],1188,886,1637,06-30-2020
145,GA- AUGUSTA,84.93,118,114,123,83.71,86.23,118 [114 - 123],84.93% [83.71% - 86.23%],120,91,153,06-30-2020
146,GA- COLUMBUS,86.22,74,70,78,83.89,87.94,74 [70 - 78],86.22% [83.89% - 87.94%],78,49,100,06-30-2020
147,GA- MACON,86.59,143,138,152,84.61,89.03,143 [138 - 152],86.59% [84.61% - 89.03%],147,103,202,06-30-2020
148,GA- ROME,86.93,47,46,50,85.05,89.29,47 [46 - 50],86.93% [85.05% - 89.29%],50,37,68,06-30-2020
149,GA- SAVANNAH,88.61,173,165,182,85.83,91.32,173 [165 - 182],88.61% [85.83% - 91.32%],177,120,233,06-30-2020
151,ID- BOISE,85.54,111,99,121,81.3,88.57,111 [99 - 121],85.54% [81.3% - 88.57%],115,27,178,06-30-2020
152,ID- IDAHO FALLS,85.88,23,20,26,81.3,90.2,23 [20 - 26],85.88% [81.3% - 90.2%],27,6,47,06-30-2020
154,IL- AURORA,88.53,41,38,43,83.98,90.63,41 [38 - 43],88.53% [83.98% - 90.63%],44,21,56,06-30-2020
155,IL- BLUE ISLAND,83.91,96,88,100,81.89,84.89,96 [88 - 100],83.91% [81.89% - 84.89%],99,48,124,06-30-2020
156,IL- CHICAGO,83.86,329,303,341,81.89,84.85,329 [303 - 341],83.86% [81.89% - 84.85%],330,162,415,06-30-2020
158,IL- ELGIN,89.19,96,88,100,84.33,91.51,96 [88 - 100],89.19% [84.33% - 91.51%],99,47,125,06-30-2020
161,IL- EVANSTON,85.46,129,119,134,82.65,86.83,129 [119 - 134],85.46% [82.65% - 86.83%],131,64,165,06-30-2020
163,IL- HINSDALE,85.86,61,57,64,82.82,87.36,61 [57 - 64],85.86% [82.82% - 87.36%],64,31,81,06-30-2020
164,IL- JOLIET,87.15,92,85,96,83.39,88.9,92 [85 - 96],87.15% [83.39% - 88.9%],94,45,118,06-30-2020
166,IL- MELROSE PARK,85.69,173,160,180,82.75,87.14,173 [160 - 180],85.69% [82.75% - 87.14%],176,85,221,06-30-2020
170,IL- PEORIA,85.57,98,89,105,81.67,87.53,98 [89 - 105],85.57% [81.67% - 87.53%],103,31,140,06-30-2020
171,IL- ROCKFORD,87.11,106,97,111,83.0,88.88,106 [97 - 111],87.11% [83.0% - 88.88%],108,46,136,06-30-2020
172,IL- SPRINGFIELD,85.21,126,114,137,81.61,87.62,126 [114 - 137],85.21% [81.61% - 87.62%],132,41,194,06-30-2020
173,IL- URBANA,87.34,70,64,76,82.21,90.3,70 [64 - 76],87.34% [82.21% - 90.3%],76,23,107,06-30-2020
175,IL- BLOOMINGTON,92.35,28,26,30,83.37,96.48,28 [26 - 30],92.35% [83.37% - 96.48%],32,9,44,06-30-2020
179,IN- EVANSVILLE,88.25,164,147,186,82.3,94.87,164 [147 - 186],88.25% [82.3% - 94.87%],168,47,304,06-30-2020
180,IN- FORT WAYNE,90.32,225,200,257,82.53,99.44,225 [200 - 257],90.32% [82.53% - 99.44%],228,56,430,06-30-2020
181,IN- GARY,90.48,153,142,161,84.91,93.21,153 [142 - 161],90.48% [84.91% - 93.21%],157,74,199,06-30-2020
183,IN- INDIANAPOLIS,93.43,859,768,931,83.54,100.04,859 [768 - 931],93.43% [83.54% - 100.04%],861,227,1286,06-30-2020
184,IN- LAFAYETTE,90.34,72,64,80,82.7,96.87,72 [64 - 80],90.34% [82.7% - 96.87%],76,20,125,06-30-2020
185,IN- MUNCIE,91.56,43,38,48,82.63,98.62,43 [38 - 48],91.56% [82.63% - 98.62%],48,11,78,06-30-2020
186,IN- MUNSTER,86.93,76,71,79,83.47,88.41,76 [71 - 79],86.93% [83.47% - 88.41%],79,40,97,06-30-2020
187,IN- SOUTH BEND,91.76,175,158,196,83.73,99.95,175 [158 - 196],91.76% [83.73% - 99.95%],179,57,305,06-30-2020
188,IN- TERRE HAUTE,89.43,48,44,54,83.15,96.14,48 [44 - 54],89.43% [83.15% - 96.14%],50,17,87,06-30-2020
