HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.39,177,162,212,82.12,89.56,177 [162 - 212],84.39% [82.12% - 89.56%],370,179,807,10-06-2020
2,AL- DOTHAN,88.56,49,45,65,83.92,102.59,49 [45 - 65],88.56% [83.92% - 102.59%],113,52,300,10-06-2020
5,AL- HUNTSVILLE,85.06,42,40,50,82.77,89.84,42 [40 - 50],85.06% [82.77% - 89.84%],95,52,185,10-06-2020
6,AL- MOBILE,96.14,213,192,284,86.06,129.7,213 [192 - 284],96.14% [86.06% - 129.7%],461,173,1420,10-06-2020
7,AL- MONTGOMERY,82.82,19,18,22,80.91,84.59,19 [18 - 22],82.82% [80.91% - 84.59%],43,14,71,10-06-2020
9,AL- TUSCALOOSA,95.63,68,60,101,83.21,137.82,68 [60 - 101],95.63% [83.21% - 137.82%],155,32,577,10-06-2020
11,AZ- MESA,83.15,28,27,32,81.62,86.06,28 [27 - 32],83.15% [81.62% - 86.06%],62,32,120,10-06-2020
12,AZ- PHOENIX,84.14,149,136,183,81.7,89.27,149 [136 - 183],84.14% [81.7% - 89.27%],313,129,702,10-06-2020
14,AZ- SUN CITY,81.25,0,0,1,80.62,82.35,0 [0 - 1],81.25% [80.62% - 82.35%],10,5,19,10-06-2020
15,AZ- TUCSON,82.06,21,19,32,80.48,87.09,21 [19 - 32],82.06% [80.48% - 87.09%],51,12,179,10-06-2020
16,AR- FORT SMITH,89.79,56,52,69,84.37,101.7,56 [52 - 69],89.79% [84.37% - 101.7%],125,56,278,10-06-2020
18,AR- JONESBORO,90.87,46,41,53,83.32,100.02,46 [41 - 53],90.87% [83.32% - 100.02%],98,30,181,10-06-2020
19,AR- LITTLE ROCK,87.35,207,187,243,82.63,94.99,207 [187 - 243],87.35% [82.63% - 94.99%],424,152,865,10-06-2020
