HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,94.91,666,650,690,93.05,97.22,666 [650 - 690],94.91% [93.05% - 97.22%],1258,1102,1454,09-15-2020
2,AL- DOTHAN,90.28,66,64,68,88.73,91.37,66 [64 - 68],90.28% [88.73% - 91.37%],136,116,151,09-15-2020
5,AL- HUNTSVILLE,89.08,81,80,85,87.98,90.74,81 [80 - 85],89.08% [87.98% - 90.74%],170,150,202,09-15-2020
6,AL- MOBILE,85.26,65,65,68,84.97,85.99,65 [65 - 68],85.26% [84.97% - 85.99%],150,142,171,09-15-2020
7,AL- MONTGOMERY,90.13,82,81,83,89.12,91.13,82 [81 - 83],90.13% [89.12% - 91.13%],156,141,172,09-15-2020
9,AL- TUSCALOOSA,94.14,70,68,73,90.32,96.63,70 [68 - 73],94.14% [90.32% - 96.63%],141,103,166,09-15-2020
11,AZ- MESA,87.17,63,62,65,86.46,88.23,63 [62 - 65],87.17% [86.46% - 88.23%],142,128,163,09-15-2020
12,AZ- PHOENIX,84.17,146,143,150,83.67,84.7,146 [143 - 150],84.17% [83.67% - 84.7%],316,278,356,09-15-2020
14,AZ- SUN CITY,82.46,7,7,7,82.1,82.72,7 [7 - 7],82.46% [82.1% - 82.72%],19,17,22,09-15-2020
15,AZ- TUCSON,83.49,35,35,37,83.25,83.92,35 [35 - 37],83.49% [83.25% - 83.92%],88,82,99,09-15-2020
16,AR- FORT SMITH,84.68,21,21,22,84.45,84.92,21 [21 - 22],84.68% [84.45% - 84.92%],59,57,63,09-15-2020
18,AR- JONESBORO,88.1,34,34,37,86.86,89.85,34 [34 - 37],88.1% [86.86% - 89.85%],73,62,89,09-15-2020
19,AR- LITTLE ROCK,85.0,143,137,148,84.05,85.8,143 [137 - 148],85.0% [84.05% - 85.8%],288,234,335,09-15-2020
21,AR- SPRINGDALE,101.55,122,116,134,95.8,110.84,122 [116 - 134],101.55% [95.8% - 110.84%],227,167,326,09-15-2020
22,AR- TEXARKANA,84.67,21,21,23,84.59,85.2,21 [21 - 23],84.67% [84.59% - 85.2%],45,45,51,09-15-2020
