HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,87.7,311,303,322,87.07,88.4,311 [303 - 322],87.7% [87.07% - 88.4%],650,597,709,10-06-2020
2,AL- DOTHAN,93.55,94,91,98,91.75,94.53,94 [91 - 98],93.55% [91.75% - 94.53%],179,156,193,10-06-2020
5,AL- HUNTSVILLE,87.93,69,69,71,87.5,88.4,69 [69 - 71],87.93% [87.5% - 88.4%],149,141,158,10-06-2020
6,AL- MOBILE,89.19,138,134,143,88.47,90.12,138 [134 - 143],89.19% [88.47% - 90.12%],262,242,289,10-06-2020
7,AL- MONTGOMERY,85.61,37,37,39,85.24,86.34,37 [37 - 39],85.61% [85.24% - 86.34%],86,81,98,10-06-2020
9,AL- TUSCALOOSA,100.63,95,92,102,98.04,103.35,95 [92 - 102],100.63% [98.04% - 103.35%],205,180,233,10-06-2020
11,AZ- MESA,86.49,58,57,60,85.66,86.92,58 [57 - 60],86.49% [85.66% - 86.92%],128,112,137,10-06-2020
12,AZ- PHOENIX,85.06,186,180,193,84.38,85.47,186 [180 - 193],85.06% [84.38% - 85.47%],383,332,414,10-06-2020
14,AZ- SUN CITY,82.64,7,7,7,82.22,82.84,7 [7 - 7],82.64% [82.22% - 82.84%],21,18,23,10-06-2020
15,AZ- TUCSON,85.17,54,53,57,84.64,85.67,54 [53 - 57],85.17% [84.64% - 85.67%],130,117,143,10-06-2020
16,AR- FORT SMITH,88.88,56,55,58,88.2,89.6,56 [55 - 58],88.88% [88.2% - 89.6%],113,105,123,10-06-2020
18,AR- JONESBORO,91.07,49,49,50,90.62,91.62,49 [49 - 50],91.07% [90.62% - 91.62%],100,96,105,10-06-2020
19,AR- LITTLE ROCK,86.56,186,182,195,86.22,87.38,186 [182 - 195],86.56% [86.22% - 87.38%],378,359,426,10-06-2020
21,AR- SPRINGDALE,93.27,68,66,69,92.2,94.1,68 [66 - 69],93.27% [92.2% - 94.1%],140,129,149,10-06-2020
22,AR- TEXARKANA,84.8,21,21,22,83.88,85.1,21 [21 - 22],84.8% [83.88% - 85.1%],47,38,50,10-06-2020
23,CA- ORANGE CO.,83.49,127,125,131,83.11,83.86,127 [125 - 131],83.49% [83.11% - 83.86%],267,238,295,10-06-2020
25,CA- BAKERSFIELD,83.74,57,56,59,83.46,84.07,57 [56 - 59],83.74% [83.46% - 84.07%],135,125,147,10-06-2020
31,CA- CHICO,83.33,7,7,8,82.97,83.75,7 [7 - 8],83.33% [82.97% - 83.75%],21,19,24,10-06-2020
33,CA- CONTRA COSTA CO.,85.33,49,48,50,84.79,85.89,49 [48 - 50],85.33% [84.79% - 85.89%],106,96,118,10-06-2020
43,CA- FRESNO,87.51,76,75,79,86.83,88.15,76 [75 - 79],87.51% [86.83% - 88.15%],171,156,186,10-06-2020
56,CA- LOS ANGELES,84.87,585,568,604,84.33,85.42,585 [568 - 604],84.87% [84.33% - 85.42%],1207,1073,1344,10-06-2020
58,CA- MODESTO,83.84,25,24,27,83.49,84.25,25 [24 - 27],83.84% [83.49% - 84.25%],65,60,73,10-06-2020
62,CA- NAPA,85.49,14,14,14,84.81,85.33,14 [14 - 14],85.49% [84.81% - 85.33%],31,28,31,10-06-2020
65,CA- ALAMEDA CO.,82.75,36,36,38,82.4,83.08,36 [36 - 38],82.75% [82.4% - 83.08%],92,81,104,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,84.3,21,21,21,83.89,84.65,21 [21 - 21],84.3% [83.89% - 84.65%],45,41,49,10-06-2020
73,CA- REDDING,84.62,28,28,29,84.16,84.99,28 [28 - 29],84.62% [84.16% - 84.99%],49,45,54,10-06-2020
77,CA- SACRAMENTO,83.92,80,78,82,83.51,84.26,80 [78 - 82],83.92% [83.51% - 84.26%],187,168,204,10-06-2020
78,CA- SALINAS,88.27,26,26,27,87.57,88.95,26 [26 - 27],88.27% [87.57% - 88.95%],65,60,71,10-06-2020
79,CA- SAN BERNARDINO,88.16,224,219,230,87.49,88.75,224 [219 - 230],88.16% [87.49% - 88.75%],471,433,506,10-06-2020
80,CA- SAN DIEGO,85.76,190,184,197,84.92,86.67,190 [184 - 197],85.76% [84.92% - 86.67%],404,346,469,10-06-2020
81,CA- SAN FRANCISCO,82.11,49,48,50,81.87,82.39,49 [48 - 50],82.11% [81.87% - 82.39%],107,95,121,10-06-2020
82,CA- SAN JOSE,83.32,42,41,45,82.94,84.23,42 [41 - 45],83.32% [82.94% - 84.23%],100,89,128,10-06-2020
83,CA- SAN LUIS OBISPO,84.97,7,7,8,84.61,86.58,7 [7 - 8],84.97% [84.61% - 86.58%],22,21,30,10-06-2020
85,CA- SAN MATEO CO.,82.36,25,25,26,82.15,82.56,25 [25 - 26],82.36% [82.15% - 82.56%],63,58,69,10-06-2020
86,CA- SANTA BARBARA,83.69,14,14,14,83.42,84.24,14 [14 - 14],83.69% [83.42% - 84.24%],35,33,41,10-06-2020
87,CA- SANTA CRUZ,87.03,7,7,7,86.96,86.96,7 [7 - 7],87.03% [86.96% - 86.96%],25,25,25,10-06-2020
89,CA- SANTA ROSA,83.8,28,28,29,83.55,84.14,28 [28 - 29],83.8% [83.55% - 84.14%],70,66,77,10-06-2020
91,CA- STOCKTON,83.79,11,11,12,83.39,84.23,11 [11 - 12],83.79% [83.39% - 84.23%],40,36,45,10-06-2020
96,CA- VENTURA,84.63,32,32,33,84.2,84.9,32 [32 - 33],84.63% [84.2% - 84.9%],72,66,77,10-06-2020
101,CO- BOULDER,95.04,28,28,30,93.68,97.26,28 [28 - 30],95.04% [93.68% - 97.26%],71,65,82,10-06-2020
102,CO- COLORADO SPRINGS,85.31,27,27,28,84.93,85.41,27 [27 - 28],85.31% [84.93% - 85.41%],55,51,56,10-06-2020
103,CO- DENVER,93.41,345,334,357,92.12,94.65,345 [334 - 357],93.41% [92.12% - 94.65%],640,579,700,10-06-2020
104,CO- FORT COLLINS,91.47,37,36,38,90.33,92.99,37 [36 - 38],91.47% [90.33% - 92.99%],73,66,83,10-06-2020
105,CO- GRAND JUNCTION,82.91,14,14,15,82.65,83.28,14 [14 - 15],82.91% [82.65% - 83.28%],23,21,26,10-06-2020
106,CO- GREELEY,89.01,35,35,36,87.85,89.78,35 [35 - 36],89.01% [87.85% - 89.78%],70,61,76,10-06-2020
107,CO- PUEBLO,83.01,14,14,14,82.01,83.13,14 [14 - 14],83.01% [82.01% - 83.13%],24,16,25,10-06-2020
109,CT- BRIDGEPORT,86.55,54,53,55,85.96,86.67,54 [53 - 55],86.55% [85.96% - 86.67%],111,101,113,10-06-2020
110,CT- HARTFORD,90.21,179,174,183,88.97,90.84,179 [174 - 183],90.21% [88.97% - 90.84%],332,292,353,10-06-2020
111,CT- NEW HAVEN,87.15,149,146,155,86.1,87.81,149 [146 - 155],87.15% [86.1% - 87.81%],275,235,301,10-06-2020
112,DE- WILMINGTON,90.06,102,99,105,89.24,90.85,102 [99 - 105],90.06% [89.24% - 90.85%],187,172,202,10-06-2020
113,DC- WASHINGTON,86.33,166,163,171,85.9,87.07,166 [163 - 171],86.33% [85.9% - 87.07%],347,324,388,10-06-2020
115,FL- BRADENTON,84.42,14,14,14,83.95,84.94,14 [14 - 14],84.42% [83.95% - 84.94%],31,28,35,10-06-2020
116,FL- CLEARWATER,82.1,14,14,14,81.77,82.44,14 [14 - 14],82.1% [81.77% - 82.44%],34,29,40,10-06-2020
118,FL- FORT LAUDERDALE,82.38,89,87,92,82.14,82.7,89 [87 - 92],82.38% [82.14% - 82.7%],207,186,235,10-06-2020
119,FL- FORT MYERS,82.42,39,39,40,82.09,82.51,39 [39 - 40],82.42% [82.09% - 82.51%],92,80,96,10-06-2020
120,FL- GAINESVILLE,85.88,47,45,49,84.89,86.25,47 [45 - 49],85.88% [84.89% - 86.25%],108,90,115,10-06-2020
122,FL- HUDSON,82.77,14,14,14,82.4,83.04,14 [14 - 14],82.77% [82.4% - 83.04%],34,30,38,10-06-2020
