region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.32,161,146,202,81.47,87.71,161 [146 - 202],83.32% [81.47% - 87.71%],280,124,651,10-06-2020
2,AL- DOTHAN,86.33,52,46,69,82.33,98.83,52 [46 - 69],86.33% [82.33% - 98.83%],84,31,250,10-06-2020
5,AL- HUNTSVILLE,83.88,45,41,52,82.13,87.82,45 [41 - 52],83.88% [82.13% - 87.82%],73,40,147,10-06-2020
6,AL- MOBILE,91.62,167,148,233,83.92,118.36,167 [148 - 233],91.62% [83.92% - 118.36%],332,112,1096,10-06-2020
7,AL- MONTGOMERY,81.94,7,7,11,80.78,83.82,7 [7 - 11],81.94% [80.78% - 83.82%],30,12,59,10-06-2020
9,AL- TUSCALOOSA,90.52,48,41,81,81.8,125.59,48 [41 - 81],90.52% [81.8% - 125.59%],105,18,455,10-06-2020
11,AZ- MESA,82.37,28,26,33,81.21,84.85,28 [26 - 33],82.37% [81.21% - 84.85%],47,24,96,10-06-2020
12,AZ- PHOENIX,83.14,135,122,172,81.24,87.67,135 [122 - 172],83.14% [81.24% - 87.67%],238,94,581,10-06-2020
14,AZ- SUN CITY,80.86,7,6,7,80.49,81.85,7 [6 - 7],80.86% [80.49% - 81.85%],7,4,15,10-06-2020
15,AZ- TUCSON,81.66,30,26,41,80.4,86.46,30 [26 - 41],81.66% [80.4% - 86.46%],42,10,163,10-06-2020
16,AR- FORT SMITH,87.34,56,51,73,83.28,98.27,56 [51 - 73],87.34% [83.28% - 98.27%],94,42,234,10-06-2020
18,AR- JONESBORO,88.19,42,37,50,81.99,96.59,42 [37 - 50],88.19% [81.99% - 96.59%],74,18,150,10-06-2020
19,AR- LITTLE ROCK,85.73,197,176,239,81.85,92.28,197 [176 - 239],85.73% [81.85% - 92.28%],331,107,709,10-06-2020
21,AR- SPRINGDALE,86.81,42,39,50,82.84,94.95,42 [39 - 50],86.81% [82.84% - 94.95%],72,30,158,10-06-2020
22,AR- TEXARKANA,84.9,28,25,37,81.53,92.65,28 [25 - 37],84.9% [81.53% - 92.65%],48,15,124,10-06-2020
23,CA- ORANGE CO.,81.8,83,76,104,80.91,84.12,83 [76 - 104],81.8% [80.91% - 84.12%],138,70,315,10-06-2020
25,CA- BAKERSFIELD,80.94,21,19,25,80.61,82.13,21 [19 - 25],80.94% [80.61% - 82.13%],34,22,77,10-06-2020
31,CA- CHICO,86.41,28,26,34,82.66,95.47,28 [26 - 34],86.41% [82.66% - 95.47%],41,17,99,10-06-2020
33,CA- CONTRA COSTA CO.,82.55,28,26,34,81.3,85.19,28 [26 - 34],82.55% [81.3% - 85.19%],51,26,104,10-06-2020
43,CA- FRESNO,81.97,24,22,30,81.14,84.77,24 [22 - 30],81.97% [81.14% - 84.77%],45,26,109,10-06-2020
56,CA- LOS ANGELES,83.13,483,443,597,81.53,87.06,483 [443 - 597],83.13% [81.53% - 87.06%],777,380,1750,10-06-2020
58,CA- MODESTO,80.23,0,0,1,80.06,80.7,0 [0 - 1],80.23% [80.06% - 80.7%],4,1,12,10-06-2020
62,CA- NAPA,82.75,7,6,10,81.89,87.9,7 [6 - 10],82.75% [81.89% - 87.9%],16,11,46,10-06-2020
65,CA- ALAMEDA CO.,80.83,16,14,18,80.41,81.54,16 [14 - 18],80.83% [80.41% - 81.54%],28,14,52,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,83.04,21,19,25,81.52,86.55,21 [19 - 25],83.04% [81.52% - 86.55%],32,16,69,10-06-2020
73,CA- REDDING,109.57,148,132,196,93.77,161.05,148 [132 - 196],109.57% [93.77% - 161.05%],320,149,877,10-06-2020
77,CA- SACRAMENTO,81.07,30,27,47,80.4,83.85,30 [27 - 47],81.07% [80.4% - 83.85%],51,19,184,10-06-2020
78,CA- SALINAS,82.27,14,13,15,81.01,84.29,14 [13 - 15],82.27% [81.01% - 84.29%],18,8,34,10-06-2020
79,CA- SAN BERNARDINO,85.5,203,186,244,82.77,91.69,203 [186 - 244],85.5% [82.77% - 91.69%],318,160,676,10-06-2020
80,CA- SAN DIEGO,82.93,128,116,156,81.27,86.65,128 [116 - 156],82.93% [81.27% - 86.65%],206,89,468,10-06-2020
81,CA- SAN FRANCISCO,80.85,25,22,30,80.35,81.68,25 [22 - 30],80.85% [80.35% - 81.68%],43,18,85,10-06-2020
82,CA- SAN JOSE,80.86,14,13,18,80.33,82.18,14 [13 - 18],80.86% [80.33% - 82.18%],26,10,66,10-06-2020
83,CA- SAN LUIS OBISPO,83.73,10,9,11,81.75,85.48,10 [9 - 11],83.73% [81.75% - 85.48%],17,8,25,10-06-2020
85,CA- SAN MATEO CO.,80.74,13,12,15,80.37,81.19,13 [12 - 15],80.74% [80.37% - 81.19%],20,10,32,10-06-2020
86,CA- SANTA BARBARA,81.97,8,7,10,81.04,83.0,8 [7 - 10],81.97% [81.04% - 83.0%],19,10,29,10-06-2020
87,CA- SANTA CRUZ,82.79,7,6,8,81.67,85.29,7 [6 - 8],82.79% [81.67% - 85.29%],10,6,19,10-06-2020
89,CA- SANTA ROSA,81.93,21,20,26,80.97,84.35,21 [20 - 26],81.93% [80.97% - 84.35%],36,18,81,10-06-2020
91,CA- STOCKTON,80.28,0,0,1,80.0,80.66,0 [0 - 1],80.28% [80.0% - 80.66%],3,0,7,10-06-2020
96,CA- VENTURA,81.34,14,13,16,80.7,82.73,14 [13 - 16],81.34% [80.7% - 82.73%],21,11,43,10-06-2020
101,CO- BOULDER,83.79,14,12,17,80.42,90.95,14 [12 - 17],83.79% [80.42% - 90.95%],18,2,52,10-06-2020
102,CO- COLORADO SPRINGS,91.11,70,62,97,82.22,112.75,70 [62 - 97],91.11% [82.22% - 112.75%],115,23,339,10-06-2020
103,CO- DENVER,108.91,892,812,1121,91.76,155.51,892 [812 - 1121],108.91% [91.76% - 155.51%],1381,562,3607,10-06-2020
104,CO- FORT COLLINS,104.88,105,97,133,91.11,146.51,105 [97 - 133],104.88% [91.11% - 146.51%],159,71,425,10-06-2020
105,CO- GRAND JUNCTION,99.44,105,96,131,88.96,129.49,105 [96 - 131],99.44% [88.96% - 129.49%],154,71,392,10-06-2020
106,CO- GREELEY,94.03,74,67,91,85.15,115.78,74 [67 - 91],94.03% [85.15% - 115.78%],109,40,278,10-06-2020
107,CO- PUEBLO,85.89,28,26,38,83.01,97.54,28 [26 - 38],85.89% [83.01% - 97.54%],47,24,140,10-06-2020
109,CT- BRIDGEPORT,84.54,49,45,57,81.83,88.55,49 [45 - 57],84.54% [81.83% - 88.55%],77,31,145,10-06-2020
110,CT- HARTFORD,103.03,429,387,551,89.4,139.34,429 [387 - 551],103.03% [89.4% - 139.34%],750,306,1932,10-06-2020
111,CT- NEW HAVEN,102.27,414,363,544,87.71,140.38,414 [363 - 544],102.27% [87.71% - 140.38%],858,297,2326,10-06-2020
112,DE- WILMINGTON,94.88,180,165,226,86.82,120.01,180 [165 - 226],94.88% [86.82% - 120.01%],277,127,745,10-06-2020
113,DC- WASHINGTON,83.66,129,117,155,81.42,88.6,129 [117 - 155],83.66% [81.42% - 88.6%],201,78,472,10-06-2020
115,FL- BRADENTON,82.54,12,11,14,80.85,84.09,12 [11 - 14],82.54% [80.85% - 84.09%],18,6,29,10-06-2020
116,FL- CLEARWATER,81.1,14,13,16,80.43,82.38,14 [13 - 16],81.1% [80.43% - 82.38%],18,7,39,10-06-2020
118,FL- FORT LAUDERDALE,80.61,28,25,34,80.28,81.31,28 [25 - 34],80.61% [80.28% - 81.31%],53,24,114,10-06-2020
119,FL- FORT MYERS,81.02,28,25,32,80.5,82.14,28 [25 - 32],81.02% [80.5% - 82.14%],39,19,82,10-06-2020
120,FL- GAINESVILLE,81.03,7,6,11,80.05,82.88,7 [6 - 11],81.03% [80.05% - 82.88%],19,1,53,10-06-2020
122,FL- HUDSON,81.92,14,13,16,80.48,83.35,14 [13 - 16],81.92% [80.48% - 83.35%],24,6,42,10-06-2020
123,FL- JACKSONVILLE,81.38,42,38,50,80.65,83.03,42 [38 - 50],81.38% [80.65% - 83.03%],68,32,149,10-06-2020
124,FL- LAKELAND,81.4,7,6,8,80.56,82.53,7 [6 - 8],81.4% [80.56% - 82.53%],15,6,27,10-06-2020
