region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,86.74,279,275,287,86.3,87.15,279 [275 - 287],86.74% [86.3% - 87.15%],569,532,604,09-22-2020
2,AL- DOTHAN,88.51,56,55,57,87.68,88.81,56 [55 - 57],88.51% [87.68% - 88.81%],113,102,117,09-22-2020
5,AL- HUNTSVILLE,87.29,70,70,71,86.97,87.5,70 [70 - 71],87.29% [86.97% - 87.5%],137,131,141,09-22-2020
6,AL- MOBILE,82.38,28,28,28,82.31,82.52,28 [28 - 28],82.38% [82.31% - 82.52%],68,66,72,09-22-2020
7,AL- MONTGOMERY,86.08,39,38,41,85.76,86.86,39 [38 - 41],86.08% [85.76% - 86.86%],94,89,106,09-22-2020
9,AL- TUSCALOOSA,90.42,49,49,51,89.72,91.62,49 [49 - 51],90.42% [89.72% - 91.62%],104,97,116,09-22-2020
11,AZ- MESA,86.52,56,55,58,85.81,87.27,56 [55 - 58],86.52% [85.81% - 87.27%],129,115,144,09-22-2020
12,AZ- PHOENIX,84.55,162,156,167,84.04,85.04,162 [156 - 167],84.55% [84.04% - 85.04%],345,306,382,09-22-2020
14,AZ- SUN CITY,82.72,7,7,7,82.47,83.09,7 [7 - 7],82.72% [82.47% - 83.09%],22,20,25,09-22-2020
15,AZ- TUCSON,91.25,133,129,142,89.35,93.87,133 [129 - 142],91.25% [89.35% - 93.87%],284,236,350,09-22-2020
16,AR- FORT SMITH,87.1,50,50,52,86.87,88.35,50 [50 - 52],87.1% [86.87% - 88.35%],91,88,107,09-22-2020
18,AR- JONESBORO,90.95,56,55,58,88.74,92.17,56 [55 - 58],90.95% [88.74% - 92.17%],99,79,110,09-22-2020
19,AR- LITTLE ROCK,85.87,207,198,214,84.66,86.86,207 [198 - 214],85.87% [84.66% - 86.86%],339,269,396,09-22-2020
21,AR- SPRINGDALE,103.08,149,142,154,98.64,106.11,149 [142 - 154],103.08% [98.64% - 106.11%],244,197,276,09-22-2020
22,AR- TEXARKANA,84.39,22,21,24,82.65,85.61,22 [21 - 24],84.39% [82.65% - 85.61%],43,26,55,09-22-2020
23,CA- ORANGE CO.,82.67,94,92,97,82.34,82.9,94 [92 - 97],82.67% [82.34% - 82.9%],204,179,222,09-22-2020
25,CA- BAKERSFIELD,83.87,56,55,58,83.71,84.15,56 [55 - 58],83.87% [83.71% - 84.15%],140,134,150,09-22-2020
31,CA- CHICO,85.31,14,14,15,84.84,86.41,14 [14 - 15],85.31% [84.84% - 86.41%],34,31,41,09-22-2020
33,CA- CONTRA COSTA CO.,84.39,37,37,38,84.19,84.69,37 [37 - 38],84.39% [84.19% - 84.69%],88,84,94,09-22-2020
43,CA- FRESNO,86.44,59,58,61,85.87,86.96,59 [58 - 61],86.44% [85.87% - 86.96%],147,134,159,09-22-2020
56,CA- LOS ANGELES,83.5,383,379,390,83.25,83.64,383 [379 - 390],83.5% [83.25% - 83.64%],868,806,904,09-22-2020
58,CA- MODESTO,85.29,37,36,39,84.83,85.7,37 [36 - 39],85.29% [84.83% - 85.7%],91,83,98,09-22-2020
62,CA- NAPA,85.15,14,14,14,85.15,85.15,14 [14 - 14],85.15% [85.15% - 85.15%],30,30,30,09-22-2020
65,CA- ALAMEDA CO.,82.6,33,33,34,82.46,82.84,33 [33 - 34],82.6% [82.46% - 82.84%],88,83,96,09-22-2020
69,CA- PALM SPR/RANCHO MIR.,82.75,7,7,8,82.56,82.94,7 [7 - 8],82.75% [82.56% - 82.94%],29,27,31,09-22-2020
73,CA- REDDING,81.94,7,7,7,81.94,81.94,7 [7 - 7],81.94% [81.94% - 81.94%],21,21,21,09-22-2020
77,CA- SACRAMENTO,84.91,106,105,109,84.6,85.23,106 [105 - 109],84.91% [84.6% - 85.23%],235,220,250,09-22-2020
78,CA- SALINAS,89.46,35,35,36,89.08,89.96,35 [35 - 36],89.46% [89.08% - 89.96%],75,72,79,09-22-2020
79,CA- SAN BERNARDINO,85.14,115,114,117,84.89,85.47,115 [114 - 117],85.14% [84.89% - 85.47%],297,283,316,09-22-2020
80,CA- SAN DIEGO,86.23,252,248,258,85.42,86.78,252 [248 - 258],86.23% [85.42% - 86.78%],438,381,477,09-22-2020
81,CA- SAN FRANCISCO,82.11,49,49,50,81.99,82.25,49 [49 - 50],82.11% [81.99% - 82.25%],107,101,114,09-22-2020
82,CA- SAN JOSE,84.36,63,62,65,84.23,84.69,63 [62 - 65],84.36% [84.23% - 84.69%],132,128,142,09-22-2020
83,CA- SAN LUIS OBISPO,84.39,1,1,2,83.95,84.39,1 [1 - 2],84.39% [83.95% - 84.39%],20,18,20,09-22-2020
85,CA- SAN MATEO CO.,82.93,42,42,42,82.86,83.08,42 [42 - 42],82.93% [82.86% - 83.08%],79,77,83,09-22-2020
86,CA- SANTA BARBARA,83.73,14,14,14,83.42,83.93,14 [14 - 14],83.73% [83.42% - 83.93%],36,33,38,09-22-2020
87,CA- SANTA CRUZ,86.96,12,12,13,86.69,87.8,12 [12 - 13],86.96% [86.69% - 87.8%],25,24,28,09-22-2020
89,CA- SANTA ROSA,82.79,21,21,22,82.58,83.01,21 [21 - 22],82.79% [82.58% - 83.01%],52,48,56,09-22-2020
91,CA- STOCKTON,88.28,35,35,36,88.0,88.56,35 [35 - 36],88.28% [88.0% - 88.56%],88,85,91,09-22-2020
96,CA- VENTURA,85.4,37,37,38,85.09,85.53,37 [37 - 38],85.4% [85.09% - 85.53%],85,80,87,09-22-2020
101,CO- BOULDER,121.68,125,119,136,111.16,136.84,125 [119 - 136],121.68% [111.16% - 136.84%],198,148,270,09-22-2020
102,CO- COLORADO SPRINGS,84.93,28,27,34,84.44,88.41,28 [27 - 34],84.93% [84.44% - 88.41%],51,46,87,09-22-2020
103,CO- DENVER,87.31,204,198,215,86.47,88.62,204 [198 - 215],87.31% [86.47% - 88.62%],349,309,412,09-22-2020
104,CO- FORT COLLINS,90.64,42,41,44,89.08,93.15,42 [41 - 44],90.64% [89.08% - 93.15%],68,58,84,09-22-2020
