region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.83,295,286,307,82.65,82.98,295 [286 - 307],82.83% [82.65% - 82.98%],239,224,252,10-06-2020
2,AL- DOTHAN,85.95,91,86,96,85.27,85.95,91 [86 - 96],85.95% [85.27% - 85.95%],79,70,79,10-06-2020
5,AL- HUNTSVILLE,82.93,70,68,72,82.77,83.09,70 [68 - 72],82.93% [82.77% - 83.09%],55,52,58,10-06-2020
6,AL- MOBILE,83.96,153,147,160,83.15,84.94,153 [147 - 160],83.96% [83.15% - 84.94%],113,90,141,10-06-2020
7,AL- MONTGOMERY,82.01,35,33,38,81.88,82.13,35 [33 - 38],82.01% [81.88% - 82.13%],31,29,33,10-06-2020
9,AL- TUSCALOOSA,87.82,104,99,112,85.61,91.32,104 [99 - 112],87.82% [85.61% - 91.32%],78,56,113,10-06-2020
11,AZ- MESA,82.47,57,55,59,82.22,82.58,57 [55 - 59],82.47% [82.22% - 82.58%],49,44,51,10-06-2020
12,AZ- PHOENIX,81.87,183,177,190,81.64,81.95,183 [177 - 190],81.87% [81.64% - 81.95%],142,124,148,10-06-2020
14,AZ- SUN CITY,80.99,8,7,9,80.86,81.11,8 [7 - 9],80.99% [80.86% - 81.11%],8,7,9,10-06-2020
15,AZ- TUCSON,81.78,55,52,57,81.62,81.94,55 [52 - 57],81.78% [81.62% - 81.94%],45,41,49,10-06-2020
16,AR- FORT SMITH,83.28,56,55,58,82.97,83.36,56 [55 - 58],83.28% [82.97% - 83.36%],42,38,43,10-06-2020
18,AR- JONESBORO,83.98,49,48,51,83.87,83.98,49 [48 - 51],83.98% [83.87% - 83.98%],36,35,36,10-06-2020
19,AR- LITTLE ROCK,82.41,192,187,202,82.01,83.15,192 [187 - 202],82.41% [82.01% - 83.15%],139,116,182,10-06-2020
21,AR- SPRINGDALE,84.73,68,65,70,83.97,85.2,68 [65 - 70],84.73% [83.97% - 85.2%],50,42,55,10-06-2020
22,AR- TEXARKANA,81.94,24,22,25,81.02,82.24,24 [22 - 25],81.94% [81.02% - 82.24%],19,10,22,10-06-2020
23,CA- ORANGE CO.,81.27,123,119,128,81.16,81.39,123 [119 - 128],81.27% [81.16% - 81.39%],97,89,106,10-06-2020
25,CA- BAKERSFIELD,81.33,58,56,61,81.3,81.47,58 [56 - 61],81.33% [81.3% - 81.47%],48,47,53,10-06-2020
31,CA- CHICO,81.25,14,13,14,81.25,81.25,14 [13 - 14],81.25% [81.25% - 81.25%],8,8,8,10-06-2020
33,CA- CONTRA COSTA CO.,81.8,49,47,50,81.75,82.05,49 [47 - 50],81.8% [81.75% - 82.05%],36,35,41,10-06-2020
43,CA- FRESNO,82.85,74,71,77,82.63,83.02,74 [71 - 77],82.85% [82.63% - 83.02%],65,60,69,10-06-2020
56,CA- LOS ANGELES,81.74,582,563,604,81.56,81.91,582 [563 - 604],81.74% [81.56% - 81.91%],431,388,473,10-06-2020
58,CA- MODESTO,81.45,29,27,30,81.4,81.75,29 [27 - 30],81.45% [81.4% - 81.75%],25,24,30,10-06-2020
62,CA- NAPA,81.89,14,13,14,81.89,81.89,14 [13 - 14],81.89% [81.89% - 81.89%],11,11,11,10-06-2020
65,CA- ALAMEDA CO.,80.95,40,39,42,80.86,81.09,40 [39 - 42],80.95% [80.86% - 81.09%],32,29,37,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,81.52,21,20,22,81.42,81.61,21 [20 - 22],81.52% [81.42% - 81.61%],16,15,17,10-06-2020
73,CA- REDDING,82.59,38,36,39,82.13,83.14,38 [36 - 39],82.59% [82.13% - 83.14%],28,23,34,10-06-2020
77,CA- SACRAMENTO,81.46,71,69,75,81.28,81.55,71 [69 - 75],81.46% [81.28% - 81.55%],70,61,74,10-06-2020
78,CA- SALINAS,83.03,31,30,32,82.77,83.15,31 [30 - 32],83.03% [82.77% - 83.15%],24,22,25,10-06-2020
79,CA- SAN BERNARDINO,82.85,227,221,234,82.66,83.03,227 [221 - 234],82.85% [82.66% - 83.03%],165,154,175,10-06-2020
80,CA- SAN DIEGO,82.03,191,183,199,81.72,82.33,191 [183 - 199],82.03% [81.72% - 82.33%],143,121,164,10-06-2020
81,CA- SAN FRANCISCO,80.71,49,48,50,80.67,80.81,49 [48 - 50],80.71% [80.67% - 80.81%],36,34,41,10-06-2020
82,CA- SAN JOSE,81.16,42,40,45,81.02,81.49,42 [40 - 45],81.16% [81.02% - 81.49%],35,31,45,10-06-2020
83,CA- SAN LUIS OBISPO,81.75,14,14,14,81.75,82.41,14 [14 - 14],81.75% [81.75% - 82.41%],8,8,11,10-06-2020
85,CA- SAN MATEO CO.,80.85,29,28,30,80.82,80.93,29 [28 - 30],80.85% [80.82% - 80.93%],23,22,25,10-06-2020
86,CA- SANTA BARBARA,81.35,21,20,21,81.35,81.45,21 [20 - 21],81.35% [81.35% - 81.45%],13,13,14,10-06-2020
87,CA- SANTA CRUZ,82.51,14,13,14,82.51,82.51,14 [13 - 14],82.51% [82.51% - 82.51%],9,9,9,10-06-2020
89,CA- SANTA ROSA,81.4,35,34,36,81.34,81.5,35 [34 - 36],81.4% [81.34% - 81.5%],26,25,28,10-06-2020
91,CA- STOCKTON,81.32,16,15,17,81.22,81.51,16 [15 - 17],81.32% [81.22% - 81.51%],14,13,16,10-06-2020
96,CA- VENTURA,81.72,30,29,31,81.65,81.78,30 [29 - 31],81.72% [81.65% - 81.78%],27,26,28,10-06-2020
101,CO- BOULDER,84.63,28,26,30,84.42,85.26,28 [26 - 30],84.63% [84.42% - 85.26%],22,21,25,10-06-2020
102,CO- COLORADO SPRINGS,82.03,25,24,26,82.03,82.03,25 [24 - 26],82.03% [82.03% - 82.03%],21,21,21,10-06-2020
103,CO- DENVER,85.57,364,352,382,84.46,86.87,364 [352 - 382],85.57% [84.46% - 86.87%],266,213,328,10-06-2020
