region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,104.89,1093,1072,1115,104.32,105.38,1093 [1072 - 1115],104.89% [104.32% - 105.38%],2102,2054,2143,01-19-2021
2,AL- DOTHAN,105.68,204,199,211,105.23,106.28,204 [199 - 211],105.68% [105.23% - 106.28%],341,335,349,01-19-2021
5,AL- HUNTSVILLE,110.37,280,274,286,109.68,111.65,280 [274 - 286],110.37% [109.68% - 111.65%],571,558,595,01-19-2021
6,AL- MOBILE,103.7,428,418,438,103.31,104.36,428 [418 - 438],103.7% [103.31% - 104.36%],677,666,696,01-19-2021
7,AL- MONTGOMERY,109.69,247,240,253,108.59,110.27,247 [240 - 253],109.69% [108.59% - 110.27%],459,442,468,01-19-2021
9,AL- TUSCALOOSA,102.44,109,106,114,101.64,103.45,109 [106 - 114],102.44% [101.64% - 103.45%],224,216,234,01-19-2021
11,AZ- MESA,166.21,974,952,995,164.19,168.28,974 [952 - 995],166.21% [164.19% - 168.28%],1707,1667,1748,01-19-2021
12,AZ- PHOENIX,133.99,2330,2278,2379,132.73,135.26,2330 [2278 - 2379],133.99% [132.73% - 135.26%],4090,3994,4186,01-19-2021
14,AZ- SUN CITY,115.93,165,162,169,115.19,116.79,165 [162 - 169],115.93% [115.19% - 116.79%],291,285,298,01-19-2021
15,AZ- TUCSON,130.59,828,808,850,128.97,132.1,828 [808 - 850],130.59% [128.97% - 132.1%],1277,1236,1315,01-19-2021
16,AR- FORT SMITH,114.11,285,280,291,112.16,116.69,285 [280 - 291],114.11% [112.16% - 116.69%],437,412,470,01-19-2021
18,AR- JONESBORO,97.04,84,84,87,96.59,97.48,84 [84 - 87],97.04% [96.59% - 97.48%],154,150,158,01-19-2021
