region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,94.15,1378,1322,1445,90.66,98.13,1378 [1322 - 1445],94.15% [90.66% - 98.13%],1195,900,1531,01-05-2021,projected
2,AL- DOTHAN,96.64,253,242,270,92.58,102.06,253 [242 - 270],96.64% [92.58% - 102.06%],221,167,293,01-05-2021,projected
5,AL- HUNTSVILLE,105.32,543,518,573,98.88,113.19,543 [518 - 573],105.32% [98.88% - 113.19%],476,355,624,01-05-2021,projected
6,AL- MOBILE,92.99,429,411,448,89.91,96.59,429 [411 - 448],92.99% [89.91% - 96.59%],371,283,474,01-05-2021,projected
7,AL- MONTGOMERY,97.14,305,293,321,93.26,102.51,305 [293 - 321],97.14% [93.26% - 102.51%],265,205,348,01-05-2021,projected
9,AL- TUSCALOOSA,102.14,252,241,266,96.53,108.26,252 [241 - 266],102.14% [96.53% - 108.26%],221,165,282,01-05-2021,projected
11,AZ- MESA,135.96,1260,1192,1358,119.34,159.29,1260 [1192 - 1358],135.96% [119.34% - 159.29%],1108,779,1570,01-05-2021,projected
12,AZ- PHOENIX,114.59,2988,2828,3208,104.54,128.59,2988 [2828 - 3208],114.59% [104.54% - 128.59%],2620,1859,3681,01-05-2021,projected
14,AZ- SUN CITY,104.32,225,212,243,96.91,114.69,225 [212 - 243],104.32% [96.91% - 114.69%],197,137,281,01-05-2021,projected
15,AZ- TUCSON,100.64,603,579,631,95.45,106.66,603 [579 - 631],100.64% [95.45% - 106.66%],521,390,673,01-05-2021,projected
16,AR- FORT SMITH,92.96,189,180,201,89.6,97.72,189 [180 - 201],92.96% [89.6% - 97.72%],166,123,227,01-05-2021,projected
18,AR- JONESBORO,87.3,78,74,80,85.09,88.63,78 [74 - 80],87.3% [85.09% - 88.63%],66,46,78,01-05-2021,projected
19,AR- LITTLE ROCK,91.4,752,719,793,88.56,94.97,752 [719 - 793],91.4% [88.56% - 94.97%],658,494,864,01-05-2021,projected
21,AR- SPRINGDALE,103.18,280,268,297,97.31,110.75,280 [268 - 297],103.18% [97.31% - 110.75%],245,183,325,01-05-2021,projected
22,AR- TEXARKANA,85.1,60,57,62,83.67,86.22,60 [57 - 62],85.1% [83.67% - 86.22%],50,36,61,01-05-2021,projected
23,CA- ORANGE CO.,97.19,1519,1453,1597,92.6,102.65,1519 [1453 - 1597],97.19% [92.6% - 102.65%],1315,964,1733,01-05-2021,projected
25,CA- BAKERSFIELD,92.25,511,490,534,89.21,95.62,511 [490 - 534],92.25% [89.21% - 95.62%],443,333,565,01-05-2021,projected
31,CA- CHICO,88.12,60,57,63,86.25,90.47,60 [57 - 63],88.12% [86.25% - 90.47%],52,40,67,01-05-2021,projected
33,CA- CONTRA COSTA CO.,88.29,189,181,198,87.29,89.59,189 [181 - 198],88.29% [87.29% - 89.59%],166,146,192,01-05-2021,projected
43,CA- FRESNO,95.72,415,397,435,91.65,100.54,415 [397 - 435],95.72% [91.65% - 100.54%],359,266,469,01-05-2021,projected
56,CA- LOS ANGELES,120.12,11273,10740,11832,109.44,132.17,11.27K [10.74K - 11.83K],120.12% [109.44% - 132.17%],9950,7302,12940,01-05-2021,projected
58,CA- MODESTO,94.66,293,280,306,90.99,98.96,293 [280 - 306],94.66% [90.99% - 98.96%],252,189,326,01-05-2021,projected
62,CA- NAPA,89.62,64,61,67,87.22,92.54,64 [61 - 67],89.62% [87.22% - 92.54%],56,42,73,01-05-2021,projected
65,CA- ALAMEDA CO.,87.84,310,296,324,85.89,90.12,310 [296 - 324],87.84% [85.89% - 90.12%],265,199,342,01-05-2021,projected
69,CA- PALM SPR/RANCHO MIR.,115.14,417,397,439,106.12,125.77,417 [397 - 439],115.14% [106.12% - 125.77%],370,275,482,01-05-2021,projected
73,CA- REDDING,84.07,50,48,53,83.14,85.36,50 [48 - 53],84.07% [83.14% - 85.36%],44,34,58,01-05-2021,projected
77,CA- SACRAMENTO,91.83,652,624,684,88.8,95.45,652 [624 - 684],91.83% [88.8% - 95.45%],566,421,739,01-05-2021,projected
78,CA- SALINAS,106.1,235,224,246,99.17,113.8,235 [224 - 246],106.1% [99.17% - 113.8%],207,152,268,01-05-2021,projected
79,CA- SAN BERNARDINO,148.06,4438,4224,4663,129.78,168.83,4438 [4224 - 4663],148.06% [129.78% - 168.83%],3935,2878,5136,01-05-2021,projected
80,CA- SAN DIEGO,116.93,2941,2796,3100,107.24,128.17,2941 [2796 - 3100],116.93% [107.24% - 128.17%],2597,1916,3388,01-05-2021,projected
81,CA- SAN FRANCISCO,84.06,238,227,250,83.04,85.24,238 [227 - 250],84.06% [83.04% - 85.24%],206,154,266,01-05-2021,projected
82,CA- SAN JOSE,101.28,738,706,773,96.13,107.4,738 [706 - 773],101.28% [96.13% - 107.4%],644,488,829,01-05-2021,projected
