region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,106.75,1151,1112,1210,104.39,109.41,1151 [1112 - 1210],106.75% [104.39% - 109.41%],2259,2060,2484,01-06-2021
2,AL- DOTHAN,108.39,207,199,220,103.19,115.62,207 [199 - 220],108.39% [103.19% - 115.62%],377,308,473,01-06-2021
5,AL- HUNTSVILLE,122.61,450,433,476,114.84,132.45,450 [433 - 476],122.61% [114.84% - 132.45%],801,655,986,01-06-2021
6,AL- MOBILE,103.91,362,349,381,100.51,107.3,362 [349 - 381],103.91% [100.51% - 107.3%],683,586,780,01-06-2021
7,AL- MONTGOMERY,110.72,260,252,275,105.87,117.19,260 [252 - 275],110.72% [105.87% - 117.19%],475,400,575,01-06-2021
9,AL- TUSCALOOSA,116.97,205,199,217,111.06,125.39,205 [199 - 217],116.97% [111.06% - 125.39%],369,310,453,01-06-2021
11,AZ- MESA,172.93,1051,998,1129,151.31,200.91,1051 [998 - 1129],172.93% [151.31% - 200.91%],1840,1412,2394,01-06-2021
12,AZ- PHOENIX,138.2,2492,2373,2674,125.02,155.3,2492 [2373 - 2674],138.2% [125.02% - 155.3%],4409,3410,5704,01-06-2021
14,AZ- SUN CITY,120.12,186,176,200,110.49,132.47,186 [176 - 200],120.12% [110.49% - 132.47%],325,247,425,01-06-2021
15,AZ- TUCSON,121.52,504,485,533,117.44,124.89,504 [485 - 533],121.52% [117.44% - 124.89%],1048,945,1133,01-06-2021
16,AR- FORT SMITH,101.78,154,149,164,98.27,108.26,154 [149 - 164],101.78% [98.27% - 108.26%],279,234,362,01-06-2021
18,AR- JONESBORO,94.38,57,55,61,93.16,95.27,57 [55 - 61],94.38% [93.16% - 95.27%],130,119,138,01-06-2021
19,AR- LITTLE ROCK,99.53,620,596,656,96.01,104.29,620 [596 - 656],99.53% [96.01% - 104.29%],1127,924,1402,01-06-2021
21,AR- SPRINGDALE,120.11,229,221,244,113.02,130.24,229 [221 - 244],120.11% [113.02% - 130.24%],424,349,531,01-06-2021
22,AR- TEXARKANA,89.18,43,40,46,88.37,90.0,43 [40 - 46],89.18% [88.37% - 90.0%],90,82,98,01-06-2021
23,CA- ORANGE CO.,113.69,1275,1225,1343,110.68,116.7,1275 [1225 - 1343],113.69% [110.68% - 116.7%],2578,2347,2808,01-06-2021
25,CA- BAKERSFIELD,104.12,428,413,450,102.21,105.88,428 [413 - 450],104.12% [102.21% - 105.88%],872,803,936,01-06-2021
31,CA- CHICO,96.56,54,51,57,94.84,98.12,54 [51 - 57],96.56% [94.84% - 98.12%],106,95,116,01-06-2021
33,CA- CONTRA COSTA CO.,98.72,158,152,167,97.32,100.17,158 [152 - 167],98.72% [97.32% - 100.17%],375,347,404,01-06-2021
43,CA- FRESNO,111.19,348,334,366,108.03,114.43,348 [334 - 366],111.19% [108.03% - 114.43%],712,640,786,01-06-2021
56,CA- LOS ANGELES,144.51,9418,9034,9972,131.21,160.12,9418 [9034 - 9972],144.51% [131.21% - 160.12%],16000,12701,19871,01-06-2021
58,CA- MODESTO,110.31,244,235,257,107.81,112.58,244 [235 - 257],110.31% [107.81% - 112.58%],521,478,560,01-06-2021
62,CA- NAPA,97.53,54,52,57,94.26,100.45,54 [52 - 57],97.53% [94.26% - 100.45%],102,83,119,01-06-2021
65,CA- ALAMEDA CO.,95.57,255,246,269,94.23,96.84,255 [246 - 269],95.57% [94.23% - 96.84%],526,481,569,01-06-2021
69,CA- PALM SPR/RANCHO MIR.,134.99,348,334,368,123.68,148.19,348 [334 - 368],134.99% [123.68% - 148.19%],579,460,718,01-06-2021
73,CA- REDDING,88.23,42,40,44,87.39,89.06,42 [40 - 44],88.23% [87.39% - 89.06%],89,80,98,01-06-2021
77,CA- SACRAMENTO,101.84,548,526,576,99.94,103.85,548 [526 - 576],101.84% [99.94% - 103.85%],1045,954,1141,01-06-2021
78,CA- SALINAS,123.63,195,187,206,115.18,133.72,195 [187 - 206],123.63% [115.18% - 133.72%],346,279,426,01-06-2021
79,CA- SAN BERNARDINO,185.52,3703,3548,3917,162.39,212.39,3703 [3548 - 3917],185.52% [162.39% - 212.39%],6101,4764,7655,01-06-2021
