HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,102,12960,11841,15884,97.92,106.08,04-21-2020
2,AL- DOTHAN,80,0,0,0,76.8,83.2,04-21-2020
5,AL- HUNTSVILLE,88,1176,1176,1840,84.48,91.52,04-21-2020
6,AL- MOBILE,97,3535,3304,4041,93.12,100.88,04-21-2020
7,AL- MONTGOMERY,90,1176,1074,1623,86.4,93.6,04-21-2020
9,AL- TUSCALOOSA,96,1134,1105,1377,92.16,99.84,04-21-2020
11,AZ- MESA,118,5325,4916,6111,113.28,122.72,04-21-2020
12,AZ- PHOENIX,102,11957,11081,13888,97.92,106.08,04-21-2020
14,AZ- SUN CITY,96,912,842,1044,92.16,99.84,04-21-2020
15,AZ- TUCSON,92,2064,1896,2456,88.32,95.68,04-21-2020
16,AR- FORT SMITH,80,0,0,0,76.8,83.2,04-21-2020
18,AR- JONESBORO,80,0,0,37,76.8,83.2,04-21-2020
19,AR- LITTLE ROCK,97,6936,6358,7890,93.12,100.88,04-21-2020
21,AR- SPRINGDALE,80,0,0,175,76.8,83.2,04-21-2020
22,AR- TEXARKANA,80,0,0,0,76.8,83.2,04-21-2020
23,CA- ORANGE CO.,93,7012,6471,8012,89.28,96.72,04-21-2020
25,CA- BAKERSFIELD,84,1043,963,1206,80.64,87.36,04-21-2020
31,CA- CHICO,84,217,186,271,80.64,87.36,04-21-2020
33,CA- CONTRA COSTA CO.,125,6288,5821,7113,120.0,130.0,04-21-2020
43,CA- FRESNO,88,1295,1171,1452,84.48,91.52,04-21-2020
56,CA- LOS ANGELES,92,20924,19302,23864,88.32,95.68,04-21-2020
58,CA- MODESTO,100,2464,2262,2848,96.0,104.0,04-21-2020
62,CA- NAPA,105,1057,943,1153,100.8,109.2,04-21-2020
65,CA- ALAMEDA CO.,121,9753,9033,11018,116.16,125.84,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,88,616,569,707,84.48,91.52,04-21-2020
73,CA- REDDING,88,665,602,778,84.48,91.52,04-21-2020
77,CA- SACRAMENTO,104,8283,7621,9490,99.84,108.16,04-21-2020
78,CA- SALINAS,106,1411,1298,1612,101.76,110.24,04-21-2020
79,CA- SAN BERNARDINO,94,5770,5314,6616,90.24,97.76,04-21-2020
80,CA- SAN DIEGO,98,9280,8559,10582,94.08,101.92,04-21-2020
81,CA- SAN FRANCISCO,104,8601,7973,9724,99.84,108.16,04-21-2020
82,CA- SAN JOSE,136,11702,10873,13205,130.56,141.44,04-21-2020
83,CA- SAN LUIS OBISPO,99,637,587,726,95.04,102.96,04-21-2020
85,CA- SAN MATEO CO.,110,5620,5212,6332,105.6,114.4,04-21-2020
86,CA- SANTA BARBARA,94,936,862,1045,90.24,97.76,04-21-2020
87,CA- SANTA CRUZ,136,1421,1315,1612,130.56,141.44,04-21-2020
89,CA- SANTA ROSA,97,2296,2117,2596,93.12,100.88,04-21-2020
91,CA- STOCKTON,112,2439,2244,2768,107.52,116.48,04-21-2020
96,CA- VENTURA,95,1717,1587,1979,91.2,98.8,04-21-2020
101,CO- BOULDER,147,2254,2072,2523,141.12,152.88,04-21-2020
