HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,139,31951,28316,39749,133.44,144.56,04-21-2020
2,AL- DOTHAN,86,378,288,968,82.56,89.44,04-21-2020
5,AL- HUNTSVILLE,128,5931,5184,7330,122.88,133.12,04-21-2020
6,AL- MOBILE,124,7955,7139,10016,119.04,128.96,04-21-2020
7,AL- MONTGOMERY,126,4483,3934,5458,120.96,131.04,04-21-2020
9,AL- TUSCALOOSA,122,2754,2489,3572,117.12,126.88,04-21-2020
11,AZ- MESA,166,10882,9812,13248,159.36,172.64,04-21-2020
12,AZ- PHOENIX,133,25716,23150,31290,127.68,138.32,04-21-2020
14,AZ- SUN CITY,116,1862,1679,2268,111.36,120.64,04-21-2020
15,AZ- TUCSON,112,5071,4527,6315,107.52,116.48,04-21-2020
16,AR- FORT SMITH,81,27,12,187,77.76,84.24,04-21-2020
18,AR- JONESBORO,87,347,279,490,83.52,90.48,04-21-2020
19,AR- LITTLE ROCK,113,12027,10829,15508,108.48,117.52,04-21-2020
21,AR- SPRINGDALE,96,1228,1053,1604,92.16,99.84,04-21-2020
22,AR- TEXARKANA,82,75,48,215,78.72,85.28,04-21-2020
23,CA- ORANGE CO.,107,13597,12268,16512,102.72,111.28,04-21-2020
25,CA- BAKERSFIELD,90,2317,2083,2864,86.4,93.6,04-21-2020
31,CA- CHICO,97,676,598,859,93.12,100.88,04-21-2020
33,CA- CONTRA COSTA CO.,157,10189,9264,11983,150.72,163.28,04-21-2020
43,CA- FRESNO,97,2563,2311,3170,93.12,100.88,04-21-2020
56,CA- LOS ANGELES,104,39669,35806,48136,99.84,108.16,04-21-2020
58,CA- MODESTO,126,5121,4613,6203,120.96,131.04,04-21-2020
62,CA- NAPA,125,1662,1514,1987,120.0,130.0,04-21-2020
65,CA- ALAMEDA CO.,148,15400,14012,18065,142.08,153.92,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,98,1271,1146,1551,94.08,101.92,04-21-2020
73,CA- REDDING,99,1355,1236,1651,95.04,102.96,04-21-2020
77,CA- SACRAMENTO,130,15748,14252,18946,124.8,135.2,04-21-2020
78,CA- SALINAS,133,2760,2500,3311,127.68,138.32,04-21-2020
79,CA- SAN BERNARDINO,112,11962,10780,14594,107.52,116.48,04-21-2020
80,CA- SAN DIEGO,117,17206,15552,20804,112.32,121.68,04-21-2020
81,CA- SAN FRANCISCO,120,13553,12330,15896,115.2,124.8,04-21-2020
82,CA- SAN JOSE,166,17466,15915,20392,159.36,172.64,04-21-2020
83,CA- SAN LUIS OBISPO,119,1170,1055,1408,114.24,123.76,04-21-2020
