region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.82,205,195,222,82.2,83.92,205 [195 - 222],82.82% [82.2% - 83.92%],238,186,331,03-03-2021
2,AL- DOTHAN,80.68,7,6,9,80.53,81.58,7 [6 - 9],80.68% [80.53% - 81.58%],9,7,21,03-03-2021
5,AL- HUNTSVILLE,83.46,52,48,56,82.5,84.2,52 [48 - 56],83.46% [82.5% - 84.2%],65,47,79,03-03-2021
6,AL- MOBILE,83.05,75,72,80,82.52,83.99,75 [72 - 80],83.05% [82.52% - 83.99%],87,72,114,03-03-2021
7,AL- MONTGOMERY,82.2,25,24,27,81.81,82.72,25 [24 - 27],82.2% [81.81% - 82.72%],34,28,42,03-03-2021
9,AL- TUSCALOOSA,82.81,24,23,25,82.3,84.11,24 [23 - 25],82.81% [82.3% - 84.11%],28,23,41,03-03-2021
11,AZ- MESA,84.7,69,66,72,83.79,85.66,69 [66 - 72],84.7% [83.79% - 85.66%],93,75,112,03-03-2021
12,AZ- PHOENIX,83.01,166,159,176,82.43,83.67,166 [159 - 176],83.01% [82.43% - 83.67%],228,184,278,03-03-2021
14,AZ- SUN CITY,81.73,10,9,11,81.48,82.1,10 [9 - 11],81.73% [81.48% - 82.1%],14,12,17,03-03-2021
15,AZ- TUCSON,82.73,51,49,54,82.14,83.17,51 [49 - 54],82.73% [82.14% - 83.17%],69,54,80,03-03-2021
16,AR- FORT SMITH,81.25,14,13,15,81.01,81.56,14 [13 - 15],81.25% [81.01% - 81.56%],16,13,20,03-03-2021
18,AR- JONESBORO,80.66,2,1,4,80.33,81.88,2 [1 - 4],80.66% [80.33% - 81.88%],6,3,17,03-03-2021
19,AR- LITTLE ROCK,81.96,101,96,116,81.39,83.21,101 [96 - 116],81.96% [81.39% - 83.21%],113,80,185,03-03-2021
21,AR- SPRINGDALE,84.54,40,38,43,83.41,85.87,40 [38 - 43],84.54% [83.41% - 85.87%],48,36,62,03-03-2021
22,AR- TEXARKANA,81.73,14,14,17,81.63,82.76,14 [14 - 17],81.73% [81.63% - 82.76%],17,16,27,03-03-2021
23,CA- ORANGE CO.,81.03,55,52,58,80.84,81.24,55 [52 - 58],81.03% [80.84% - 81.24%],79,64,95,03-03-2021
25,CA- BAKERSFIELD,81.52,37,35,39,81.19,81.88,37 [35 - 39],81.52% [81.19% - 81.88%],55,43,68,03-03-2021
31,CA- CHICO,80.78,7,6,7,80.78,80.78,7 [6 - 7],80.78% [80.78% - 80.78%],5,5,5,03-03-2021
33,CA- CONTRA COSTA CO.,82.1,34,32,36,81.7,82.65,34 [32 - 36],82.1% [81.7% - 82.65%],42,34,53,03-03-2021
43,CA- FRESNO,82.67,45,43,47,82.1,83.15,45 [43 - 47],82.67% [82.1% - 83.15%],61,48,72,03-03-2021
56,CA- LOS ANGELES,81.58,273,263,285,81.29,81.9,273 [263 - 285],81.58% [81.29% - 81.9%],392,321,472,03-03-2021
58,CA- MODESTO,83.72,48,45,51,83.08,84.42,48 [45 - 51],83.72% [83.08% - 84.42%],64,53,76,03-03-2021
62,CA- NAPA,81.72,7,6,7,81.72,81.72,7 [6 - 7],81.72% [81.72% - 81.72%],10,10,10,03-03-2021
65,CA- ALAMEDA CO.,80.83,16,15,17,80.65,80.95,16 [15 - 17],80.83% [80.65% - 80.95%],28,22,32,03-03-2021
69,CA- PALM SPR/RANCHO MIR.,80.57,5,4,6,80.47,80.66,5 [4 - 6],80.57% [80.47% - 80.66%],6,5,7,03-03-2021
73,CA- REDDING,81.66,21,19,21,81.02,82.13,21 [19 - 21],81.66% [81.02% - 82.13%],18,11,23,03-03-2021
77,CA- SACRAMENTO,82.07,70,67,75,81.57,82.55,70 [67 - 75],82.07% [81.57% - 82.55%],99,75,122,03-03-2021
78,CA- SALINAS,81.51,7,7,7,81.13,81.77,7 [7 - 7],81.51% [81.13% - 81.77%],12,9,14,03-03-2021
79,CA- SAN BERNARDINO,81.44,54,52,57,81.18,81.76,54 [52 - 57],81.44% [81.18% - 81.76%],83,68,102,03-03-2021
80,CA- SAN DIEGO,82.1,108,103,113,81.68,82.53,108 [103 - 113],82.1% [81.68% - 82.53%],148,118,178,03-03-2021
81,CA- SAN FRANCISCO,80.71,27,26,29,80.57,80.95,27 [26 - 29],80.71% [80.57% - 80.95%],36,29,48,03-03-2021
82,CA- SAN JOSE,82.31,55,53,58,81.92,82.88,55 [53 - 58],82.31% [81.92% - 82.88%],70,58,87,03-03-2021
83,CA- SAN LUIS OBISPO,82.19,7,7,7,81.97,82.85,7 [7 - 7],82.19% [81.97% - 82.85%],10,9,13,03-03-2021
85,CA- SAN MATEO CO.,81.3,26,25,28,81.04,81.67,26 [25 - 28],81.3% [81.04% - 81.67%],35,28,45,03-03-2021
86,CA- SANTA BARBARA,82.28,14,14,15,81.86,82.69,14 [14 - 15],82.28% [81.86% - 82.69%],22,18,26,03-03-2021
87,CA- SANTA CRUZ,81.67,7,7,7,81.67,82.23,7 [7 - 7],81.67% [81.67% - 82.23%],6,6,8,03-03-2021
89,CA- SANTA ROSA,81.29,20,19,22,81.02,81.67,20 [19 - 22],81.29% [81.02% - 81.67%],24,19,31,03-03-2021
91,CA- STOCKTON,82.26,16,15,17,81.88,82.73,16 [15 - 17],82.26% [81.88% - 82.73%],24,20,29,03-03-2021
96,CA- VENTURA,81.84,17,16,18,81.46,82.23,17 [16 - 18],81.84% [81.46% - 82.23%],29,23,35,03-03-2021
101,CO- BOULDER,84.0,19,18,20,83.16,85.05,19 [18 - 20],84.0% [83.16% - 85.05%],19,15,24,03-03-2021
102,CO- COLORADO SPRINGS,86.47,63,60,69,85.31,88.99,63 [60 - 69],86.47% [85.31% - 88.99%],67,55,93,03-03-2021
103,CO- DENVER,85.8,265,254,283,84.58,87.64,265 [254 - 283],85.8% [84.58% - 87.64%],277,219,365,03-03-2021
104,CO- FORT COLLINS,84.54,28,27,29,83.76,85.32,28 [27 - 29],84.54% [83.76% - 85.32%],29,24,34,03-03-2021
105,CO- GRAND JUNCTION,82.78,16,15,19,82.15,83.54,16 [15 - 19],82.78% [82.15% - 83.54%],22,17,28,03-03-2021
106,CO- GREELEY,83.86,28,27,29,82.96,84.5,28 [27 - 29],83.86% [82.96% - 84.5%],30,23,35,03-03-2021
107,CO- PUEBLO,80.63,7,7,7,80.5,81.13,7 [7 - 7],80.63% [80.5% - 81.13%],5,4,9,03-03-2021
109,CT- BRIDGEPORT,85.25,76,73,80,84.25,86.61,76 [73 - 80],85.25% [84.25% - 86.61%],89,72,112,03-03-2021
110,CT- HARTFORD,83.01,75,70,79,82.52,83.59,75 [70 - 79],83.01% [82.52% - 83.59%],98,82,117,03-03-2021
111,CT- NEW HAVEN,84.54,150,144,158,83.76,85.79,150 [144 - 158],84.54% [83.76% - 85.79%],175,145,223,03-03-2021
112,DE- WILMINGTON,84.73,78,75,83,83.87,86.07,78 [75 - 83],84.73% [83.87% - 86.07%],88,72,113,03-03-2021
113,DC- WASHINGTON,84.94,237,227,253,83.97,86.5,237 [227 - 253],84.94% [83.97% - 86.5%],271,218,357,03-03-2021
115,FL- BRADENTON,88.04,52,50,55,86.49,90.3,52 [50 - 55],88.04% [86.49% - 90.3%],57,46,73,03-03-2021
116,FL- CLEARWATER,84.22,62,59,65,83.42,85.19,62 [59 - 65],84.22% [83.42% - 85.19%],69,56,85,03-03-2021
118,FL- FORT LAUDERDALE,86.35,502,482,528,85.15,87.85,502 [482 - 528],86.35% [85.15% - 87.85%],552,448,683,03-03-2021
119,FL- FORT MYERS,83.82,124,119,133,83.03,84.81,124 [119 - 133],83.82% [83.03% - 84.81%],146,116,184,03-03-2021
120,FL- GAINESVILLE,81.68,24,22,26,81.2,82.39,24 [22 - 26],81.68% [81.2% - 82.39%],31,22,44,03-03-2021
122,FL- HUDSON,83.99,44,42,46,83.27,84.79,44 [42 - 46],83.99% [83.27% - 84.79%],50,41,60,03-03-2021
123,FL- JACKSONVILLE,82.14,87,82,90,81.81,82.46,87 [82 - 90],82.14% [81.81% - 82.46%],105,89,121,03-03-2021
124,FL- LAKELAND,84.68,43,41,45,83.65,85.62,43 [41 - 45],84.68% [83.65% - 85.62%],50,39,60,03-03-2021
127,FL- MIAMI,86.34,589,566,617,85.12,87.74,589 [566 - 617],86.34% [85.12% - 87.74%],684,552,835,03-03-2021
129,FL- OCALA,84.75,53,50,56,83.73,85.63,53 [50 - 56],84.75% [83.73% - 85.63%],65,51,77,03-03-2021
130,FL- ORLANDO,84.89,439,421,464,83.94,86.16,439 [421 - 464],84.89% [83.94% - 86.16%],507,408,638,03-03-2021
