HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.79,487,460,530,83.72,88.58,487 [460 - 530],85.79% [83.72% - 88.58%],489,314,725,10-20-2020
2,AL- DOTHAN,82.01,23,22,28,81.28,84.07,23 [22 - 28],82.01% [81.28% - 84.07%],26,17,54,10-20-2020
5,AL- HUNTSVILLE,87.16,132,127,142,85.27,90.11,132 [127 - 142],87.16% [85.27% - 90.11%],134,99,190,10-20-2020
6,AL- MOBILE,82.56,71,67,77,81.61,83.92,71 [67 - 77],82.56% [81.61% - 83.92%],73,46,112,10-20-2020
7,AL- MONTGOMERY,85.81,84,81,98,83.88,90.93,84 [81 - 98],85.81% [83.88% - 90.93%],89,60,169,10-20-2020
9,AL- TUSCALOOSA,85.44,50,46,54,82.71,87.31,50 [46 - 54],85.44% [82.71% - 87.31%],54,27,73,10-20-2020
11,AZ- MESA,89.56,186,177,199,86.72,93.38,186 [177 - 199],89.56% [86.72% - 93.38%],189,133,265,10-20-2020
12,AZ- PHOENIX,86.68,502,476,547,84.58,89.9,502 [476 - 547],86.68% [84.58% - 89.9%],505,347,750,10-20-2020
14,AZ- SUN CITY,84.17,30,29,33,82.84,85.8,30 [29 - 33],84.17% [82.84% - 85.8%],33,23,47,10-20-2020
15,AZ- TUCSON,83.19,76,71,85,81.82,84.95,76 [71 - 85],83.19% [81.82% - 84.95%],80,46,125,10-20-2020
16,AR- FORT SMITH,84.87,56,55,60,83.43,86.64,56 [55 - 60],84.87% [83.43% - 86.64%],62,44,85,10-20-2020
18,AR- JONESBORO,89.3,84,80,91,86.53,93.94,84 [80 - 91],89.3% [86.53% - 93.94%],84,59,126,10-20-2020
19,AR- LITTLE ROCK,83.46,196,188,209,82.49,84.73,196 [188 - 209],83.46% [82.49% - 84.73%],199,144,273,10-20-2020
21,AR- SPRINGDALE,86.47,63,62,67,85.2,88.7,63 [62 - 67],86.47% [85.2% - 88.7%],68,55,92,10-20-2020
22,AR- TEXARKANA,85.64,53,50,58,83.47,89.29,53 [50 - 58],85.64% [83.47% - 89.29%],55,34,91,10-20-2020
23,CA- ORANGE CO.,81.36,102,98,108,80.95,81.87,102 [98 - 108],81.36% [80.95% - 81.87%],104,73,143,10-20-2020
25,CA- BAKERSFIELD,81.3,45,43,47,80.94,81.63,45 [43 - 47],81.3% [80.94% - 81.63%],46,34,59,10-20-2020
31,CA- CHICO,81.48,6,6,7,80.78,81.56,6 [6 - 7],81.48% [80.78% - 81.56%],9,5,10,10-20-2020
33,CA- CONTRA COSTA CO.,81.49,28,28,29,81.1,82.0,28 [28 - 29],81.49% [81.1% - 82.0%],29,22,40,10-20-2020
43,CA- FRESNO,82.15,48,46,51,81.31,82.89,48 [46 - 51],82.15% [81.31% - 82.89%],49,30,66,10-20-2020
56,CA- LOS ANGELES,82.33,574,551,603,81.71,83.02,574 [551 - 603],82.33% [81.71% - 83.02%],576,423,748,10-20-2020
58,CA- MODESTO,86.58,109,101,129,83.14,93.67,109 [101 - 129],86.58% [83.14% - 93.67%],113,54,235,10-20-2020
