HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.78,398,362,516,81.84,94.33,398 [362 - 516],84.78% [81.84% - 94.33%],403,155,1210,10-20-2020
2,AL- DOTHAN,81.3,14,12,18,80.0,83.09,14 [12 - 18],81.3% [80.0% - 83.09%],17,0,41,10-20-2020
5,AL- HUNTSVILLE,87.03,127,116,157,82.98,97.29,127 [116 - 157],87.03% [82.98% - 97.29%],132,56,325,10-20-2020
6,AL- MOBILE,81.9,50,46,64,80.7,85.15,50 [46 - 64],81.9% [80.7% - 85.15%],54,20,147,10-20-2020
7,AL- MONTGOMERY,86.28,92,84,129,82.2,102.38,92 [84 - 129],86.28% [82.2% - 102.38%],97,34,346,10-20-2020
9,AL- TUSCALOOSA,83.54,31,26,43,80.3,90.72,31 [26 - 43],83.54% [80.3% - 90.72%],35,3,107,10-20-2020
11,AZ- MESA,96.2,316,291,388,87.27,119.14,316 [291 - 388],96.2% [87.27% - 119.14%],320,144,775,10-20-2020
12,AZ- PHOENIX,90.24,772,706,970,84.24,107.19,772 [706 - 970],90.24% [84.24% - 107.19%],775,321,2060,10-20-2020
14,AZ- SUN CITY,87.17,56,52,69,83.21,97.53,56 [52 - 69],87.17% [83.21% - 97.53%],58,26,142,10-20-2020
15,AZ- TUCSON,84.26,104,95,141,81.74,93.91,104 [95 - 141],84.26% [81.74% - 93.91%],107,44,351,10-20-2020
16,AR- FORT SMITH,83.79,44,40,55,81.87,89.6,44 [40 - 55],83.79% [81.87% - 89.6%],48,24,123,10-20-2020
18,AR- JONESBORO,87.51,65,58,83,82.21,100.91,65 [58 - 83],87.51% [82.21% - 100.91%],67,20,189,10-20-2020
19,AR- LITTLE ROCK,82.95,166,151,202,81.21,87.09,166 [151 - 202],82.95% [81.21% - 87.09%],170,70,409,10-20-2020
21,AR- SPRINGDALE,84.79,48,44,57,82.08,90.69,48 [44 - 57],84.79% [82.08% - 90.69%],50,22,113,10-20-2020
22,AR- TEXARKANA,86.04,57,52,74,82.45,97.04,57 [52 - 74],86.04% [82.45% - 97.04%],59,24,167,10-20-2020
23,CA- ORANGE CO.,80.97,70,65,82,80.42,81.95,70 [65 - 82],80.97% [80.42% - 81.95%],74,32,149,10-20-2020
25,CA- BAKERSFIELD,80.71,22,21,26,80.39,81.44,22 [21 - 26],80.71% [80.39% - 81.44%],25,14,52,10-20-2020
31,CA- CHICO,80.8,0,0,1,80.0,81.56,0 [0 - 1],80.8% [80.0% - 81.56%],5,0,10,10-20-2020
33,CA- CONTRA COSTA CO.,80.95,16,15,19,80.45,81.95,16 [15 - 19],80.95% [80.45% - 81.95%],19,9,39,10-20-2020
43,CA- FRESNO,81.12,25,23,29,80.53,82.32,25 [23 - 29],81.12% [80.53% - 82.32%],25,12,53,10-20-2020
