region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,114.36,1833,1808,1864,112.84,115.94,1833 [1808 - 1864],114.36% [112.84% - 115.94%],2902,2773,3035,12-15-2020,projected
2,AL- DOTHAN,99.95,165,162,168,98.9,101.31,165 [162 - 168],99.95% [98.9% - 101.31%],265,251,283,12-15-2020,projected
5,AL- HUNTSVILLE,129.04,595,585,605,126.7,131.22,595 [585 - 605],129.04% [126.7% - 131.22%],922,878,963,12-15-2020,projected
6,AL- MOBILE,104.33,455,445,464,103.0,105.97,455 [445 - 464],104.33% [103.0% - 105.97%],695,657,742,12-15-2020,projected
7,AL- MONTGOMERY,102.38,216,213,219,101.35,103.48,216 [213 - 219],102.38% [101.35% - 103.48%],346,330,363,12-15-2020,projected
9,AL- TUSCALOOSA,129.4,332,326,342,126.79,133.11,332 [326 - 342],129.4% [126.79% - 133.11%],493,467,530,12-15-2020,projected
11,AZ- MESA,189.44,1494,1464,1533,183.23,197.27,1494 [1464 - 1533],189.44% [183.23% - 197.27%],2167,2044,2322,12-15-2020,projected
12,AZ- PHOENIX,151.06,3667,3597,3763,147.14,155.89,3667 [3597 - 3763],151.06% [147.14% - 155.89%],5383,5086,5749,12-15-2020,projected
14,AZ- SUN CITY,127.28,267,261,274,124.57,130.86,267 [261 - 274],127.28% [124.57% - 130.86%],383,361,412,12-15-2020,projected
15,AZ- TUCSON,131.31,803,791,817,128.97,133.45,803 [791 - 817],131.31% [128.97% - 133.45%],1295,1236,1349,12-15-2020,projected
16,AR- FORT SMITH,95.85,122,121,125,95.22,96.71,122 [121 - 125],95.85% [95.22% - 96.71%],203,195,214,12-15-2020,projected
18,AR- JONESBORO,99.58,108,106,109,98.92,100.35,108 [106 - 109],99.58% [98.92% - 100.35%],177,171,184,12-15-2020,projected
19,AR- LITTLE ROCK,96.7,608,600,618,96.11,97.5,608 [600 - 618],96.7% [96.11% - 97.5%],964,930,1010,12-15-2020,projected
21,AR- SPRINGDALE,112.54,213,210,217,111.13,114.25,213 [210 - 217],112.54% [111.13% - 114.25%],344,329,362,12-15-2020,projected
22,AR- TEXARKANA,113.27,251,240,260,108.57,116.63,251 [240 - 260],113.27% [108.57% - 116.63%],326,280,359,12-15-2020,projected
23,CA- ORANGE CO.,110.96,1573,1547,1599,109.56,112.35,1573 [1547 - 1599],110.96% [109.56% - 112.35%],2369,2262,2475,12-15-2020,projected
25,CA- BAKERSFIELD,107.99,662,653,671,106.94,109.12,662 [653 - 671],107.99% [106.94% - 109.12%],1012,974,1053,12-15-2020,projected
31,CA- CHICO,94.84,56,55,57,94.69,95.0,56 [55 - 57],94.84% [94.69% - 95.0%],95,94,96,12-15-2020,projected
33,CA- CONTRA COSTA CO.,95.63,173,171,176,95.33,95.98,173 [171 - 176],95.63% [95.33% - 95.98%],313,307,320,12-15-2020,projected
43,CA- FRESNO,108.82,417,411,424,107.68,110.14,417 [411 - 424],108.82% [107.68% - 110.14%],658,632,688,12-15-2020,projected
56,CA- LOS ANGELES,154.14,13636,13289,14115,148.65,161.67,13.64K [13.29K - 14.12K],154.14% [148.65% - 161.67%],18390,17028,20257,12-15-2020,projected
58,CA- MODESTO,124.27,502,495,511,122.29,126.25,502 [495 - 511],124.27% [122.29% - 126.25%],761,727,795,12-15-2020,projected
62,CA- NAPA,100.27,76,74,77,99.07,101.13,76 [74 - 77],100.27% [99.07% - 101.13%],118,111,123,12-15-2020,projected
65,CA- ALAMEDA CO.,97.67,394,387,401,96.78,98.53,394 [387 - 401],97.67% [96.78% - 98.53%],597,567,626,12-15-2020,projected
69,CA- PALM SPR/RANCHO MIR.,145.15,512,501,523,141.06,149.14,512 [501 - 523],145.15% [141.06% - 149.14%],686,643,728,12-15-2020,projected
73,CA- REDDING,97.47,114,113,116,96.64,98.39,114 [113 - 116],97.47% [96.64% - 98.39%],189,180,199,12-15-2020,projected
77,CA- SACRAMENTO,112.21,985,968,1001,110.71,113.74,985 [968 - 1001],112.21% [110.71% - 113.74%],1541,1469,1614,12-15-2020,projected
78,CA- SALINAS,102.19,103,101,105,101.82,102.57,103 [101 - 105],102.19% [101.82% - 102.57%],176,173,179,12-15-2020,projected
79,CA- SAN BERNARDINO,180.99,4208,4124,4300,175.07,187.11,4208 [4124 - 4300],180.99% [175.07% - 187.11%],5839,5497,6193,12-15-2020,projected
80,CA- SAN DIEGO,122.51,2042,2005,2080,120.27,124.73,2042 [2005 - 2080],122.51% [120.27% - 124.73%],2990,2832,3146,12-15-2020,projected
81,CA- SAN FRANCISCO,86.7,205,202,208,86.45,87.04,205 [202 - 208],86.7% [86.45% - 87.04%],340,327,357,12-15-2020,projected
82,CA- SAN JOSE,113.11,658,648,669,111.69,114.53,658 [648 - 669],113.11% [111.69% - 114.53%],1002,959,1045,12-15-2020,projected
83,CA- SAN LUIS OBISPO,104.56,73,71,75,103.25,106.1,73 [71 - 75],104.56% [103.25% - 106.1%],112,106,119,12-15-2020,projected
85,CA- SAN MATEO CO.,92.61,217,214,221,92.09,93.09,217 [214 - 221],92.61% [92.09% - 93.09%],340,326,353,12-15-2020,projected
