HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,326,279,329,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,47,41,47,04-08-2020
6,AL- MOBILE,80,163,139,164,04-08-2020
7,AL- MONTGOMERY,80,32,28,32,04-08-2020
9,AL- TUSCALOOSA,80,22,19,22,04-08-2020
11,AZ- MESA,85,651,557,657,04-08-2020
12,AZ- PHOENIX,83,1590,1361,1604,04-08-2020
14,AZ- SUN CITY,82,108,93,109,04-08-2020
15,AZ- TUCSON,81,327,280,330,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,82,790,678,797,04-08-2020
21,AR- SPRINGDALE,80,49,43,49,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,82,1120,960,1130,04-08-2020
25,CA- BAKERSFIELD,80,171,146,172,04-08-2020
31,CA- CHICO,80,28,25,28,04-08-2020
33,CA- CONTRA COSTA CO.,86,847,728,854,04-08-2020
43,CA- FRESNO,81,156,133,157,04-08-2020
56,CA- LOS ANGELES,82,3354,2874,3384,04-08-2020
58,CA- MODESTO,83,352,302,355,04-08-2020
62,CA- NAPA,82,104,90,104,04-08-2020
65,CA- ALAMEDA CO.,85,1302,1119,1313,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,81,98,84,98,04-08-2020
73,CA- REDDING,80,28,25,28,04-08-2020
77,CA- SACRAMENTO,83,1218,1045,1229,04-08-2020
78,CA- SALINAS,83,196,168,197,04-08-2020
79,CA- SAN BERNARDINO,82,948,811,956,04-08-2020
80,CA- SAN DIEGO,83,1407,1207,1419,04-08-2020
81,CA- SAN FRANCISCO,83,1143,983,1153,04-08-2020
82,CA- SAN JOSE,87,1547,1331,1560,04-08-2020
83,CA- SAN LUIS OBISPO,83,97,83,97,04-08-2020
85,CA- SAN MATEO CO.,84,737,634,743,04-08-2020
86,CA- SANTA BARBARA,82,138,119,139,04-08-2020
87,CA- SANTA CRUZ,87,186,160,187,04-08-2020
89,CA- SANTA ROSA,82,280,240,282,04-08-2020
91,CA- STOCKTON,84,336,289,339,04-08-2020
96,CA- VENTURA,82,282,242,284,04-08-2020
101,CO- BOULDER,88,265,228,267,04-08-2020
102,CO- COLORADO SPRINGS,86,468,402,472,04-08-2020
103,CO- DENVER,88,2584,2220,2607,04-08-2020
104,CO- FORT COLLINS,84,202,173,203,04-08-2020
105,CO- GRAND JUNCTION,88,470,407,474,04-08-2020
106,CO- GREELEY,85,251,215,253,04-08-2020
107,CO- PUEBLO,80,35,31,35,04-08-2020
110,CT- HARTFORD,87,1530,1309,1544,04-08-2020
111,CT- NEW HAVEN,90,2819,2425,2844,04-08-2020
112,DE- WILMINGTON,86,793,679,800,04-08-2020
113,DC- WASHINGTON,85,2061,1766,2079,04-08-2020
115,FL- BRADENTON,82,112,97,113,04-08-2020
116,FL- CLEARWATER,81,175,150,176,04-08-2020
118,FL- FORT LAUDERDALE,83,1780,1526,1796,04-08-2020
119,FL- FORT MYERS,82,550,472,555,04-08-2020
120,FL- GAINESVILLE,81,155,133,156,04-08-2020
122,FL- HUDSON,81,140,120,141,04-08-2020
123,FL- JACKSONVILLE,81,434,372,438,04-08-2020
124,FL- LAKELAND,81,136,117,137,04-08-2020
127,FL- MIAMI,83,2219,1905,2239,04-08-2020
129,FL- OCALA,81,163,140,164,04-08-2020
130,FL- ORLANDO,81,1297,1109,1309,04-08-2020
131,FL- ORMOND BEACH,81,131,113,132,04-08-2020
133,FL- PANAMA CITY,80,14,13,14,04-08-2020
134,FL- PENSACOLA,80,148,128,149,04-08-2020
137,FL- SARASOTA,81,137,117,138,04-08-2020
139,FL- ST PETERSBURG,81,142,122,143,04-08-2020
140,FL- TALLAHASSEE,80,133,116,134,04-08-2020
141,FL- TAMPA,81,527,451,531,04-08-2020
142,GA- ALBANY,83,252,219,254,04-08-2020
144,GA- ATLANTA,84,3869,3319,3904,04-08-2020
145,GA- AUGUSTA,81,236,205,238,04-08-2020
146,GA- COLUMBUS,81,90,77,90,04-08-2020
147,GA- MACON,80,108,92,109,04-08-2020
148,GA- ROME,83,178,151,179,04-08-2020
149,GA- SAVANNAH,83,431,364,435,04-08-2020
154,IL- AURORA,86,228,196,230,04-08-2020
155,IL- BLUE ISLAND,83,572,492,577,04-08-2020
156,IL- CHICAGO,83,1919,1648,1936,04-08-2020
158,IL- ELGIN,87,549,471,553,04-08-2020
161,IL- EVANSTON,84,763,655,769,04-08-2020
163,IL- HINSDALE,84,357,307,360,04-08-2020
164,IL- JOLIET,85,488,419,492,04-08-2020
166,IL- MELROSE PARK,84,1004,863,1013,04-08-2020
170,IL- PEORIA,80,69,59,69,04-08-2020
171,IL- ROCKFORD,82,254,217,256,04-08-2020
172,IL- SPRINGFIELD,80,37,32,37,04-08-2020
173,IL- URBANA,80,14,13,14,04-08-2020
175,IL- BLOOMINGTON,82,39,33,39,04-08-2020
179,IN- EVANSVILLE,80,14,13,14,04-08-2020
180,IN- FORT WAYNE,80,33,29,33,04-08-2020
181,IN- GARY,82,249,214,251,04-08-2020
183,IN- INDIANAPOLIS,81,707,605,713,04-08-2020
184,IN- LAFAYETTE,80,25,21,25,04-08-2020
185,IN- MUNCIE,80,17,15,17,04-08-2020
186,IN- MUNSTER,82,183,157,184,04-08-2020
187,IN- SOUTH BEND,81,114,98,115,04-08-2020
188,IN- TERRE HAUTE,80,0,0,0,04-08-2020
191,IA- DAVENPORT,80,29,25,29,04-08-2020
192,IA- DES MOINES,80,102,87,102,04-08-2020
193,IA- DUBUQUE,80,19,17,19,04-08-2020
194,IA- IOWA CITY,80,95,82,95,04-08-2020
195,IA- MASON CITY,80,0,0,0,04-08-2020
196,IA- SIOUX CITY,80,7,7,7,04-08-2020
197,IA- WATERLOO,80,7,7,7,04-08-2020
200,KS- TOPEKA,80,58,48,58,04-08-2020
201,KS- WICHITA,80,97,83,97,04-08-2020
203,KY- COVINGTON,80,70,60,70,04-08-2020
204,KY- LEXINGTON,80,172,148,173,04-08-2020
205,KY- LOUISVILLE,80,265,228,267,04-08-2020
207,KY- OWENSBORO,80,14,13,14,04-08-2020
208,KY- PADUCAH,80,0,0,0,04-08-2020
209,LA- ALEXANDRIA,81,67,58,67,04-08-2020
210,LA- BATON ROUGE,86,1082,926,1091,04-08-2020
212,LA- HOUMA,87,342,294,345,04-08-2020
213,LA- LAFAYETTE,81,236,204,238,04-08-2020
214,LA- LAKE CHARLES,80,49,43,49,04-08-2020
216,LA- METAIRIE,99,1317,1136,1328,04-08-2020
217,LA- MONROE,80,21,19,21,04-08-2020
218,LA- NEW ORLEANS,93,2210,1912,2229,04-08-2020
219,LA- SHREVEPORT,81,228,194,230,04-08-2020
221,ME- BANGOR,80,22,19,22,04-08-2020
222,ME- PORTLAND,82,359,309,362,04-08-2020
223,MD- BALTIMORE,84,2081,1780,2100,04-08-2020
225,MD- SALISBURY,84,249,211,251,04-08-2020
226,MD- TAKOMA PARK,90,933,801,941,04-08-2020
227,MA- BOSTON,86,4432,3806,4472,04-08-2020
230,MA- SPRINGFIELD,84,501,428,505,04-08-2020
231,MA- WORCESTER,86,686,589,692,04-08-2020
232,MI- ANN ARBOR,85,1274,1095,1285,04-08-2020
233,MI- DEARBORN,84,532,458,536,04-08-2020
234,MI- DETROIT,85,1753,1507,1768,04-08-2020
235,MI- FLINT,84,372,319,375,04-08-2020
238,MI- KALAMAZOO,81,97,82,97,04-08-2020
239,MI- LANSING,82,229,196,231,04-08-2020
240,MI- MARQUETTE,80,0,0,0,04-08-2020
242,MI- MUSKEGON,80,30,26,30,04-08-2020
243,MI- PETOSKEY,80,0,0,0,04-08-2020
244,MI- PONTIAC,85,455,392,459,04-08-2020
245,MI- ROYAL OAK,84,769,661,775,04-08-2020
246,MI- SAGINAW,80,115,100,116,04-08-2020
248,MI- ST JOSEPH,81,32,28,32,04-08-2020
249,MI- TRAVERSE CITY,80,0,0,0,04-08-2020
250,MN- DULUTH,80,7,7,7,04-08-2020
251,MN- MINNEAPOLIS,81,621,532,626,04-08-2020
253,MN- ROCHESTER,80,74,64,74,04-08-2020
254,MN- ST CLOUD,80,28,25,28,04-08-2020
256,MN- ST PAUL,81,267,228,269,04-08-2020
257,MS- GULFPORT,85,273,234,275,04-08-2020
258,MS- HATTIESBURG,82,166,141,167,04-08-2020
259,MS- JACKSON,81,497,422,501,04-08-2020
261,MS- OXFORD,80,35,31,35,04-08-2020
262,MS- TUPELO,80,77,67,77,04-08-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,04-08-2020
264,MO- COLUMBIA,80,56,49,56,04-08-2020
267,MO- JOPLIN,80,0,0,0,04-08-2020
268,MO- KANSAS CITY,81,950,812,958,04-08-2020
270,MO- SPRINGFIELD,80,73,63,73,04-08-2020
273,MO- ST LOUIS,80,542,461,547,04-08-2020
274,MT- BILLINGS,80,143,123,144,04-08-2020
275,MT- GREAT FALLS,80,21,19,21,04-08-2020
276,MT- MISSOULA,80,49,43,49,04-08-2020
277,NE- LINCOLN,83,417,357,420,04-08-2020
278,NE- OMAHA,85,2083,1793,2101,04-08-2020
279,NV- LAS VEGAS,85,1598,1371,1612,04-08-2020
280,NV- RENO,82,267,230,269,04-08-2020
281,NH- LEBANON,83,229,197,231,04-08-2020
282,NH- MANCHESTER,81,234,202,236,04-08-2020
283,NJ- CAMDEN,87,4136,3547,4173,04-08-2020
284,NJ- HACKENSACK,97,4409,3806,4447,04-08-2020
285,NJ- MORRISTOWN,101,2803,2412,2827,04-08-2020
288,NJ- NEW BRUNSWICK,94,2631,2264,2654,04-08-2020
289,NJ- NEWARK,93,4474,3856,4513,04-08-2020
291,NJ- PATERSON,94,1150,992,1160,04-08-2020
293,NM- ALBUQUERQUE,80,181,156,182,04-08-2020
295,NY- ALBANY,94,4903,4214,4946,04-08-2020
296,NY- BINGHAMTON,84,278,237,280,04-08-2020
297,NY- BRONX,110,7645,6612,7710,04-08-2020
299,NY- BUFFALO,83,923,790,931,04-08-2020
300,NY- ELMIRA,83,199,168,200,04-08-2020
301,NY- EAST LONG ISLAND,113,25588,22114,25809,04-08-2020
304,NY- ROCHESTER,85,1072,920,1081,04-08-2020
307,NY- SYRACUSE,83,610,520,615,04-08-2020
308,NY- WHITE PLAINS,107,5747,4975,5796,04-08-2020
309,NC- ASHEVILLE,80,82,71,82,04-08-2020
311,NC- CHARLOTTE,84,1558,1336,1572,04-08-2020
312,NC- DURHAM,81,485,416,489,04-08-2020
313,NC- GREENSBORO,81,228,196,230,04-08-2020
314,NC- GREENVILLE,80,56,49,56,04-08-2020
315,NC- HICKORY,81,84,71,84,04-08-2020
318,NC- RALEIGH,83,963,826,971,04-08-2020
319,NC- WILMINGTON,80,83,72,83,04-08-2020
320,NC- WINSTON-SALEM,81,305,258,308,04-08-2020
321,ND- BISMARCK,80,28,25,28,04-08-2020
322,ND- FARGO MOORHEAD -MN,80,0,0,0,04-08-2020
323,ND- GRAND FORKS,80,0,0,0,04-08-2020
324,ND- MINOT,80,0,0,0,04-08-2020
325,OH- AKRON,83,555,476,560,04-08-2020
326,OH- CANTON,82,346,298,349,04-08-2020
327,OH- CINCINNATI,81,559,480,564,04-08-2020
328,OH- CLEVELAND,83,1854,1590,1870,04-08-2020
329,OH- COLUMBUS,81,663,566,669,04-08-2020
