HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,230,226,234,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,33,33,33,04-08-2020
6,AL- MOBILE,80,99,98,100,04-08-2020
7,AL- MONTGOMERY,80,21,21,21,04-08-2020
9,AL- TUSCALOOSA,80,14,14,14,04-08-2020
11,AZ- MESA,83,437,429,445,04-08-2020
12,AZ- PHOENIX,82,1034,1015,1053,04-08-2020
14,AZ- SUN CITY,81,71,70,72,04-08-2020
15,AZ- TUCSON,81,200,197,203,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,81,567,557,577,04-08-2020
21,AR- SPRINGDALE,80,49,49,49,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,81,800,786,814,04-08-2020
25,CA- BAKERSFIELD,80,115,113,117,04-08-2020
31,CA- CHICO,80,15,15,15,04-08-2020
33,CA- CONTRA COSTA CO.,84,654,643,665,04-08-2020
43,CA- FRESNO,80,105,104,106,04-08-2020
56,CA- LOS ANGELES,81,2464,2419,2509,04-08-2020
58,CA- MODESTO,82,231,227,235,04-08-2020
62,CA- NAPA,82,81,80,82,04-08-2020
65,CA- ALAMEDA CO.,84,1022,1004,1040,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,80,66,65,67,04-08-2020
73,CA- REDDING,80,9,9,9,04-08-2020
77,CA- SACRAMENTO,82,882,866,898,04-08-2020
78,CA- SALINAS,82,132,130,134,04-08-2020
79,CA- SAN BERNARDINO,81,641,629,653,04-08-2020
80,CA- SAN DIEGO,82,1031,1013,1049,04-08-2020
81,CA- SAN FRANCISCO,82,905,889,921,04-08-2020
82,CA- SAN JOSE,86,1277,1255,1299,04-08-2020
83,CA- SAN LUIS OBISPO,82,74,73,75,04-08-2020
85,CA- SAN MATEO CO.,83,602,592,612,04-08-2020
86,CA- SANTA BARBARA,81,96,95,97,04-08-2020
87,CA- SANTA CRUZ,85,136,134,138,04-08-2020
89,CA- SANTA ROSA,81,198,195,201,04-08-2020
91,CA- STOCKTON,83,247,243,251,04-08-2020
96,CA- VENTURA,81,204,201,207,04-08-2020
101,CO- BOULDER,86,201,198,204,04-08-2020
102,CO- COLORADO SPRINGS,84,306,301,311,04-08-2020
103,CO- DENVER,86,2052,2016,2088,04-08-2020
104,CO- FORT COLLINS,83,148,146,150,04-08-2020
105,CO- GRAND JUNCTION,88,427,420,434,04-08-2020
106,CO- GREELEY,83,180,177,183,04-08-2020
107,CO- PUEBLO,80,18,18,18,04-08-2020
110,CT- HARTFORD,84,1028,1009,1047,04-08-2020
111,CT- NEW HAVEN,88,2252,2212,2292,04-08-2020
112,DE- WILMINGTON,84,571,561,581,04-08-2020
113,DC- WASHINGTON,84,1565,1537,1593,04-08-2020
115,FL- BRADENTON,81,77,76,78,04-08-2020
116,FL- CLEARWATER,81,121,119,123,04-08-2020
118,FL- FORT LAUDERDALE,82,1296,1273,1319,04-08-2020
119,FL- FORT MYERS,81,399,392,406,04-08-2020
120,FL- GAINESVILLE,80,115,113,117,04-08-2020
122,FL- HUDSON,81,91,90,92,04-08-2020
123,FL- JACKSONVILLE,80,309,304,314,04-08-2020
