region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,91.32,452,432,478,89.39,93.29,452 [432 - 478],91.32% [89.39% - 93.29%],956,793,1122,02-09-2021,projected
2,AL- DOTHAN,91.22,70,65,74,89.49,92.73,70 [65 - 74],91.22% [89.49% - 92.73%],149,126,169,02-09-2021,projected
5,AL- HUNTSVILLE,95.11,137,131,144,92.77,98.19,137 [131 - 144],95.11% [92.77% - 98.19%],284,240,342,02-09-2021,projected
6,AL- MOBILE,91.66,160,153,168,89.66,93.55,160 [153 - 168],91.66% [89.66% - 93.55%],333,276,387,02-09-2021,projected
7,AL- MONTGOMERY,95.33,122,113,126,93.45,97.46,122 [113 - 126],95.33% [93.45% - 97.46%],237,208,270,02-09-2021,projected
9,AL- TUSCALOOSA,93.73,64,60,69,91.52,96.53,64 [60 - 69],93.73% [91.52% - 96.53%],137,115,165,02-09-2021,projected
11,AZ- MESA,102.73,189,181,198,98.33,107.07,189 [181 - 198],102.73% [98.33% - 107.07%],450,363,536,02-09-2021,projected
12,AZ- PHOENIX,93.81,439,419,460,91.19,96.41,439 [419 - 460],93.81% [91.19% - 96.41%],1046,848,1243,02-09-2021,projected
14,AZ- SUN CITY,89.38,32,30,34,87.65,91.23,32 [30 - 34],89.38% [87.65% - 91.23%],76,62,91,02-09-2021,projected
15,AZ- TUCSON,92.04,123,117,128,89.94,94.22,123 [117 - 128],92.04% [89.94% - 94.22%],304,251,359,02-09-2021,projected
16,AR- FORT SMITH,90.77,64,62,70,88.82,93.58,64 [62 - 70],90.77% [88.82% - 93.58%],138,113,174,02-09-2021,projected
18,AR- JONESBORO,87.96,35,33,38,86.75,89.73,35 [33 - 38],87.96% [86.75% - 89.73%],72,61,88,02-09-2021,projected
19,AR- LITTLE ROCK,92.14,371,355,394,90.03,95.19,371 [355 - 394],92.14% [90.03% - 95.19%],701,579,877,02-09-2021,projected
21,AR- SPRINGDALE,96.56,84,80,89,93.72,100.34,84 [80 - 89],96.56% [93.72% - 100.34%],175,145,215,02-09-2021,projected
22,AR- TEXARKANA,92.86,75,72,82,90.0,99.29,75 [72 - 82],92.86% [90.0% - 99.29%],126,98,189,02-09-2021,projected
23,CA- ORANGE CO.,85.28,142,136,148,84.39,86.16,142 [136 - 148],85.28% [84.39% - 86.16%],404,336,471,02-09-2021,projected
25,CA- BAKERSFIELD,87.13,105,100,110,86.0,88.32,105 [100 - 110],87.13% [86.0% - 88.32%],258,217,301,02-09-2021,projected
31,CA- CHICO,85.0,14,13,15,84.06,86.56,14 [13 - 15],85.0% [84.06% - 86.56%],32,26,42,02-09-2021,projected
33,CA- CONTRA COSTA CO.,86.54,54,52,57,85.44,87.54,54 [52 - 57],86.54% [85.44% - 87.54%],131,109,151,02-09-2021,projected
43,CA- FRESNO,90.73,106,101,112,89.15,92.53,106 [101 - 112],90.73% [89.15% - 92.53%],245,209,286,02-09-2021,projected
56,CA- LOS ANGELES,86.75,587,562,611,85.68,87.8,587 [562 - 611],86.75% [85.68% - 87.8%],1674,1408,1935,02-09-2021,projected
58,CA- MODESTO,92.8,101,97,106,90.88,95.07,101 [97 - 106],92.8% [90.88% - 95.07%],220,187,259,02-09-2021,projected
62,CA- NAPA,87.04,21,20,22,85.84,88.08,21 [20 - 22],87.04% [85.84% - 88.08%],41,34,47,02-09-2021,projected
65,CA- ALAMEDA CO.,84.05,54,51,57,83.31,84.79,54 [51 - 57],84.05% [83.31% - 84.79%],137,112,162,02-09-2021,projected
69,CA- PALM SPR/RANCHO MIR.,85.51,20,19,21,84.46,86.55,20 [19 - 21],85.51% [84.46% - 86.55%],58,47,69,02-09-2021,projected
73,CA- REDDING,83.05,14,13,15,82.5,83.6,14 [13 - 15],83.05% [82.5% - 83.6%],33,27,39,02-09-2021,projected
77,CA- SACRAMENTO,84.43,80,75,84,83.62,85.43,80 [75 - 84],84.43% [83.62% - 85.43%],212,173,260,02-09-2021,projected
78,CA- SALINAS,89.21,31,29,33,87.31,91.1,31 [29 - 33],89.21% [87.31% - 91.1%],73,58,88,02-09-2021,projected
79,CA- SAN BERNARDINO,87.14,135,128,142,85.72,88.58,135 [128 - 142],87.14% [85.72% - 88.58%],413,331,496,02-09-2021,projected
80,CA- SAN DIEGO,89.65,278,266,290,88.08,91.26,278 [266 - 290],89.65% [88.08% - 91.26%],679,568,792,02-09-2021,projected
81,CA- SAN FRANCISCO,82.39,51,48,54,81.99,82.74,51 [48 - 54],82.39% [81.99% - 82.74%],121,101,139,02-09-2021,projected
82,CA- SAN JOSE,85.45,62,59,65,84.63,86.28,62 [59 - 65],85.45% [84.63% - 86.28%],165,140,190,02-09-2021,projected
83,CA- SAN LUIS OBISPO,91.62,24,23,25,89.87,93.6,24 [23 - 25],91.62% [89.87% - 93.6%],53,45,62,02-09-2021,projected
85,CA- SAN MATEO CO.,83.3,35,33,37,82.74,83.89,35 [33 - 37],83.3% [82.74% - 83.89%],89,74,105,02-09-2021,projected
86,CA- SANTA BARBARA,89.94,39,37,41,88.28,91.59,39 [37 - 41],89.94% [88.28% - 91.59%],96,80,112,02-09-2021,projected
87,CA- SANTA CRUZ,92.26,20,19,22,90.58,94.76,20 [19 - 22],92.26% [90.58% - 94.76%],44,38,53,02-09-2021,projected
89,CA- SANTA ROSA,82.53,21,20,22,82.04,82.96,21 [20 - 22],82.53% [82.04% - 82.96%],47,38,55,02-09-2021,projected
91,CA- STOCKTON,89.13,39,37,41,87.53,90.72,39 [37 - 41],89.13% [87.53% - 90.72%],97,80,114,02-09-2021,projected
96,CA- VENTURA,94.11,88,84,92,91.7,96.4,88 [84 - 92],94.11% [91.7% - 96.4%],222,184,258,02-09-2021,projected
101,CO- BOULDER,88.0,15,14,17,86.53,89.47,15 [14 - 17],88.0% [86.53% - 89.47%],38,31,45,02-09-2021,projected
102,CO- COLORADO SPRINGS,92.27,65,62,72,89.28,96.62,65 [62 - 72],92.27% [89.28% - 96.62%],127,96,172,02-09-2021,projected
103,CO- DENVER,90.36,247,235,261,88.52,92.52,247 [235 - 261],90.36% [88.52% - 92.52%],495,407,598,02-09-2021,projected
104,CO- FORT COLLINS,87.67,23,21,25,85.48,89.55,23 [21 - 25],87.67% [85.48% - 89.55%],49,35,61,02-09-2021,projected
105,CO- GRAND JUNCTION,91.11,41,38,44,89.34,93.13,41 [38 - 44],91.11% [89.34% - 93.13%],88,74,104,02-09-2021,projected
106,CO- GREELEY,86.44,23,22,25,85.28,87.72,23 [22 - 25],86.44% [85.28% - 87.72%],50,41,60,02-09-2021,projected
107,CO- PUEBLO,81.13,7,7,7,81.0,82.01,7 [7 - 7],81.13% [81.0% - 82.01%],9,8,16,02-09-2021,projected
109,CT- BRIDGEPORT,88.32,61,58,64,86.96,89.56,61 [58 - 64],88.32% [86.96% - 89.56%],141,118,162,02-09-2021,projected
