region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,141.91,2695,2525,2939,116.06,179.67,2695 [2525 - 2939],141.91% [116.06% - 179.67%],5228,3045,8417,11-17-2020,projected
2,AL- DOTHAN,130.6,357,330,402,107.41,172.62,357 [330 - 402],130.6% [107.41% - 172.62%],672,364,1230,11-17-2020,projected
5,AL- HUNTSVILLE,210.53,1328,1236,1463,152.55,300.11,1328 [1236 - 1463],210.53% [152.55% - 300.11%],2454,1364,4138,11-17-2020,projected
6,AL- MOBILE,109.82,455,421,554,95.3,148.22,455 [421 - 554],109.82% [95.3% - 148.22%],852,437,1949,11-17-2020,projected
7,AL- MONTGOMERY,130.52,429,397,486,107.55,174.76,429 [397 - 486],130.52% [107.55% - 174.76%],781,426,1465,11-17-2020,projected
9,AL- TUSCALOOSA,142.63,336,311,388,112.36,205.75,336 [311 - 388],142.63% [112.36% - 205.75%],625,323,1255,11-17-2020,projected
11,AZ- MESA,343.74,2819,2627,3403,224.24,645.71,2819 [2627 - 3403],343.74% [224.24% - 645.71%],5222,2856,11201,11-17-2020,projected
12,AZ- PHOENIX,252.15,6920,6438,8300,172.04,447.76,6920 [6438 - 8300],252.15% [172.04% - 447.76%],13040,6972,27858,11-17-2020,projected
14,AZ- SUN CITY,191.85,487,454,589,141.36,321.23,487 [454 - 589],191.85% [141.36% - 321.23%],906,497,1954,11-17-2020,projected
15,AZ- TUCSON,217.64,1846,1696,2145,147.79,352.23,1846 [1696 - 2145],217.64% [147.79% - 352.23%],3474,1711,6871,11-17-2020,projected
16,AR- FORT SMITH,153.93,492,456,558,119.5,217.0,492 [456 - 558],153.93% [119.5% - 217.0%],947,506,1755,11-17-2020,projected
18,AR- JONESBORO,130.0,224,211,245,109.31,160.97,224 [211 - 245],130.0% [109.31% - 160.97%],452,265,732,11-17-2020,projected
19,AR- LITTLE ROCK,134.61,1650,1543,1807,111.24,169.93,1650 [1543 - 1807],134.61% [111.24% - 169.93%],3152,1803,5191,11-17-2020,projected
21,AR- SPRINGDALE,233.93,871,814,950,166.85,330.61,871 [814 - 950],233.93% [166.85% - 330.61%],1627,918,2649,11-17-2020,projected
22,AR- TEXARKANA,97.24,84,79,97,89.9,106.94,84 [79 - 97],97.24% [89.9% - 106.94%],169,97,264,11-17-2020,projected
23,CA- ORANGE CO.,110.62,1301,1197,1497,96.14,138.15,1301 [1197 - 1497],110.62% [96.14% - 138.15%],2343,1235,4449,11-17-2020,projected
25,CA- BAKERSFIELD,153.29,1484,1385,1606,121.07,197.48,1484 [1385 - 1606],153.29% [121.07% - 197.48%],2650,1485,4248,11-17-2020,projected
31,CA- CHICO,130.31,174,162,188,107.34,160.78,174 [162 - 188],130.31% [107.34% - 160.78%],322,175,517,11-17-2020,projected
33,CA- CONTRA COSTA CO.,141.81,703,644,819,111.4,202.52,703 [644 - 819],141.81% [111.4% - 202.52%],1238,629,2454,11-17-2020,projected
43,CA- FRESNO,118.94,459,429,496,102.47,140.1,459 [429 - 496],118.94% [102.47% - 140.1%],889,513,1372,11-17-2020,projected
56,CA- LOS ANGELES,256.92,23128,21551,24250,174.68,329.28,23.13K [21.55K - 24.25K],256.92% [174.68% - 329.28%],43881,23484,61830,11-17-2020,projected
58,CA- MODESTO,168.42,812,756,893,129.27,227.93,812 [756 - 893],168.42% [129.27% - 227.93%],1520,847,2543,11-17-2020,projected
62,CA- NAPA,131.89,167,155,186,108.52,169.52,167 [155 - 186],131.89% [108.52% - 169.52%],302,166,521,11-17-2020,projected
65,CA- ALAMEDA CO.,95.24,280,257,325,87.72,108.88,280 [257 - 325],95.24% [87.72% - 108.88%],515,261,976,11-17-2020,projected
69,CA- PALM SPR/RANCHO MIR.,137.36,336,310,377,110.1,185.13,336 [310 - 377],137.36% [110.1% - 185.13%],604,317,1107,11-17-2020,projected
73,CA- REDDING,128.52,296,273,329,105.14,162.07,296 [273 - 329],128.52% [105.14% - 162.07%],525,272,888,11-17-2020,projected
77,CA- SACRAMENTO,140.35,1591,1472,1762,112.02,182.3,1591 [1472 - 1762],140.35% [112.02% - 182.3%],2887,1532,4894,11-17-2020,projected
78,CA- SALINAS,116.32,157,145,181,99.55,147.97,157 [145 - 181],116.32% [99.55% - 147.97%],288,155,539,11-17-2020,projected
79,CA- SAN BERNARDINO,197.57,3708,3447,4048,145.19,274.64,3708 [3447 - 4048],197.57% [145.19% - 274.64%],6798,3769,11254,11-17-2020,projected
80,CA- SAN DIEGO,161.49,3218,2966,3651,122.73,230.36,3218 [2966 - 3651],161.49% [122.73% - 230.36%],5731,3005,10575,11-17-2020,projected
81,CA- SAN FRANCISCO,102.29,640,587,743,91.41,122.83,640 [587 - 743],102.29% [91.41% - 122.83%],1131,579,2173,11-17-2020,projected
82,CA- SAN JOSE,107.07,445,412,492,94.01,125.77,445 [412 - 492],107.07% [94.01% - 125.77%],819,424,1385,11-17-2020,projected
83,CA- SAN LUIS OBISPO,104.34,57,51,66,91.4,125.39,57 [51 - 66],104.34% [91.4% - 125.39%],111,52,207,11-17-2020,projected
85,CA- SAN MATEO CO.,113.49,514,471,589,97.06,141.87,514 [471 - 589],113.49% [97.06% - 141.87%],903,460,1668,11-17-2020,projected
86,CA- SANTA BARBARA,161.16,462,416,577,112.82,300.7,462 [416 - 577],161.16% [112.82% - 300.7%],784,317,2132,11-17-2020,projected
87,CA- SANTA CRUZ,120.95,81,74,91,99.22,152.14,81 [74 - 91],120.95% [99.22% - 152.14%],147,69,259,11-17-2020,projected
89,CA- SANTA ROSA,93.65,137,126,163,86.93,108.48,137 [126 - 163],93.65% [86.93% - 108.48%],254,129,530,11-17-2020,projected
91,CA- STOCKTON,180.47,604,557,683,132.59,265.42,604 [557 - 683],180.47% [132.59% - 265.42%],1068,559,1971,11-17-2020,projected
96,CA- VENTURA,154.63,656,604,729,118.14,207.27,656 [604 - 729],154.63% [118.14% - 207.27%],1174,600,2002,11-17-2020,projected
101,CO- BOULDER,459.58,920,862,1022,295.16,734.74,920 [862 - 1022],459.58% [295.16% - 734.74%],1803,1022,3110,11-17-2020,projected
102,CO- COLORADO SPRINGS,387.05,1659,1541,1854,242.13,613.62,1659 [1541 - 1854],387.05% [242.13% - 613.62%],3178,1678,5523,11-17-2020,projected
103,CO- DENVER,354.69,6625,6225,7345,239.81,552.07,6625 [6225 - 7345],354.69% [239.81% - 552.07%],13122,7634,22551,11-17-2020,projected
104,CO- FORT COLLINS,344.32,864,810,961,233.83,543.38,864 [810 - 961],344.32% [233.83% - 543.38%],1689,983,2961,11-17-2020,projected
105,CO- GRAND JUNCTION,386.82,958,878,1062,260.05,569.27,958 [878 - 1062],386.82% [260.05% - 569.27%],2430,1426,3875,11-17-2020,projected
106,CO- GREELEY,333.54,1015,952,1125,224.79,515.01,1015 [952 - 1125],333.54% [224.79% - 515.01%],1970,1125,3380,11-17-2020,projected
107,CO- PUEBLO,294.41,403,360,466,196.54,398.17,403 [360 - 466],294.41% [196.54% - 398.17%],1711,930,2539,11-17-2020,projected
109,CT- BRIDGEPORT,301.59,2007,1859,2209,196.05,445.55,2007 [1859 - 2209],301.59% [196.05% - 445.55%],3756,1967,6196,11-17-2020,projected
110,CT- HARTFORD,505.28,7247,6841,7837,336.54,751.01,7247 [6841 - 7837],505.28% [336.54% - 751.01%],13847,8353,21848,11-17-2020,projected
111,CT- NEW HAVEN,258.5,3672,3396,4040,173.64,373.59,3672 [3396 - 4040],258.5% [173.64% - 373.59%],6876,3607,11309,11-17-2020,projected
112,DE- WILMINGTON,126.13,413,382,457,107.93,147.88,413 [382 - 457],126.13% [107.93% - 147.88%],859,520,1264,11-17-2020,projected
113,DC- WASHINGTON,150.76,2008,1873,2239,119.3,203.23,2008 [1873 - 2239],150.76% [119.3% - 203.23%],3884,2157,6764,11-17-2020,projected
115,FL- BRADENTON,88.89,35,32,39,84.94,94.53,35 [32 - 39],88.89% [84.94% - 94.53%],63,35,103,11-17-2020,projected
116,FL- CLEARWATER,118.3,357,326,419,99.24,155.38,357 [326 - 419],118.3% [99.24% - 155.38%],627,315,1234,11-17-2020,projected
118,FL- FORT LAUDERDALE,99.54,928,851,1079,89.76,117.38,928 [851 - 1079],99.54% [89.76% - 117.38%],1700,849,3252,11-17-2020,projected
119,FL- FORT MYERS,102.14,463,426,543,91.29,122.94,463 [426 - 543],102.14% [91.29% - 122.94%],847,432,1643,11-17-2020,projected
120,FL- GAINESVILLE,92.0,116,106,142,85.98,107.05,116 [106 - 142],92.0% [85.98% - 107.05%],221,110,498,11-17-2020,projected
122,FL- HUDSON,107.72,196,179,239,93.5,140.38,196 [179 - 239],107.72% [93.5% - 140.38%],347,169,756,11-17-2020,projected
123,FL- JACKSONVILLE,104.23,649,597,763,92.32,128.43,649 [597 - 763],104.23% [92.32% - 128.43%],1190,605,2379,11-17-2020,projected
124,FL- LAKELAND,97.6,99,91,115,88.99,113.61,99 [91 - 115],97.6% [88.99% - 113.61%],188,96,359,11-17-2020,projected
127,FL- MIAMI,91.6,661,607,759,85.77,101.42,661 [607 - 759],91.6% [85.77% - 101.42%],1251,622,2310,11-17-2020,projected
129,FL- OCALA,148.06,538,494,604,114.43,201.56,538 [494 - 604],148.06% [114.43% - 201.56%],931,471,1663,11-17-2020,projected
130,FL- ORLANDO,104.85,1416,1299,1649,92.65,127.81,1416 [1299 - 1649],104.85% [92.65% - 127.81%],2575,1311,4954,11-17-2020,projected
131,FL- ORMOND BEACH,87.86,69,63,81,84.17,95.48,69 [63 - 81],87.86% [84.17% - 95.48%],130,69,256,11-17-2020,projected
133,FL- PANAMA CITY,152.14,274,253,313,117.5,215.84,274 [253 - 313],152.14% [117.5% - 215.84%],479,249,902,11-17-2020,projected
134,FL- PENSACOLA,109.97,379,348,434,94.81,134.96,379 [348 - 434],109.97% [94.81% - 134.96%],704,348,1291,11-17-2020,projected
137,FL- SARASOTA,118.89,320,293,376,99.72,156.4,320 [293 - 376],118.89% [99.72% - 156.4%],562,285,1104,11-17-2020,projected
139,FL- ST PETERSBURG,111.91,290,265,341,96.02,142.77,290 [265 - 341],111.91% [96.02% - 142.77%],510,256,1003,11-17-2020,projected
140,FL- TALLAHASSEE,108.62,418,386,479,94.28,134.88,418 [386 - 479],108.62% [94.28% - 134.88%],772,385,1480,11-17-2020,projected
141,FL- TAMPA,104.55,577,530,678,92.56,127.98,577 [530 - 678],104.55% [92.56% - 127.98%],1046,535,2044,11-17-2020,projected
142,GA- ALBANY,88.37,49,43,62,83.1,100.23,49 [43 - 62],88.37% [83.1% - 100.23%],89,33,215,11-17-2020,projected
144,GA- ATLANTA,161.2,5320,4929,5965,123.72,227.92,5320 [4929 - 5965],161.2% [123.72% - 227.92%],9727,5237,17719,11-17-2020,projected
145,GA- AUGUSTA,131.61,631,593,670,110.63,154.54,631 [593 - 670],131.61% [110.63% - 154.54%],1267,752,1830,11-17-2020,projected
146,GA- COLUMBUS,89.45,63,59,76,85.08,100.49,63 [59 - 76],89.45% [85.08% - 100.49%],119,64,258,11-17-2020,projected
147,GA- MACON,107.42,328,305,383,95.03,135.77,328 [305 - 383],107.42% [95.03% - 135.77%],613,336,1247,11-17-2020,projected
148,GA- ROME,130.82,193,180,212,109.64,164.43,193 [180 - 212],130.82% [109.64% - 164.43%],372,217,618,11-17-2020,projected
149,GA- SAVANNAH,112.36,369,337,451,95.65,156.53,369 [337 - 451],112.36% [95.65% - 156.53%],666,322,1575,11-17-2020,projected
151,ID- BOISE,149.33,726,672,839,115.15,217.99,726 [672 - 839],149.33% [115.15% - 217.99%],1440,730,2866,11-17-2020,projected
152,ID- IDAHO FALLS,152.23,163,151,191,119.91,219.26,163 [151 - 191],152.23% [119.91% - 219.26%],333,184,642,11-17-2020,projected
154,IL- AURORA,313.02,619,579,679,208.27,464.25,619 [579 - 679],313.02% [208.27% - 464.25%],1228,676,2025,11-17-2020,projected
155,IL- BLUE ISLAND,171.09,1194,1107,1317,127.0,231.1,1194 [1107 - 1317],171.09% [127.0% - 231.1%],2310,1192,3832,11-17-2020,projected
156,IL- CHICAGO,172.64,4100,3802,4521,127.92,233.5,4100 [3802 - 4521],172.64% [127.92% - 233.5%],7930,4102,13140,11-17-2020,projected
158,IL- ELGIN,352.65,1505,1406,1648,229.72,526.22,1505 [1406 - 1648],352.65% [229.72% - 526.22%],2961,1626,4846,11-17-2020,projected
161,IL- EVANSTON,206.49,1580,1463,1745,144.65,290.64,1580 [1463 - 1745],206.49% [144.65% - 290.64%],3056,1562,5089,11-17-2020,projected
163,IL- HINSDALE,214.91,773,718,851,150.36,304.18,773 [718 - 851],214.91% [150.36% - 304.18%],1484,774,2466,11-17-2020,projected
164,IL- JOLIET,221.25,732,679,813,168.69,309.41,732 [679 - 813],221.25% [168.69% - 309.41%],1873,1176,3042,11-17-2020,projected
166,IL- MELROSE PARK,231.1,2421,2252,2661,160.12,329.29,2421 [2252 - 2661],231.1% [160.12% - 329.29%],4675,2479,7713,11-17-2020,projected
170,IL- PEORIA,244.44,1421,1340,1554,180.16,341.92,1421 [1340 - 1554],244.44% [180.16% - 341.92%],3057,1862,4869,11-17-2020,projected
171,IL- ROCKFORD,287.58,1488,1400,1628,208.35,411.87,1488 [1400 - 1628],287.58% [208.35% - 411.87%],3178,1965,5081,11-17-2020,projected
172,IL- SPRINGFIELD,224.56,1561,1468,1718,170.37,310.53,1561 [1468 - 1718],224.56% [170.37% - 310.53%],3679,2300,5867,11-17-2020,projected
173,IL- URBANA,253.53,896,840,988,180.38,370.86,896 [840 - 988],253.53% [180.38% - 370.86%],1803,1043,3022,11-17-2020,projected
175,IL- BLOOMINGTON,266.14,211,193,239,181.5,397.98,211 [193 - 239],266.14% [181.5% - 397.98%],497,271,849,11-17-2020,projected
179,IN- EVANSVILLE,213.2,1448,1348,1651,152.91,326.6,1448 [1348 - 1651],213.2% [152.91% - 326.6%],2724,1491,5043,11-17-2020,projected
180,IN- FORT WAYNE,545.82,5081,4789,5826,365.22,963.82,5081 [4789 - 5826],545.82% [365.22% - 963.82%],10304,6309,19550,11-17-2020,projected
181,IN- GARY,391.02,2465,2306,2820,254.17,664.4,2465 [2306 - 2820],391.02% [254.17% - 664.4%],4684,2623,8801,11-17-2020,projected
183,IN- INDIANAPOLIS,671.48,18918,17763,21769,435.74,1254.41,18.92K [17.76K - 21.77K],671.48% [435.74% - 1254.41%],37955,22828,75362,11-17-2020,projected
184,IN- LAFAYETTE,503.08,1598,1498,1838,330.2,911.44,1598 [1498 - 1838],503.08% [330.2% - 911.44%],3135,1854,6161,11-17-2020,projected
185,IN- MUNCIE,156.85,170,158,195,120.81,222.24,170 [158 - 195],156.85% [120.81% - 222.24%],322,171,596,11-17-2020,projected
186,IN- MUNSTER,262.15,1118,1038,1273,178.27,413.88,1118 [1038 - 1273],262.15% [178.27% - 413.88%],2102,1134,3853,11-17-2020,projected
187,IN- SOUTH BEND,323.49,1872,1738,2134,215.64,533.5,1872 [1738 - 2134],323.49% [215.64% - 533.5%],3723,2074,6934,11-17-2020,projected
188,IN- TERRE HAUTE,603.93,988,899,1184,419.7,1166.27,988 [899 - 1184],603.93% [419.7% - 1166.27%],2824,1831,5855,11-17-2020,projected
190,IA- CEDAR RAPIDS,127.76,149,142,155,115.57,136.54,149 [142 - 155],127.76% [115.57% - 136.54%],533,397,631,11-17-2020,projected
191,IA- DAVENPORT,128.81,438,410,476,109.87,153.05,438 [410 - 476],128.81% [109.87% - 153.05%],1085,664,1624,11-17-2020,projected
192,IA- DES MOINES,145.99,574,540,608,128.28,161.87,574 [540 - 608],145.99% [128.28% - 161.87%],2173,1590,2696,11-17-2020,projected
193,IA- DUBUQUE,148.44,147,138,159,127.52,176.88,147 [138 - 159],148.44% [127.52% - 176.88%],373,259,528,11-17-2020,projected
194,IA- IOWA CITY,115.31,229,214,243,103.52,126.11,229 [214 - 243],115.31% [103.52% - 126.11%],686,457,896,11-17-2020,projected
195,IA- MASON CITY,105.65,41,38,45,98.83,111.79,41 [38 - 45],105.65% [98.83% - 111.79%],188,138,233,11-17-2020,projected
196,IA- SIOUX CITY,104.29,100,94,106,96.17,112.07,100 [94 - 106],104.29% [96.17% - 112.07%],275,183,363,11-17-2020,projected
197,IA- WATERLOO,132.43,101,94,106,116.31,144.95,101 [94 - 106],132.43% [116.31% - 144.95%],335,232,415,11-17-2020,projected
200,KS- TOPEKA,156.41,580,539,649,121.31,213.61,580 [539 - 649],156.41% [121.31% - 213.61%],1182,639,2067,11-17-2020,projected
201,KS- WICHITA,147.31,1702,1577,1903,114.12,198.4,1702 [1577 - 1903],147.31% [114.12% - 198.4%],3332,1689,5861,11-17-2020,projected
203,KY- COVINGTON,235.31,913,852,991,165.92,327.23,913 [852 - 991],235.31% [165.92% - 327.23%],1710,946,2722,11-17-2020,projected
