region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.28,159,155,167,80.24,80.37,159 [155 - 167],80.28% [80.24% - 80.37%],24,20,31,04-28-2021,projected
2,AL- DOTHAN,80.3,28,26,29,80.15,80.3,28 [26 - 29],80.3% [80.15% - 80.3%],4,2,4,04-28-2021,projected
5,AL- HUNTSVILLE,80.37,49,48,54,80.32,80.53,49 [48 - 54],80.37% [80.32% - 80.53%],7,6,10,04-28-2021,projected
6,AL- MOBILE,82.1,395,387,406,81.82,82.49,395 [387 - 406],82.1% [81.82% - 82.49%],60,52,71,04-28-2021,projected
7,AL- MONTGOMERY,80.19,21,21,24,80.19,80.19,21 [21 - 24],80.19% [80.19% - 80.19%],3,3,3,04-28-2021,projected
9,AL- TUSCALOOSA,80.3,21,19,21,80.3,80.3,21 [19 - 21],80.3% [80.3% - 80.3%],3,3,3,04-28-2021,projected
11,AZ- MESA,81.06,137,133,144,80.86,81.41,137 [133 - 144],81.06% [80.86% - 81.41%],21,17,28,04-28-2021,projected
12,AZ- PHOENIX,80.62,308,298,322,80.49,80.81,308 [298 - 322],80.62% [80.49% - 80.81%],47,37,61,04-28-2021,projected
14,AZ- SUN CITY,80.49,23,22,24,80.37,80.62,23 [22 - 24],80.49% [80.37% - 80.62%],4,3,5,04-28-2021,projected
15,AZ- TUCSON,80.48,81,79,85,80.4,80.59,81 [79 - 85],80.48% [80.4% - 80.59%],12,10,15,04-28-2021,projected
16,AR- FORT SMITH,80.16,6,4,11,80.0,80.39,6 [4 - 11],80.16% [80.0% - 80.39%],2,0,5,04-28-2021,projected
18,AR- JONESBORO,80.22,14,14,14,80.22,80.22,14 [14 - 14],80.22% [80.22% - 80.22%],2,2,2,04-28-2021,projected
19,AR- LITTLE ROCK,80.29,112,105,115,80.17,80.33,112 [105 - 115],80.29% [80.17% - 80.33%],17,10,19,04-28-2021,projected
21,AR- SPRINGDALE,80.66,49,47,51,80.66,80.66,49 [47 - 51],80.66% [80.66% - 80.66%],7,7,7,04-28-2021,projected
22,AR- TEXARKANA,80.2,11,9,12,80.0,80.2,11 [9 - 12],80.2% [80.0% - 80.2%],2,0,2,04-28-2021,projected
23,CA- ORANGE CO.,80.12,62,60,64,80.1,80.14,62 [60 - 64],80.12% [80.1% - 80.14%],9,8,11,04-28-2021,projected
25,CA- BAKERSFIELD,80.17,36,34,38,80.11,80.19,36 [34 - 38],80.17% [80.11% - 80.19%],6,4,7,04-28-2021,projected
31,CA- CHICO,80.47,21,21,21,80.47,80.47,21 [21 - 21],80.47% [80.47% - 80.47%],3,3,3,04-28-2021,projected
33,CA- CONTRA COSTA CO.,80.45,63,61,64,80.45,80.5,63 [61 - 64],80.45% [80.45% - 80.5%],9,9,10,04-28-2021,projected
43,CA- FRESNO,80.31,43,40,44,80.18,80.35,43 [40 - 44],80.31% [80.18% - 80.35%],7,4,8,04-28-2021,projected
56,CA- LOS ANGELES,80.11,178,169,190,80.08,80.16,178 [169 - 190],80.11% [80.08% - 80.16%],28,21,40,04-28-2021,projected
