region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.15,83,78,202,80.11,81.2,83 [78 - 202],80.15% [80.11% - 81.2%],13,9,101,04-14-2021,projected
2,AL- DOTHAN,80.0,0,0,6,80.0,80.15,0 [0 - 6],80.0% [80.0% - 80.15%],0,0,2,04-14-2021,projected
5,AL- HUNTSVILLE,80.21,28,27,41,80.16,80.53,28 [27 - 41],80.21% [80.16% - 80.53%],4,3,10,04-14-2021,projected
6,AL- MOBILE,80.07,14,14,22,80.07,80.21,14 [14 - 22],80.07% [80.07% - 80.21%],2,2,6,04-14-2021,projected
7,AL- MONTGOMERY,80.19,21,20,37,80.13,80.71,21 [20 - 37],80.19% [80.13% - 80.71%],3,2,11,04-14-2021,projected
9,AL- TUSCALOOSA,80.1,7,7,13,80.1,80.7,7 [7 - 13],80.1% [80.1% - 80.7%],1,1,7,04-14-2021,projected
11,AZ- MESA,81.16,149,143,159,80.86,81.67,149 [143 - 159],81.16% [80.86% - 81.67%],23,17,33,04-14-2021,projected
12,AZ- PHOENIX,80.87,418,401,448,80.65,81.27,418 [401 - 448],80.87% [80.65% - 81.27%],66,49,96,04-14-2021,projected
14,AZ- SUN CITY,80.49,23,22,25,80.37,80.62,23 [22 - 25],80.49% [80.37% - 80.62%],4,3,5,04-14-2021,projected
15,AZ- TUCSON,80.87,139,133,149,80.63,81.23,139 [133 - 149],80.87% [80.63% - 81.23%],22,16,31,04-14-2021,projected
16,AR- FORT SMITH,80.0,0,0,5,80.0,80.08,0 [0 - 5],80.0% [80.0% - 80.08%],0,0,1,04-14-2021,projected
18,AR- JONESBORO,80.22,14,14,16,80.22,80.22,14 [14 - 16],80.22% [80.22% - 80.22%],2,2,2,04-14-2021,projected
19,AR- LITTLE ROCK,80.12,49,46,63,80.07,80.21,49 [46 - 63],80.12% [80.07% - 80.21%],7,4,12,04-14-2021,projected
