region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.34,193,183,201,80.22,80.4,193 [183 - 201],80.34% [80.22% - 80.4%],29,19,34,04-28-2021,projected
2,AL- DOTHAN,80.3,28,27,30,80.23,80.38,28 [27 - 30],80.3% [80.23% - 80.38%],4,3,5,04-28-2021,projected
5,AL- HUNTSVILLE,80.53,64,60,70,80.32,80.74,64 [60 - 70],80.53% [80.32% - 80.74%],10,6,14,04-28-2021,projected
6,AL- MOBILE,82.35,447,426,463,81.61,82.91,447 [426 - 463],82.35% [81.61% - 82.91%],67,46,83,04-28-2021,projected
7,AL- MONTGOMERY,80.39,30,27,33,80.19,80.39,30 [27 - 33],80.39% [80.19% - 80.39%],6,3,6,04-28-2021,projected
9,AL- TUSCALOOSA,80.3,21,19,21,80.1,80.3,21 [19 - 21],80.3% [80.1% - 80.3%],3,1,3,04-28-2021,projected
11,AZ- MESA,81.26,162,155,172,80.91,81.77,162 [155 - 172],81.26% [80.91% - 81.77%],25,18,35,04-28-2021,projected
12,AZ- PHOENIX,80.71,360,345,384,80.51,81.03,360 [345 - 384],80.71% [80.51% - 81.03%],54,39,78,04-28-2021,projected
14,AZ- SUN CITY,80.49,28,27,30,80.37,80.62,28 [27 - 30],80.49% [80.37% - 80.62%],4,3,5,04-28-2021,projected
15,AZ- TUCSON,80.52,87,83,93,80.36,80.67,87 [83 - 93],80.52% [80.36% - 80.67%],13,9,17,04-28-2021,projected
16,AR- FORT SMITH,80.16,14,12,26,80.0,80.55,14 [12 - 26],80.16% [80.0% - 80.55%],2,0,7,04-28-2021,projected
18,AR- JONESBORO,80.22,14,14,18,80.22,80.22,14 [14 - 18],80.22% [80.22% - 80.22%],2,2,2,04-28-2021,projected
19,AR- LITTLE ROCK,80.33,127,120,136,80.21,80.36,127 [120 - 136],80.33% [80.21% - 80.36%],19,12,21,04-28-2021,projected
21,AR- SPRINGDALE,80.85,63,59,67,80.47,80.85,63 [59 - 67],80.85% [80.47% - 80.85%],9,5,9,04-28-2021,projected
22,AR- TEXARKANA,80.2,14,12,17,80.0,80.2,14 [12 - 17],80.2% [80.0% - 80.2%],2,0,2,04-28-2021,projected
23,CA- ORANGE CO.,80.1,56,53,58,80.09,80.13,56 [53 - 58],80.1% [80.09% - 80.13%],8,7,10,04-28-2021,projected
25,CA- BAKERSFIELD,80.11,28,26,30,80.08,80.17,28 [26 - 30],80.11% [80.08% - 80.17%],4,3,6,04-28-2021,projected
31,CA- CHICO,80.47,21,21,22,80.47,80.62,21 [21 - 22],80.47% [80.47% - 80.62%],3,3,4,04-28-2021,projected
33,CA- CONTRA COSTA CO.,80.45,61,59,64,80.35,80.5,61 [59 - 64],80.45% [80.35% - 80.5%],9,7,10,04-28-2021,projected
43,CA- FRESNO,80.26,31,28,34,80.13,80.31,31 [28 - 34],80.26% [80.13% - 80.31%],6,3,7,04-28-2021,projected
56,CA- LOS ANGELES,80.09,137,128,149,80.05,80.14,137 [128 - 149],80.09% [80.05% - 80.14%],22,13,34,04-28-2021,projected
58,CA- MODESTO,80.47,49,44,53,80.17,80.58,49 [44 - 53],80.47% [80.17% - 80.58%],8,3,10,04-28-2021,projected
62,CA- NAPA,80.17,7,7,8,80.17,80.34,7 [7 - 8],80.17% [80.17% - 80.34%],1,1,2,04-28-2021,projected
65,CA- ALAMEDA CO.,80.33,74,71,78,80.27,80.41,74 [71 - 78],80.33% [80.27% - 80.41%],11,9,14,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,7,6,7,80.0,80.09,7 [6 - 7],80.09% [80.0% - 80.09%],1,0,1,04-28-2021,projected
73,CA- REDDING,80.65,45,43,49,80.46,80.83,45 [43 - 49],80.65% [80.46% - 80.83%],7,5,9,04-28-2021,projected
77,CA- SACRAMENTO,80.5,161,153,172,80.33,80.71,161 [153 - 172],80.5% [80.33% - 80.71%],24,16,34,04-28-2021,projected
78,CA- SALINAS,80.13,7,7,7,80.13,80.13,7 [7 - 7],80.13% [80.13% - 80.13%],1,1,1,04-28-2021,projected
79,CA- SAN BERNARDINO,80.16,55,50,60,80.09,80.24,55 [50 - 60],80.16% [80.09% - 80.24%],9,5,14,04-28-2021,projected
80,CA- SAN DIEGO,80.26,117,111,123,80.18,80.33,117 [111 - 123],80.26% [80.18% - 80.33%],18,13,23,04-28-2021,projected
81,CA- SAN FRANCISCO,80.16,56,52,59,80.1,80.22,56 [52 - 59],80.16% [80.1% - 80.22%],8,5,11,04-28-2021,projected
82,CA- SAN JOSE,80.36,75,71,78,80.26,80.4,75 [71 - 78],80.36% [80.26% - 80.4%],11,8,12,04-28-2021,projected
83,CA- SAN LUIS OBISPO,80.44,14,13,15,80.44,80.66,14 [13 - 15],80.44% [80.44% - 80.66%],2,2,3,04-28-2021,projected
85,CA- SAN MATEO CO.,80.19,35,34,36,80.15,80.22,35 [34 - 36],80.19% [80.15% - 80.22%],5,4,6,04-28-2021,projected
86,CA- SANTA BARBARA,80.1,7,6,8,80.1,80.21,7 [6 - 8],80.1% [80.1% - 80.21%],1,1,2,04-28-2021,projected
