HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.25,104,91,145,80.13,84.49,104 [91 - 145],81.25% [80.13% - 84.49%],105,11,379,06-30-2020
2,AL- DOTHAN,80.85,7,6,14,80.0,84.37,7 [6 - 14],80.85% [80.0% - 84.37%],11,0,58,06-30-2020
5,AL- HUNTSVILLE,81.6,28,25,39,80.21,85.8,28 [25 - 39],81.6% [80.21% - 85.8%],30,4,109,06-30-2020
6,AL- MOBILE,81.36,35,32,52,80.32,85.43,35 [32 - 52],81.36% [80.32% - 85.43%],38,9,155,06-30-2020
7,AL- MONTGOMERY,81.28,14,13,24,80.13,85.24,14 [13 - 24],81.28% [80.13% - 85.24%],19,2,81,06-30-2020
9,AL- TUSCALOOSA,80.83,7,7,13,80.2,84.81,7 [7 - 13],80.83% [80.2% - 84.81%],8,2,48,06-30-2020
11,AZ- MESA,84.75,91,81,118,80.86,93.84,91 [81 - 118],84.75% [80.86% - 93.84%],93,17,274,06-30-2020
12,AZ- PHOENIX,83.02,224,198,292,80.54,89.02,224 [198 - 292],83.02% [80.54% - 89.02%],228,41,683,06-30-2020
14,AZ- SUN CITY,82.01,14,13,18,80.37,85.8,14 [13 - 18],82.01% [80.37% - 85.8%],16,3,47,06-30-2020
15,AZ- TUCSON,82.8,70,62,95,80.28,89.59,70 [62 - 95],82.8% [80.28% - 89.59%],70,7,242,06-30-2020
16,AR- FORT SMITH,80.68,7,6,13,80.0,84.14,7 [6 - 13],80.68% [80.0% - 84.14%],8,0,53,06-30-2020
18,AR- JONESBORO,80.93,7,6,11,80.0,83.87,7 [6 - 11],80.93% [80.0% - 83.87%],8,0,35,06-30-2020
19,AR- LITTLE ROCK,81.01,55,48,78,80.02,83.69,55 [48 - 78],81.01% [80.02% - 83.69%],58,1,213,06-30-2020
21,AR- SPRINGDALE,82.22,21,19,30,80.28,88.14,21 [19 - 30],82.22% [80.28% - 88.14%],23,3,86,06-30-2020
22,AR- TEXARKANA,80.66,0,0,4,80.0,83.37,0 [0 - 4],80.66% [80.0% - 83.37%],6,0,33,06-30-2020
23,CA- ORANGE CO.,81.83,138,122,190,80.29,86.38,138 [122 - 190],81.83% [80.29% - 86.38%],140,22,488,06-30-2020
25,CA- BAKERSFIELD,81.24,42,37,65,80.11,85.53,42 [37 - 65],81.24% [80.11% - 85.53%],44,4,200,06-30-2020
31,CA- CHICO,81.89,7,7,13,80.16,88.28,7 [7 - 13],81.89% [80.16% - 88.28%],12,1,53,06-30-2020
33,CA- CONTRA COSTA CO.,82.19,42,38,53,80.4,85.59,42 [38 - 53],82.19% [80.4% - 85.59%],43,8,112,06-30-2020
43,CA- FRESNO,82.0,42,37,67,80.13,89.46,42 [37 - 67],82.0% [80.13% - 89.46%],45,3,216,06-30-2020
56,CA- LOS ANGELES,81.62,399,351,551,80.25,85.69,399 [351 - 551],81.62% [80.25% - 85.69%],402,62,1411,06-30-2020
58,CA- MODESTO,82.22,35,31,49,80.29,87.5,35 [31 - 49],82.22% [80.29% - 87.5%],38,5,129,06-30-2020
62,CA- NAPA,82.06,7,7,11,80.17,85.84,7 [7 - 11],82.06% [80.17% - 85.84%],11,1,34,06-30-2020
65,CA- ALAMEDA CO.,81.9,60,53,75,80.33,84.79,60 [53 - 75],81.9% [80.33% - 84.79%],64,11,162,06-30-2020
69,CA- PALM SPR/RANCHO MIR.,81.35,13,12,18,80.19,84.75,13 [12 - 18],81.35% [80.19% - 84.75%],14,2,50,06-30-2020
73,CA- REDDING,81.07,7,6,12,80.0,84.25,7 [6 - 12],81.07% [80.0% - 84.25%],11,0,46,06-30-2020
77,CA- SACRAMENTO,82.26,105,93,138,80.36,86.69,105 [93 - 138],82.26% [80.36% - 86.69%],108,17,320,06-30-2020
78,CA- SALINAS,82.18,14,13,19,80.38,86.43,14 [13 - 19],82.18% [80.38% - 86.43%],17,3,51,06-30-2020
79,CA- SAN BERNARDINO,82.33,132,116,184,80.35,88.34,132 [116 - 184],82.33% [80.35% - 88.34%],134,20,482,06-30-2020
80,CA- SAN DIEGO,82.27,156,137,212,80.34,87.55,156 [137 - 212],82.27% [80.34% - 87.55%],159,24,531,06-30-2020
81,CA- SAN FRANCISCO,81.12,52,46,65,80.2,82.84,52 [46 - 65],81.12% [80.2% - 82.84%],56,10,144,06-30-2020
82,CA- SAN JOSE,82.27,65,57,81,80.4,85.82,65 [57 - 81],82.27% [80.4% - 85.82%],68,12,176,06-30-2020
83,CA- SAN LUIS OBISPO,82.22,7,7,11,80.22,87.89,7 [7 - 11],82.22% [80.22% - 87.89%],10,1,36,06-30-2020
85,CA- SAN MATEO CO.,81.24,28,25,37,80.22,83.12,28 [25 - 37],81.24% [80.22% - 83.12%],33,6,84,06-30-2020
86,CA- SANTA BARBARA,81.95,14,13,21,80.1,86.94,14 [13 - 21],81.95% [80.1% - 86.94%],18,1,67,06-30-2020
87,CA- SANTA CRUZ,83.21,7,7,10,80.28,88.64,7 [7 - 10],83.21% [80.28% - 88.64%],11,1,31,06-30-2020
89,CA- SANTA ROSA,81.08,14,13,19,80.16,82.79,14 [13 - 19],81.08% [80.16% - 82.79%],20,3,52,06-30-2020
91,CA- STOCKTON,82.44,21,19,29,80.38,86.87,21 [19 - 29],82.44% [80.38% - 86.87%],25,4,73,06-30-2020
96,CA- VENTURA,82.24,32,28,45,80.32,87.88,32 [28 - 45],82.24% [80.32% - 87.88%],35,5,124,06-30-2020
101,CO- BOULDER,83.93,14,13,20,81.05,91.37,14 [13 - 20],83.93% [81.05% - 91.37%],18,5,54,06-30-2020
102,CO- COLORADO SPRINGS,84.33,42,38,59,80.97,95.07,42 [38 - 59],84.33% [80.97% - 95.07%],44,10,156,06-30-2020
103,CO- DENVER,83.63,170,151,218,80.84,90.28,170 [151 - 218],83.63% [80.84% - 90.28%],173,40,491,06-30-2020
104,CO- FORT COLLINS,82.52,14,13,19,80.47,87.36,14 [13 - 19],82.52% [80.47% - 87.36%],16,3,47,06-30-2020
105,CO- GRAND JUNCTION,82.05,14,12,20,80.0,86.82,14 [12 - 20],82.05% [80.0% - 86.82%],16,0,54,06-30-2020
106,CO- GREELEY,83.12,21,19,27,80.64,88.37,21 [19 - 27],83.12% [80.64% - 88.37%],24,5,65,06-30-2020
107,CO- PUEBLO,80.95,7,6,11,80.0,84.76,7 [6 - 11],80.95% [80.0% - 84.76%],7,0,38,06-30-2020
109,CT- BRIDGEPORT,85.15,86,78,116,81.53,97.17,86 [78 - 116],85.15% [81.53% - 97.17%],87,26,291,06-30-2020
110,CT- HARTFORD,88.48,273,245,355,82.52,104.97,273 [245 - 355],88.48% [82.52% - 104.97%],275,82,813,06-30-2020
111,CT- NEW HAVEN,86.19,237,212,314,81.71,99.29,237 [212 - 314],86.19% [81.71% - 99.29%],238,66,743,06-30-2020
112,DE- WILMINGTON,85.32,95,88,101,82.47,87.25,95 [88 - 101],85.32% [82.47% - 87.25%],99,46,135,06-30-2020
113,DC- WASHINGTON,88.86,482,447,497,84.54,90.4,482 [447 - 497],88.86% [84.54% - 90.4%],486,249,571,06-30-2020
115,FL- BRADENTON,81.1,6,6,10,80.56,84.65,6 [6 - 10],81.1% [80.56% - 84.65%],7,4,33,06-30-2020
116,FL- CLEARWATER,80.69,7,7,13,80.31,83.18,7 [7 - 13],80.69% [80.31% - 83.18%],11,5,52,06-30-2020
118,FL- FORT LAUDERDALE,80.77,63,58,98,80.32,83.53,63 [58 - 98],80.77% [80.32% - 83.53%],67,28,307,06-30-2020
119,FL- FORT MYERS,80.75,28,26,43,80.24,83.48,28 [26 - 43],80.75% [80.24% - 83.48%],28,9,133,06-30-2020
120,FL- GAINESVILLE,80.27,0,0,6,80.0,82.5,0 [0 - 6],80.27% [80.0% - 82.5%],4,0,46,06-30-2020
122,FL- HUDSON,80.73,7,7,12,80.16,83.43,7 [7 - 12],80.73% [80.16% - 83.43%],9,2,43,06-30-2020
123,FL- JACKSONVILLE,80.8,35,31,61,80.08,84.44,35 [31 - 61],80.8% [80.08% - 84.44%],39,4,218,06-30-2020
124,FL- LAKELAND,80.86,7,7,12,80.28,84.03,7 [7 - 12],80.86% [80.28% - 84.03%],9,3,43,06-30-2020
127,FL- MIAMI,80.67,70,65,110,80.27,83.23,70 [65 - 110],80.67% [80.27% - 83.23%],71,29,348,06-30-2020
129,FL- OCALA,81.1,10,9,16,80.29,83.95,10 [9 - 16],81.1% [80.29% - 83.95%],14,4,54,06-30-2020
